country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Argentina,ARG,6313.0,938.0,65.82,733.0,-0.16,852.0,748.0,328.0
Armenia,ARM,4289.0,682.0,63.84,0.52,-232.0,0.85,453.0,469.0
Austria,AUT,7122.0,936.0,69.5,941.0,298.0,0.49,746.0,174.0
Azerbaijan,AZE,4728.0,854.0,60.58,772.0,-237.0,774.0,469.0,276.0
Bangladesh,BGD,4319.0,672.0,59.12,612.0,55.0,786.0,459.0,321.0
Belarus,BLR,5658.0,918.0,60.06,707.0,-249.0,708.0,535.0,269.0
Benin,BEN,3.33,445.0,51.96,0.58,-11.0,0.79,521.0,309.0
Bolivia,BOL,5374.0,834.0,60.9,0.77,-46.0,794.0,708.0,432.0
Botswana,BWA,4739.0,883.0,48.84,824.0,-198.0,723.0,643.0,226.0
Burkina Faso,BFA,3801.0,796.0,49.44,588.0,0.03,798.0,678.0,266.0
Cambodia,KHM,3569.0,793.0,57.64,,253.0,829.0,,341.0
Cameroon,CMR,3851.0,0.69,47.84,653.0,-17.0,907.0,588.0,271.0
Chad,TCD,3435.0,724.0,47.08,306.0,26.0,961.0,571.0,263.0
Chile,CHL,6063.0,836.0,67.78,744.0,163.0,634.0,752.0,348.0
China,CHN,4.56,747.0,65.66,,,,658.0,0.17
Colombia,COL,6025.0,0.91,66.32,805.0,-18.0,808.0,776.0,326.0
Costa Rica,CRI,7082.0,937.0,68.56,882.0,54.0,798.0,815.0,236.0
Cuba,CUB,5418.0,0.97,68.0,281.0,,,596.0,277.0
Cyprus,CYP,6238.0,878.0,70.16,836.0,14.0,712.0,704.0,253.0
Dominican Republic,DOM,5088.0,919.0,65.36,858.0,35.0,755.0,733.0,274.0
Ecuador,ECU,5024.0,0.91,64.44,671.0,-94.0,901.0,785.0,357.0
El Salvador,SLV,5701.0,878.0,65.12,683.0,-59.0,807.0,813.0,233.0
Estonia,EST,5371.0,0.91,65.78,749.0,-268.0,797.0,589.0,215.0
Finland,FIN,7672.0,965.0,68.72,969.0,-9.0,132.0,683.0,172.0
France,FRA,6583.0,944.0,70.8,789.0,122.0,699.0,694.0,289.0
Georgia,GEO,3675.0,647.0,63.3,553.0,-0.27,752.0,353.0,269.0
Ghana,GHA,4535.0,728.0,52.54,849.0,212.0,814.0,637.0,198.0
Guatemala,GTM,5901.0,0.83,58.98,663.0,0.17,706.0,789.0,287.0
Haiti,HTI,3754.0,694.0,6.72,449.0,359.0,854.0,583.0,332.0
Honduras,HND,5397.0,933.0,63.1,0.65,88.0,844.0,837.0,155.0
Hong Kong S.A.R. of China,HKG,5511.0,812.0,,0.91,151.0,356.0,591.0,236.0
India,IND,5348.0,707.0,55.86,774.0,,855.0,576.0,199.0
Indonesia,IDN,4947.0,771.0,60.32,713.0,346.0,915.0,715.0,266.0
Ireland,IRL,7144.0,967.0,69.62,943.0,237.0,473.0,815.0,209.0
Israel,ISR,7173.0,927.0,71.08,817.0,,905.0,639.0,308.0
Jamaica,JAM,6208.0,909.0,66.6,738.0,-9.0,946.0,753.0,201.0
Kazakhstan,KAZ,5476.0,872.0,58.0,731.0,-277.0,865.0,602.0,185.0
Kenya,KEN,4223.0,909.0,51.42,616.0,-31.0,0.86,657.0,198.0
Kuwait,KWT,6076.0,919.0,68.4,769.0,-241.0,328.0,788.0,182.0
Kyrgyzstan,KGZ,4641.0,844.0,59.92,678.0,-142.0,879.0,555.0,159.0
Laos,LAO,5076.0,807.0,55.88,925.0,438.0,688.0,0.79,163.0
Latvia,LVA,4.71,884.0,63.1,641.0,-234.0,937.0,0.59,234.0
Lebanon,LBN,4653.0,853.0,65.16,0.67,66.0,902.0,501.0,0.32
Lithuania,LTU,5954.0,0.93,63.5,567.0,-299.0,967.0,567.0,254.0
Madagascar,MDG,3.98,711.0,54.14,,-38.0,,563.0,161.0
Malawi,MWI,3.83,554.0,45.36,767.0,175.0,676.0,609.0,222.0
Malaysia,MYS,6012.0,866.0,65.08,837.0,198.0,0.74,687.0,243.0
Mali,MLI,4014.0,761.0,49.94,555.0,-71.0,761.0,748.0,209.0
Moldova,MDA,5102.0,812.0,59.48,554.0,-167.0,926.0,553.0,255.0
Mozambique,MOZ,4595.0,879.0,44.82,684.0,39.0,758.0,602.0,327.0
Nepal,NPL,4567.0,874.0,59.66,689.0,,897.0,583.0,171.0
New Zealand,NZL,7305.0,946.0,69.72,932.0,306.0,224.0,825.0,219.0
Nicaragua,NIC,4.46,877.0,64.3,745.0,8.0,844.0,0.78,294.0
Niger,NER,3737.0,677.0,50.14,0.75,76.0,755.0,746.0,179.0
Nigeria,NGA,4.71,735.0,50.22,649.0,84.0,871.0,772.0,178.0
Norway,NOR,7416.0,959.0,69.4,0.96,103.0,397.0,767.0,197.0
Panama,PAN,6128.0,951.0,66.86,882.0,-51.0,912.0,826.0,232.0
Paraguay,PRY,4.73,895.0,64.88,691.0,58.0,841.0,752.0,303.0
Peru,PER,4811.0,875.0,66.46,668.0,-73.0,895.0,675.0,0.42
Philippines,PHL,4.67,795.0,61.36,828.0,61.0,841.0,756.0,
Portugal,PRT,5405.0,905.0,68.34,882.0,-182.0,0.88,647.0,333.0
Russia,RUS,4964.0,895.0,58.74,643.0,-0.31,935.0,534.0,232.0
