country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Kazakhstan,KAZ,5736.0,905.0,61.0,878.0,-239.0,802.0,622.0,154.0
Kenya,KEN,4405.0,846.0,54.02,709.0,12.0,923.0,706.0,228.0
Kosovo,XKX,4.86,759.0,,589.0,6.0,919.0,604.0,124.0
Kuwait,KWT,6378.0,882.0,69.4,769.0,,0.56,726.0,177.0
Kyrgyzstan,KGZ,4921.0,891.0,62.02,748.0,-157.0,932.0,579.0,151.0
Laos,LAO,4704.0,691.0,57.78,882.0,457.0,587.0,746.0,225.0
Latvia,LVA,4967.0,836.0,64.6,564.0,-4.0,934.0,563.0,222.0
Lebanon,LBN,5188.0,733.0,65.46,657.0,0.0,911.0,506.0,0.32
Lesotho,LSO,4898.0,824.0,41.52,618.0,-89.0,768.0,754.0,0.17
Lithuania,LTU,5432.0,911.0,64.5,566.0,-152.0,964.0,556.0,275.0
Luxembourg,LUX,7101.0,934.0,70.7,962.0,98.0,388.0,744.0,0.2
Madagascar,MDG,4381.0,818.0,55.34,546.0,-61.0,897.0,516.0,235.0
Malawi,MWI,3946.0,613.0,50.66,733.0,73.0,853.0,0.62,268.0
Malaysia,MYS,5786.0,0.77,65.48,0.84,-19.0,842.0,785.0,155.0
Mali,MLI,4667.0,796.0,51.64,823.0,-0.1,726.0,752.0,132.0
Malta,MLT,6155.0,923.0,70.58,882.0,0.29,,638.0,0.34
Mauritania,MRT,4785.0,0.75,57.7,567.0,0.05,747.0,729.0,175.0
Mauritius,MUS,5477.0,0.8,63.52,848.0,186.0,847.0,653.0,253.0
Mexico,MEX,6.91,824.0,65.24,831.0,-104.0,698.0,0.7,228.0
Moldova,MDA,5792.0,869.0,61.38,628.0,-85.0,957.0,553.0,285.0
Mongolia,MNG,5031.0,948.0,58.22,0.7,148.0,931.0,561.0,153.0
Montenegro,MNE,5223.0,818.0,66.28,546.0,-0.23,762.0,0.51,378.0
Morocco,MAR,5085.0,833.0,62.66,579.0,-215.0,875.0,687.0,187.0
Mozambique,MOZ,4971.0,818.0,46.92,639.0,-27.0,719.0,565.0,243.0
Nepal,NPL,3809.0,741.0,59.96,525.0,-21.0,935.0,0.53,207.0
Netherlands,NLD,7564.0,938.0,70.94,925.0,332.0,359.0,0.77,181.0
New Zealand,NZL,7191.0,954.0,69.82,935.0,279.0,269.0,784.0,0.21
Nicaragua,NIC,5386.0,0.8,64.8,779.0,-21.0,0.76,747.0,309.0
Niger,NER,4556.0,818.0,52.34,0.78,-56.0,549.0,0.71,166.0
North Macedonia,MKD,4898.0,784.0,64.98,607.0,-92.0,865.0,503.0,363.0
Oman,OMN,6853.0,,62.34,916.0,0.01,,,295.0
Pakistan,PAK,5267.0,0.51,54.76,376.0,25.0,857.0,473.0,358.0
Panama,PAN,7248.0,876.0,67.66,829.0,5.0,0.84,853.0,0.18
Paraguay,PRY,5677.0,869.0,65.28,666.0,182.0,756.0,823.0,0.19
Peru,PER,5892.0,756.0,67.76,773.0,-126.0,824.0,742.0,331.0
Philippines,PHL,4994.0,789.0,61.66,883.0,71.0,783.0,808.0,358.0
Poland,POL,5646.0,905.0,67.28,868.0,-0.07,908.0,659.0,224.0
Portugal,PRT,5.22,856.0,69.54,875.0,-177.0,962.0,671.0,279.0
Qatar,QAT,6592.0,857.0,65.04,905.0,2.0,,661.0,328.0
Romania,ROU,5023.0,753.0,65.58,0.65,-146.0,964.0,501.0,294.0
Russia,RUS,5389.0,883.0,60.94,626.0,-282.0,935.0,564.0,165.0
Rwanda,RWA,4097.0,0.57,56.5,829.0,-38.0,161.0,608.0,154.0
Saudi Arabia,SAU,6.7,0.83,62.4,603.0,-142.0,,699.0,0.24
Senegal,SEN,3834.0,602.0,57.0,641.0,-165.0,0.87,696.0,0.18
Serbia,SRB,4815.0,773.0,65.84,0.44,-188.0,977.0,458.0,0.41
Sierra Leone,SLE,4502.0,782.0,48.18,0.77,4.0,855.0,495.0,0.3
Singapore,SGP,6561.0,904.0,72.48,822.0,-153.0,99.0,404.0,144.0
Slovakia,SVK,5945.0,917.0,66.72,727.0,8.0,907.0,588.0,287.0
Slovenia,SVN,6036.0,931.0,69.36,907.0,-29.0,893.0,587.0,285.0
Somalia,SOM,4931.0,788.0,,858.0,,357.0,691.0,122.0
South Africa,ZAF,4931.0,858.0,50.5,835.0,-163.0,819.0,0.72,0.23
South Korea,KOR,6947.0,809.0,71.12,682.0,-52.0,827.0,587.0,168.0
Spain,ESP,6518.0,944.0,71.12,819.0,-126.0,846.0,667.0,356.0
Sri Lanka,LKA,4181.0,842.0,64.68,823.0,139.0,0.76,0.73,175.0
State of Palestine,PSE,4751.0,751.0,,522.0,-128.0,0.75,499.0,388.0
Sudan,SDN,4314.0,818.0,57.94,583.0,-0.05,663.0,532.0,249.0
Sweden,SWE,7382.0,921.0,71.24,941.0,158.0,269.0,762.0,179.0
Syria,SYR,4038.0,576.0,63.34,0.53,128.0,741.0,521.0,496.0
Taiwan Province of China,TWN,6309.0,863.0,,761.0,32.0,755.0,727.0,112.0
Tajikistan,TJK,4263.0,751.0,61.0,776.0,-124.0,672.0,573.0,166.0
Tanzania,TZA,4074.0,883.0,54.06,736.0,-47.0,816.0,0.72,145.0
Thailand,THA,6664.0,884.0,67.28,927.0,398.0,923.0,834.0,117.0
Togo,TGO,2936.0,303.0,52.44,584.0,-0.09,832.0,479.0,395.0
Trinidad and Tobago,TTO,6519.0,863.0,63.68,775.0,78.0,0.9,827.0,134.0
Tunisia,TUN,4876.0,715.0,66.38,603.0,-204.0,913.0,513.0,248.0
Turkiye,TUR,5272.0,692.0,67.06,446.0,-245.0,649.0,512.0,0.38
Turkmenistan,TKM,5792.0,964.0,60.42,,18.0,,577.0,122.0
Uganda,UGA,4826.0,882.0,52.94,733.0,29.0,0.83,618.0,254.0
Ukraine,UKR,5083.0,859.0,62.52,579.0,-233.0,933.0,539.0,0.22
United Arab Emirates,ARE,7119.0,881.0,65.16,889.0,65.0,,702.0,216.0
United Kingdom,GBR,6869.0,949.0,69.46,0.9,332.0,438.0,742.0,174.0
United States,USA,7115.0,922.0,66.68,863.0,156.0,697.0,737.0,273.0
Uruguay,URY,6554.0,891.0,67.18,851.0,-0.09,556.0,702.0,252.0
Uzbekistan,UZB,5739.0,924.0,62.54,934.0,35.0,522.0,663.0,123.0
Venezuela,VEN,6.58,931.0,65.26,766.0,-232.0,772.0,823.0,199.0
Vietnam,VNM,5767.0,898.0,64.58,818.0,87.0,742.0,494.0,193.0
Yemen,YEM,3746.0,663.0,58.56,638.0,-0.17,754.0,416.0,285.0
Zambia,ZMB,4999.0,864.0,50.06,663.0,2.0,882.0,771.0,204.0
Zimbabwe,ZWE,4846.0,865.0,46.4,633.0,-73.0,0.83,699.0,211.0
