country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,1281.0,228.0,54875.0,368.0,,733.0,206.0,576.0
Albania,ALB,5212.0,724.0,69175.0,802.0,-66.0,846.0,547.0,255.0
Argentina,ARG,6261.0,893.0,67.25,825.0,-128.0,0.81,724.0,284.0
Armenia,ARM,5382.0,811.0,67925.0,0.79,-154.0,705.0,531.0,549.0
Australia,AUS,7035.0,942.0,71125.0,854.0,153.0,545.0,711.0,244.0
Austria,AUT,6999.0,876.0,71275.0,856.0,139.0,524.0,718.0,226.0
Bangladesh,BGD,3408.0,404.0,64675.0,865.0,-55.0,617.0,394.0,448.0
Belgium,BEL,6857.0,923.0,71.05,0.89,97.0,483.0,718.0,235.0
Benin,BEN,4217.0,366.0,56.4,714.0,-0.03,0.58,571.0,444.0
Bolivia,BOL,5929.0,824.0,63.75,865.0,-0.08,0.84,738.0,426.0
Botswana,BWA,3435.0,0.75,54725.0,739.0,-215.0,831.0,623.0,287.0
Brazil,BRA,6257.0,866.0,65925.0,0.83,-61.0,742.0,681.0,341.0
Bulgaria,BGR,5378.0,953.0,66.6,741.0,-145.0,942.0,582.0,165.0
Cambodia,KHM,4.25,784.0,62.1,946.0,154.0,0.86,756.0,388.0
Cameroon,CMR,4712.0,629.0,56525.0,675.0,25.0,849.0,586.0,362.0
Canada,CAN,6918.0,929.0,71.45,838.0,222.0,442.0,719.0,287.0
Chad,TCD,4397.0,0.72,53125.0,679.0,221.0,805.0,588.0,499.0
Chile,CHL,6415.0,887.0,70.45,793.0,-11.0,796.0,775.0,253.0
Colombia,COL,5892.0,877.0,69525.0,799.0,-162.0,863.0,762.0,306.0
Comoros,COM,3545.0,472.0,59425.0,481.0,-14.0,732.0,603.0,352.0
Congo (Brazzaville),COG,5805.0,646.0,57175.0,698.0,28.0,0.76,583.0,477.0
Congo (Kinshasa),COD,3207.0,654.0,55375.0,664.0,86.0,836.0,563.0,461.0
Costa Rica,CRI,7077.0,902.0,70.0,0.91,-47.0,751.0,793.0,272.0
Croatia,HRV,5579.0,0.91,69125.0,593.0,-213.0,875.0,573.0,267.0
Cyprus,CYP,5865.0,0.82,73.0,698.0,,887.0,659.0,297.0
Czechia,CZE,6695.0,944.0,69175.0,908.0,94.0,831.0,743.0,246.0
Denmark,DNK,7545.0,0.97,71375.0,0.93,224.0,203.0,787.0,205.0
Dominican Republic,DOM,5518.0,0.82,64.6,853.0,-84.0,656.0,723.0,306.0
Ecuador,ECU,5887.0,825.0,69.25,759.0,-0.08,866.0,777.0,356.0
Egypt,EGY,4024.0,769.0,63.75,733.0,-208.0,,486.0,307.0
El Salvador,SLV,6492.0,772.0,65.95,914.0,-112.0,621.0,823.0,296.0
Estonia,EST,6357.0,933.0,69875.0,904.0,136.0,0.39,767.0,187.0
Ethiopia,ETH,3628.0,0.74,61.1,674.0,361.0,793.0,0.56,335.0
Finland,FIN,7729.0,974.0,71225.0,959.0,102.0,0.19,741.0,191.0
France,FRA,6614.0,866.0,72.4,798.0,-25.0,533.0,688.0,249.0
Gabon,GAB,5.14,775.0,58575.0,699.0,-164.0,803.0,661.0,414.0
Gambia,GMB,4279.0,588.0,57.9,599.0,364.0,884.0,722.0,438.0
Georgia,GEO,5293.0,754.0,65075.0,821.0,-253.0,655.0,503.0,233.0
Germany,DEU,6608.0,916.0,71.5,895.0,81.0,417.0,668.0,201.0
Ghana,GHA,4191.0,628.0,59125.0,786.0,117.0,909.0,0.62,292.0
Greece,GRC,5.9,875.0,71275.0,563.0,-316.0,874.0,589.0,183.0
Guatemala,GTM,6.15,806.0,62.9,856.0,-57.0,835.0,835.0,263.0
Guinea,GIN,5317.0,582.0,54.65,729.0,139.0,0.77,699.0,492.0
Honduras,HND,5932.0,729.0,64275.0,851.0,81.0,834.0,775.0,289.0
Hungary,HUN,5861.0,937.0,67.65,776.0,-8.0,848.0,628.0,0.25
Iceland,ISL,7449.0,985.0,72075.0,936.0,222.0,692.0,768.0,178.0
India,IND,3.93,608.0,61.2,893.0,0.09,771.0,596.0,432.0
Indonesia,IDN,5585.0,834.0,63175.0,903.0,519.0,862.0,818.0,269.0
Iran,IRN,4977.0,0.8,66.75,0.57,212.0,766.0,521.0,466.0
