country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Croatia,HRV,5205.0,768.0,67.9,694.0,-102.0,849.0,0.57,294.0
Cyprus,CYP,5439.0,0.77,71.6,628.0,109.0,893.0,0.66,383.0
Czechia,CZE,6608.0,911.0,68.3,808.0,-0.15,886.0,689.0,206.0
Denmark,DNK,7514.0,0.96,70.5,941.0,218.0,191.0,801.0,218.0
Dominican Republic,DOM,5062.0,893.0,63.2,856.0,-68.0,755.0,695.0,295.0
Ecuador,ECU,5964.0,856.0,67.5,801.0,-117.0,666.0,816.0,323.0
Egypt,EGY,4763.0,0.73,62.0,659.0,-88.0,684.0,554.0,344.0
El Salvador,SLV,6018.0,791.0,63.5,733.0,-0.16,805.0,816.0,333.0
Estonia,EST,5629.0,918.0,68.3,815.0,-167.0,569.0,649.0,183.0
Ethiopia,ETH,4573.0,626.0,58.3,803.0,112.0,567.0,623.0,237.0
Finland,FIN,7448.0,948.0,70.7,0.93,107.0,223.0,736.0,191.0
France,FRA,6358.0,896.0,71.7,817.0,-143.0,641.0,0.74,215.0
Gabon,GAB,4661.0,756.0,56.3,671.0,-194.0,867.0,0.6,372.0
Georgia,GEO,4122.0,517.0,64.2,0.64,-208.0,502.0,448.0,233.0
Germany,DEU,7037.0,926.0,70.1,889.0,173.0,412.0,722.0,203.0
Ghana,GHA,3986.0,687.0,56.5,852.0,-0.04,945.0,675.0,265.0
Greece,GRC,5623.0,835.0,70.4,532.0,-275.0,824.0,637.0,277.0
Guatemala,GTM,6465.0,823.0,61.5,869.0,49.0,822.0,826.0,311.0
Guinea,GIN,3505.0,579.0,51.5,666.0,6.0,762.0,658.0,268.0
Haiti,HTI,3.57,564.0,54.6,398.0,263.0,777.0,598.0,333.0
Honduras,HND,4845.0,772.0,61.3,534.0,-98.0,848.0,829.0,311.0
Hungary,HUN,5344.0,859.0,66.6,558.0,-202.0,908.0,0.65,245.0
Iceland,ISL,7498.0,0.98,71.9,0.94,296.0,639.0,794.0,0.18
India,IND,4342.0,0.61,59.1,777.0,-7.0,776.0,657.0,322.0
Indonesia,IDN,5043.0,809.0,62.3,779.0,469.0,946.0,796.0,274.0
Iran,IRN,4.75,572.0,65.7,0.78,166.0,699.0,548.0,0.52
Iraq,IRQ,4493.0,684.0,60.8,599.0,23.0,762.0,478.0,581.0
Ireland,IRL,6.83,953.0,70.7,892.0,228.0,409.0,748.0,225.0
Israel,ISR,7079.0,864.0,71.8,753.0,105.0,789.0,652.0,256.0
Italy,ITA,5848.0,909.0,71.6,575.0,-68.0,913.0,646.0,329.0
Ivory Coast,CIV,4445.0,704.0,52.5,0.8,-55.0,744.0,614.0,347.0
Japan,JPN,5.88,923.0,73.6,832.0,-161.0,654.0,702.0,176.0
Jordan,JOR,5405.0,0.83,67.6,767.0,-48.0,,617.0,305.0
Kazakhstan,KAZ,5.95,931.0,63.4,0.74,-41.0,714.0,682.0,174.0
Kenya,KEN,4358.0,777.0,56.1,793.0,212.0,853.0,673.0,172.0
Kosovo,XKX,5077.0,805.0,,561.0,0.18,851.0,685.0,0.18
Kuwait,KWT,6146.0,823.0,70.2,822.0,79.0,,678.0,324.0
Kyrgyzstan,KGZ,4905.0,857.0,63.7,813.0,197.0,858.0,658.0,173.0
Latvia,LVA,5881.0,879.0,65.8,656.0,-82.0,808.0,559.0,228.0
Lebanon,LBN,5172.0,742.0,65.7,597.0,68.0,889.0,524.0,243.0
Liberia,LBR,2702.0,638.0,52.5,671.0,-63.0,903.0,519.0,388.0
Libya,LBY,5615.0,868.0,64.3,775.0,-87.0,,652.0,369.0
Lithuania,LTU,5711.0,929.0,65.3,641.0,-257.0,924.0,534.0,276.0
Luxembourg,LUX,6702.0,934.0,71.5,932.0,46.0,375.0,728.0,193.0
Madagascar,MDG,3593.0,647.0,56.3,545.0,-0.04,861.0,674.0,226.0
Malawi,MWI,3868.0,494.0,54.9,801.0,33.0,835.0,602.0,0.26
Malaysia,MYS,6322.0,818.0,65.8,675.0,0.22,838.0,733.0,314.0
Mali,MLI,4582.0,0.83,53.0,634.0,-66.0,0.8,696.0,243.0
Malta,MLT,6613.0,919.0,71.3,912.0,341.0,664.0,641.0,355.0
Mauritania,MRT,3923.0,875.0,58.9,447.0,53.0,715.0,798.0,194.0
Mexico,MEX,6236.0,761.0,65.8,719.0,-156.0,708.0,706.0,237.0
Moldova,MDA,6017.0,0.84,62.9,595.0,-93.0,943.0,556.0,281.0
Mongolia,MNG,4983.0,906.0,59.9,686.0,169.0,0.9,533.0,208.0
Montenegro,MNE,5125.0,0.74,66.6,583.0,-148.0,781.0,534.0,337.0
Morocco,MAR,5163.0,606.0,63.3,713.0,-236.0,842.0,596.0,262.0
Mozambique,MOZ,4.55,666.0,48.6,813.0,87.0,632.0,0.56,0.34
Myanmar,MMR,4224.0,752.0,59.6,808.0,695.0,633.0,729.0,272.0
Nepal,NPL,4812.0,748.0,60.2,763.0,217.0,824.0,444.0,358.0
Netherlands,NLD,7324.0,879.0,71.1,904.0,257.0,412.0,742.0,202.0
New Zealand,NZL,7418.0,987.0,69.9,942.0,324.0,186.0,795.0,0.16
Nicaragua,NIC,5924.0,827.0,65.2,809.0,76.0,728.0,771.0,346.0
Niger,NER,3671.0,713.0,54.1,728.0,-33.0,703.0,665.0,218.0
Nigeria,NGA,4933.0,812.0,53.1,0.68,-37.0,926.0,715.0,251.0
North Macedonia,MKD,4976.0,766.0,65.3,0.66,-51.0,824.0,551.0,299.0
Norway,NOR,7603.0,947.0,71.2,948.0,251.0,299.0,796.0,209.0
Pakistan,PAK,4823.0,562.0,55.8,587.0,79.0,717.0,469.0,329.0
Panama,PAN,6606.0,883.0,68.3,847.0,-11.0,0.81,777.0,264.0
Paraguay,PRY,5.56,914.0,65.6,806.0,-17.0,863.0,832.0,219.0
Peru,PER,5577.0,798.0,68.8,802.0,-93.0,884.0,744.0,378.0
Philippines,PHL,5547.0,854.0,61.9,912.0,-53.0,755.0,796.0,351.0
Poland,POL,6007.0,893.0,68.0,793.0,-96.0,0.81,631.0,0.24
Portugal,PRT,5081.0,866.0,70.5,0.8,-167.0,941.0,629.0,371.0
Qatar,QAT,6375.0,,66.4,,,,,
Romania,ROU,5777.0,787.0,66.3,796.0,-145.0,962.0,627.0,312.0
Russia,RUS,5996.0,924.0,62.7,685.0,-175.0,913.0,609.0,0.13
Rwanda,RWA,3483.0,678.0,58.9,908.0,25.0,95.0,692.0,206.0
Saudi Arabia,SAU,6345.0,0.82,63.2,0.82,-47.0,,668.0,327.0
Senegal,SEN,4617.0,702.0,58.2,0.72,-114.0,765.0,0.71,208.0
Serbia,SRB,5318.0,816.0,66.4,546.0,-66.0,859.0,472.0,303.0
Sierra Leone,SLE,4909.0,611.0,49.7,624.0,51.0,825.0,626.0,414.0
Singapore,SGP,6.62,866.0,73.2,887.0,145.0,99.0,736.0,142.0
Slovakia,SVK,6162.0,943.0,67.6,587.0,-0.13,928.0,632.0,269.0
Slovenia,SVN,5741.0,901.0,70.0,896.0,4.0,892.0,644.0,261.0
Somalia,SOM,5354.0,599.0,48.1,968.0,0.02,0.41,764.0,187.0
South Africa,ZAF,4887.0,898.0,54.1,862.0,-136.0,853.0,717.0,161.0
South Korea,KOR,5.78,768.0,72.0,616.0,-0.04,841.0,561.0,244.0
South Sudan,SSD,4071.0,585.0,53.0,512.0,,0.71,553.0,0.45
Spain,ESP,6381.0,956.0,71.6,732.0,-76.0,822.0,705.0,285.0
Sri Lanka,LKA,4612.0,863.0,66.6,902.0,313.0,859.0,789.0,235.0
State of Palestine,PSE,4695.0,766.0,,556.0,-0.17,774.0,536.0,369.0
Sweden,SWE,7289.0,929.0,71.4,935.0,208.0,232.0,766.0,191.0
Switzerland,CHE,7572.0,938.0,71.7,928.0,102.0,0.21,794.0,166.0
Syria,SYR,3462.0,464.0,56.3,448.0,39.0,685.0,363.0,643.0
Taiwan Province of China,TWN,6.45,885.0,,701.0,19.0,857.0,0.75,129.0
Tajikistan,TJK,5124.0,844.0,61.4,847.0,17.0,742.0,633.0,196.0
Tanzania,TZA,3661.0,0.79,56.7,759.0,148.0,906.0,607.0,192.0
Thailand,THA,6202.0,866.0,68.0,885.0,314.0,914.0,884.0,174.0
Togo,TGO,3768.0,479.0,54.2,772.0,-89.0,733.0,597.0,416.0
Tunisia,TUN,5132.0,609.0,66.7,711.0,-231.0,815.0,514.0,0.32
Turkiye,TUR,5514.0,851.0,67.7,653.0,-19.0,806.0,391.0,382.0
Turkmenistan,TKM,5791.0,0.96,61.7,701.0,92.0,,633.0,301.0
Uganda,UGA,4238.0,747.0,56.3,758.0,131.0,873.0,679.0,353.0
Ukraine,UKR,3965.0,909.0,63.8,431.0,-36.0,952.0,531.0,241.0
United Arab Emirates,ARE,6568.0,824.0,65.4,915.0,193.0,,722.0,296.0
United Kingdom,GBR,6515.0,936.0,69.7,833.0,296.0,456.0,0.74,219.0
United States,USA,6864.0,904.0,66.6,849.0,215.0,698.0,769.0,275.0
Uruguay,URY,6628.0,891.0,67.5,917.0,-42.0,673.0,812.0,0.3
Uzbekistan,UZB,5972.0,968.0,63.5,0.98,368.0,471.0,778.0,103.0
Venezuela,VEN,5569.0,911.0,65.1,512.0,-86.0,813.0,837.0,223.0
Vietnam,VNM,5076.0,849.0,64.9,,66.0,,583.0,232.0
Yemen,YEM,2983.0,669.0,58.4,0.61,-135.0,829.0,458.0,321.0
Zambia,ZMB,4843.0,691.0,52.7,759.0,-39.0,871.0,634.0,382.0
Zimbabwe,ZWE,3703.0,736.0,51.2,667.0,-107.0,0.81,639.0,179.0
