country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Lebanon,LBN,4595.0,717.0,65.28,524.0,33.0,927.0,475.0,365.0
Liberia,LBR,4221.0,619.0,51.94,724.0,-35.0,0.84,629.0,261.0
Lithuania,LTU,5554.0,914.0,63.9,621.0,-263.0,961.0,501.0,276.0
Madagascar,MDG,4.64,776.0,54.62,332.0,-99.0,773.0,583.0,215.0
Malaysia,MYS,5807.0,803.0,65.24,0.78,42.0,884.0,728.0,186.0
Mali,MLI,4115.0,747.0,50.62,495.0,-12.0,918.0,717.0,164.0
Mauritania,MRT,4248.0,0.67,56.8,593.0,-0.02,841.0,747.0,176.0
Mexico,MEX,6829.0,876.0,64.82,677.0,-132.0,785.0,774.0,201.0
Moldova,MDA,5503.0,872.0,60.24,641.0,-58.0,926.0,565.0,284.0
Mongolia,MNG,4493.0,0.92,56.96,484.0,65.0,962.0,514.0,173.0
Mozambique,MOZ,4654.0,756.0,45.66,514.0,3.0,864.0,611.0,0.28
Nepal,NPL,4441.0,818.0,59.78,618.0,0.28,0.9,589.0,153.0
Netherlands,NLD,7631.0,944.0,70.82,883.0,361.0,419.0,679.0,182.0
New Zealand,NZL,7381.0,944.0,69.76,893.0,293.0,334.0,784.0,232.0
Nicaragua,NIC,5104.0,857.0,64.5,791.0,73.0,819.0,0.77,289.0
Niger,NER,4236.0,607.0,51.02,649.0,-55.0,749.0,689.0,194.0
Nigeria,NGA,4939.0,0.78,50.86,584.0,118.0,892.0,755.0,244.0
Norway,NOR,7632.0,936.0,69.8,947.0,12.0,503.0,763.0,155.0
Pakistan,PAK,4414.0,373.0,53.98,335.0,95.0,848.0,533.0,321.0
Panama,PAN,6931.0,922.0,67.18,707.0,56.0,881.0,776.0,0.15
Paraguay,PRY,5.57,889.0,65.04,649.0,48.0,891.0,798.0,259.0
Peru,PER,5129.0,777.0,66.98,638.0,-69.0,896.0,701.0,354.0
Philippines,PHL,4589.0,798.0,61.48,861.0,81.0,817.0,774.0,384.0
Portugal,PRT,5717.0,886.0,68.82,646.0,-221.0,933.0,667.0,309.0
Russia,RUS,5619.0,882.0,59.62,643.0,-309.0,924.0,0.57,166.0
Rwanda,RWA,4363.0,486.0,54.7,752.0,18.0,286.0,633.0,221.0
Saudi Arabia,SAU,6811.0,823.0,61.8,532.0,-22.0,508.0,607.0,202.0
Senegal,SEN,4683.0,756.0,56.1,612.0,-34.0,879.0,669.0,252.0
Sierra Leone,SLE,2997.0,591.0,47.04,716.0,147.0,925.0,588.0,0.37
Singapore,SGP,6642.0,845.0,71.94,661.0,41.0,66.0,627.0,256.0
South Africa,ZAF,5346.0,0.81,47.8,749.0,-104.0,866.0,712.0,206.0
South Korea,KOR,5.39,754.0,70.46,524.0,-106.0,771.0,554.0,239.0
Spain,ESP,7294.0,948.0,70.76,834.0,-154.0,683.0,649.0,0.26
Sri Lanka,LKA,4431.0,816.0,63.24,834.0,157.0,861.0,656.0,153.0
State of Palestine,PSE,4386.0,666.0,62015.0,358.0,-72.0,753.0,513.0,403.0
Sweden,SWE,7516.0,923.0,71.12,912.0,122.0,314.0,763.0,134.0
Syria,SYR,5323.0,712.0,68.62,661.0,119.0,0.68,562.0,338.0
Taiwan Province of China,TWN,5548.0,0.83,69.14,642.0,-0.02,785.0,682.0,169.0
Tajikistan,TJK,5064.0,701.0,60.7,816.0,13.0,723.0,488.0,0.16
Tanzania,TZA,4385.0,774.0,52.08,562.0,256.0,0.93,0.74,178.0
Thailand,THA,5636.0,832.0,66.74,868.0,423.0,933.0,777.0,145.0
Togo,TGO,2808.0,291.0,51.12,287.0,-75.0,932.0,398.0,379.0
Trinidad and Tobago,TTO,6696.0,858.0,62.54,838.0,87.0,959.0,802.0,184.0
Turkiye,TUR,5118.0,645.0,66.58,415.0,-192.0,785.0,0.51,345.0
Uganda,UGA,4569.0,813.0,50.42,578.0,-57.0,848.0,623.0,0.24
Ukraine,UKR,5172.0,0.86,61.56,487.0,-271.0,929.0,545.0,186.0
United Kingdom,GBR,6986.0,954.0,69.28,759.0,327.0,548.0,724.0,218.0
United States,USA,7.28,953.0,66.74,878.0,0.25,668.0,774.0,227.0
Uruguay,URY,5664.0,879.0,66.94,808.0,-152.0,597.0,685.0,264.0
Uzbekistan,UZB,5311.0,894.0,61.82,831.0,-0.03,,647.0,187.0
Venezuela,VEN,6258.0,922.0,65.38,678.0,-0.23,776.0,818.0,224.0
Vietnam,VNM,5.48,805.0,64.34,889.0,182.0,789.0,624.0,218.0
Zambia,ZMB,4.73,624.0,48.08,717.0,54.0,0.89,707.0,206.0
Zimbabwe,ZWE,3174.0,843.0,42.8,344.0,-73.0,964.0,571.0,0.25
