country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,3131.0,526.0,52.3,509.0,106.0,871.0,492.0,375.0
Albania,ALB,4814.0,626.0,68.72,735.0,-26.0,883.0,573.0,335.0
Algeria,DZA,6355.0,818.0,65.9,,,,558.0,177.0
Angola,AGO,3795.0,755.0,53.08,375.0,-0.17,834.0,595.0,368.0
Argentina,ARG,6671.0,918.0,66.78,745.0,-168.0,854.0,769.0,238.0
Armenia,ARM,4453.0,739.0,65.76,506.0,-222.0,0.92,0.51,404.0
Australia,AUS,7289.0,924.0,70.52,923.0,315.0,442.0,0.74,245.0
Austria,AUT,6.95,899.0,70.3,885.0,114.0,567.0,721.0,0.17
Azerbaijan,AZE,5252.0,799.0,62.82,733.0,-211.0,654.0,502.0,0.22
Bahrain,BHR,6165.0,,65.96,,,,,
Bangladesh,BGD,4636.0,577.0,63.28,736.0,-112.0,789.0,,231.0
Belarus,BLR,5812.0,0.88,64.54,647.0,-52.0,682.0,575.0,209.0
Belgium,BEL,6855.0,944.0,69.84,861.0,-3.0,512.0,744.0,252.0
Belize,BLZ,5956.0,757.0,65.0,874.0,1.0,782.0,735.0,282.0
Benin,BEN,3347.0,506.0,54.04,776.0,-95.0,855.0,558.0,273.0
Bhutan,BTN,4939.0,0.88,62.42,834.0,267.0,0.65,775.0,324.0
Bolivia,BOL,5865.0,821.0,62.5,881.0,17.0,832.0,769.0,398.0
Bosnia and Herzegovina,BIH,5249.0,788.0,67.0,412.0,231.0,976.0,491.0,262.0
Botswana,BWA,4031.0,859.0,52.36,791.0,-97.0,743.0,626.0,245.0
Brazil,BRA,6981.0,898.0,64.54,714.0,-118.0,0.71,718.0,274.0
Bulgaria,BGR,4438.0,886.0,65.76,576.0,-0.06,955.0,542.0,236.0
Burkina Faso,BFA,3481.0,742.0,52.96,0.71,-3.0,801.0,604.0,256.0
Burundi,BDI,2905.0,565.0,53.38,431.0,-55.0,808.0,622.0,251.0
Cambodia,KHM,3883.0,693.0,60.36,938.0,237.0,843.0,682.0,482.0
Cameroon,CMR,4.24,778.0,51.36,795.0,-77.0,856.0,604.0,216.0
Canada,CAN,7304.0,918.0,71.04,939.0,266.0,442.0,791.0,259.0
Chad,TCD,3.46,733.0,50.12,567.0,-71.0,881.0,524.0,329.0
Chile,CHL,6844.0,862.0,69.22,733.0,211.0,758.0,0.8,276.0
China,CHN,5196.0,0.82,67.74,,-219.0,,0.71,112.0
Colombia,COL,6449.0,907.0,68.08,801.0,-93.0,887.0,825.0,278.0
Congo (Brazzaville),COG,4056.0,686.0,54.52,662.0,-137.0,808.0,558.0,0.4
Congo (Kinshasa),COD,4414.0,822.0,51.9,556.0,0.01,814.0,519.0,305.0
Costa Rica,CRI,7247.0,914.0,69.84,927.0,3.0,788.0,797.0,0.29
Croatia,HRV,5381.0,646.0,67.78,519.0,127.0,918.0,545.0,286.0
Cyprus,CYP,5627.0,0.77,71.44,715.0,55.0,868.0,661.0,397.0
Czechia,CZE,6484.0,878.0,68.18,0.8,-172.0,897.0,638.0,235.0
Denmark,DNK,7508.0,956.0,70.28,942.0,114.0,237.0,0.78,233.0
Dominican Republic,DOM,5387.0,891.0,63.44,905.0,-23.0,0.76,772.0,0.3
Ecuador,ECU,5946.0,831.0,67.16,719.0,-0.17,661.0,841.0,306.0
Egypt,EGY,4885.0,619.0,61.94,578.0,-125.0,749.0,477.0,327.0
El Salvador,SLV,5857.0,798.0,63.68,778.0,-198.0,781.0,801.0,0.33
Estonia,EST,5556.0,917.0,68.02,773.0,-156.0,652.0,0.62,203.0
Ethiopia,ETH,4507.0,0.64,57.64,694.0,0.08,702.0,644.0,303.0
Finland,FIN,7385.0,952.0,70.48,933.0,-5.0,265.0,766.0,199.0
France,FRA,6467.0,878.0,71.6,803.0,-122.0,656.0,759.0,216.0
Gabon,GAB,3918.0,829.0,55.84,607.0,-198.0,782.0,533.0,293.0
Georgia,GEO,4288.0,558.0,64.1,0.72,-236.0,416.0,458.0,204.0
Germany,DEU,6984.0,938.0,70.08,899.0,83.0,474.0,739.0,188.0
Ghana,GHA,3.86,651.0,56.06,677.0,-1.0,913.0,682.0,0.28
Greece,GRC,4756.0,832.0,70.32,369.0,-291.0,0.93,597.0,385.0
Guatemala,GTM,6536.0,834.0,61.22,843.0,105.0,804.0,816.0,305.0
Guinea,GIN,3412.0,638.0,51.38,684.0,6.0,705.0,643.0,351.0
Haiti,HTI,3889.0,554.0,49.28,509.0,243.0,708.0,573.0,327.0
Honduras,HND,5056.0,0.79,61.5,696.0,14.0,834.0,794.0,299.0
Hong Kong S.A.R. of China,HKG,5458.0,834.0,,843.0,219.0,423.0,602.0,243.0
Hungary,HUN,5181.0,845.0,66.44,494.0,-154.0,855.0,578.0,238.0
India,IND,4424.0,621.0,58.74,809.0,-28.0,832.0,651.0,285.0
Indonesia,IDN,5597.0,905.0,62.08,719.0,405.0,0.97,757.0,242.0
Iran,IRN,4682.0,644.0,65.56,767.0,0.23,0.64,0.55,512.0
Iraq,IRQ,4542.0,725.0,60.82,646.0,5.0,726.0,539.0,564.0
Ireland,IRL,7018.0,968.0,70.58,922.0,258.0,406.0,736.0,229.0
Israel,ISR,7401.0,889.0,71.72,707.0,0.09,818.0,567.0,271.0
Italy,ITA,6027.0,898.0,71.5,624.0,-69.0,0.92,659.0,356.0
Ivory Coast,CIV,3.57,711.0,51.9,781.0,-82.0,671.0,603.0,291.0
Jamaica,JAM,5311.0,874.0,66.6,809.0,-6.0,861.0,708.0,0.31
Japan,JPN,5923.0,0.9,73.48,838.0,-144.0,617.0,687.0,189.0
Jordan,JOR,5333.0,816.0,67.42,729.0,-0.11,,602.0,313.0
Kazakhstan,KAZ,5.97,795.0,62.8,799.0,0.0,805.0,671.0,169.0
Kenya,KEN,4905.0,765.0,55.58,819.0,164.0,849.0,779.0,221.0
Kosovo,XKX,5.0,706.0,,441.0,13.0,775.0,552.0,206.0
Kuwait,KWT,6.18,,70.0,,,,,
Kyrgyzstan,KGZ,5252.0,898.0,63.28,736.0,353.0,897.0,617.0,185.0
Latvia,LVA,5729.0,881.0,65.5,671.0,-47.0,804.0,605.0,226.0
Lebanon,LBN,5233.0,759.0,65.64,657.0,-15.0,939.0,525.0,267.0
Liberia,LBR,4571.0,708.0,52.42,0.59,-31.0,869.0,565.0,443.0
Lithuania,LTU,6126.0,908.0,65.1,508.0,-267.0,956.0,565.0,287.0
Luxembourg,LUX,6891.0,875.0,71.3,938.0,98.0,366.0,0.76,0.17
Madagascar,MDG,3676.0,655.0,56.06,529.0,-23.0,791.0,641.0,192.0
Malawi,MWI,4563.0,512.0,53.84,786.0,36.0,824.0,653.0,263.0
Malaysia,MYS,5963.0,863.0,65.72,808.0,237.0,845.0,711.0,261.0
Mali,MLI,3975.0,843.0,52.66,652.0,-36.0,658.0,722.0,186.0
Malta,MLT,6452.0,941.0,71.12,904.0,397.0,0.67,606.0,352.0
Mauritania,MRT,4483.0,853.0,58.6,468.0,-57.0,589.0,743.0,163.0
Mauritius,MUS,5648.0,785.0,63.88,824.0,171.0,879.0,741.0,222.0
Mexico,MEX,6.68,782.0,65.66,779.0,-99.0,0.63,0.76,229.0
Moldova,MDA,5917.0,805.0,62.52,623.0,-116.0,925.0,547.0,0.26
Mongolia,MNG,4825.0,943.0,59.48,752.0,142.0,909.0,512.0,0.17
Montenegro,MNE,5283.0,863.0,66.52,503.0,93.0,768.0,545.0,368.0
Myanmar,MMR,4786.0,774.0,59.12,0.87,703.0,592.0,713.0,112.0
Namibia,NAM,4574.0,763.0,54.26,849.0,-189.0,0.79,723.0,239.0
Nepal,NPL,4975.0,786.0,60.14,712.0,111.0,841.0,492.0,287.0
Netherlands,NLD,7321.0,909.0,71.06,0.91,327.0,457.0,776.0,221.0
New Zealand,NZL,7306.0,942.0,69.88,932.0,343.0,273.0,807.0,199.0
Nicaragua,NIC,6275.0,839.0,65.1,817.0,102.0,699.0,782.0,334.0
