country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Greece,GRC,6647.0,808.0,69.76,575.0,-194.0,845.0,629.0,222.0
Guatemala,GTM,6.33,866.0,59.26,628.0,133.0,0.81,0.79,224.0
Guyana,GUY,5993.0,849.0,56.24,694.0,85.0,836.0,761.0,296.0
Honduras,HND,5097.0,819.0,62.9,676.0,229.0,826.0,712.0,199.0
Hungary,HUN,4954.0,931.0,65.32,538.0,-164.0,895.0,0.6,0.23
India,IND,5027.0,569.0,56.22,729.0,-53.0,862.0,541.0,253.0
Indonesia,IDN,5101.0,704.0,60.54,603.0,0.31,0.96,696.0,242.0
Iran,IRN,5336.0,718.0,64.58,533.0,45.0,872.0,553.0,361.0
Israel,ISR,6841.0,868.0,71.16,683.0,217.0,868.0,642.0,0.32
Italy,ITA,6574.0,912.0,70.8,684.0,0.11,922.0,0.65,303.0
Japan,JPN,6238.0,938.0,72.64,796.0,-96.0,809.0,683.0,207.0
Jordan,JOR,5598.0,841.0,66.16,646.0,-114.0,664.0,,0.24
Kazakhstan,KAZ,5719.0,861.0,58.6,806.0,-249.0,865.0,557.0,179.0
Kenya,KEN,4576.0,841.0,51.94,0.75,43.0,799.0,698.0,162.0
Kosovo,XKX,5104.0,848.0,,381.0,,894.0,614.0,237.0
Kyrgyzstan,KGZ,4698.0,833.0,60.34,684.0,-93.0,929.0,0.59,0.13
Laos,LAO,5364.0,0.79,56.26,867.0,477.0,0.58,752.0,136.0
Latvia,LVA,4667.0,836.0,63.4,0.7,-171.0,924.0,594.0,247.0
Liberia,LBR,3701.0,594.0,51.86,0.79,115.0,776.0,0.6,435.0
Lithuania,LTU,5808.0,941.0,63.7,0.59,-285.0,966.0,523.0,279.0
Malawi,MWI,4891.0,0.6,46.42,0.91,177.0,691.0,691.0,176.0
Malaysia,MYS,6239.0,871.0,65.16,844.0,87.0,799.0,719.0,162.0
Mauritania,MRT,4149.0,682.0,56.5,573.0,-74.0,586.0,732.0,174.0
Mexico,MEX,6525.0,879.0,64.68,0.67,-99.0,747.0,754.0,248.0
Moldova,MDA,4775.0,804.0,59.86,696.0,-188.0,0.93,519.0,306.0
Mongolia,MNG,4609.0,881.0,56.54,781.0,61.0,918.0,483.0,203.0
Montenegro,MNE,5196.0,832.0,65.96,512.0,-137.0,815.0,536.0,0.34
Mozambique,MOZ,4833.0,748.0,45.24,643.0,72.0,854.0,627.0,0.24
Namibia,NAM,4886.0,828.0,51.88,781.0,-104.0,839.0,769.0,0.16
Nepal,NPL,4748.0,787.0,59.72,413.0,306.0,891.0,502.0,152.0
Netherlands,NLD,7452.0,944.0,70.78,896.0,0.34,445.0,718.0,213.0
New Zealand,NZL,7604.0,967.0,69.74,878.0,274.0,295.0,803.0,238.0
Nicaragua,NIC,4944.0,866.0,64.4,836.0,138.0,826.0,787.0,287.0
Niger,NER,4277.0,726.0,50.58,584.0,-56.0,748.0,723.0,158.0
Nigeria,NGA,4.89,718.0,50.54,635.0,135.0,918.0,815.0,141.0
North Macedonia,MKD,4494.0,811.0,64.66,439.0,75.0,0.87,558.0,251.0
Pakistan,PAK,5671.0,479.0,53.72,396.0,84.0,794.0,583.0,0.31
Panama,PAN,6894.0,937.0,67.02,0.64,79.0,915.0,789.0,149.0
Paraguay,PRY,5272.0,863.0,64.96,699.0,124.0,0.93,812.0,219.0
Peru,PER,5214.0,756.0,66.72,638.0,-0.08,931.0,0.73,361.0
Philippines,PHL,5074.0,801.0,61.42,852.0,-24.0,0.88,736.0,378.0
Poland,POL,5886.0,913.0,66.56,772.0,-51.0,925.0,665.0,238.0
Romania,ROU,5394.0,736.0,64.86,686.0,-192.0,949.0,575.0,277.0
Russia,RUS,5223.0,885.0,59.18,593.0,-287.0,933.0,546.0,193.0
Saudi Arabia,SAU,7267.0,892.0,61.6,622.0,4.0,,718.0,232.0
Senegal,SEN,4.68,718.0,55.8,698.0,-6.0,827.0,718.0,199.0
Serbia,SRB,4.75,844.0,65.28,453.0,-169.0,905.0,528.0,334.0
Sierra Leone,SLE,3585.0,686.0,46.66,0.72,246.0,0.83,635.0,0.29
Singapore,SGP,6834.0,921.0,71.76,867.0,289.0,64.0,588.0,114.0
South Africa,ZAF,5204.0,788.0,46.9,0.69,-166.0,859.0,658.0,0.21
South Korea,KOR,5767.0,827.0,70.24,656.0,-63.0,803.0,612.0,226.0
Spain,ESP,6995.0,957.0,70.64,782.0,-97.0,784.0,717.0,264.0
Sri Lanka,LKA,4415.0,838.0,62.76,736.0,105.0,847.0,0.59,0.22
State of Palestine,PSE,4151.0,712.0,61897.0,365.0,-0.08,844.0,515.0,412.0
Sweden,SWE,7241.0,917.0,71.08,0.91,143.0,289.0,735.0,177.0
Tajikistan,TJK,4432.0,727.0,60.6,818.0,-4.0,659.0,619.0,133.0
Tanzania,TZA,4318.0,708.0,51.42,716.0,-13.0,707.0,702.0,0.22
Thailand,THA,5784.0,889.0,66.56,0.87,388.0,898.0,784.0,0.18
Turkiye,TUR,5623.0,792.0,66.42,459.0,-181.0,0.8,592.0,395.0
Uganda,UGA,4456.0,845.0,49.58,708.0,-2.0,881.0,0.67,228.0
Ukraine,UKR,5252.0,0.82,61.24,494.0,-247.0,968.0,559.0,208.0
United Kingdom,GBR,6802.0,0.97,69.22,838.0,332.0,498.0,686.0,241.0
United States,USA,7513.0,,66.76,872.0,193.0,633.0,756.0,232.0
Uruguay,URY,5694.0,875.0,66.86,786.0,-175.0,614.0,0.71,274.0
Vietnam,VNM,5422.0,856.0,64.26,918.0,71.0,754.0,,206.0
Yemen,YEM,4477.0,825.0,58.72,673.0,9.0,,524.0,379.0
Zambia,ZMB,3998.0,688.0,47.42,682.0,-69.0,948.0,653.0,246.0
Zimbabwe,ZWE,3.28,828.0,41.6,456.0,-65.0,946.0,589.0,265.0
