country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,2662.0,491.0,53.25,427.0,-119.0,954.0,435.0,371.0
Albania,ALB,4.64,638.0,69.05,0.75,-31.0,876.0,547.0,334.0
Algeria,DZA,5249.0,807.0,66.2,437.0,-171.0,0.7,555.0,289.0
Argentina,ARG,6039.0,907.0,67.0,832.0,-0.19,841.0,715.0,292.0
Armenia,ARM,4288.0,698.0,66.55,614.0,-152.0,865.0,552.0,437.0
Australia,AUS,7257.0,0.95,70.75,911.0,314.0,411.0,728.0,225.0
Austria,AUT,7294.0,906.0,70.65,0.89,129.0,518.0,699.0,0.18
Azerbaijan,AZE,5152.0,787.0,63.35,731.0,-228.0,653.0,512.0,198.0
Bahrain,BHR,6227.0,876.0,66.05,906.0,0.13,,754.0,0.29
Bangladesh,BGD,4.31,713.0,64.05,896.0,-1.0,635.0,436.0,214.0
Belarus,BLR,5553.0,0.9,65.55,621.0,-125.0,654.0,502.0,233.0
Belgium,BEL,6928.0,922.0,70.3,857.0,0.05,543.0,713.0,234.0
Benin,BEN,4853.0,436.0,54.9,727.0,-64.0,767.0,598.0,458.0
Bolivia,BOL,5651.0,779.0,63.0,884.0,-122.0,819.0,655.0,434.0
Bosnia and Herzegovina,BIH,5.09,775.0,67.1,564.0,91.0,923.0,527.0,271.0
Botswana,BWA,3505.0,768.0,53.35,817.0,-0.24,731.0,612.0,276.0
Brazil,BRA,6333.0,905.0,65.05,765.0,-178.0,794.0,669.0,308.0
Bulgaria,BGR,5097.0,942.0,66.1,689.0,-158.0,911.0,542.0,189.0
Burkina Faso,BFA,4647.0,785.0,54.15,614.0,-62.0,727.0,0.58,354.0
Cambodia,KHM,4586.0,765.0,61.1,964.0,85.0,821.0,669.0,408.0
Cameroon,CMR,5074.0,695.0,53.15,767.0,-33.0,844.0,632.0,377.0
Canada,CAN,7415.0,934.0,71.2,945.0,159.0,362.0,799.0,218.0
Central African Republic,CAF,3476.0,0.32,45.3,645.0,78.0,0.89,602.0,599.0
Chad,TCD,4559.0,661.0,51.25,615.0,7.0,792.0,584.0,538.0
Chile,CHL,6.32,0.88,69.7,0.79,-26.0,836.0,765.0,291.0
China,CHN,5099.0,772.0,68.25,878.0,-178.0,,682.0,214.0
Colombia,COL,6157.0,909.0,68.65,838.0,-0.16,875.0,0.79,299.0
Congo (Brazzaville),COG,4884.0,655.0,55.55,778.0,-145.0,763.0,574.0,382.0
Congo (Kinshasa),COD,4311.0,0.67,53.25,704.0,0.07,809.0,541.0,404.0
Costa Rica,CRI,7225.0,922.0,70.0,936.0,-84.0,742.0,791.0,275.0
Croatia,HRV,5343.0,0.77,68.25,716.0,-0.11,892.0,618.0,316.0
Cyprus,CYP,6062.0,819.0,72.0,812.0,38.0,851.0,0.67,301.0
Czechia,CZE,6.79,901.0,68.55,832.0,-181.0,867.0,672.0,227.0
Denmark,DNK,7594.0,952.0,70.75,955.0,151.0,181.0,779.0,206.0
Dominican Republic,DOM,5605.0,894.0,63.6,855.0,-124.0,0.76,0.71,275.0
Ecuador,ECU,5.84,849.0,68.0,879.0,-171.0,734.0,793.0,314.0
Egypt,EGY,3929.0,638.0,62.5,593.0,-152.0,,458.0,414.0
El Salvador,SLV,6339.0,829.0,64.2,758.0,-176.0,778.0,0.8,268.0
Estonia,EST,5938.0,936.0,68.75,862.0,-105.0,668.0,0.74,0.16
Ethiopia,ETH,4.18,734.0,59.1,717.0,1.0,757.0,514.0,304.0
Finland,FIN,7788.0,964.0,70.85,962.0,-7.0,192.0,756.0,176.0
France,FRA,6635.0,931.0,71.9,834.0,-127.0,601.0,716.0,242.0
Gabon,GAB,4782.0,807.0,56.95,652.0,-229.0,868.0,638.0,446.0
Gambia,GMB,4118.0,697.0,56.4,812.0,115.0,572.0,0.77,277.0
Georgia,GEO,4451.0,0.59,64.45,821.0,-247.0,0.59,496.0,0.21
Germany,DEU,7074.0,892.0,70.5,841.0,141.0,414.0,707.0,196.0
Ghana,GHA,5481.0,669.0,57.25,783.0,77.0,839.0,715.0,248.0
Greece,GRC,5148.0,753.0,70.65,438.0,-293.0,872.0,516.0,333.0
Guatemala,GTM,6325.0,826.0,61.9,915.0,-61.0,0.8,819.0,308.0
Guinea,GIN,4874.0,634.0,52.4,738.0,37.0,0.75,702.0,422.0
Haiti,HTI,3824.0,647.0,55.2,484.0,337.0,647.0,0.57,322.0
Honduras,HND,6.02,843.0,62.15,898.0,71.0,783.0,796.0,248.0
Hong Kong S.A.R. of China,HKG,5362.0,831.0,,831.0,136.0,416.0,536.0,201.0
Hungary,HUN,6065.0,877.0,66.9,661.0,-143.0,886.0,644.0,181.0
Iceland,ISL,7476.0,967.0,71.95,939.0,241.0,727.0,823.0,148.0
India,IND,4046.0,607.0,59.7,886.0,-44.0,781.0,579.0,318.0
Indonesia,IDN,5098.0,796.0,62.55,865.0,485.0,0.9,781.0,319.0
Iran,IRN,4717.0,714.0,66.0,731.0,212.0,715.0,0.59,439.0
Iraq,IRQ,4462.0,695.0,61.75,628.0,3.0,757.0,487.0,591.0
Ireland,IRL,7.06,943.0,70.9,905.0,212.0,337.0,771.0,213.0
Israel,ISR,7331.0,916.0,72.1,768.0,141.0,793.0,621.0,276.0
Italy,ITA,6199.0,0.92,71.75,633.0,-39.0,867.0,613.0,323.0
Ivory Coast,CIV,5038.0,661.0,53.65,732.0,-112.0,771.0,662.0,357.0
Jamaica,JAM,5.89,913.0,66.6,861.0,-135.0,883.0,0.7,243.0
Japan,JPN,5911.0,882.0,73.85,849.0,-211.0,659.0,692.0,176.0
Jordan,JOR,4808.0,815.0,67.6,766.0,-153.0,,554.0,392.0
Kazakhstan,KAZ,5882.0,914.0,64.2,745.0,-39.0,755.0,698.0,171.0
Kenya,KEN,4476.0,715.0,56.9,853.0,228.0,854.0,754.0,0.23
Kosovo,XKX,6149.0,792.0,,858.0,115.0,925.0,617.0,186.0
Kuwait,KWT,6094.0,853.0,70.15,884.0,-8.0,,649.0,307.0
Kyrgyzstan,KGZ,5.63,883.0,64.75,859.0,141.0,874.0,0.64,0.16
Laos,LAO,4623.0,707.0,59.9,891.0,71.0,592.0,712.0,344.0
Latvia,LVA,5978.0,895.0,66.0,0.7,-159.0,798.0,565.0,232.0
Lebanon,LBN,5154.0,777.0,65.85,605.0,-85.0,911.0,469.0,244.0
Lesotho,LSO,3795.0,769.0,42.9,757.0,-141.0,797.0,706.0,255.0
Liberia,LBR,4424.0,685.0,53.7,733.0,-14.0,867.0,674.0,391.0
Libya,LBY,5647.0,823.0,64.75,779.0,-66.0,673.0,643.0,379.0
Lithuania,LTU,6273.0,926.0,66.0,749.0,-177.0,0.79,0.59,195.0
Luxembourg,LUX,7061.0,905.0,71.55,903.0,38.0,0.33,726.0,184.0
Madagascar,MDG,4079.0,626.0,56.8,0.57,-33.0,847.0,701.0,375.0
Malawi,MWI,3417.0,555.0,56.0,848.0,-1.0,735.0,592.0,312.0
Mali,MLI,4742.0,741.0,53.8,753.0,-68.0,863.0,665.0,393.0
Malta,MLT,6676.0,937.0,71.4,924.0,245.0,0.69,666.0,302.0
Mauritania,MRT,4678.0,779.0,59.35,527.0,-158.0,777.0,631.0,272.0
Mauritius,MUS,6174.0,0.91,63.95,912.0,81.0,818.0,682.0,169.0
Mexico,MEX,6.41,0.8,65.8,861.0,-206.0,801.0,775.0,231.0
Moldova,MDA,5326.0,831.0,63.7,553.0,-56.0,926.0,563.0,259.0
Mongolia,MNG,5334.0,924.0,60.1,675.0,115.0,865.0,552.0,214.0
