country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Montenegro,MNE,5219.0,704.0,66.36,462.0,-196.0,755.0,468.0,379.0
Morocco,MAR,4.97,676.0,62.82,757.0,-184.0,845.0,641.0,281.0
Myanmar,MMR,4439.0,612.0,58.16,691.0,649.0,695.0,574.0,205.0
Nepal,NPL,4233.0,734.0,60.02,638.0,0.06,883.0,538.0,231.0
Netherlands,NLD,7471.0,939.0,70.98,877.0,284.0,434.0,753.0,226.0
New Zealand,NZL,7.25,0.93,69.84,902.0,282.0,289.0,786.0,207.0
Nicaragua,NIC,5448.0,894.0,64.9,0.85,15.0,644.0,762.0,255.0
Niger,NER,3798.0,0.7,52.78,734.0,-64.0,777.0,582.0,142.0
Nigeria,NGA,5493.0,818.0,52.14,652.0,65.0,0.9,782.0,209.0
North Macedonia,MKD,4.64,798.0,65.06,613.0,-89.0,0.92,551.0,422.0
Norway,NOR,7678.0,948.0,70.6,947.0,141.0,368.0,798.0,213.0
Pakistan,PAK,5132.0,542.0,55.02,367.0,0.16,842.0,0.51,332.0
Panama,PAN,6.86,897.0,67.82,783.0,-6.0,796.0,838.0,207.0
Paraguay,PRY,5.82,931.0,65.36,748.0,191.0,774.0,849.0,213.0
Peru,PER,5825.0,764.0,68.02,703.0,-82.0,867.0,705.0,398.0
Philippines,PHL,5002.0,813.0,61.72,914.0,51.0,771.0,811.0,351.0
Poland,POL,5876.0,936.0,67.46,811.0,-29.0,888.0,711.0,267.0
Portugal,PRT,4994.0,866.0,69.78,774.0,-101.0,959.0,631.0,0.37
Qatar,QAT,6611.0,838.0,65.38,924.0,0.15,,683.0,322.0
Romania,ROU,5167.0,0.74,65.76,645.0,-117.0,959.0,0.52,343.0
Russia,RUS,5621.0,901.0,61.38,609.0,-296.0,938.0,563.0,174.0
Rwanda,RWA,3333.0,637.0,57.1,835.0,-11.0,81.0,624.0,132.0
Saudi Arabia,SAU,6396.0,867.0,62.6,0.56,-0.12,,692.0,225.0
Senegal,SEN,3669.0,711.0,57.3,668.0,-39.0,852.0,722.0,214.0
Serbia,SRB,5155.0,819.0,65.98,461.0,-134.0,952.0,447.0,371.0
Slovakia,SVK,5911.0,926.0,66.94,0.62,-0.03,907.0,585.0,302.0
Slovenia,SVN,6063.0,925.0,69.52,904.0,-23.0,891.0,598.0,284.0
Somalia,SOM,5057.0,786.0,,758.0,,334.0,687.0,152.0
South Africa,ZAF,5134.0,907.0,51.4,0.59,-172.0,838.0,711.0,178.0
South Korea,KOR,6003.0,775.0,71.34,618.0,,844.0,0.61,206.0
Spain,ESP,6291.0,937.0,71.24,755.0,-63.0,844.0,644.0,366.0
Sri Lanka,LKA,4225.0,824.0,65.16,0.8,155.0,823.0,761.0,197.0
State of Palestine,PSE,4647.0,782.0,,542.0,-161.0,0.73,0.56,379.0
Sudan,SDN,4.55,813.0,58.18,412.0,-69.0,734.0,511.0,242.0
Suriname,SUR,6269.0,797.0,62.84,885.0,-86.0,751.0,0.73,0.25
Sweden,SWE,7.56,929.0,71.28,944.0,129.0,254.0,796.0,0.17
Switzerland,CHE,7776.0,947.0,71.52,945.0,132.0,323.0,793.0,176.0
Syria,SYR,3164.0,588.0,61.58,467.0,312.0,673.0,451.0,705.0
Taiwan Province of China,TWN,6126.0,825.0,,698.0,17.0,803.0,702.0,0.14
Tajikistan,TJK,4497.0,729.0,61.1,749.0,-78.0,717.0,583.0,198.0
Tanzania,TZA,4007.0,832.0,54.72,577.0,213.0,887.0,641.0,195.0
Thailand,THA,6.3,906.0,67.46,847.0,378.0,909.0,733.0,138.0
Tunisia,TUN,4464.0,614.0,66.46,568.0,-181.0,899.0,0.49,327.0
Turkiye,TUR,5309.0,739.0,67.22,471.0,-219.0,702.0,506.0,335.0
Turkmenistan,TKM,5464.0,946.0,60.74,786.0,-123.0,,541.0,117.0
Uganda,UGA,4309.0,885.0,53.78,649.0,78.0,838.0,709.0,265.0
Ukraine,UKR,5.03,898.0,62.84,564.0,-229.0,896.0,509.0,193.0
United Arab Emirates,ARE,7218.0,856.0,65.22,0.92,,,719.0,224.0
United Kingdom,GBR,6881.0,935.0,69.52,889.0,367.0,425.0,739.0,184.0
United States,USA,7026.0,903.0,66.66,823.0,0.21,0.71,765.0,0.26
Uruguay,URY,6.45,865.0,67.26,871.0,57.0,615.0,692.0,214.0
Uzbekistan,UZB,6019.0,933.0,62.78,914.0,-44.0,463.0,0.65,118.0
Venezuela,VEN,7067.0,932.0,65.22,804.0,-199.0,743.0,844.0,176.0
Vietnam,VNM,5535.0,775.0,64.66,856.0,-129.0,815.0,546.0,221.0
Yemen,YEM,4061.0,682.0,58.52,706.0,-169.0,793.0,413.0,263.0
Zambia,ZMB,5013.0,0.78,50.72,788.0,7.0,806.0,676.0,0.25
Zimbabwe,ZWE,4955.0,896.0,47.6,0.47,-87.0,859.0,613.0,177.0
