country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,4402.0,552.0,50.8,679.0,191.0,0.85,481.0,237.0
Albania,ALB,5485.0,833.0,67.32,525.0,-159.0,864.0,564.0,279.0
Argentina,ARG,6424.0,919.0,66.18,637.0,-133.0,885.0,762.0,237.0
Armenia,ARM,4178.0,0.68,64.56,441.0,-215.0,882.0,479.0,411.0
Azerbaijan,AZE,4574.0,736.0,61.42,498.0,-89.0,754.0,522.0,234.0
Bahrain,BHR,5701.0,904.0,64.76,896.0,33.0,506.0,707.0,422.0
Bangladesh,BGD,5083.0,528.0,60.68,631.0,-88.0,776.0,506.0,223.0
Belarus,BLR,5564.0,908.0,61.74,679.0,-206.0,676.0,544.0,223.0
Bolivia,BOL,6086.0,831.0,61.5,779.0,-37.0,763.0,742.0,372.0
Bosnia and Herzegovina,BIH,4963.0,735.0,67.0,258.0,-25.0,959.0,507.0,0.39
Brazil,BRA,7001.0,913.0,63.74,767.0,-58.0,723.0,744.0,274.0
Burundi,BDI,3792.0,326.0,50.28,427.0,-18.0,718.0,607.0,164.0
Cambodia,KHM,4111.0,818.0,58.66,937.0,151.0,965.0,691.0,188.0
Cameroon,CMR,4741.0,729.0,49.16,698.0,-24.0,925.0,592.0,0.25
Canada,CAN,7488.0,943.0,70.74,915.0,242.0,413.0,793.0,248.0
Chad,TCD,3639.0,646.0,48.22,401.0,0.02,931.0,601.0,221.0
Chile,CHL,6494.0,832.0,68.32,747.0,143.0,734.0,756.0,0.3
China,CHN,4454.0,798.0,66.44,771.0,-163.0,,0.67,162.0
Colombia,COL,6272.0,886.0,66.98,757.0,-58.0,837.0,786.0,273.0
Comoros,COM,3476.0,629.0,56.76,508.0,-79.0,838.0,626.0,167.0
Congo (Kinshasa),COD,3984.0,733.0,49.4,556.0,-21.0,824.0,487.0,283.0
Costa Rica,CRI,7615.0,0.9,69.04,886.0,59.0,787.0,0.84,217.0
Croatia,HRV,5433.0,861.0,67.18,549.0,-276.0,958.0,557.0,272.0
Cyprus,CYP,6833.0,812.0,70.64,775.0,0.05,801.0,668.0,329.0
Denmark,DNK,7683.0,939.0,69.18,949.0,259.0,206.0,782.0,234.0
Djibouti,DJI,4906.0,901.0,54.12,649.0,-4.0,634.0,0.63,232.0
Dominican Republic,DOM,5432.0,878.0,64.64,863.0,-55.0,806.0,709.0,0.28
Ecuador,ECU,6022.0,779.0,65.46,737.0,-111.0,774.0,796.0,256.0
Egypt,EGY,5066.0,744.0,61.64,611.0,-99.0,801.0,549.0,339.0
El Salvador,SLV,6839.0,734.0,64.58,671.0,-107.0,648.0,841.0,243.0
Estonia,EST,5138.0,874.0,66.62,611.0,-233.0,793.0,591.0,243.0
France,FRA,6283.0,918.0,71.1,798.0,-86.0,654.0,691.0,303.0
Georgia,GEO,3801.0,544.0,63.6,495.0,-235.0,535.0,391.0,242.0
Germany,DEU,6641.0,935.0,69.98,844.0,123.0,0.69,684.0,206.0
Ghana,GHA,4198.0,633.0,53.86,757.0,4.0,0.89,714.0,198.0
Greece,GRC,6039.0,793.0,69.92,443.0,-297.0,959.0,614.0,254.0
Guatemala,GTM,6452.0,834.0,59.82,643.0,194.0,755.0,814.0,0.24
Honduras,HND,6033.0,824.0,62.5,661.0,117.0,857.0,745.0,261.0
Hong Kong S.A.R. of China,HKG,5397.0,835.0,,918.0,303.0,272.0,606.0,0.21
Hungary,HUN,4895.0,901.0,65.64,464.0,-129.0,915.0,575.0,228.0
India,IND,4522.0,653.0,56.94,679.0,-28.0,895.0,639.0,301.0
Indonesia,IDN,5472.0,779.0,60.98,784.0,189.0,911.0,768.0,193.0
Iraq,IRQ,4775.0,862.0,60.92,431.0,-195.0,854.0,504.0,404.0
Ireland,IRL,7046.0,959.0,69.98,835.0,0.31,0.58,745.0,233.0
Israel,ISR,7353.0,937.0,71.32,593.0,0.17,923.0,0.62,327.0
Italy,ITA,6334.0,0.88,71.0,701.0,237.0,0.89,715.0,279.0
Ivory Coast,CIV,4197.0,667.0,48.9,0.76,-152.0,902.0,555.0,186.0
Japan,JPN,5845.0,888.0,72.88,0.73,-215.0,0.74,713.0,169.0
Jordan,JOR,6.0,899.0,66.52,771.0,-81.0,739.0,587.0,265.0
Kazakhstan,KAZ,5383.0,893.0,59.8,856.0,-253.0,845.0,595.0,129.0
Kenya,KEN,4.27,789.0,52.98,584.0,89.0,913.0,679.0,183.0
Kosovo,XKX,5891.0,0.83,,506.0,206.0,968.0,528.0,169.0
Kuwait,KWT,6585.0,926.0,69.0,819.0,2.0,675.0,694.0,252.0
Kyrgyzstan,KGZ,5069.0,855.0,61.18,699.0,-142.0,896.0,554.0,165.0
Latvia,LVA,4669.0,807.0,64.0,437.0,-185.0,942.0,537.0,242.0
Lebanon,LBN,5206.0,736.0,65.34,665.0,0.07,937.0,472.0,401.0
Lithuania,LTU,5467.0,933.0,64.1,496.0,-307.0,979.0,525.0,271.0
Luxembourg,LUX,6958.0,939.0,70.3,939.0,117.0,432.0,713.0,238.0
Malawi,MWI,5148.0,718.0,48.54,879.0,151.0,689.0,694.0,0.13
Malaysia,MYS,5385.0,792.0,65.32,874.0,-11.0,858.0,0.74,164.0
Mali,MLI,3977.0,733.0,50.96,634.0,9.0,819.0,729.0,0.15
Malta,MLT,6328.0,916.0,70.22,803.0,458.0,,626.0,358.0
Mauritania,MRT,4.5,819.0,57.1,735.0,37.0,848.0,717.0,0.17
Mexico,MEX,6963.0,868.0,64.96,682.0,-0.08,764.0,763.0,196.0
Moldova,MDA,5554.0,856.0,60.62,551.0,-101.0,925.0,539.0,306.0
Montenegro,MNE,4801.0,816.0,66.12,556.0,-105.0,838.0,533.0,423.0
Nepal,NPL,4917.0,813.0,59.84,616.0,33.0,0.95,484.0,215.0
Nicaragua,NIC,5353.0,835.0,64.6,746.0,68.0,794.0,0.74,299.0
Niger,NER,4267.0,771.0,51.46,0.88,-9.0,483.0,714.0,115.0
Nigeria,NGA,4.98,722.0,51.18,537.0,66.0,913.0,0.73,225.0
North Macedonia,MKD,4428.0,734.0,64.82,552.0,-46.0,844.0,488.0,0.37
Pakistan,PAK,5208.0,522.0,54.24,388.0,72.0,874.0,516.0,349.0
Panama,PAN,7034.0,905.0,67.34,721.0,0.01,889.0,839.0,144.0
Paraguay,PRY,5576.0,0.9,65.12,718.0,19.0,857.0,803.0,186.0
Peru,PER,5519.0,799.0,67.24,638.0,-82.0,0.88,758.0,0.32
Philippines,PHL,4.88,775.0,61.54,874.0,2.0,805.0,791.0,311.0
Poland,POL,5772.0,917.0,66.92,821.0,0.07,898.0,649.0,246.0
Qatar,QAT,6418.0,894.0,64.36,865.0,232.0,184.0,673.0,258.0
Romania,ROU,5368.0,812.0,65.22,606.0,-0.2,967.0,545.0,0.27
Russia,RUS,5158.0,908.0,60.06,617.0,-287.0,954.0,0.54,169.0
Rwanda,RWA,4.03,559.0,55.3,766.0,0.0,0.41,658.0,112.0
Saudi Arabia,SAU,6148.0,921.0,62.0,639.0,-109.0,445.0,683.0,319.0
Senegal,SEN,4335.0,0.81,56.4,557.0,-0.04,918.0,708.0,228.0
Serbia,SRB,4.38,0.77,65.56,373.0,-181.0,961.0,466.0,435.0
Singapore,SGP,6145.0,866.0,72.12,776.0,-79.0,35.0,0.45,208.0
Slovenia,SVN,5.83,919.0,69.04,896.0,-23.0,804.0,583.0,303.0
Somalia,SOM,4991.0,0.88,,746.0,,513.0,708.0,112.0
South Africa,ZAF,5218.0,877.0,48.7,739.0,-162.0,904.0,656.0,231.0
South Korea,KOR,5648.0,811.0,70.68,0.6,-0.1,787.0,596.0,209.0
Spain,ESP,6199.0,929.0,70.88,749.0,-131.0,798.0,645.0,336.0
Sri Lanka,LKA,4212.0,0.83,63.72,799.0,301.0,0.69,661.0,172.0
State of Palestine,PSE,4.47,738.0,62132.0,468.0,-88.0,797.0,474.0,466.0
Sudan,SDN,4455.0,911.0,57.46,0.71,49.0,701.0,688.0,245.0
Sweden,SWE,7266.0,903.0,71.16,864.0,217.0,292.0,761.0,151.0
Switzerland,CHE,7525.0,938.0,71.34,891.0,119.0,342.0,741.0,202.0
Syria,SYR,4979.0,842.0,66.86,748.0,79.0,688.0,491.0,292.0
Tajikistan,TJK,4575.0,676.0,60.8,744.0,-4.0,792.0,475.0,203.0
Tanzania,TZA,3408.0,837.0,52.74,607.0,308.0,903.0,733.0,161.0
Thailand,THA,5476.0,893.0,66.92,868.0,523.0,904.0,808.0,166.0
Tunisia,TUN,5025.0,,66.22,781.0,-124.0,722.0,,
Turkiye,TUR,5213.0,755.0,66.74,456.0,-0.23,853.0,454.0,316.0
Turkmenistan,TKM,6568.0,924.0,59.78,,-102.0,,695.0,152.0
Uganda,UGA,4612.0,852.0,51.26,0.76,-39.0,0.84,594.0,296.0
Ukraine,UKR,5166.0,845.0,61.88,0.46,-247.0,962.0,545.0,189.0
United Arab Emirates,ARE,6866.0,885.0,65.04,849.0,16.0,339.0,718.0,287.0
United Kingdom,GBR,6907.0,964.0,69.34,816.0,337.0,559.0,739.0,231.0
United States,USA,7158.0,912.0,66.72,831.0,196.0,665.0,753.0,262.0
Uruguay,URY,6296.0,924.0,67.02,825.0,-128.0,544.0,722.0,255.0
Uzbekistan,UZB,5261.0,905.0,62.06,,6.0,0.61,646.0,159.0
Venezuela,VEN,7189.0,945.0,65.34,677.0,-121.0,828.0,792.0,0.18
Vietnam,VNM,5304.0,815.0,64.42,834.0,-0.08,838.0,481.0,0.19
Yemen,YEM,4809.0,756.0,58.64,644.0,-52.0,832.0,511.0,374.0
Zambia,ZMB,5.26,782.0,48.74,696.0,-97.0,917.0,693.0,123.0
Zimbabwe,ZWE,4056.0,806.0,44.0,411.0,-61.0,931.0,0.66,218.0
