country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Poland,POL,5887.0,955.0,67.1,795.0,-1.0,905.0,686.0,234.0
Portugal,PRT,5095.0,864.0,69.3,721.0,-0.11,948.0,681.0,265.0
Qatar,QAT,6.85,,64.7,,97.0,,,
Romania,ROU,4909.0,689.0,65.4,566.0,-89.0,974.0,539.0,344.0
Russia,RUS,5385.0,909.0,60.5,613.0,-0.3,937.0,567.0,171.0
Saudi Arabia,SAU,6307.0,0.88,62.2,678.0,-32.0,,645.0,297.0
Senegal,SEN,4372.0,0.76,56.7,777.0,-81.0,851.0,0.67,143.0
Serbia,SRB,4461.0,726.0,65.7,463.0,-174.0,965.0,446.0,415.0
Sierra Leone,SLE,4134.0,812.0,47.8,726.0,11.0,0.91,497.0,0.29
Singapore,SGP,6531.0,864.0,72.3,846.0,-23.0,0.06,527.0,131.0
Slovakia,SVK,6052.0,0.92,66.5,636.0,-104.0,907.0,603.0,277.0
Slovenia,SVN,6083.0,917.0,69.2,896.0,26.0,845.0,592.0,295.0
Somalia,SOM,4657.0,829.0,,0.82,,471.0,632.0,83.0
South Africa,ZAF,4652.0,917.0,49.6,739.0,-211.0,791.0,698.0,124.0
South Korea,KOR,6116.0,816.0,70.9,677.0,-37.0,752.0,626.0,0.13
Spain,ESP,6188.0,0.95,71.0,796.0,-142.0,0.84,645.0,322.0
Sri Lanka,LKA,3977.0,814.0,64.2,738.0,253.0,769.0,704.0,163.0
State of Palestine,PSE,4703.0,822.0,62.25,504.0,-118.0,752.0,553.0,381.0
Sudan,SDN,4435.0,855.0,57.7,648.0,-0.07,737.0,589.0,221.0
Sweden,SWE,7496.0,0.97,71.2,905.0,138.0,253.0,788.0,0.2
Syria,SYR,4465.0,934.0,65.1,647.0,5.0,743.0,489.0,225.0
Taiwan Province of China,TWN,6229.0,831.0,69.6,677.0,1.0,821.0,738.0,136.0
Tajikistan,TJK,4381.0,759.0,60.9,784.0,57.0,679.0,483.0,192.0
Tanzania,TZA,3229.0,813.0,53.4,597.0,139.0,866.0,667.0,146.0
Thailand,THA,6217.0,898.0,67.1,0.86,534.0,917.0,821.0,182.0
Tunisia,TUN,5131.0,863.0,66.3,624.0,-141.0,732.0,697.0,249.0
Turkiye,TUR,5.49,795.0,66.9,515.0,-0.19,811.0,532.0,327.0
Uganda,UGA,4193.0,0.83,52.1,801.0,-17.0,855.0,628.0,251.0
Ukraine,UKR,5058.0,884.0,62.2,484.0,-194.0,954.0,472.0,227.0
United Arab Emirates,ARE,7097.0,912.0,65.1,878.0,53.0,355.0,701.0,233.0
United Kingdom,GBR,7029.0,955.0,69.4,841.0,399.0,587.0,753.0,176.0
United States,USA,7164.0,926.0,66.7,828.0,239.0,0.69,776.0,231.0
Uruguay,URY,6062.0,893.0,67.1,832.0,-168.0,471.0,738.0,231.0
Uzbekistan,UZB,5095.0,903.0,62.3,,-37.0,519.0,665.0,152.0
Venezuela,VEN,7478.0,932.0,65.3,768.0,-161.0,754.0,847.0,0.13
Vietnam,VNM,5296.0,787.0,64.5,831.0,-24.0,743.0,671.0,216.0
Yemen,YEM,4.35,727.0,58.6,659.0,-104.0,853.0,514.0,308.0
Zimbabwe,ZWE,4682.0,857.0,45.2,665.0,-78.0,828.0,699.0,122.0
