country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Albania,ALB,5365.0,0.71,69125.0,754.0,4.0,891.0,563.0,265.0
Algeria,DZA,5438.0,868.0,66.5,574.0,-121.0,724.0,524.0,311.0
Argentina,ARG,5901.0,897.0,67.15,823.0,-129.0,816.0,679.0,342.0
Australia,AUS,7137.0,937.0,70975.0,905.0,203.0,491.0,726.0,205.0
Austria,AUT,7213.0,925.0,71025.0,912.0,6.0,464.0,716.0,206.0
Bahrain,BHR,6173.0,848.0,65825.0,945.0,117.0,,0.73,297.0
Bangladesh,BGD,5.28,739.0,64425.0,777.0,-23.0,742.0,485.0,332.0
Belgium,BEL,6839.0,904.0,70.75,767.0,-0.17,634.0,619.0,0.26
Benin,BEN,4408.0,507.0,55.8,783.0,-83.0,532.0,557.0,305.0
Bolivia,BOL,5559.0,805.0,63.45,877.0,-53.0,868.0,729.0,382.0
Bosnia and Herzegovina,BIH,5516.0,899.0,67.25,0.74,135.0,916.0,602.0,325.0
Brazil,BRA,6.11,831.0,65575.0,786.0,-58.0,729.0,653.0,389.0
Bulgaria,BGR,5598.0,916.0,66.4,818.0,-0.01,901.0,642.0,221.0
Burkina Faso,BFA,4.64,668.0,55275.0,0.75,123.0,809.0,605.0,388.0
Cambodia,KHM,4377.0,724.0,61.7,963.0,0.05,863.0,771.0,0.39
Cameroon,CMR,5241.0,0.72,55175.0,675.0,45.0,837.0,626.0,386.0
Canada,CAN,7025.0,931.0,71.35,887.0,45.0,434.0,738.0,307.0
Chile,CHL,6151.0,888.0,70.15,781.0,28.0,812.0,753.0,336.0
China,CHN,5771.0,808.0,68625.0,891.0,-106.0,,663.0,245.0
Colombia,COL,5709.0,797.0,69175.0,0.84,-88.0,808.0,759.0,0.34
Congo (Brazzaville),COG,5079.0,597.0,56525.0,761.0,-21.0,728.0,572.0,435.0
Costa Rica,CRI,6338.0,834.0,70.0,889.0,-136.0,772.0,759.0,0.35
Croatia,HRV,6508.0,923.0,68775.0,837.0,-69.0,961.0,681.0,286.0
Cyprus,CYP,6.26,806.0,72.6,763.0,-84.0,816.0,671.0,284.0
Czechia,CZE,6897.0,964.0,68925.0,906.0,-133.0,884.0,748.0,0.29
Denmark,DNK,7515.0,947.0,71125.0,938.0,47.0,214.0,753.0,227.0
Dominican Republic,DOM,5168.0,806.0,64.2,835.0,-126.0,636.0,724.0,314.0
Ecuador,ECU,5354.0,804.0,68.75,829.0,-0.16,855.0,755.0,416.0
Egypt,EGY,4472.0,673.0,63.25,0.77,-112.0,,543.0,442.0
El Salvador,SLV,5462.0,696.0,65.25,924.0,-129.0,583.0,811.0,329.0
Estonia,EST,6453.0,958.0,69425.0,954.0,-88.0,398.0,762.0,188.0
Ethiopia,ETH,4549.0,823.0,60.3,769.0,186.0,784.0,615.0,252.0
Finland,FIN,7889.0,962.0,71075.0,962.0,-121.0,164.0,748.0,193.0
France,FRA,6714.0,947.0,72.2,823.0,-174.0,565.0,0.69,231.0
Gabon,GAB,4887.0,701.0,57925.0,528.0,-192.0,789.0,568.0,416.0
Georgia,GEO,5123.0,718.0,64825.0,764.0,-223.0,583.0,573.0,295.0
Germany,DEU,7312.0,905.0,71.1,864.0,-66.0,424.0,698.0,206.0
Ghana,GHA,5319.0,643.0,58375.0,824.0,199.0,847.0,675.0,253.0
Greece,GRC,5788.0,779.0,71025.0,565.0,-244.0,764.0,629.0,322.0
Guinea,GIN,4972.0,732.0,53.75,598.0,78.0,0.79,706.0,346.0
Hong Kong S.A.R. of China,HKG,5295.0,813.0,,705.0,-74.0,0.38,522.0,0.21
Hungary,HUN,6038.0,943.0,67.35,771.0,-125.0,836.0,662.0,0.24
Iceland,ISL,7575.0,983.0,72025.0,949.0,153.0,644.0,808.0,172.0
India,IND,4224.0,616.0,60.6,906.0,71.0,0.78,686.0,383.0
Indonesia,IDN,4828.0,751.0,62925.0,853.0,532.0,914.0,742.0,351.0
Iran,IRN,4865.0,757.0,66.45,0.6,133.0,0.71,505.0,0.47
Iraq,IRQ,4785.0,708.0,63175.0,0.7,-19.0,849.0,585.0,532.0
Ireland,IRL,7035.0,0.96,71.2,882.0,2.0,356.0,753.0,246.0
Israel,ISR,7195.0,959.0,72.55,831.0,-57.0,748.0,564.0,243.0
Italy,ITA,6488.0,0.89,71975.0,718.0,-155.0,844.0,614.0,311.0
Ivory Coast,CIV,5257.0,613.0,55375.0,0.77,15.0,777.0,655.0,0.34
Jamaica,JAM,5425.0,0.87,66.6,865.0,-0.15,836.0,712.0,266.0
Japan,JPN,6118.0,887.0,74225.0,806.0,-264.0,609.0,681.0,186.0
Jordan,JOR,4094.0,709.0,67.6,779.0,-151.0,,,
Kazakhstan,KAZ,6168.0,966.0,65.4,872.0,-0.06,661.0,0.62,0.15
Kenya,KEN,4547.0,674.0,58.1,702.0,254.0,837.0,738.0,297.0
Kosovo,XKX,6294.0,792.0,,0.88,304.0,0.91,593.0,201.0
Kyrgyzstan,KGZ,6.25,902.0,66325.0,935.0,104.0,931.0,672.0,258.0
Laos,LAO,5284.0,0.66,60.8,915.0,139.0,748.0,714.0,358.0
Latvia,LVA,6229.0,928.0,66.3,0.82,-84.0,809.0,674.0,202.0
Lebanon,LBN,2634.0,547.0,66075.0,552.0,-136.0,884.0,352.0,482.0
Lithuania,LTU,6391.0,953.0,67.05,824.0,-127.0,829.0,626.0,202.0
Malaysia,MYS,6014.0,797.0,65675.0,878.0,98.0,747.0,721.0,288.0
Mali,MLI,4269.0,568.0,55.0,645.0,-65.0,895.0,648.0,0.44
Malta,MLT,6157.0,938.0,71.55,931.0,-3.0,675.0,576.0,411.0
Mauritius,MUS,6015.0,893.0,63875.0,843.0,-36.0,772.0,0.7,138.0
Mexico,MEX,5964.0,779.0,65.8,873.0,-125.0,778.0,745.0,292.0
Moldova,MDA,5812.0,874.0,64.9,859.0,-58.0,941.0,698.0,268.0
Mongolia,MNG,6011.0,918.0,60.4,718.0,0.14,843.0,575.0,0.26
Montenegro,MNE,5722.0,887.0,67.1,802.0,63.0,845.0,0.56,411.0
Morocco,MAR,4803.0,553.0,63.8,819.0,-235.0,803.0,548.0,256.0
Myanmar,MMR,4431.0,796.0,61225.0,825.0,471.0,647.0,0.7,289.0
Namibia,NAM,4451.0,741.0,56475.0,666.0,-107.0,0.81,652.0,248.0
Nepal,NPL,5982.0,787.0,61575.0,772.0,138.0,812.0,0.48,337.0
Netherlands,NLD,7504.0,944.0,71475.0,935.0,147.0,281.0,691.0,247.0
New Zealand,NZL,7257.0,952.0,70275.0,918.0,118.0,283.0,796.0,209.0
Nicaragua,NIC,6287.0,856.0,65575.0,818.0,0.04,631.0,775.0,316.0
Nigeria,NGA,5503.0,739.0,54725.0,713.0,97.0,913.0,737.0,316.0
North Macedonia,MKD,5054.0,0.75,66.3,787.0,0.13,877.0,542.0,365.0
Norway,NOR,7.29,956.0,71.45,965.0,69.0,271.0,777.0,216.0
Pakistan,PAK,4624.0,594.0,57175.0,767.0,6.0,833.0,0.47,376.0
Paraguay,PRY,5501.0,907.0,65.85,865.0,56.0,829.0,767.0,269.0
Peru,PER,4994.0,749.0,69675.0,806.0,-91.0,912.0,736.0,481.0
Philippines,PHL,5.08,781.0,62025.0,932.0,-111.0,744.0,793.0,327.0
Poland,POL,6139.0,953.0,68875.0,767.0,-12.0,787.0,677.0,329.0
Portugal,PRT,5768.0,875.0,71125.0,913.0,-242.0,867.0,614.0,383.0
Romania,ROU,6785.0,869.0,66925.0,863.0,-159.0,918.0,668.0,256.0
Russia,RUS,5495.0,887.0,64575.0,714.0,-76.0,823.0,621.0,0.19
Saudi Arabia,SAU,6.56,0.89,64.2,884.0,-112.0,,702.0,251.0
Senegal,SEN,4757.0,621.0,59.7,797.0,-49.0,855.0,816.0,268.0
Serbia,SRB,6042.0,852.0,67025.0,843.0,144.0,824.0,579.0,358.0
Slovakia,SVK,6519.0,954.0,68725.0,762.0,-79.0,901.0,695.0,274.0
Slovenia,SVN,6462.0,953.0,70875.0,958.0,-89.0,797.0,575.0,314.0
South Africa,ZAF,4947.0,891.0,56725.0,757.0,-27.0,912.0,761.0,294.0
South Korea,KOR,5793.0,808.0,73375.0,711.0,-111.0,665.0,0.55,247.0
Spain,ESP,6502.0,935.0,72225.0,783.0,-125.0,0.73,671.0,317.0
Sri Lanka,LKA,4778.0,842.0,67.1,803.0,-48.0,768.0,758.0,285.0
Sweden,SWE,7314.0,936.0,72025.0,951.0,86.0,203.0,717.0,222.0
Switzerland,CHE,7508.0,946.0,72.7,917.0,-72.0,0.28,0.73,193.0
Taiwan Province of China,TWN,6751.0,901.0,,799.0,,711.0,743.0,83.0
Tajikistan,TJK,5373.0,0.79,62.15,,-51.0,0.55,652.0,344.0
Tanzania,TZA,3786.0,0.74,58.95,0.83,296.0,521.0,667.0,271.0
Thailand,THA,5885.0,867.0,68375.0,0.84,272.0,918.0,0.77,326.0
Tunisia,TUN,4731.0,719.0,66.95,668.0,-204.0,877.0,519.0,439.0
Turkiye,TUR,4862.0,857.0,68575.0,0.51,-117.0,774.0,332.0,0.44
Uganda,UGA,4641.0,0.8,58675.0,687.0,143.0,878.0,705.0,425.0
Ukraine,UKR,5.27,885.0,64425.0,784.0,123.0,946.0,629.0,285.0
United Arab Emirates,ARE,6458.0,827.0,66.15,942.0,0.05,,702.0,298.0
United Kingdom,GBR,6798.0,929.0,70.2,885.0,197.0,0.49,717.0,225.0
United States,USA,7028.0,937.0,65975.0,0.85,29.0,678.0,722.0,295.0
Uruguay,URY,6.31,921.0,67.5,908.0,-91.0,491.0,721.0,265.0
Uzbekistan,UZB,5842.0,0.85,65.0,928.0,193.0,642.0,678.0,279.0
Venezuela,VEN,4574.0,805.0,64225.0,612.0,,811.0,689.0,396.0
Vietnam,VNM,5462.0,765.0,65.4,945.0,66.0,791.0,699.0,286.0
Zambia,ZMB,4838.0,767.0,54825.0,0.75,58.0,0.81,679.0,345.0
Zimbabwe,ZWE,3.16,717.0,53575.0,643.0,6.0,789.0,661.0,346.0
