country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,2694.0,508.0,53575.0,374.0,-91.0,928.0,385.0,405.0
Albania,ALB,5004.0,684.0,69075.0,824.0,7.0,899.0,592.0,319.0
Algeria,DZA,5043.0,799.0,66.3,583.0,-151.0,759.0,534.0,293.0
Argentina,ARG,5793.0,0.9,67.05,846.0,-214.0,855.0,732.0,321.0
Armenia,ARM,5062.0,814.0,66825.0,808.0,-169.0,677.0,535.0,455.0
Australia,AUS,7177.0,0.94,70825.0,916.0,143.0,405.0,706.0,187.0
Austria,AUT,7396.0,912.0,70775.0,904.0,0.05,523.0,695.0,226.0
Azerbaijan,AZE,5168.0,781.0,63475.0,772.0,-235.0,561.0,527.0,191.0
Bangladesh,BGD,4499.0,706.0,64175.0,901.0,-56.0,701.0,433.0,361.0
Belarus,BLR,5234.0,905.0,65775.0,644.0,-178.0,718.0,409.0,236.0
Belgium,BEL,6892.0,0.93,70.45,808.0,-129.0,0.63,682.0,0.25
Benin,BEN,5.82,504.0,55.2,713.0,3.0,747.0,625.0,468.0
Bolivia,BOL,5916.0,827.0,63.15,863.0,-94.0,786.0,705.0,387.0
Bosnia and Herzegovina,BIH,5887.0,836.0,67.15,659.0,122.0,913.0,568.0,277.0
Botswana,BWA,3461.0,795.0,53625.0,818.0,-246.0,807.0,688.0,267.0
Brazil,BRA,6191.0,882.0,65225.0,751.0,-0.12,763.0,677.0,0.35
Bulgaria,BGR,5099.0,924.0,66.2,724.0,-0.18,952.0,554.0,189.0
Burkina Faso,BFA,4927.0,665.0,54525.0,721.0,-12.0,757.0,656.0,343.0
Burundi,BDI,3775.0,485.0,55.2,646.0,-23.0,599.0,636.0,363.0
Cambodia,KHM,5122.0,795.0,61.3,958.0,32.0,,723.0,414.0
Cameroon,CMR,5251.0,677.0,53825.0,816.0,31.0,884.0,0.63,356.0
Canada,CAN,7175.0,923.0,71.25,946.0,102.0,372.0,773.0,259.0
Chad,TCD,4486.0,577.0,51625.0,0.65,23.0,763.0,532.0,544.0
