Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",country,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Antigua and Barbuda,ATG,100.0,32.39653702367679,11.0,,23011.73866113665,58.0,,2.5508205696406208,440.0,115106795.0,339030752.0,,196.0,22.6426770570708,69.8922759569104,10.5263157894737,0.1,,25.4555618588267,,,,,,,,,,
Australia,AUS,100.0,28.29143836927926,11.0,61.836,43007.269782413096,79.0,120584.2911285712,1.7972862228583892,7682300.0,255271168301.0,256512011685.0,1.67028165223311,235776.0,18.945711489664,66.9662425056812,24.6666666666667,8.3,98364.08062882464,86.4451259136625,10.164255656560334,Australia,7196.0,945.0,70.36,935.0,0.27,368.0,728.0,214.0
Austria,AUT,100.0,21.44774758766677,10.0,57.252,46156.48320730371,80.03,89557.3324748084,2.091664764904237,82520.0,166485120910.0,178594514813.0,0.783538525853244,45014.0,14.4901306406695,67.5601644337772,27.8688524590164,34.4,80709.28196678941,67.2085909812279,10.39389150679994,Austria,7401.0,945.0,70.1,0.92,114.0,771.0,712.0,157.0
Azerbaijan,AZE,100.0,30.928265480498894,9.0,58.398,15994.146650183662,54.2,38618.93389951787,2.8449826834262097,82658.0,23906983500.0,9650567500.0,4.65861825196324,1986.0,22.2809383842387,72.0406993018106,16.0,2.8,8397.746325232873,53.8076442276208,57.1286972828041,Azerbaijan,4911.0,762.0,62.26,599.0,-143.0,763.0,523.0,266.0
Burundi,BDI,6.5,87.85035387893055,,77.448,637.2470801911008,1.22,2892.7354273789697,14.02941461403087,25680.0,111304734.0,663505489.0,2.5271777075949,22617.0,45.718155371932,52.0409461695939,30.4761904761905,91.7,2556.2129421287736,12.2244596804615,86.8255774927058,,,,,,,,,
Belgium,BEL,100.0,25.91485640908537,12.0,49.306,42483.525066678776,80.72,88213.6828145695,2.205736424031884,30333.0,440240731914.0,438666882297.0,1.0370296665755,45001.0,16.9817145468502,65.5288562215249,38.0,7.7,87982.42376722475,85.4915403816388,11.180030782914452,Belgium,6935.0,927.0,69.52,855.0,-54.0,758.0,718.0,238.0
Benin,BEN,38.4,81.92353424451831,6.0,70.518,2346.0841620454694,4.5,2127.798335287001,7.69890807691425,112760.0,461932972.0,2353967925.0,0.702056157787745,1260.0,43.6547820340679,53.2872357685967,8.43373493975904,50.3,3019.6925888310784,44.0475065829838,83.6427278353874,Benin,3193.0,523.0,53.52,769.0,-111.0,806.0,563.0,231.0
Burkina Faso,BFA,15.1,88.31054932816664,10.0,76.292,1571.8388447731454,3.72503,2496.7049230344483,5.823999487959156,273600.0,2269832027.0,3554138046.0,1.17602847916222,-20930.0,45.6317903375363,51.6719555176314,15.748031496063,79.2,2431.322478062346,24.8001912059054,80.7736607557773,Burkina Faso,3955.0,744.0,52.08,622.0,-68.0,726.0,487.0,0.3
Bangladesh,BGD,65.5,52.85555901681628,5.0,55.3,3434.2781509044744,5.0,3430.889765432602,8.164573676246349,130170.0,18692888699.0,31793003856.0,1.18089723364654,-829875.0,33.0265015658096,62.4844425603217,19.7142857142857,37.3,4599.972028680916,28.4787972894576,60.4298109620797,Bangladesh,4724.0,582.0,62.24,668.0,-48.0,765.0,537.0,183.0
Bulgaria,BGR,94.7,20.08991114748965,10.0,46.65,15468.93854260461,51.9,12903.405459981836,1.112178335577326,108560.0,26007945724.0,32559718024.0,1.32981896505284,-26334.0,13.5590292405501,67.4917027281691,22.9166666666667,15.6,15833.643907847492,72.7684860229492,7.029757432240764,Bulgaria,4222.0,838.0,65.48,641.0,-179.0,938.0,0.51,237.0
Bahrain,BHR,100.0,25.53543585770176,9.0,70.727,56712.56926561531,88.0,45817.87297617506,2.933947255512109,770.0,6719199599.9999895,10884993118.0,3.8444905725653,12801.0,19.8728030762072,77.8244401271723,10.0,0.0,40042.56899783594,100.0,1.003625411830245,Bahrain,5027.0,911.0,65.48,682.0,,438.0,559.0,381.0
"Bahamas, The",BHS,100.0,32.91585541186933,12.0,63.451,31035.550056887387,71.7482,57509.18284378931,1.8503556855814047,10010.0,865743742.0,3562852891.0,,1047.0,22.3778495989688,67.9851492597934,13.1578947368421,1.4,56024.10286774654,82.3947485339925,13.996409374560669,,,,,,,,,
Bosnia and Herzegovina,BIH,99.7,21.917741147037244,9.0,36.484,9589.071812764794,45.0645,9748.354680845636,0.7957741387490245,51200.0,4962130320.0,10016298450.0,1.14557192089501,-66378.0,15.124232533953,69.0044599438137,21.4285714285714,15.3,15863.499177373727,46.3655655972,23.43569758653129,Bosnia and Herzegovina,4773.0,779.0,67.0,0.42,-13.0,953.0,469.0,338.0
Belarus,BLR,95.6,21.50884663203504,9.0,59.871,18114.750860670767,46.91,12579.006442632905,75.24166671163474,202899.0,45321713700.0,45871232600.0,1.22921872178113,10903.0,15.269320711927,70.9909034339942,26.605504587156,7.2,9817.037297388291,75.5281066894531,7.74025905851783,Belarus,5749.0,902.0,63.42,645.0,-221.0,657.0,515.0,181.0
Belize,BLZ,90.9,54.77659420639128,8.0,57.169,9303.378574552253,31.0,14234.37393706932,0.6970945577686223,22810.0,399663128.0,841764699.0,0.7961654160808339,1524.0,33.9833260569235,62.03986675199,3.125,47.9,14911.089236055515,44.6903068035216,29.47365918976949,,,,,,,,,
Bermuda,BMU,100.0,23.78743434067808,13.0,,69149.05003426818,91.2993,,6.698203691557339,54.0,13530496.0,1218761345.0,,-237.0,16.4354397762625,69.0954655437891,,0.4,,100.0,,,,,,,,,,
Bolivia,BOL,90.4,55.45590005426935,14.0,66.664,7183.826024521069,35.34,7732.280121459692,7.100275501150492,1083300.0,11811628294.0,8586478520.000001,1.84560643919497,-11689.0,33.6999861256487,60.7689737934521,25.3846153846154,17.4,5410.862355842323,67.2581444827699,63.1116316927195,Bolivia,6019.0,781.0,62.1,862.0,-16.0,0.84,699.0,409.0
Brazil,BRA,99.5,34.35189597542574,8.0,59.738,15198.086330970971,48.56,17224.328811592935,7.943126937476279,8358140.0,235803515780.0,235413992353.0,1.37865646470437,-179707.0,23.7494519491259,69.1357813616712,8.57699805068226,43.5,18703.517091835125,84.8973874181312,25.3469708350551,Brazil,6.66,0.89,64.22,849.0,,623.0,685.0,0.35
Barbados,BRB,100.0,29.230311656858788,11.0,59.738,19605.016924807056,71.2,29074.69510041312,5.33264100360222,430.0,423970338.0,1767612351.0,,-64.0,19.8730760550666,67.9879034078086,10.0,3.8,42916.58382639514,59.2372151062924,16.15129866700867,,,,,,,,,
Brunei Darussalam,BRN,100.0,34.774171087418864,9.0,62.02,87256.0422369454,60.2731,253777.2584474827,1.22025216243901,5270.0,12980988089.0,3546169093.0,2.15903448896045,346.0,24.8750790580351,71.5334361550117,,0.0,32329.906485286345,75.2714233503027,5.115897544453855,,,,,,,,,
Bhutan,BTN,91.5,42.62465141282801,,63.08,8577.407319010037,15.6,22273.206288114863,8.63679345640898,38117.0,531830667.0,985444081.0,,20.0,28.2989406500534,66.3908560052253,8.51063829787234,82.8,7800.075606314085,35.0188644248365,70.8006337502851,,,,,,,,,
Botswana,BWA,56.0,54.728538360617385,,50.21,12736.58338910044,16.0,41737.08144462109,3.011796554290441,566730.0,6714245053.0,10293294986.0,2.3437721258219297,-6636.0,34.1651267549125,62.4265721149389,7.93650793650794,27.8,14631.623866388343,64.3993247826904,28.27727795081627,Botswana,4836.0,837.0,51.48,799.0,-195.0,814.0,695.0,171.0
Central African Republic,CAF,11.0,91.64334017313568,10.0,68.884,1062.068099410489,2.4,2804.37520646657,6.181036176926156,622980.0,113926566.0,213316207.0,1.7028452020621698,-111764.0,46.9201435397567,51.1986515278751,12.5,93.1,2193.914159714429,39.0301696038517,78.3627815713425,,,,,,,,,
Canada,CAN,100.0,23.713989430058707,10.0,61.638,42291.97293570943,83.0,97040.90503806253,1.2184437411591205,8965590.0,454935959635.0,486430696323.0,1.11840459807104,243748.0,16.327506299947,68.8517946416003,24.6753246753247,21.8,70564.0432725194,81.1513483248791,10.580646243070587,Canada,7415.0,948.0,70.92,918.0,286.0,466.0,776.0,229.0
Central Europe and the Baltics,CEB,99.20283568974176,21.69257299236616,10.0,49.58521017280814,22793.320182689946,,25321.64193802938,2.183433573945237,1104048.7,713682841626.0,734060145405.0,1.3871843518271112,-78436.0,15.015604851428504,69.22002672679922,19.267188143268832,15.692604478471102,26791.556443658967,61.97393246540939,17.810387443450114,,,,,,,,,
Switzerland,CHE,100.0,22.107044852026387,11.0,64.551,59440.91586076658,85.2,173458.02847955207,0.0637202441155153,39512.028,312397131141.0,295598779101.0,0.669001710434324,67840.0,14.9720653140143,67.7253003887459,29.0,21.9,141710.76557198333,73.7522629583622,11.0492703473196,Switzerland,7776.0,947.0,71.52,945.0,132.0,323.0,793.0,176.0
Channel Islands,CHI,100.0,22.76723823422109,,54.724,,,,5.454656418695095,198.0,,,,741.0,15.527081033169,68.1981743822601,,,,32.4414334604748,4.437790728760096,,,,,,,,,
Chile,CHL,100.0,30.23212793958817,12.0,57.499,21366.17712649087,55.05,34056.55263393653,0.7634666806630435,743532.0,77338153207.0,77020766149.0,2.04588028294284,30870.0,20.7935085091893,68.7794974165082,14.1666666666667,30.3,24048.76819128096,87.0824943735696,19.1568100362915,Chile,6599.0,855.0,68.86,734.0,189.0,782.0,736.0,288.0
China,CHN,99.9,25.198311382470543,9.0,67.185,11420.252705114104,42.3001,16364.370058108683,2.405184127256206,9388211.0,2046563884487.0,1654181926470.0,1.70094267160117,-58864.0,18.2973601933028,72.6134379386083,21.3230355943586,11.5,17060.195974802486,53.1003112792969,39.114499073839895,China,5095.0,788.0,67.22,808.0,-187.0,,689.0,159.0
Cote d'Ivoire,CIV,55.8,77.76192875283573,10.0,62.411,3290.723069494571,4.4,6541.751844322091,-0.4040983607408748,318000.0,10737516436.0,9289240891.0,1.10066387533087,-232712.0,42.6795061575199,54.8848348311622,10.4417670682731,74.9,7054.283749572989,48.1242507553354,77.9447888641947,,,,,,,,,
Cameroon,CMR,55.2,81.59680603903989,6.0,71.371,3059.6422656825075,7.5,6631.645583880044,1.942285363888232,472710.0,4224946160.000001,6569108700.0,1.17534857560788,-7523.0,43.6077866058381,53.4430044043765,13.8888888888889,78.6,4641.299824588393,51.5887119982861,75.9598247679606,Cameroon,4245.0,743.0,50.48,766.0,-38.0,898.0,617.0,284.0
"Congo, Dem. Rep.",COD,15.4,90.26686311254088,6.0,63.064,647.8017332849286,1.67996,5506.546547209218,4.734114429463517,2267050.0,4530008784.0,10456353431.0,1.10722925521469,53668.0,45.9533681142575,50.9083464819355,8.94308943089431,95.5,1932.67679984244,40.1770385579151,80.6400587885107,Congo (Kinshasa),4639.0,0.77,50.9,557.0,-33.0,807.0,626.0,0.23
"Congo, Rep.",COG,41.6,72.67751912331836,10.0,54.641,6058.0644941741175,6.1067,16094.711538736392,11.364090236871776,341500.0,7438009090.0,7347028182.0,,-26643.0,40.9553417924459,56.352160659853,7.35294117647059,65.1,6922.870868672266,62.7187169094345,75.45281273191513,Congo (Brazzaville),3919.0,622.0,53.76,773.0,-141.0,0.8,547.0,323.0
Colombia,COL,97.0,38.94213652551249,10.0,61.293,12093.075493917151,48.98,17641.502346955134,3.616655062684487,1109500.0,59597287048.0,56748294557.0,3.1560058634042902,-56070.0,26.263594585768,67.4426133978595,12.1212121212121,29.6,11096.656032179824,76.942211203265,44.89257262334593,Colombia,6375.0,914.0,67.64,828.0,-12.0,868.0,829.0,294.0
Comoros,COM,69.3,73.17416474929225,6.0,42.051,2678.7026282059896,5.9753,3048.848284807674,4.27053673537911,1861.0,20595406.0,195252467.0,,-3835.0,40.4986873367423,55.3455359546499,3.03030303030303,68.3,7141.999142047376,29.397950693899,59.28408091468776,Comoros,3956.0,719.0,57.48,534.0,-127.0,651.0,616.0,212.0
Cabo Verde,CPV,83.2,47.09564944148848,10.0,52.546,6318.061087233644,34.74,5933.764754133901,0.6776074566213595,4030.0,213192704.0,746539148.0,0.506009716198007,-6779.0,30.4464259554062,64.647967106484,20.8333333333333,24.3,9915.7460717235,63.7260454520996,37.0748444748488,,,,,,,,,
Costa Rica,CRI,99.5,34.99569420937924,13.0,58.472,14463.740444808696,47.5,31328.116896021973,4.733632972223319,51060.0,11442712583.0,17195245249.0,,1587.0,23.8829627394988,68.2454627622799,38.5964912280702,38.1,23176.05492867491,73.3895020668217,24.97812857698932,Costa Rica,7272.0,902.0,69.52,929.0,39.0,794.0,837.0,263.0
Caribbean small states,CSS,95.25431138397212,36.76374853073119,6.0,56.92817996904271,20766.90027328256,,38398.32827436864,1.931862196593194,398527.61,17413475661.0,22435634311.0,,-8556.0,25.001384919535344,68.00565330715627,16.75392670157069,7.939568067875048,30618.895115983843,50.14468184407049,19.700448947984395,,,,,,,,,
Cuba,CUB,98.3,24.946573509714145,9.0,53.182,,21.2,18669.107015076275,2.914057804851524,106649.0,3676934111.0,11078332373.0,3.93759997812444,-36101.0,17.3160675068701,69.4125956020058,45.221843003413,19.4,19174.698172991164,76.7776920066844,16.359633689065475,,,,,,,,,
Curacao,CUW,100.0,28.64914662529092,14.0,,25105.99247141688,,,3.183999999999969,444.0,9164248.0,65398358.0,,1469.0,19.4250730312636,67.803157436758,,0.6,,91.2791300612311,,,,,,,,,,
Cayman Islands,CYM,100.0,23.775966945942844,12.0,,64726.53053429916,69.7,,1.2614108855824495,240.0,,,,1060.0,18.1288340873887,76.2485670030016,,0.0,,100.0,,,,,,,,,,
Cyprus,CYP,100.0,22.828467218686647,10.0,56.289,30245.69921875,60.6899,22104.66933032577,1.6787741898187676,9240.0,1399502628.0,7275555069.0,1.65475170209627,12237.0,16.3965584260128,71.8250518921878,10.7142857142857,8.6,36783.3360096764,67.3010289148738,12.49927064795632,Cyprus,6181.0,767.0,71.12,725.0,94.0,871.0,687.0,369.0
Czechia,CZE,100.0,21.47130798294793,9.0,54.548,29465.607401189383,73.43,31968.79549673144,1.3433901008586275,77230.0,157042846399.0,140678703276.0,1.05560770651415,5347.0,14.7594799252141,68.7404703476191,22.0,12.8,33224.17586888262,73.2249239592898,15.029053767635746,Czechia,6334.0,912.0,67.94,0.74,-158.0,957.0,635.0,257.0
Germany,DEU,100.0,20.29785354210475,13.0,56.737,44229.39419217385,82.35,76805.8217424858,1.4363362276585576,348540.0,1396047860532.0,1155191163804.0,1.21725965761789,199143.0,13.3908067735671,65.9715437998931,32.9032258064516,13.6,73878.49162808097,80.393447520218,6.845900190393106,Germany,6702.0,926.0,70.04,904.0,67.0,679.0,699.0,0.17
Djibouti,DJI,54.6,58.566767243805465,10.0,24.333,,9.4,,,23180.0,2730944056.0,2266116691.0,,2104.0,35.5177541188366,60.6448943493518,13.8461538461538,32.3,,70.7266311335377,32.85977044835752,,,,,,,,,
Dominica,DMA,93.5,33.99113274797879,12.0,,10920.90850792452,49.8,,-2.0496180190215085,750.0,45951320.0,196203855.0,,-461.0,22.6274098455529,66.5706948312656,12.5,11.3,,68.754609337094,,,,,,,,,,
Denmark,DNK,100.0,27.08576415725645,10.0,57.551,44755.16242730184,92.26,111734.27212147256,2.4078426105387223,40000.0,106135935340.0,91847033079.0,1.35329314051826,16871.0,17.5611348989206,64.8353207706159,39.1061452513966,26.9,91685.21279971604,87.2336196899414,6.810477077153292,Denmark,7.52,951.0,69.84,933.0,135.0,187.0,783.0,209.0
Dominican Republic,DOM,97.9,46.68009907916414,15.0,55.436,11776.62281035571,42.32,19205.442945269995,4.978475016719557,48310.0,8419209873.0,18452179806.0,0.653151461976632,-36737.0,30.1423348063947,64.572136132279,20.7650273224044,16.5,13504.938462867238,74.2398679969568,43.18662946932245,Dominican Republic,4753.0,879.0,63.92,0.84,-64.0,727.0,725.0,297.0
Algeria,DZA,98.8,41.15641162849058,10.0,38.38,14441.32933988057,18.2,19153.374257809097,8.002446537775441,2381740.0,71865780596.0,50341501867.0,4.10589825804389,-26763.0,27.7156085429789,67.3421404984508,31.6017316017316,0.2,13605.668393234051,68.3421258553675,28.23451541296824,Algeria,5605.0,839.0,65.7,587.0,-177.0,0.69,0.54,0.23
East Asia & Pacific (excluding high income),EAP,95.79516544922208,30.04591947111677,9.0,67.10159718516549,10521.438132755658,35.7,15489.937406888712,3.576513520938107,15986378.947,2891057491493.0,2518700695613.0,1.5918960195099243,87349.0,21.243397015039463,70.70310193205457,18.236732345750028,14.713682811717735,13999.576422127877,50.6757055422017,43.12068198852384,,,,,,,,,
Early-demographic dividend,EAR,82.05246324217416,49.62345697764034,9.0,52.51323630266317,7746.79231589443,,11224.930934115508,4.978475016719557,33318395.71,2409308401565.0,2479792806501.0,2.264161346565988,-3905532.0,31.509737543836284,63.49766674194005,19.29420109948573,23.76879521981212,10995.189923967117,43.004841396179664,59.90307781257618,,,,,,,,,
East Asia & Pacific,EAS,96.20924578356134,29.17200914924259,9.0,66.02395715840478,13656.824547643148,40.4,21245.53531624586,2.8842665189929946,24459695.847,5386850387487.0,5120871287700.0,1.4892412256433374,812582.0,20.508628158300883,70.30241969546576,17.85670394494285,12.79528061319873,23126.089001391927,54.69996401257254,40.01544261052573,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,99.69463211167354,33.278850694852764,9.0,50.51152851400259,13983.207755318106,39.4,16678.42252653839,5.694924460648281,5907247.0,426830265926.0,510940890997.0,1.990476307613632,29785.0,22.724022939769625,68.2836738711027,18.10099573257468,7.499095990843797,14669.226860513229,62.26695315262263,29.822679585328512,,,,,,,,,
Europe & Central Asia,ECS,99.82819162281557,25.91150104832236,10.0,52.660768210264784,28482.105879309194,63.8,46021.34995219392,2.306789517285303,27439439.915,7167387593557.0,7070761596215.0,1.7653139910380484,1015653.0,17.535438868864077,67.67434558380046,23.75078779148285,11.5800703095476,49944.49506621145,71.15049377766107,15.125903797669778,,,,,,,,,
Ecuador,ECU,97.2,48.15208265232898,15.0,60.431,10244.517781618391,35.1351,23559.32202484545,5.003235907948621,248360.0,23549272963.0,25071636829.0,2.95181465866835,-7883.0,30.5167627631662,63.3757966282722,32.258064516129,13.2,13525.724606315962,62.8408732819135,45.62485136605589,Ecuador,5961.0,785.0,66.48,825.0,-87.0,0.73,767.0,333.0
"Egypt, Arab Rep.",EGY,99.7,54.56239148323073,9.0,42.385,10342.431711275389,26.4,17313.42351920251,19.482877469414788,995450.0,28004155832.0,67516062968.0,1.64817579267929,-2626.0,33.8811203097682,62.0961057401256,1.96850393700787,5.3,12549.283989237105,42.8118514138525,16.01514195283943,Egypt,4204.0,737.0,61.82,452.0,-137.0,0.88,458.0,398.0
Euro area,EMU,100.0,23.393235719246725,10.0,50.42220904068307,37747.99212880922,,69945.4775405193,1.6905770064968948,2735491.16,4482635414913.0,4374291783928.0,1.404938537124637,383020.0,15.395433599158505,65.81147604091866,27.303220035778168,14.88287251968229,72058.88824969756,75.46870251948816,10.92705251600555,,,,,,,,,
Eritrea,ERI,42.3,77.83096884276065,8.0,74.842,,0.8,,,121082.12,604695609.0,435106816.0,,-43269.0,42.1150590461571,54.110906248081,22.0,78.4,,35.6824264526367,49.0948503223394,,,,,,,,,
Spain,ESP,100.0,22.31659073753515,10.0,44.678,31869.78398222193,69.81,66406.4688457896,-0.2029549922291948,500210.0,282606692796.0,335990726735.0,1.41695174735802,-153486.0,15.0600098504152,67.4834730652077,36.0,15.8,59227.86275157428,78.8455680301618,12.3002839913515,Spain,6291.0,937.0,71.24,755.0,-63.0,844.0,644.0,366.0
Estonia,EST,100.0,23.42947447111392,9.0,55.117,26242.528265901423,78.3899,26719.07941809826,4.205529813798407,42390.0,15733442260.0,17883634850.0,1.87984897526434,-3674.0,15.591335656003,66.5458455061787,20.7920792079208,25.0,33380.48651811147,67.9629593320316,7.780677747947449,Estonia,5364.0,889.0,67.46,697.0,-195.0,793.0,627.0,199.0
Ethiopia,ETH,29.0,84.85726119314262,8.0,79.505,1178.974745530263,2.9,1672.2848241881604,33.54140501582697,1128582.1,3049507622.0,9556815225.00001,0.868361507077892,119517.0,44.6062797447069,52.5662496261565,27.7879341864717,93.3,2163.683958632234,18.2061367034912,88.0693385117263,Ethiopia,4561.0,659.0,56.32,776.0,-44.0,,556.0,137.0
European Union,EUU,99.8125886995878,23.14516304253829,10.0,50.52419510459479,35037.372029314465,,60637.22314232424,1.702379823175022,3995390.86,5288194069147.0,5167741250608.0,1.3958930649072094,414115.0,15.381013194885384,66.45454746918003,26.03762317109584,16.053031709957263,65373.80823869056,73.35266561932632,12.352500347987773,,,,,,,,,
Fragile and conflict affected situations,FCS,48.89092096734824,74.10417928838729,9.0,62.53399667075062,4869.807337890788,11.6,9211.831422104882,5.858579203015793,20454945.22,505241831378.0,421996567942.0,1.6814212098563042,-553930.0,40.93697394434385,55.24246233653157,15.768963117606129,51.86765455253194,6098.707331246573,42.33289265270576,66.58158058041649,,,,,,,,,
Finland,FIN,100.0,25.254432605502224,9.0,55.006,40739.113180942055,89.88,97846.42399797858,2.945346022826456,303890.0,72653870144.0,76379791552.0,1.53160526604717,17894.0,16.4425320672634,65.1075093394932,42.5,38.7,79260.72354918777,70.3661363168712,10.085280760208793,Finland,7.42,928.0,70.04,921.0,-5.0,361.0,742.0,202.0
Fiji,FJI,92.6,46.44773188475241,,58.987,8204.46565475009,33.7424,10172.543987680529,3.576513520938107,18270.0,941890644.0,2148716556.0,1.49096169403815,-10114.0,30.1956950263876,65.0100528079823,,33.3,11226.44462611243,53.0383211294771,44.6829633444201,,,,,,,,,
France,FRA,100.0,28.96852681087883,10.0,50.693,37671.02392685652,81.44,70902.78881210026,1.0820469008958329,538950.0,563841301731.0,674501003865.0,1.87154409463222,103287.0,18.5347017093315,63.9822023210968,26.8630849220104,12.3,81490.79662510224,77.1669464919916,7.115912742946644,France,6649.0,937.0,71.4,841.0,-153.0,608.0,705.0,253.0
Faroe Islands,FRO,100.0,33.70111319081864,,,46196.84282418602,85.3352,,-2.400123527935221,1396.0,966091910.0,1300878097.0,,8.0,21.2513775966397,63.0616955355472,,4.7,,37.3244972229004,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,67.8,57.15061222027866,,,3238.404861178509,25.9744,,7.041264016284217,700.0,49955310.0,192200576.0,,-1631.0,35.1279080545,61.4658448419687,0.0,1.4,,22.2942568788425,,,,,,,,,,
Gabon,GAB,89.3,62.74962359987426,10.0,39.86,14619.718144511296,24.0,104493.9018963162,-2.941902703606104,257670.0,12069451968.0,5455075817.0,1.61980464787095,19973.0,36.9636353447242,58.9065290587228,15.7894736842105,75.5,19117.190331114965,86.8838635787001,31.28831711758307,Gabon,3972.0,736.0,54.92,566.0,-195.0,0.81,504.0,266.0
