Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",country,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Armenia,ARM,99.3,27.654224629671603,10.0,49.952,6811.692479595808,15.3,11378.8471147609,2.4972530789156338,28470.0,688055770.0,3302669740.0,4.15704990783508,-30357.0,19.2989243142926,69.7865213112878,9.16030534351145,7.8,7345.616954635799,64.3519530388516,45.503767073103006,Armenia,4178.0,0.68,64.56,441.0,-215.0,882.0,479.0,411.0
American Samoa,ASM,,57.85532469070029,,,,,,25.77639751552796,200.0,22001101.0,132713526.0,,-1281.0,35.20206022187,60.8449791096384,,0.0,,86.6035980447517,,,,,,,,,,
Antigua and Barbuda,ATG,98.5,35.26655254102471,11.0,,26156.91517159653,42.0,,1.1096360647320012,440.0,193843485.0,425660285.0,,338.0,24.2304539460397,68.7049291340454,10.5263157894737,0.0,,26.4808350768849,,,,,,,,,,
Australia,AUS,100.0,28.422457400377205,11.0,61.856,40434.48908991183,74.25,111526.2362057629,4.991586921201474,7682300.0,152053082233.0,161780221520.0,1.92365517034008,235628.0,19.1851461673503,67.4999498462357,27.3333333333333,7.1,96396.4615085797,86.1278139101818,10.799983763648656,,,,,,,,,
Austria,AUT,100.0,22.263040000909783,9.0,56.703,40686.673635568135,73.45,90354.25286370012,1.7393928015413849,82520.0,136966574155.99998,143101702286.0,0.838531947457704,18222.0,15.0168264107693,67.4518072985766,27.8688524590164,31.3,78312.8909099131,67.0705895694924,11.1914861130349,,,,,,,,,
Azerbaijan,AZE,99.9,31.828707935026067,9.0,57.482,14245.503536619011,27.4,46571.78673284831,-18.89922824232977,82622.0,14552439458.0,6093557210.0,3.32542168167072,883.0,22.6723172785092,71.2322756970336,11.3821138211382,3.3,6984.433148900127,53.1358125434574,55.3638761462757,Azerbaijan,4574.0,736.0,61.42,498.0,-89.0,754.0,522.0,234.0
Burundi,BDI,5.4,85.50789215155817,,76.891,604.5881540802494,0.9,3253.563629927706,10.116469409014629,25680.0,60107664.0,352440136.0,,184359.0,45.0387702552588,52.6720688699614,31.3559322033898,94.6,2706.987117181618,10.4979900434482,87.0228248578009,Burundi,3792.0,326.0,50.28,427.0,-18.0,718.0,607.0,164.0
Belgium,BEL,100.0,25.58991527446452,12.0,49.282,37905.65831262896,74.5441,81946.40733318139,0.7818211742830528,30333.0,367797962058.0,354453001919.0,1.16353003394252,97175.0,16.8916525951718,66.0090222493235,38.0,4.9,87648.69584907111,84.7025801085014,11.624651251430471,,,,,,,,,
Benin,BEN,30.0,83.41146937473725,6.0,71.169,2213.328956208093,2.24,1920.100853858551,2.539692060954863,112760.0,424585584.0,1542105171.0,,4279.0,44.0858819720187,52.8534959481769,10.8433734939759,52.8,2958.6704965350145,42.338538285999,83.9609874641825,,,,,,,,,
Burkina Faso,BFA,12.6,87.89519799449947,10.0,77.075,1359.6922490730217,1.13,2501.3461344482885,2.40550487042772,273600.0,983301749.0,2224003276.0,1.3527649759800702,-40148.0,45.5152303470663,51.7835269369182,15.3153153153153,83.3,2444.7303854755783,23.7452325601116,80.83604680314801,,,,,,,,,
Bangladesh,BGD,57.1,56.04813821099178,5.0,55.528,2675.2594592678533,3.1,2961.50859999491,6.764354680918743,130170.0,12393272781.0,20492005220.0,1.02893954845227,-1150194.0,34.4480871598349,61.4616088790656,18.5507246376812,43.1,4196.961804730437,27.3111249057412,62.6404448858856,Bangladesh,5083.0,528.0,60.68,631.0,-88.0,776.0,506.0,223.0
Bulgaria,BGR,92.9,19.45153978708499,9.0,50.412,13312.039842031843,45.0,10478.423401613796,3.938018502217616,108560.0,16008558979.0,23362506802.0,1.73951150062383,-19060.0,13.3676477393231,68.7228378321801,20.8333333333333,11.6,14294.60182514298,71.3017349243164,7.69517503892675,,,,,,,,,
Bahrain,BHR,100.0,26.621860583049862,9.0,69.948,48625.65692315961,53.0,47826.64108053668,-12.9939410116026,760.0,2998515069.0,6842286569.0,3.61053524967651,46467.0,20.5814352839692,77.3103453811257,2.5,0.0,35321.6072345636,98.3277849907243,1.956761442704729,Bahrain,5701.0,904.0,64.76,896.0,33.0,506.0,707.0,422.0
"Bahamas, The",BHS,100.0,35.34440404834431,12.0,63.384,29196.6178474292,33.88,38457.27432799303,-1.0363803139799614,10010.0,630522551.0,2666961050.0,,1613.0,23.7944102974008,67.3211873983628,12.1951219512195,1.5,60298.38009865538,82.3977602095684,13.299171440962288,,,,,,,,,
Bosnia and Herzegovina,BIH,99.4,22.561041192095523,9.0,38.962,8161.061540891282,37.74,8504.305067986563,0.1854661252831562,51200.0,3878522729.0,8358918734.999999,1.37658621151299,-68182.0,15.6789896576983,69.4958031276918,19.047619047619,17.4,14128.876782076257,45.4246010387901,24.02418234353141,Bosnia and Herzegovina,4963.0,735.0,67.0,258.0,-25.0,959.0,507.0,0.39
Belarus,BLR,93.8,20.81368658551478,9.0,58.528,14034.191120449892,27.43,10030.440488926555,9.258661922886674,202898.0,21282184396.0,28112936816.0,1.37257698145111,13610.0,14.7760934528775,70.9921979204061,31.8181818181818,7.4,9001.254410613787,74.1909646620571,9.0254434130304,Belarus,5564.0,908.0,61.74,679.0,-206.0,676.0,544.0,223.0
Belize,BLZ,86.9,60.523810542529525,8.0,56.556,9727.988685093618,27.2,19247.544134671665,-2.4657833271536305,22810.0,260982311.0,598811943.0,1.02025947294782,2728.0,36.199434446314,59.8103411875348,0.0,25.1,15567.708875612496,45.4589714924251,29.14804964539005,,,,,,,,,
Bermuda,BMU,100.0,24.09909403592384,13.0,,73336.98751515454,83.25,,1.0435831699592768,54.0,30146763.0,1433278444.0,,-2.0,16.8646267600094,69.9803350900653,,0.4,,100.0,,,,,,,,,,
Bolivia,BOL,86.8,58.2323294916074,14.0,66.558,6024.059473979419,16.8,5915.907657052726,-2.4198943282749354,1083300.0,5393617804.0,4575610089.0,1.76136075631536,-13055.0,34.8074291686566,59.7733808340236,22.3076923076923,20.6,5313.125451183318,65.9781896386949,63.8124807589565,Bolivia,6086.0,831.0,61.5,779.0,-37.0,763.0,742.0,372.0
Brazil,BRA,98.9,36.848562825649935,8.0,61.052,13390.68313132855,39.22,15150.708046983713,7.313482741521511,8358140.0,147029926971.0,133355211500.0,1.53862567601211,-220207.0,25.1859258991219,68.3498187386299,8.7719298245614,48.9,17476.347247529033,84.0698380333651,26.16287350607596,Brazil,7001.0,913.0,63.74,767.0,-58.0,723.0,744.0,274.0
Barbados,BRB,100.0,29.73433406727632,11.0,62.232,20323.63670227116,64.7,30559.50607158023,-1.829705011845604,430.0,303833419.0,1339223879.0,,296.0,20.2473346770148,68.0947386661073,10.0,8.5,44724.43503381696,59.2944920242948,15.129509305265596,,,,,,,,,
Brunei Darussalam,BRN,100.0,35.6781902763842,9.0,62.36,77957.1442764098,49.0,258667.1150271115,-21.73926671019896,5270.0,7170480045.0,2376577641.0,2.9410720317603603,2489.0,25.4019651775219,71.1972256317338,,0.0,29472.23276571049,75.0712970872547,5.036352874166568,,,,,,,,,
Bhutan,BTN,71.5,46.36748198563292,,66.94,6466.097449158297,7.17,27713.33697359386,4.424099434461553,38117.0,496217107.0,529954655.0,,-1305.0,30.0883444670513,64.8908914851554,8.51063829787234,87.8,5919.496205180886,33.3396804958817,69.6361822537241,,,,,,,,,
Botswana,BWA,43.4,54.91706867493564,,52.547,11686.184663965723,6.15,35491.039123371804,15.108933748083883,566730.0,3455644991.0,4727886485.0,3.26282073750534,4960.0,34.2431177797659,62.3542138764126,7.93650793650794,28.9,12904.248311345456,62.7501882968523,27.72622400039542,,,,,,,,,
Central African Republic,CAF,9.4,87.06588602996337,10.0,68.611,877.2521311048783,1.8,2319.8093808191065,0.7116283907541856,622980.0,82073288.9999999,210798592.0,1.7479707408184502,-28899.0,45.6137511504905,52.3899125345699,9.61538461538462,93.9,1965.5796500362687,38.476675697093,79.04994363922,,,,,,,,,
Canada,CAN,100.0,24.112199482348945,10.0,61.288,38863.24855606365,80.3,89723.57455784065,-2.324922096419897,8965590.0,316347135016.0,337613955117.0,1.37755563107525,244463.0,16.7366419048712,69.4115083969769,22.0779220779221,22.2,68519.1097184948,80.8591838893921,10.926604291217863,Canada,7488.0,943.0,70.74,915.0,242.0,413.0,793.0,248.0
Central Europe and the Baltics,CEB,98.85866011866835,21.452952624611257,10.0,49.38099035533335,19340.63848049857,,22794.325270764693,2.732839283884175,1104161.8,515381975104.0,551166301478.0,1.5212133842160305,-173417.0,14.995430089844024,69.89914835225109,17.07006369426751,13.739238437176176,25485.96704703049,61.9070756085004,17.76434669399653,,,,,,,,,
Switzerland,CHE,100.0,22.396606446099312,11.0,65.47,52998.98846351999,81.3,154648.81506254774,0.4575438716554174,39513.824,172577995370.0,155676425323.0,0.73179337674355,69324.0,15.2561212100064,68.1179868034783,29.0,20.0,138688.61997889288,73.5741230920283,11.27362692243903,Switzerland,7525.0,938.0,71.34,891.0,119.0,342.0,741.0,202.0
Channel Islands,CHI,100.0,22.915994357210693,,55.689,,,,,198.0,,,,764.0,15.7792154198754,68.8567782567567,,,,32.0070188116634,4.056967312511791,,,,,,,,,
Chile,CHL,99.6,32.1954191969524,12.0,51.744,15951.330487787836,41.56,36821.15092540101,3.5777950417431867,743532.0,54956548125.0,40969689846.0,2.2765078988770298,24324.0,21.9669294584062,68.2299904751577,14.1666666666667,31.5,22831.480341661023,86.9124897308683,20.11511398485963,Chile,6494.0,832.0,68.32,747.0,143.0,734.0,756.0,0.3
China,CHN,99.1,25.59241214052575,9.0,67.929,8447.982814692268,28.9,13333.095944978591,-0.0819669419831399,9388211.0,1200548660000.0,917442453999.999,1.8935237960352296,-177135.0,18.6456512442356,72.856169869084,21.325744894543,13.4,14106.478791123656,48.3417053222656,41.2417335404196,China,4454.0,798.0,66.44,771.0,-163.0,,0.67,162.0
Cote d'Ivoire,CIV,57.3,84.80328954216138,10.0,62.433,3176.6324242061737,2.0,7858.440010602936,1.2077792972368826,318000.0,9979049105.999989,6494181381.0,1.25173572577555,-168027.0,44.8523758327456,52.8899036202913,8.86699507389163,73.7,6862.114549288304,46.7979596502274,79.0661801742685,Ivory Coast,4197.0,667.0,48.9,0.76,-152.0,902.0,555.0,186.0
Cameroon,CMR,51.7,82.23518094816878,6.0,75.254,2878.951438861378,3.84,7347.102519017304,3.6035151841818873,472710.0,1743526288.0,3836061285.0,1.23383418917622,-10203.0,43.7552819668814,53.2074950297488,13.8888888888889,79.2,4721.178447032771,50.4714131335678,77.9394072738217,Cameroon,4741.0,729.0,49.16,698.0,-24.0,925.0,592.0,0.25
"Congo, Dem. Rep.",COD,12.3,90.7021299425919,6.0,66.255,572.9592490248649,0.56,4098.3828427437065,17.893440001910136,2267050.0,4890379405.0,4895735632.0,0.651615938486403,-46009.0,46.0884474508871,50.8129715146247,8.4,97.0,1641.5583534837456,38.9962670496049,81.1513347191468,Congo (Kinshasa),3984.0,733.0,49.4,556.0,-21.0,824.0,487.0,283.0
"Congo, Rep.",COG,37.1,71.50965294567132,10.0,54.314,4800.9015980660215,4.5,15613.391776654826,-21.16523311289616,341500.0,7799022795.0,4220348726.0,,86014.0,40.5268335957586,56.6732512398922,7.2992700729927,55.9,5777.28124713479,62.2172294650265,76.55368600230963,,,,,,,,,
Colombia,COL,96.1,42.342188269237376,10.0,58.875,10367.348955751866,30.0,17345.20498505329,4.064225467454818,1109500.0,32428692208.0,31863053773.0,3.8869638370635298,-46901.0,28.0682947999065,66.2891954256708,8.43373493975904,31.4,10569.677297334089,76.5964145836792,45.30767757870952,Colombia,6272.0,886.0,66.98,757.0,-58.0,837.0,786.0,273.0
Comoros,COM,60.1,78.93067209159514,6.0,41.068,2303.9478289146946,3.5,3346.613377773554,0.986176824509613,1861.0,12666755.0,178975148.0,,-3553.0,42.2472242667819,53.5245483470221,0.0,68.5,7870.126587893056,28.6217975367563,61.81850423954235,Comoros,3476.0,629.0,56.76,508.0,-79.0,838.0,626.0,167.0
Cabo Verde,CPV,74.1,53.526661027498925,6.0,48.293,5900.66086529142,21.0,7279.581438093173,1.954558245136127,4030.0,36609029.0,700407051.0,0.449908484432209,-2618.0,33.1313803860979,61.8966849158634,18.0555555555556,22.1,10369.829235816778,60.906420177019,37.8238817476002,,,,,,,,,
Costa Rica,CRI,99.4,37.61527719224284,11.0,55.753,12273.860395482548,34.33,27428.81429992381,9.701330917761524,51060.0,8742406958.0,10775036672.0,,3432.0,25.3802898845746,67.4733670963829,36.8421052631579,40.7,22447.678615896504,70.1398469456228,24.521145863214187,Costa Rica,7615.0,0.9,69.04,886.0,59.0,787.0,0.84,217.0
Caribbean small states,CSS,92.91529439226755,38.80316066549218,6.0,57.05021736746695,19265.033189758684,,39221.792622593086,0.1542683668985631,398527.61,12402049639.0,15394736080.00001,,-15529.0,26.142415262570385,67.3718414236854,18.01566579634465,8.579200340280732,28453.79941956908,50.26492289081703,19.83000125890276,,,,,,,,,
Cuba,CUB,97.6,25.724920102396943,9.0,54.55,,14.33,19265.822260447443,0.6341750206571533,106440.0,2780014121.0,8356371687.999999,3.3809600515463902,-35063.0,17.9349075468408,69.7180173442997,43.1596091205212,19.0,16562.66585214957,76.4930251871133,9.362918403463128,,,,,,,,,
Curacao,CUW,99.7,31.239330484762164,14.0,,25950.39503723653,,,1.799997929958664,,,,,484.0,21.0620888817584,67.4214663885769,,0.5,,91.2354256731905,,,,,,,,,,
Cayman Islands,CYM,100.0,23.95312383369411,12.0,,69254.18271926322,64.5,,0.6103785424088812,240.0,,,,951.0,18.2958465178597,76.3828311335367,,0.0,,100.0,,,,,,,,,,
Cyprus,CYP,100.0,24.476301879268984,10.0,60.138,31808.0625,49.81,26612.41473685764,0.2628989487517401,9240.0,1063458204.0,7815183755.0,1.81681950779024,11555.0,17.4848630440132,71.4358406700734,12.5,6.3,36515.28876155678,67.6836053786548,14.628258156631311,Cyprus,6833.0,812.0,70.64,775.0,0.05,801.0,668.0,329.0
Czechia,CZE,100.0,20.1663397844774,9.0,54.653,27713.24345646052,64.43,29516.45248727058,2.645185828691993,77240.0,113094752284.0,104617432828.0,1.31349218921279,31270.0,14.2419317483871,70.6222814168853,15.5,10.2,32260.80270513822,73.4084890302159,13.04585590927257,,,,,,,,,
Germany,DEU,100.0,20.932642725768737,13.0,54.545,37573.99101365387,79.0,63896.49911657262,1.9730026736087325,348610.0,1115209897420.0,924761480441.0,1.2847898688108,46533.0,13.757187332007,65.7212170370739,32.7974276527331,10.7,72894.03057787857,80.2745192417062,7.017729607153787,Germany,6641.0,935.0,69.98,844.0,123.0,0.69,684.0,206.0
Djibouti,DJI,57.6,61.70768330517925,10.0,24.527,,4.0,,,23180.0,372831568.0,1662294285.0,,2770.0,36.7891461251285,59.6184205185365,13.8461538461538,34.4,,70.6383251554484,33.47061237775797,Djibouti,4906.0,901.0,54.12,649.0,-4.0,634.0,0.63,232.0
Dominica,DMA,90.2,37.0487848463188,12.0,,10803.5563676924,42.02,,8.653732181454558,750.0,50921314.0,222458644.0,,-198.0,24.0844272769517,65.0092936802974,14.2857142857143,7.5,,67.6071900939817,,,,,,,,,,
Denmark,DNK,100.0,27.683652870599943,9.0,60.372,40524.3123510224,86.84,102636.1493263582,0.571749174652652,40000.0,93605695770.0,83012394442.0,1.34441225473678,15551.0,18.190304739685,65.7077643593637,37.9888268156425,19.3,87694.88809846007,86.7617653139929,7.122731874978459,Denmark,7683.0,939.0,69.18,949.0,259.0,206.0,782.0,234.0
Dominican Republic,DOM,97.9,49.05112635312122,9.0,52.438,10381.624812680142,27.72,20371.303451287247,3.426479984921229,48310.0,5081884531.0,12538364683.0,0.667461170274579,-36561.0,31.2685831692068,63.7469269793038,19.6629213483146,17.3,13038.657778420697,73.5894974865426,43.323565016069104,Dominican Republic,5432.0,878.0,64.64,863.0,-55.0,806.0,709.0,0.28
Algeria,DZA,98.8,40.68789494610687,10.0,38.779,13651.447299504112,11.23,20274.633085862308,-7.373748175546325,2381740.0,45193877592.0,39118256192.0,3.5129603834668,-4458.0,27.5075826747171,67.6063092474608,7.7120822622108,0.3,12701.862874289456,66.5097384559521,29.25721933071788,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,94.4276339127764,30.74740758875581,9.0,67.2718618088212,8020.87347456259,23.7,13015.972499717203,1.765138167057458,15986047.134,1740905020204.0,1407945926681.999,1.749623122632234,-375018.0,21.730314653345896,70.6736483476445,18.55287569573284,16.970604163350004,11999.585112740204,46.83443552187951,45.280158362960215,,,,,,,,,
Early-demographic dividend,EAR,78.28841996440178,51.99223845665743,9.0,53.08317482226657,6555.760053359901,,11151.317733410566,4.872777459366844,33318697.21,1432135265613.0,1523462534971.0,2.5092991179319286,-2549650.0,32.56330667910524,62.63109198314562,16.98824374046487,25.41293905162752,10337.320755161045,41.720853414739125,62.738639613601705,,,,,,,,,
East Asia & Pacific,EAS,94.9833280630479,29.87539520754755,9.0,66.13482812544962,10946.902446083111,29.5,18698.63987760879,1.795920925532016,24459107.634,3445288172144.0,3074407264093.999,1.5684366373442522,163850.0,21.011147582750034,70.32927068231002,18.3339871845168,14.263617624544931,21542.65952876192,51.2691603606568,42.00637981338228,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,99.44856216011368,33.98902885235234,9.0,49.1349537800803,11025.914572161311,25.0,14325.409680026818,3.3028219754809527,5907385.0,246303395283.0,318544366657.0,2.321392484835438,-317840.0,23.026722493071624,67.74751622488228,15.095702419646084,7.428039138441242,12973.59485136277,60.22280457735487,30.55926609187898,,,,,,,,,
Europe & Central Asia,ECS,99.46616857666568,25.77358211867602,10.0,52.345015711151966,25074.219510984487,52.7,42846.76573581544,1.872919111253744,27438232.811,5333116542883.0,5394836920062.0,1.825219063721404,1013530.0,17.512412930257142,67.94714511122395,21.894621894621896,10.424967612848222,48653.0179636851,70.35233180500191,15.088136070241058,,,,,,,,,
Ecuador,ECU,96.5,50.72532862747331,10.0,61.063,8662.106726909788,24.6,20577.43330713404,-2.7691259490032536,248360.0,13522233751.0,14920561970.0,3.24319951406484,-8491.0,31.7341996429302,62.5608556939791,32.258064516129,12.9,12037.44996297482,62.6588021150118,44.3727266255032,Ecuador,6022.0,779.0,65.46,737.0,-111.0,774.0,796.0,256.0
"Egypt, Arab Rep.",EGY,98.9,54.47599553166659,9.0,43.549,8465.020524126618,20.0,17635.022723577167,11.185542267237537,995450.0,22744011172.0,43946826387.0,2.03264504307225,-175191.0,33.8866340389718,62.2047075908655,1.76211453744493,5.7,12177.461618013464,42.9383470624904,18.477220599885847,Egypt,5066.0,744.0,61.64,611.0,-99.0,801.0,549.0,339.0
Euro area,EMU,99.9953505242731,23.337147664085425,10.0,51.30296061527977,34755.686736684234,,62586.97627753221,0.82625457259482,2734034.26,3604561630009.0,3577978523429.0,1.543881157474317,664668.0,15.484355574193549,66.35067836207806,25.396470851016304,12.539042924237274,70439.76546940843,75.03840891406193,11.044742277582433,,,,,,,,,
Eritrea,ERI,38.9,79.62864738601314,,75.219,1576.7428459907735,0.54,,29.50450714217888,121069.592,14100599.0,352272611.0,,-24348.0,42.7315318996428,53.6634942180869,22.0,81.7,,35.5742034912109,49.3029413679761,,,,,,,,,
Spain,ESP,100.0,21.60307654373853,10.0,48.67,32218.28801701553,62.4,60306.134542273794,0.2312830917760635,498660.0,218781153477.0,293116084138.0,1.35835383696039,129557.0,14.8118630613198,68.5636733899172,36.5714285714286,12.2,57014.648510254265,78.2919921861701,12.112714488147144,Spain,6199.0,929.0,70.88,749.0,-131.0,798.0,645.0,336.0
Estonia,EST,100.0,22.26457217486055,9.0,52.528,20488.94990724002,72.5,20922.72824875087,-0.3876270295873212,42390.0,8959857494.0,10147007315.0,1.79897241682054,-2089.0,15.0356474215425,67.5317162578394,22.7722772277228,24.2,31069.004231896542,67.7348909034398,7.402992291767758,Estonia,5138.0,874.0,66.62,611.0,-233.0,793.0,591.0,243.0
Ethiopia,ETH,23.7,90.38756940655924,8.0,79.733,899.1409017966507,0.54,1298.1864561362756,24.14641528955093,1128588.6,906703069.999999,7935527319.0,1.20460157802807,16315.0,46.1894173240296,51.1015143555185,21.9281663516068,94.2,1916.587115597484,17.1511001586914,89.22170873035,,,,,,,,,
European Union,EUU,99.72900757061512,23.0324352210822,10.0,51.121527969595306,31873.45504341643,,54471.82676513792,1.7393928015413849,3994043.96,4217762895713.0,4190640759912.0,1.5265658361307315,627112.0,15.444542058148317,67.05562058429422,24.46792452830188,13.62197241746212,63877.878454980535,72.9468469621213,12.41942274623446,,,,,,,,,
Fragile and conflict affected situations,FCS,45.67959813244114,74.59384125970375,9.0,63.29324704928274,4416.583960886461,6.7,9347.614458051645,1.9302979254708816,17955169.192,321785153789.0,327655078672.0,1.9291276016979733,-323885.0,41.06742591385965,55.05471464676562,13.172274949669257,53.37795354966233,5949.074378377932,41.220435396797,66.82419633385715,,,,,,,,,
Finland,FIN,100.0,25.07822164523493,9.0,55.403,37988.44986595364,82.49,95566.87784988114,1.7752256194483635,303900.0,62827225326.0,60788751948.0,1.56084541207723,14877.0,16.6656661403055,66.4547080446908,40.0,32.5,77885.39912512177,69.546259966947,10.236289151973317,,,,,,,,,
Fiji,FJI,85.6,48.00722690537975,,58.357,7067.934820640114,17.0,9565.480676028832,1.3906950207908153,18270.0,594758011.0,1424850607.0,1.78657925681224,-10052.0,31.0161379746682,64.607286503336,,41.6,11611.785762806872,51.5628013169579,43.0398878496484,,,,,,,,,
France,FRA,100.0,28.54702192052068,10.0,51.173,34685.00592499583,71.58,68329.16884467927,0.105961139274143,538950.0,472669163442.0,560224631090.0,2.09877791453034,58032.0,18.5076202099934,64.8320505619211,18.8908145580589,11.2,77979.85365993457,77.1005391809676,6.481010794179832,France,6283.0,918.0,71.1,798.0,-86.0,654.0,691.0,303.0
Faroe Islands,FRO,100.0,34.56479690522244,,,39330.59644547499,75.18,,1.594474377187936,1396.0,762180927.0,780481832.0,,-187.0,21.9753137341844,63.5779617847531,,5.1,,36.8888092041016,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,62.2,59.38496756962991,,,2953.5446170278324,15.35,,5.247719441329494,700.0,4923884.0,167153496.0,,-2997.0,36.0442766829539,60.6951809739944,0.0,1.1,,22.2995385016606,,,,,,,,,,
Gabon,GAB,82.7,64.65519472921802,10.0,39.212,13383.566227318452,9.5,106933.85564872406,-18.074535104597828,257670.0,5356344081.0,2500807843.0,,15277.0,37.580737573696,58.1248841447414,14.6551724137931,87.9,18208.267797995373,85.7432582123932,32.58900798422337,,,,,,,,,
United Kingdom,GBR,100.0,26.937284456758743,11.0,57.231,35041.54163058124,83.56,87041.80243423855,2.0074506014899214,241930.0,340998048573.0,495699867930.0,2.6477245325979704,249639.0,17.7873498376574,66.032453839338,19.5046439628483,3.0,78542.56753657926,80.8692180088478,10.820759589565764,United Kingdom,6907.0,964.0,69.34,816.0,337.0,559.0,739.0,231.0
