Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,-1.0835450265231896,-0.051948051948052,-1.1471010331749492,-0.7884365432376427,-0.9688577603216795,-0.7367062734063606,-1.0265157094723645,-0.06175242804082551,-0.42782145261802357,0.35393551934339496,0.9895982877928275,-1.9820094496021525,0.9582865516897402,-0.4182965389455713,-1.6050032799410254,2.003267949101988,-0.7473869752267452,-1.1231617214214349,-0.11243628353508933,0.2967362461066849,1.0526207282712285,0.676372128030457,-1.047380361358819,0.21171928277768853
Angola,AGO,-1.2059678138335999,-1.6493506493506496,0.6852262117099225,-0.4880559725542616,-0.9665773505110904,0.4728810085128063,1.0168516942721306,0.24039714750646954,-0.1499332960844601,1.2878971128296297,0.46138443574735455,-1.4784553447675877,1.879425447686308,0.6886351089137923,0.062032429007845,1.4581734223143974,-0.664603666506282,0.05150710381226875,-0.11220832781139548,-1.01358052830953,-0.38186818853188703,0.6266122141090222,-0.048244008717015834,1.3365252239894498
Albania,ALB,0.7245453706767152,-0.5844155844155845,-0.8743265808910915,-0.45731339860407993,-0.1319473598354616,-0.46297885631116165,-0.8611760554986273,-0.3793329944095512,-0.4242340457264389,0.08928990979827015,-0.2298307459214695,0.47447755026270194,-1.0155825111600298,0.05425322885404001,-0.34737714801537123,0.7484761520455764,-0.006421408419907705,-0.09584799202262476,-0.10988044894579234,-0.07578309910903244,-0.23857121751751126,0.6556404418603398,-0.21569849018582218,0.34902197775011595
United Arab Emirates,ARE,0.7245453706767152,-1.6493506493506496,1.5362892359291043,3.8963745525945197,1.3556399732721938,1.7573883607124552,0.911444003424395,-0.3571623811147289,0.36941429407669474,1.3595170930810547,2.397097327224883,2.5401792841875137,0.4599980540709147,-1.1012280526833658,1.1469875853501372,-1.4005639220138038,1.0073810602797566,0.5242371650449134,-0.11037779552794975,1.1868836613095755,0.5595019109060961,-1.5753952828341546,0.6327194555738782,0.23284453104824593
Argentina,ARG,0.6460692249649138,2.077922077922078,-0.07923239677334853,0.012146275564582233,0.02968048617306206,0.07851356337756951,1.4582504421097253,0.9977101255704831,-0.12415853706936168,-0.833002737831062,-0.05540293427992252,0.09330782881328356,2.1414735818922233,-0.8552432420479517,1.4890318167760594,-0.7058538877956044,0.5567376470220016,0.6818141419869873,-0.11028661453013561,0.12347174480713585,-0.9133657765254334,0.605874773761476,-3.3541980494248955,0.845413606215786
Armenia,ARM,0.6994330040489388,0.4805194805194805,-0.5492023262867897,-0.4623600901062283,-0.8027679124504364,-0.4344715783998139,-0.5674916858125145,-0.3787891485538552,-0.42553825224027414,1.1539120734928707,-0.13421178361615763,0.8808347500426068,-0.8950841869977295,-0.8973195912355882,0.32008739233691796,0.27256052538920716,-0.20638221463361292,-0.06718944759065722,-0.11052700168107515,-0.8121565622104292,-1.438926525332462,0.651490708876699,-0.6454957467131611,1.5530389340549948
Australia,AUS,0.7245453706767152,1.012987012987013,0.51757218241358,1.033487766448214,1.685159190902326,1.930348336242024,-0.7351310691731827,3.5114012492982707,0.3889493841461104,-0.05309521216297316,1.2643648946566572,0.6184721211333353,0.8603493702188485,-0.884373022254777,1.2831363191015657,-1.0623126682471917,1.3105298403915275,0.9069245104392849,-0.10973676346074514,1.1543955275394528,1.9220669053100166,-1.1938812116936872,0.7108648277159345,-0.21074359951437643
Austria,AUT,0.7245453706767152,-0.051948051948052,0.04373072411116729,1.2057653093446468,1.7307673871141092,1.5678626761180858,-1.0456745229403686,-0.35131730883388396,0.38166880182345353,-0.7472237930476231,0.11820085221608147,0.6130074906483337,0.9233554789896672,-0.1431819481033318,0.43843492882383917,-0.9952394796928009,1.2679723538362488,0.8578095209587836,-0.10978373566265286,0.99412586383737,1.8247408407161223,-0.4349979275040677,0.6383023278493574,-0.6860143420929495
Azerbaijan,AZE,0.7151282331912991,-0.051948051948052,0.052652073059667556,-0.1917234518734956,-0.38963366843203556,0.3081765058529601,2.024163958863164,-0.35126292424831435,-0.21656011441350784,1.0751484175470984,0.07078278300755846,1.0253537090198985,-0.6082564334067354,-1.0041287853272811,-0.18369372457589803,0.658899054915504,-0.11019063543332538,-0.16951234234170154,-0.11096632992244745,-0.2100624201944961,-0.23857172867443385,-0.016160705082474403,-0.22686593979060077,-0.11568945099866182
Burundi,BDI,-2.263826258028683,-0.051948051948052,1.6810507471689178,-0.8248277808978005,-1.0080047954034599,-0.7436073390275638,1.5748493001041233,-0.3802072139159037,-0.4299947806441553,0.6447440439707679,0.36501469497610356,-1.4373767729818092,1.2294868549382947,1.970345438014108,-2.0952973910477066,1.8084383431854845,-0.8412466373555108,-1.7780282478281186,-0.11255233250450844,-2.812235332961774,-0.15422247269305894,-2.977630150826599,-1.0417986305998517,0.1589114224911804
