Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
Afghanistan,AFG,-1.0206699516878797,2.2922181604550333,-0.17498150502137488,-1.2805983917188593,-0.8357146397583377,-1.055652176810703,-0.7357810080780817,-0.4604238377652276,-0.30408342218337286,-0.3022836064465976,-0.2968635260569551,0.005857147591582579,0.050077719581014334,1.8965922630619727,-2.1175939009518165,1.039285043255246,-0.48627720026576754,-0.7748391853442351,-1.5372139736578103,2.1050903493681172
Africa Eastern and Southern,AFE,-1.7690073074454562,1.5126137398372939,-1.2768920636694931,0.8508537397694698,-0.7525010320813721,-1.0576769661415644,-0.5566258708217035,0.4770968681339865,0.5285436650983628,-0.19472893862910326,-0.16950079046391792,-0.1029804255830541,-0.5021396296982852,1.4161923266588976,-1.4832626321141549,0.5191688922917598,1.0691611417792641,-0.6276110987555306,-1.080834034067717,1.3108530712063948
Africa Western and Central,AFW,-1.2337955248679568,1.5822691821924115,-0.17498150502137488,1.4017284968394705,-0.6963991272494856,-0.964536656921944,-0.5847555447059006,-0.13255043546905046,0.29364781816651087,-0.2107550455014606,-0.2236970307947723,-0.9636972251337669,-0.19387127114113162,1.4596102200653367,-1.5499481857866089,-0.6668010417065853,1.8011701296285862,-0.6926980864196839,-0.5656470232878941,1.4299045158937735
Albania,ALB,0.715466074699673,-0.6272122193556027,-0.725936784345434,-0.8672031192850052,-0.45893519473710725,0.46901418932786376,-0.4620829388750424,-0.03552648627062151,-0.34857954252671003,-0.30175402903282933,-0.2960443693887022,-0.4619615552203978,0.061857510029288194,-0.6116317930458335,0.49500234108575514,-0.10900586675188775,0.22887323956635486,-0.4899860416348072,-0.2861476913732417,0.7101566046673953
Algeria,DZA,0.6883918286741362,-0.31897755667699484,0.37597377430268425,-1.6885144763553723,-0.17625787690434486,-0.7446445355904057,-0.28046212816745003,-0.928100378198955,-0.1809195454568951,-0.2679986430341489,-0.27021187198270463,1.1754525555510742,0.12401450604584248,-0.1378121552570619,0.5961627465798461,-1.0289004503347896,-1.0486770607162714,-0.4145701100923269,0.40141590463060184,-0.40756217859680943
American Samoa,ASM,0.0,0.43551147934294016,0.0,0.0,0.0,1.438699350488058e-16,-9.693650167062341e-17,2.047431794198329,-0.35051654054751374,-0.30257558068713697,-0.29924977883688103,0.0,0.12819833994792923,0.5946737141149104,-0.3809672843394932,0.0,-1.0590918729468364,-1.4042171560936008e-16,1.270526156893631,0.0
Andorra,AND,0.7290031977124416,-1.2357390565281674,0.37597377430268425,0.0,1.399765004986376,1.9807219037489179,-9.693650167062341e-17,-0.25437784169088995,-0.3504973129936308,-4.671952896880681e-17,0.0,0.0,0.12871983765810435,-1.3789525381227627,1.3725889079504516,1.9263117678323258,-0.46544757580463775,-1.4042171560936008e-16,1.3674436179507556,0.0
Angola,AGO,-1.5113906609007357,1.696229968581021,-1.8278473429935522,0.750763249767696,-0.5269210243105604,-1.1062719100822358,0.5719382302106822,-1.5472175257386425,-0.26174933345443274,-0.27203777746124375,-0.28155891393229604,2.157247710245317,0.2682626163590541,1.5392527430841867,-1.6386827923506242,2.23469322761781,0.7808582877862938,-0.5783213096237483,0.09292991954319219,1.5237968918577627
Antigua and Barbuda,ATG,0.67823898641456,-0.5572393970338846,0.9269290536267434,0.0,0.506383179172257,0.5014108186216446,-9.693650167062341e-17,-0.16663818213527842,-0.35049944938850663,-0.30244404345956816,-0.29903158100970306,0.0,0.1303304227579634,-0.4497827174113882,0.7549324652394869,-0.7319003475115736,-1.0590918729468364,-1.4042171560936008e-16,-1.3299354149031195,0.0
Arab World,ARB,0.19292394510234237,0.3761524374086463,-0.17498150502137488,-1.3268357690960055,-0.1510325572847071,1.438699350488058e-16,0.12708438240218656,-0.5157890129726797,0.44939463648992034,0.17724958790137235,0.12134565468880368,2.557320365720425,0.7940942885649478,0.5559156485834218,-0.27491363612131636,-0.7977548906517061,-0.8835945666557098,-0.17869289658311605,-0.08085586634344864,-0.5817172370325319
