Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
Afghanistan,AFG,0.34232215491387713,1.8874548830792637,-0.37602249467535814,-1.5552521591306543,-0.9100419446349916,-1.637529891513114,-0.7687901765617177,-0.06340285588504957,-0.3012995417135781,-0.3051924800459352,-0.3013052689806738,-0.7081795764660854,0.025740870180626912,1.710375588333195,-1.7425930506985874,-3.4581275578718476e-16,-0.41440508014297456,-0.8100023234253885,-1.5640008311338656,1.887042079118574
Africa Eastern and Southern,AFE,-1.760872700713381,1.4702105681255944,-1.244178943189487,0.5676987437833195,-0.8501481433894909,-1.5188965554640916,-0.5778271941004184,-0.06324021703072467,0.6877364292985466,-0.20631917711465456,-0.18873140598047994,-0.5978818648545765,0.4377192185853513,1.4194529031429808,-1.384843861019468,0.6554893018324783,1.2050037075164466,-0.6883674076797974,-1.0868531603199316,1.395520322799639
Africa Western and Central,AFW,-1.4142404611660102,1.6873590238074376,-0.37602249467535814,1.181100231095258,-0.7825896261793336,-1.2604453590715792,-0.649949536222869,-0.06339714719183588,0.28360772964068476,-0.23410891715295243,-0.23976533791058643,-0.864451384152372,-0.13427100400806488,1.5658754237033958,-1.590982903166861,-0.654003550565013,1.724600143652444,-0.7249962132640673,-0.4811216106695911,1.42730281643548
Albania,ALB,0.6179323259326777,-0.8530651814818763,-0.37602249467535814,-0.4505232011654437,-0.3649021901787296,0.4216058699092006,-0.48351056495415623,-0.06344752365041327,-0.34484102420433393,-0.3040982882701806,-0.3017428293929676,-0.5658798030938392,0.05033569676841005,-0.8992112224899157,0.7260104026973782,0.5664811110512977,0.3150999639670516,-0.503763535100824,-0.16679250061622217,0.6200130676396427
Algeria,DZA,0.6012286792042653,0.12268454492603474,0.05805572958170634,-1.871901537926648,-0.38601166988680813,-0.2716153185786844,-0.3371980389944865,-0.0631070278193926,-0.1807780031765845,-0.285989907993232,-0.2829408775698623,2.9216752642139254,0.03661893744405091,0.2950779469758563,0.058356510635085346,0.3621142100556219,-1.0915354031374092,-0.33721212588989513,0.52465734500542,-0.4396280977975635
American Samoa,ASM,0.0,0.16297968410001618,0.0,-6.80559334199762e-16,0.0,-3.010501969593556e-16,1.8762689116516308e-16,-0.06343002878891887,-0.3467364650822504,-0.30559072581996183,-0.3047826904991761,2.0544289283353477e-16,0.06593434927397152,0.3240473838598181,-0.02591232069972668,-3.4581275578718476e-16,-1.0877943516291526,1.3359029127029588e-16,1.0399745685593227,2.9882956745167625e-16
Andorra,AND,0.6179323259326777,-1.1648417444265673,0.05805572958170634,-6.80559334199762e-16,1.540215073725872,-3.010501969593556e-16,1.8762689116516308e-16,-0.0634793812346258,-0.3467176500441241,0.0,0.0,2.0544289283353477e-16,0.06865075224731951,-1.2656867950035429,1.365839899848364,0.9836424141146279,-0.4405924407007703,1.3359029127029588e-16,1.2639575481138223,2.9882956745167625e-16
Angola,AGO,-1.6662913641776862,1.9515399892856518,0.05805572958170634,0.5850524441891475,-0.6388095423536343,-1.1206274987280886,0.3828296316202043,-0.061731752945638874,-0.2598737057321437,-0.2858913188848735,-0.2981412378095196,0.16990399196308573,0.13714283205342487,1.733382104902343,-1.8318750036839622,0.8193061432108968,0.8650345356807637,-0.52075810282293,0.2560597508222029,1.1698465929344295
Antigua and Barbuda,ATG,0.6179323259326777,-0.7851571173563994,0.4921339538387708,-6.80559334199762e-16,0.11492464917111607,0.7420726427213395,1.8762689116516308e-16,-0.06344817905981305,-0.34671974060391586,-0.30555679674004393,-0.3045749877567973,2.0544289283353477e-16,0.06735652607035546,-0.7263960363781887,1.1739343637109294,-1.0635380546221218,-1.0728301455961264,1.3359029127029588e-16,-1.573842581144157,2.9882956745167625e-16
Arab World,ARB,0.14563006025574837,0.4776827686610902,-0.37602249467535814,-1.5434368564617624,-0.3010613058717823,-3.010501969593556e-16,0.12309446560273103,-0.06305632888110893,0.5661641674660571,0.1281263298154975,0.0828954932769257,3.6683078115266707,-0.6022452991576739,0.6534192158209411,-0.284654918764749,-0.2897367015897557,-0.9305108855452378,-0.10887432863600183,-0.05958110145026916,-0.6293983260567021
Argentina,ARG,0.6179323259326777,-0.3137011105451012,1.794368626609964,-0.2492889770727693,0.1096438250665491,0.9427451675531195,0.021763724032882528,-0.06051474851159757,-0.15604326625836462,-0.2759083327767086,-0.2733981006501616,-0.9621054898745124,0.0738582292270725,-0.2826903088740739,0.07770163803033636,1.6423893485888421,-0.7062070977869851,0.01216404444028097,1.4091157893333355,-0.6656107206822055
Armenia,ARM,0.6137564142505748,-0.6779312432433712,0.9262121780958352,-0.6711050279552718,-0.4254308170959577,0.5421500500495834,-0.4963453848154369,-0.06335108393379951,-0.3447664609050924,-0.30444532788217266,-0.3024604593406113,2.172199114113694,0.05249047578395037,-0.6623718806466925,0.659712787971781,-0.3837196348151989,-0.6837607887374458,-0.5267266356703728,0.21051018716189243,0.17744250976552944
