Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
Afghanistan,AFG,-1.4915704390908422,2.3685490948012418,-1.7882157143256885,-1.3219644724838593,-0.7928164876980979,-0.9074979700722688,-0.714384662875579,-0.0840190161225921,-0.3040882108482155,-0.2970399361451396,-0.2824823940136034,-0.014625605052809198,0.20899350223187885,1.9150642843980403,-2.188350152953611,1.340930964863488,0.03544929149536247,-0.789436020499855,-1.5528375548948183,2.1463623829158194
Africa Eastern and Southern,AFE,-1.7718955923225594,1.4625105949775408,-1.2248222831640903,0.8725198640038124,-0.6998098951271732,-0.9169999127633811,-0.5656562474779211,-0.04976202468280109,0.5284533794799383,-0.2029458450800136,-0.1800017784085876,-0.19015480456145925,-0.601688954150975,1.3660060325092187,-1.4508442806055188,0.47950636980766087,1.0852779144522315,-0.6249302673762078,-1.084714871878929,1.2850867919203985
Africa Western and Central,AFW,-1.2743494729807359,1.4934243067495738,-0.09803542084089367,1.4050575790077917,-0.6600142672452791,-0.8481851481985472,-0.5484549326013554,-0.24040000942056539,0.2935837462832049,-0.1972886773118029,-0.2306608005375432,-1.245065977605199,-0.13513287649987177,1.3853876457957317,-1.4808233040890173,-0.5020923725887879,1.7367010204269702,-0.7115658485166183,-0.5918424388799974,1.434527932744332
Albania,ALB,0.726789015309094,-0.5142489943888467,-0.6614288520024919,-0.9665522771689335,-0.5077862499472956,-0.5632924816652322,-0.469719920409153,-0.42582830501972674,-0.3485799180489143,-0.29686119718576526,-0.2828358583868177,-0.3364408330873346,0.07393996355646473,-0.4633503372308147,0.4105141770915999,-0.9640348913309433,0.02523632940854448,-0.5333565604045233,-0.39257308585301903,0.597282378251668
Algeria,DZA,0.7032252578268489,-0.3212594379112844,0.46535801032070456,-1.7838790889611167,-0.15959922607631347,-0.6657810631222217,-0.18944195580154982,0.18711531378011403,-0.18093654956325708,-0.25441245647164085,-0.2689530558217462,0.5903467476594569,0.0799527643398739,-0.1384922178117849,0.5799478730524465,-1.0752681823832373,-1.0369117276205362,-0.411154716464643,0.3539191083016723,-0.44293190910849994
American Samoa,ASM,4.783730487492e-16,0.5010447495229019,1.0007877747170792e-15,0.0,1.974060274830407e-16,1.6298610358194748e-16,0.0,-0.4160693375638305,-0.35051672395749583,-0.29738472880293754,-0.2850214405011386,2.1754937441362539e-16,0.13404515722232263,0.6431196940001397,-0.47254661629898564,4.060661261802929e-16,-1.0505290104029603,1.4137432620616142e-16,1.3473406462730428,5.725920220898548e-16
Andorra,AND,0.7469865217224468,-1.2879685119956525,0.46535801032070456,0.0,1.688654890274008,1.2408842991587368,0.0,-0.36735214153742496,-0.3504974983106092,4.762062500176647e-17,4.617631429294757e-17,2.1754937441362539e-16,0.1388019112990795,-1.4279002685061808,1.5240757511128815,1.4851962531601515,-0.4513685679762994,1.4137432620616142e-16,1.428274479917421,5.725920220898548e-16
Angola,AGO,-1.5925579711576072,1.603246630245693,-2.915002576648885,0.7214458165597873,-0.5271479001500882,-0.9353505166473367,0.20944493735041297,0.6438646381827084,-0.2617583208307717,-0.2726667707723715,-0.277092762572354,1.8128740139903279,0.256850022463743,1.4633457080838086,-1.5672909090715101,-0.06598347168420966,1.080575745046413,-0.6377793318273033,0.0302144166378412,1.5739129016471922
Antigua and Barbuda,ATG,0.7469865217224468,-0.5367967541455165,1.028751441482303,0.0,0.6086536898928228,0.37213001008450647,0.0,-0.5444661837153707,-0.3504996344935966,-0.2973761315002197,-0.2847192482468438,2.1754937441362539e-16,0.13629488770093798,-0.4267486379789777,0.6911232284148581,-0.5773141843060322,-1.0505290104029603,1.4137432620616142e-16,-1.1945623346497252,5.725920220898548e-16
Arab World,ARB,0.2516222679099688,0.41558212250048515,-0.09803542084089367,-1.4235808641507408,-0.14725363411134473,1.6298610358194748e-16,0.20771133116034027,0.05957587514699272,0.4494917087031483,0.21849108240790602,-0.03166528149114792,2.343850699378628,1.0295443538296618,0.5805331921108465,-0.3462250386203406,-0.7118105458277942,-0.8396093140737875,-0.19335590561834126,-0.08092025174359056,-0.5586004991606406
