Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,42.7,98.458695491197,9.0,43.159,1765.538028306152,4.0,3015.389251885906,3.8146303154521055,652230.0,388483653.0,5154249863.0,1.94583569418812,-167460.0,48.4673299618618,49.2260551369721,27.710843373494,15.2,3617.610978692,22.2614799010924,90.043576046337,4758.0,539.0,51.1,0.6,121.0,707.0,517.0,275.0
Angola,AGO,35.0,86.59165855195032,6.0,64.438,7411.654608836238,2.8,52725.65481097119,28.670799911778147,1246700.0,52194949816.0,18126928164.0,4.1775845224338,122418.0,45.140169544094,52.1299279990298,38.6363636363636,53.1,9128.369661514347,60.1310289535053,75.4921547412175,,,,,,,,
Albania,ALB,99.6,32.19770473078959,8.0,47.426,9210.346289496843,45.0,13234.141982789011,4.127443891207989,27400.0,1537369764.0,4533452347.0,1.55859189302349,-51907.0,21.6960540631808,67.3838908889083,16.4285714285714,37.0,10553.680044389666,51.8815774292716,55.1330239126757,5269.0,733.0,67.6,569.0,-174.0,726.0,576.0,0.3
United Arab Emirates,ARE,100.0,20.65257457904837,6.0,74.498,85120.19746877524,68.0,93185.97704425883,19.457635716218064,71020.0,167191777723.0,130223179808.0,6.038592208267881,161842.0,16.8739874232582,81.7040705422879,22.5,0.1,58139.69393853518,83.3714299144178,0.607486075437938,7097.0,912.0,65.1,878.0,53.0,355.0,701.0,233.0
Argentina,ARG,98.8,40.17782755640138,13.0,55.544,17847.61103731781,45.0,36749.77947392457,20.91512427204698,2736690.0,66188210926.99999,54342766314.0,0.814878118220695,-5003.0,25.680586139157,63.9173106797385,38.5214007782101,8.8,25339.57994652509,90.9930051940977,19.04902381148509,6441.0,927.0,66.3,0.73,-129.0,855.0,765.0,211.0
Armenia,ARM,99.8,27.58971754509816,10.0,49.862,7095.212679790087,25.0,12285.586253582733,7.768715480676519,28470.0,1029602639.0,3746418066.0,4.26564605593771,-30009.0,19.3046722059256,69.9705705545878,9.16030534351145,9.4,8031.27568914162,64.3304164043132,46.669368706310905,4368.0,0.66,64.8,459.0,-177.0,891.0,437.0,426.0
Australia,AUS,100.0,28.291286440115154,11.0,62.066,39504.36108278397,76.0,113664.22327245944,1.1651877881097477,7682300.0,209673646125.0,196917356881.0,1.85259869583961,166752.0,19.0688510244334,67.4018595917306,24.6666666666667,8.2,96250.77649456909,86.2198600512143,10.637430686935222,7.45,955.0,70.2,932.0,313.0,366.0,762.0,0.22
Austria,AUT,100.0,21.95048093167363,9.0,56.952,41735.45747987438,75.17,91992.6507351836,0.8913386949096491,82520.0,152204785468.0,158879352103.0,0.826388366920392,22570.0,14.8209257483914,67.5198292810067,27.8688524590164,31.1,78748.32949128446,67.1047429254747,11.33397239547268,7303.0,914.0,69.9,896.0,127.0,546.0,0.71,156.0
Azerbaijan,AZE,99.9,31.073995562890406,9.0,57.437,14930.40999284228,46.0,44328.8537187054,13.827665836528212,82656.0,21359739700.0,6600008400.0,2.79100435652891,1373.0,22.3113628018737,71.8007526197132,16.0,4.4,7570.805694491722,53.2848367714869,55.969865303325406,4219.0,687.0,61.7,501.0,-125.0,858.0,516.0,272.0
Burundi,BDI,5.3,85.68834136921933,,77.156,613.6958800498892,1.0,3019.265817480433,8.957514676387206,25680.0,90748856.0,461260757.0,,11845.0,45.0970141187313,52.6291122397194,32.0754716981132,93.2,2692.9582304794653,10.9843097335487,86.998386174983,,,,,,,,
