Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Algeria,DZA,99.3,41.03974123472226,10.0,38.26,13666.218196053427,10.18,22539.567901975995,15.117882165657475,2381740.0,79297104449.0,39336145663.0,2.86740578765417,-2101.0,27.6792351291085,67.4449587946518,7.7120822622108,0.3,12594.208695359242,65.901485871159,29.10022176097565,,,,,,,,
Ecuador,ECU,97.2,51.60325264721216,10.0,63.943,8662.607362820745,18.8,20265.40278075161,15.094116008240334,248360.0,18335144316.0,18430259065.0,2.6922066648737,-8799.0,32.1423184343408,62.2873884599545,25.0,15.3,11208.329088785364,62.5395521004212,42.7212946625026,5297.0,829.0,65.12,0.64,-98.0,801.0,811.0,283.0
"Egypt, Arab Rep.",EGY,99.8,54.619613619650856,9.0,43.501,8190.709131610002,18.01,17718.64050542854,12.203984463099644,995450.0,24464052969.0,50659519106.0,2.1807854853701603,-192199.0,33.9447160701419,62.147484796431,1.80995475113122,5.9,12146.627260568606,42.9608989120873,19.14422827193963,4632.0,738.0,61.58,,-86.0,914.0,627.0,301.0
Spain,ESP,100.0,21.32249548652124,10.0,52.435,33349.94258061295,59.6,55408.12521700997,2.452043654103832,498800.0,269981599761.00003,422166113420.0,1.3676204845066602,434135.0,14.6850331352484,68.8710842643333,36.2857142857143,9.7,56009.05602303478,78.0421438998777,12.735939254071337,7294.0,948.0,70.76,834.0,-154.0,683.0,649.0,0.26
Estonia,EST,100.0,21.999168891796785,9.0,57.821,22803.51947422729,70.58,22143.27157896405,6.795108970523671,42390.0,12343892564.0,16061709734.0,1.76710636308365,-2034.0,14.8869845648034,67.6705253411554,20.7920792079208,20.5,34004.63213113373,67.6696980194394,6.976567474700496,5452.0,904.0,66.34,642.0,-221.0,663.0,595.0,218.0
Ethiopia,ETH,22.0,91.88547886307629,8.0,79.828,844.9883800186947,0.45,1242.7653572047095,30.31167307946842,1128568.3,1349874356.0,5807842650.0,1.51584796368311,-20780.0,46.6014422014263,50.7168742168035,21.9281663516068,94.1,1788.3606894809234,16.7936706542969,89.5838767830177,,,,,,,,
Finland,FIN,100.0,25.24469591095809,9.0,57.514,40081.22124820658,83.67,104348.9944891118,3.0375864160711075,303900.0,96767337761.0,91776312923.0,1.39102532971688,15626.0,16.8045011675249,66.5664510536331,41.5,34.6,81234.66717075212,69.2943672196361,9.27240231057814,7671.0,951.0,69.16,934.0,23.0,217.0,691.0,144.0
France,FRA,100.0,28.401424589756907,10.0,51.986,35053.26270691158,70.68,70518.40760110521,2.300799187625387,538950.0,603940022872.0,713965588156.001,1.89934504679172,79528.0,18.4587311698165,64.9922746331287,18.1975736568458,10.5,78883.34739833997,77.1561901569367,5.959056871417192,7008.0,935.0,71.0,833.0,-35.0,669.0,702.0,281.0
Gabon,GAB,82.0,65.58242549006302,10.0,39.282,13733.701286212228,7.5,116438.59215263747,20.478959040974143,257670.0,9558573086.0,2560060446.0,,13441.0,37.880193507241,57.7596714732372,16.6666666666667,87.3,19054.633428511752,85.2437672472316,33.65384615384618,,,,,,,,
United Kingdom,GBR,100.0,26.94806968328951,11.0,58.61,36744.7913584035,78.39,86415.52003933766,3.304705499313542,241930.0,455412076708.0,631746323832.0,2.4871500848402,263390.0,17.8234202383107,66.1398742181397,19.5046439628483,2.4,82139.52093428827,80.7547673906116,10.525676632278351,6986.0,954.0,69.28,759.0,327.0,548.0,724.0,218.0
Georgia,GEO,100.0,27.31363855518657,9.0,55.824,7278.663121939927,10.01,13663.614606583536,9.5923273865413,69490.0,1495059847.0,6298810842.0,8.520118395311261,-32463.0,18.3416300967562,67.1518959158458,6.0,36.3,9968.414572290409,54.2232719833673,59.4971888238702,4156.0,608.0,63.5,614.0,-227.0,498.0,371.0,262.0
Ghana,GHA,60.5,69.19765735895713,11.0,68.271,3515.5892352024293,4.27,5567.08995685918,19.41027108686835,227540.0,3809525960.0,8533549692.000001,0.294033500427925,30506.0,39.5119910782482,57.1001890066064,7.89473684210526,57.3,3729.4195469141214,49.4708679942306,74.2334858734083,4965.0,622.0,53.42,838.0,118.0,863.0,674.0,172.0
Guinea,GIN,25.4,87.36853073506008,6.0,57.557,1613.6988451893635,0.92,8512.77735293377,16.705127019103287,245720.0,1774272819.0,1818123688.0,,-32925.0,44.8936214382865,51.384200993861,,80.2,2791.9209665034814,33.2571261188022,87.0487685711246,,,,,,,,
"Gambia, The",GMB,41.5,86.20703807379033,9.0,43.287,2088.271661290334,6.88,2188.8229263370795,2.4758458680372684,10120.0,12995838.0,287918366.0,1.09491765751865,-2204.0,45.0636795514706,52.273782464139,9.43396226415094,56.3,2560.654410428399,54.6431233516671,75.1804926796657,,,,,,,,
Greece,GRC,100.0,21.956406210132336,10.0,48.318,30440.97090590812,38.2,43134.12428186936,4.062888848906269,128900.0,30691865799.0,95041174265.0,3.0237241292641803,27081.0,14.6347813714919,66.6538170703787,14.6666666666667,8.3,57294.97374403529,75.615079456679,27.03253260351879,,,,,,,,
Guatemala,GTM,81.9,72.65061579007582,16.0,59.573,6434.50703746094,8.3,10662.617482242424,9.407491822381402,107160.0,7651071823.0,13919500857.0,0.468231102914397,-42624.0,40.4655801212098,55.6988775310592,12.0253164556962,66.5,13797.366899117893,50.1165894513633,37.89906128459586,6414.0,866.0,59.54,0.63,203.0,796.0,0.8,234.0
Guyana,GUY,79.1,53.932867067237446,6.0,50.291,8436.514384425427,18.2,13981.300640594678,9.554748586189916,196850.0,798589968.0,1341704981.0,1.00888107540392,-13143.0,33.5081264208564,62.129202438622,30.0,32.6,10774.78583592844,26.8573671978542,31.27880572409122,,,,,,,,
"Hong Kong SAR, China",HKG,100.0,17.637862193151975,9.0,57.938,46830.23847982391,66.7,33944.66388242536,1.281483472372713,1050.0,362870939250.0,388818267058.0,,25455.0,13.0767730258934,74.1403781124885,,0.1,76927.30077416079,100.0,6.596144431242655,5137.0,0.84,,922.0,292.0,274.0,575.0,237.0
Honduras,HND,76.4,68.08133769115759,9.0,57.696,3806.347063738429,9.6,7275.198798844856,7.790513639261405,111890.0,2826227537.0,8650964328.0,0.953978556250972,-5039.0,39.2919665022046,57.7132703832108,23.4375,50.0,6773.253635160078,50.0312316063593,33.70915191042498,5.42,828.0,62.7,687.0,222.0,863.0,719.0,206.0
Croatia,HRV,100.0,23.16985092755876,8.0,48.553,19674.294496085346,44.24,25248.938882403952,5.529279652896221,55964.0,14063244522.0,30701179801.0,1.82315444519083,6495.0,15.4384251444011,66.631569030071,20.9150326797386,24.1,30695.350232809848,55.3530687812969,13.86801772559202,,,,,,,,
Haiti,HTI,36.1,62.70895580430916,6.0,54.391,2724.459228266331,7.6,9094.148460654473,12.67493917142582,27560.0,611450125.0,1172622858.0,,-27630.0,37.0528806446947,59.0870553069953,4.08163265306122,79.6,5034.164169638104,44.6847359532184,74.4893778268514,3846.0,679.0,17.36,465.0,217.0,812.0,573.0,256.0
Hungary,HUN,100.0,21.7322476915276,13.0,48.097,20708.7615120316,61.0,24721.044677310823,4.799981614742933,89610.0,108764377600.0,109232028020.0,1.18049340457337,16166.0,14.9820893337967,68.9394226037689,11.139896373057,9.0,23531.545757340748,68.0976986078883,8.95036470118331,,,,,,,,
Indonesia,IDN,92.7,43.04353398737991,9.0,61.589,7569.25304691272,7.91748,13194.615149926663,18.14975124946756,1877519.0,136947647712.0,129161871388.0,0.578945804493387,-81364.0,28.3560982201862,65.8777186568836,11.6363636363636,41.1,5402.397992680533,48.4644736032029,58.462170298162704,4815.0,675.0,60.76,596.0,162.0,968.0,675.0,239.0
India,IND,74.1,51.226131880528015,,52.2,3633.3678324071566,4.38,4242.698576943691,9.193969626372096,2973190.0,191514554527.0,319421351339.0,2.63146078124112,-1020047.0,32.2404380107605,62.9374830161807,9.05730129390018,39.4,5130.747587864082,30.1438485921815,82.6359919103452,5146.0,684.0,56.58,756.0,-74.0,891.0,573.0,259.0
Ireland,IRL,100.0,29.766782271004367,10.0,61.473,44169.0943411644,65.34,143167.87380693146,-0.5045254706432729,68890.0,125157412989.0,82474322555.9999,0.5769878195315701,18979.0,20.4501471745594,68.7012002564869,13.2530120481928,4.2,90429.95272595128,61.3581903884996,13.187599146654971,7568.0,983.0,69.86,894.0,317.0,487.0,745.0,148.0
"Iran, Islamic Rep.",IRN,98.8,33.81438018660356,8.0,37.778,17548.673776134783,12.02,19093.825198167568,19.421980865943624,1628760.0,105394389813.0,53822031692.0,2.6833419205563698,-12184.0,24.022978008369,71.0436759092612,2.7972027972028,0.7,20415.509599790304,69.3790072996746,42.33232626335854,5129.0,633.0,64.72,601.0,42.0,868.0,541.0,345.0
Iraq,IRQ,97.9,75.6222947526927,6.0,38.049,11657.316870246152,1.0,30204.48377072322,30.17540867057,437370.0,59670159182.0,27660828792.0,2.36775982414374,396792.0,41.7732048272834,55.2392699253018,25.4545454545455,1.1,14956.69620864839,68.8569818968574,32.8031224969631,4.59,744.0,60.94,386.0,-58.0,0.91,532.0,448.0
Iceland,ISL,100.0,30.93434225626768,10.0,74.165,43728.11405641231,91.0,91111.02847564244,12.184288152899398,100250.0,5381513517.0,6200389794.00001,,1138.0,20.8902270604964,67.5314040776091,33.3333333333333,74.0,81292.50821103939,93.0646442174216,11.06548357140172,6888.0,977.0,71.2,885.0,266.0,708.0,851.0,153.0
Israel,ISR,100.0,44.62501934077848,11.0,57.972,28083.83661359521,59.39,86216.79109435769,1.3592311720244368,21640.0,59227000000.0,54010000000.0,6.23951148308826,7974.0,27.8200208524514,62.3417702529735,14.1666666666667,8.9,65589.32252139982,91.7292868898136,8.161412250908171,7261.0,859.0,71.24,663.0,136.0,898.0,635.0,349.0
Italy,ITA,100.0,21.32696051164037,12.0,45.632,35422.34243911126,44.53,66716.78747354104,2.404594968459037,295718.0,538934740751.0,561815180341.0,1.53005124720846,422534.0,14.0265518684797,65.7691092145749,21.2698412698413,10.8,81122.10908795103,67.9071958431441,17.50397440903403,6.78,0.88,70.9,543.0,45.0,946.0,588.0,268.0
Jamaica,JAM,92.0,43.375656559169215,6.0,60.093,8951.506009459159,23.6,14026.147013798303,13.546809524237588,10830.0,2420076493.0,8324548312.000001,0.953354273523125,-16191.0,28.4953099911232,65.6942264269109,13.3333333333333,5.9,12682.293350613243,53.3674108497524,35.80684795945294,,,,,,,,
Jordan,JOR,100.0,61.94089107503695,10.0,34.483,8983.21332423459,23.0,22748.73984039888,23.624684425513493,88240.0,6113513481.0,16989450462.0,5.99497156149729,767.0,36.9732195152239,59.6911442937533,6.36363636363636,2.7,16912.990189349744,80.1290966207551,10.82258291720593,4.93,766.0,66.34,,-131.0,709.0,656.0,331.0
Japan,JPN,100.0,21.0740424243022,9.0,57.748,35273.79115215602,75.4,75892.1261495921,-0.9115302883966478,364500.0,780843488024.0,762524447502.0,0.907855045566342,142605.0,13.5325090930202,64.214111256134,9.375,4.4,68016.10158170406,89.2921563808851,10.25650081260158,5911.0,887.0,72.76,772.0,-141.0,816.0,705.0,191.0
Kazakhstan,KAZ,100.0,36.53676404816001,9.0,66.405,17278.47216811465,11.0,30379.70549951373,20.93653821178773,2699700.0,71012053903.0,37854592816.0,1.15466850608291,-37796.0,24.865825243014,68.05699927404,15.8878504672897,1.1,17717.316692376906,54.1287736358813,31.93671505424234,5886.0,839.0,59.2,727.0,-224.0,899.0,613.0,0.16
Kenya,KEN,30.3,81.24257696335202,8.0,71.448,2459.121745242129,5.2,5937.504274295913,15.151174964262635,569140.0,5170324162.0,11619203790.0,1.61585029427424,29612.0,43.8814473721178,54.0128682976277,9.82142857142857,78.2,5062.657873343029,31.4230276259143,60.3162548955221,4015.0,827.0,52.46,0.62,-22.0,909.0,733.0,149.0
Kyrgyz Republic,KGZ,99.5,47.675345381137866,9.0,60.288,3031.4940705021545,15.7,2227.4701932487674,22.21598841137392,191800.0,1617251007.0,4071495037.0,2.9048723907785403,-64404.0,30.6913620062594,64.3757313379951,25.5555555555556,22.0,2322.1358725176933,35.2897130588983,34.8278755240514,4737.0,792.0,60.76,719.0,-102.0,923.0,594.0,147.0
Cambodia,KHM,26.4,56.19706214939571,,78.288,2768.792376176752,0.51,3638.923034770981,11.788432027930568,176520.0,4349304433.0,4417785363.0,0.678731132114834,-50809.0,34.6590323058428,61.6740999977977,16.260162601626,74.1,3060.9491553366584,19.6574509865325,57.72873071529629,4462.0,619.0,58.32,914.0,44.0,888.0,0.6,335.0
