Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,97.7,82.80867186638429,9.0,36.71,2561.9817605862195,17.0485,3446.507823997642,6.962946255256398,652230.0,776722236.0,6511380372.0,1.35885692738929,143634.0,44.2241042439322,53.4051619316696,27.0161290322581,18.2,3432.5352339682227,25.2622103446137,82.6906955888445,,,,,,,,
Angola,AGO,47.0,86.1538346240777,10.0,61.078,7827.428043258177,36.6347,43968.76124312383,16.063580652747206,1246700.0,20953250910.0,9299434640.0,1.8104291683011704,7556.0,45.019550533902,52.2548406993395,30.0,60.1,10939.622269094927,67.4568270208187,65.9410906429964,,,,,,,,
Albania,ALB,100.0,25.877597747742488,9.0,52.458,15342.324138000857,72.2377,13698.95096434194,0.0410649985799267,27400.0,2716267603.0,6022072250.0,1.29583570269739,-16680.0,17.5219758955011,67.7110196944345,29.5081967213115,44.4,11850.038426587931,57.1408592155544,50.2974456373031,5365.0,0.71,69125.0,754.0,4.0,891.0,563.0,265.0
United Arab Emirates,ARE,100.0,20.254475887114108,12.0,75.398,66790.68226647544,100.0,91020.36766941908,-9.853852630917302,71020.0,171102951026.0,213742549652.0,,92541.0,16.5795684066633,81.8563407363944,50.0,0.9,53077.705932153374,85.1955255681984,1.433453404771548,6458.0,827.0,66.15,942.0,0.05,,702.0,298.0
Argentina,ARG,100.0,36.738520032539576,14.0,49.602,22393.347957535338,85.5144,31054.235563893777,40.08308780119927,2736690.0,53712986617.9999,41823738000.0,0.7341115939487439,292.0,23.6990914612707,64.5074745533578,40.8560311284047,9.8,24015.539070747265,91.9439026594897,24.066949793793697,5901.0,897.0,67.15,823.0,-129.0,816.0,679.0,342.0
Armenia,ARM,100.0,29.88577750003377,12.0,50.125,14706.317304342228,76.5077,15111.98603352627,1.806592701599328,28197.41,2532577783.0,4492198972.0,4.98254372367497,-13046.0,20.1691865055515,67.4875319646095,23.4848484848485,8.4,10274.728052909017,65.174217253699,38.907623537019,,,,,,,,
Australia,AUS,100.0,28.50884988822656,11.0,60.87,54184.16144868537,94.6935,137936.4886720224,1.8658341221618853,7692020.0,246176615196.0,212572045087.0,2.0073862210239097,44447.0,18.5597082418825,65.1015714818381,30.4635761589404,11.2,104849.81671699148,87.2713470458985,9.620774273453083,7137.0,937.0,70975.0,905.0,203.0,491.0,726.0,205.0
Austria,AUT,100.0,21.66434676512997,13.0,57.224,58523.03378162456,87.5294,92813.73780863546,2.5931325359937603,82520.0,169328672930.0,172448133535.0,0.885811629497475,39601.0,14.3931589250796,66.4370522356064,39.344262295082,35.8,77281.61999511134,68.5410177924001,8.99178926481383,7213.0,925.0,71025.0,912.0,6.0,464.0,716.0,206.0
Azerbaijan,AZE,100.0,33.54521436791564,9.0,62.356,15163.570332728206,84.6,28592.08307629916,-7.493633458672548,82646.0,13740374400.0,10745912300.0,5.24152602506817,1073.0,23.3899641809398,69.7266672756005,17.3553719008264,1.3,9619.277775230155,58.2934691761937,54.9686291288053,,,,,,,,
Burundi,BDI,9.1,92.78486024205144,,77.737,958.1355994900838,9.17302,3101.717855949149,15.849435140489092,25680.0,142689916.0,723306781.0,2.18591328366483,-10189.0,46.9567456255177,50.6081895938159,38.2113821138211,83.4,2483.448174413812,19.9309984273971,84.3286574301882,,,,,,,,
