Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,48.3,100.10230242341169,9.0,43.097,1570.698145179488,3.55,3186.7414554013094,-2.1634044274614297,652230.0,403441021.0,3336434787.0,2.08741255278385,-60602.0,48.8782053353369,48.8282510289366,27.3092369477912,16.5,3368.183571701536,21.6885475109053,91.24247345838508,4402.0,552.0,50.8,679.0,191.0,0.85,481.0,237.0
Angola,AGO,33.8,86.54135597602814,6.0,64.6,7227.563642375884,2.3,52264.79556845155,-14.271278584114429,1246700.0,39917086359.0,23884011166.0,4.70961004832072,105077.0,45.1244934507146,52.1421151099296,38.6363636363636,53.0,8459.474929191254,59.3775316348744,76.9023996576862,,,,,,,,
Albania,ALB,99.6,33.67441076839427,8.0,47.473,8473.01262309609,41.2,13458.49418159162,2.5703400893890347,27400.0,1095289610.0,4436213342.0,1.5172171395597,-51657.0,22.53029271349,66.9063216544298,16.4285714285714,37.1,10748.022903897196,50.6132439427449,56.8305037593501,5485.0,833.0,67.32,525.0,-159.0,864.0,564.0,279.0
United Arab Emirates,ARE,100.0,20.653605773751373,6.0,74.35,84780.32097065166,64.0,92328.18533590768,-15.182979886534229,71020.0,112805303514.0,120255298020.0,5.457107773110359,163643.0,16.8659865473058,81.6611769273503,22.5,0.1,59100.84546031188,83.1701992996163,0.525150464255588,6866.0,885.0,65.04,849.0,16.0,339.0,718.0,287.0
Argentina,ARG,97.8,40.5977786677385,13.0,55.526,16182.075347767692,34.0,34611.12005795597,15.377649370892115,2736690.0,54724780148.0,37021994444.0,0.886508576686385,-7882.0,25.902064066793,63.8016799041465,38.5214007782101,8.6,24029.37675077089,90.8209023233265,19.59069930476389,6424.0,919.0,66.18,637.0,-133.0,885.0,762.0,237.0
Armenia,ARM,99.3,27.654224629671603,10.0,49.952,6811.692479595808,15.3,11378.8471147609,2.4972530789156338,28470.0,688055770.0,3302669740.0,4.15704990783508,-30357.0,19.2989243142926,69.7865213112878,9.16030534351145,7.8,7345.616954635799,64.3519530388516,45.503767073103006,4178.0,0.68,64.56,441.0,-215.0,882.0,479.0,411.0
Australia,AUS,100.0,28.422457400377205,11.0,61.856,40434.48908991183,74.25,111526.2362057629,4.991586921201474,7682300.0,152053082233.0,161780221520.0,1.92365517034008,235628.0,19.1851461673503,67.4999498462357,27.3333333333333,7.1,96396.4615085797,86.1278139101818,10.799983763648656,,,,,,,,
Austria,AUT,100.0,22.263040000909783,9.0,56.703,40686.673635568135,73.45,90354.25286370012,1.7393928015413849,82520.0,136966574155.99998,143101702286.0,0.838531947457704,18222.0,15.0168264107693,67.4518072985766,27.8688524590164,31.3,78312.8909099131,67.0705895694924,11.1914861130349,,,,,,,,
Azerbaijan,AZE,99.9,31.828707935026067,9.0,57.482,14245.503536619011,27.4,46571.78673284831,-18.89922824232977,82622.0,14552439458.0,6093557210.0,3.32542168167072,883.0,22.6723172785092,71.2322756970336,11.3821138211382,3.3,6984.433148900127,53.1358125434574,55.3638761462757,4574.0,736.0,61.42,498.0,-89.0,754.0,522.0,234.0
Burundi,BDI,5.4,85.50789215155817,,76.891,604.5881540802494,0.9,3253.563629927706,10.116469409014629,25680.0,60107664.0,352440136.0,,184359.0,45.0387702552588,52.6720688699614,31.3559322033898,94.6,2706.987117181618,10.4979900434482,87.0228248578009,3792.0,326.0,50.28,427.0,-18.0,718.0,607.0,164.0
Belgium,BEL,100.0,25.58991527446452,12.0,49.282,37905.65831262896,74.5441,81946.40733318139,0.7818211742830528,30333.0,367797962058.0,354453001919.0,1.16353003394252,97175.0,16.8916525951718,66.0090222493235,38.0,4.9,87648.69584907111,84.7025801085014,11.624651251430471,,,,,,,,
Benin,BEN,30.0,83.41146937473725,6.0,71.169,2213.328956208093,2.24,1920.100853858551,2.539692060954863,112760.0,424585584.0,1542105171.0,,4279.0,44.0858819720187,52.8534959481769,10.8433734939759,52.8,2958.6704965350145,42.338538285999,83.9609874641825,,,,,,,,
Burkina Faso,BFA,12.6,87.89519799449947,10.0,77.075,1359.6922490730217,1.13,2501.3461344482885,2.40550487042772,273600.0,983301749.0,2224003276.0,1.3527649759800702,-40148.0,45.5152303470663,51.7835269369182,15.3153153153153,83.3,2444.7303854755783,23.7452325601116,80.83604680314801,,,,,,,,
Bangladesh,BGD,57.1,56.04813821099178,5.0,55.528,2675.2594592678533,3.1,2961.50859999491,6.764354680918743,130170.0,12393272781.0,20492005220.0,1.02893954845227,-1150194.0,34.4480871598349,61.4616088790656,18.5507246376812,43.1,4196.961804730437,27.3111249057412,62.6404448858856,5083.0,528.0,60.68,631.0,-88.0,776.0,506.0,223.0
Bulgaria,BGR,92.9,19.45153978708499,9.0,50.412,13312.039842031843,45.0,10478.423401613796,3.938018502217616,108560.0,16008558979.0,23362506802.0,1.73951150062383,-19060.0,13.3676477393231,68.7228378321801,20.8333333333333,11.6,14294.60182514298,71.3017349243164,7.69517503892675,,,,,,,,
Bahrain,BHR,100.0,26.621860583049862,9.0,69.948,48625.65692315961,53.0,47826.64108053668,-12.9939410116026,760.0,2998515069.0,6842286569.0,3.61053524967651,46467.0,20.5814352839692,77.3103453811257,2.5,0.0,35321.6072345636,98.3277849907243,1.956761442704729,5701.0,904.0,64.76,896.0,33.0,506.0,707.0,422.0
Bosnia and Herzegovina,BIH,99.4,22.561041192095523,9.0,38.962,8161.061540891282,37.74,8504.305067986563,0.1854661252831562,51200.0,3878522729.0,8358918734.999999,1.37658621151299,-68182.0,15.6789896576983,69.4958031276918,19.047619047619,17.4,14128.876782076257,45.4246010387901,24.02418234353141,4963.0,735.0,67.0,258.0,-25.0,959.0,507.0,0.39
Belarus,BLR,93.8,20.81368658551478,9.0,58.528,14034.191120449892,27.43,10030.440488926555,9.258661922886674,202898.0,21282184396.0,28112936816.0,1.37257698145111,13610.0,14.7760934528775,70.9921979204061,31.8181818181818,7.4,9001.254410613787,74.1909646620571,9.0254434130304,5564.0,908.0,61.74,679.0,-206.0,676.0,544.0,223.0
Belize,BLZ,86.9,60.523810542529525,8.0,56.556,9727.988685093618,27.2,19247.544134671665,-2.4657833271536305,22810.0,260982311.0,598811943.0,1.02025947294782,2728.0,36.199434446314,59.8103411875348,0.0,25.1,15567.708875612496,45.4589714924251,29.14804964539005,,,,,,,,
Bolivia,BOL,86.8,58.2323294916074,14.0,66.558,6024.059473979419,16.8,5915.907657052726,-2.4198943282749354,1083300.0,5393617804.0,4575610089.0,1.76136075631536,-13055.0,34.8074291686566,59.7733808340236,22.3076923076923,20.6,5313.125451183318,65.9781896386949,63.8124807589565,6086.0,831.0,61.5,779.0,-37.0,763.0,742.0,372.0
Brazil,BRA,98.9,36.848562825649935,8.0,61.052,13390.68313132855,39.22,15150.708046983713,7.313482741521511,8358140.0,147029926971.0,133355211500.0,1.53862567601211,-220207.0,25.1859258991219,68.3498187386299,8.7719298245614,48.9,17476.347247529033,84.0698380333651,26.16287350607596,7001.0,913.0,63.74,767.0,-58.0,723.0,744.0,274.0
Bhutan,BTN,71.5,46.36748198563292,,66.94,6466.097449158297,7.17,27713.33697359386,4.424099434461553,38117.0,496217107.0,529954655.0,,-1305.0,30.0883444670513,64.8908914851554,8.51063829787234,87.8,5919.496205180886,33.3396804958817,69.6361822537241,,,,,,,,
Botswana,BWA,43.4,54.91706867493564,,52.547,11686.184663965723,6.15,35491.039123371804,15.108933748083883,566730.0,3455644991.0,4727886485.0,3.26282073750534,4960.0,34.2431177797659,62.3542138764126,7.93650793650794,28.9,12904.248311345456,62.7501882968523,27.72622400039542,,,,,,,,
Central African Republic,CAF,9.4,87.06588602996337,10.0,68.611,877.2521311048783,1.8,2319.8093808191065,0.7116283907541856,622980.0,82073288.9999999,210798592.0,1.7479707408184502,-28899.0,45.6137511504905,52.3899125345699,9.61538461538462,93.9,1965.5796500362687,38.476675697093,79.04994363922,,,,,,,,
Canada,CAN,100.0,24.112199482348945,10.0,61.288,38863.24855606365,80.3,89723.57455784065,-2.324922096419897,8965590.0,316347135016.0,337613955117.0,1.37755563107525,244463.0,16.7366419048712,69.4115083969769,22.0779220779221,22.2,68519.1097184948,80.8591838893921,10.926604291217863,7488.0,943.0,70.74,915.0,242.0,413.0,793.0,248.0
Switzerland,CHE,100.0,22.396606446099312,11.0,65.47,52998.98846351999,81.3,154648.81506254774,0.4575438716554174,39513.824,172577995370.0,155676425323.0,0.73179337674355,69324.0,15.2561212100064,68.1179868034783,29.0,20.0,138688.61997889288,73.5741230920283,11.27362692243903,7525.0,938.0,71.34,891.0,119.0,342.0,741.0,202.0
Chile,CHL,99.6,32.1954191969524,12.0,51.744,15951.330487787836,41.56,36821.15092540101,3.5777950417431867,743532.0,54956548125.0,40969689846.0,2.2765078988770298,24324.0,21.9669294584062,68.2299904751577,14.1666666666667,31.5,22831.480341661023,86.9124897308683,20.11511398485963,6494.0,832.0,68.32,747.0,143.0,734.0,756.0,0.3
China,CHN,99.1,25.59241214052575,9.0,67.929,8447.982814692268,28.9,13333.095944978591,-0.0819669419831399,9388211.0,1200548660000.0,917442453999.999,1.8935237960352296,-177135.0,18.6456512442356,72.856169869084,21.325744894543,13.4,14106.478791123656,48.3417053222656,41.2417335404196,4454.0,798.0,66.44,771.0,-163.0,,0.67,162.0
