Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,93.4,85.35563707746519,9.0,40.466,2432.276700833362,16.8,3213.5147413414693,2.0713485778348684,652230.0,875181037.0,7306793893.0,1.00674585570556,-36753.0,44.9596071789272,52.6732723441847,,18.3,3471.6931875341,24.9991645191406,82.31332217699,2694.0,508.0,53575.0,374.0,-91.0,928.0,385.0,405.0
Angola,AGO,45.3,86.73475644526962,10.0,62.812,8278.368861704694,29.0,47872.02216504426,25.19415615278855,1246700.0,40105134731.0,13827287789.0,1.95578680987962,61632.0,45.1972407715653,52.10972051613,30.4545454545455,52.5,11348.495720260353,65.8732136723372,65.26018894209066,,,,,,,,
Albania,ALB,100.0,26.37930821376764,9.0,52.0,14182.116389235238,65.4,14276.333878605528,1.4532872250901503,27400.0,3099145302.0,6405061311.0,1.16054478505068,-15032.0,18.0052663384505,68.2552118334715,27.8571428571429,37.8,11811.297894136993,56.377000259892,52.1865088304747,5004.0,684.0,69075.0,824.0,7.0,899.0,592.0,319.0
United Arab Emirates,ARE,100.0,20.42940396301044,12.0,77.339,77446.2269929923,98.45,92966.06130114108,7.567705988989459,71020.0,209614543813.0,244565239214.0,,14611.0,16.7091550433461,81.7897488678028,22.5,0.3,57824.93985266712,84.8601805824625,0.953032968752257,6604.0,851.0,65.85,944.0,45.0,,723.0,302.0
Argentina,ARG,100.0,37.98648936021324,14.0,54.101,24410.39190633349,77.7,33870.29659565637,42.03366895750307,2736690.0,60395731731.0,64818402000.0,0.732300347538541,5742.0,24.3732916411389,64.1630568429568,38.9105058365759,10.5,25861.22309840971,91.7679941327998,21.617557722241724,5793.0,0.9,67.05,846.0,-214.0,855.0,732.0,321.0
Armenia,ARM,99.9,30.148212105519512,12.0,49.697,12877.493754355326,68.2451,13778.61415028496,2.787709514257614,28470.0,2393781112.0,4926156256.0,4.11988615256896,-13129.0,20.4515725191837,67.836738214504,18.0952380952381,11.1,11185.95848943349,64.8502833795679,41.6632765532805,5062.0,814.0,66825.0,808.0,-169.0,677.0,535.0,455.0
Australia,AUS,100.0,28.60156211832528,11.0,62.286,50371.23383078197,90.0,132704.7538165226,1.846175553033106,7692020.0,249551021495.0,235418722677.0,1.8956200767670897,226412.0,18.7618242578521,65.5972081360588,28.6666666666667,9.8,102316.76413582744,87.2267680845925,9.764740008407117,7177.0,0.94,70825.0,916.0,143.0,405.0,706.0,187.0
Austria,AUT,100.0,21.599332354349983,13.0,57.914,56636.495303054166,87.4791,95486.4550322685,1.8104799613359432,82520.0,184608871719.0,193715943404.0,0.748993468286285,35296.0,14.4299641791993,66.8074529749847,34.4262295081967,34.1,80842.48981309826,68.1046787227623,9.12127558183906,7396.0,912.0,70775.0,904.0,0.05,523.0,695.0,226.0
Azerbaijan,AZE,100.0,34.00912044049971,9.0,62.195,15282.999523229812,79.8,31168.74882503856,12.18443300318313,82654.0,19456918100.0,11464520700.0,3.54929331269041,-37559.0,23.7619094314226,69.8692138262529,16.8,1.9,9919.63365934417,57.1841534654123,55.1666537127637,5168.0,781.0,63475.0,772.0,-235.0,561.0,527.0,191.0
Burundi,BDI,9.5,95.75662259576576,,79.126,823.0131022416592,4.0,2999.3597533783945,-1.5382572292660657,25680.0,152259861.0,666116197.0,2.1494195662191298,68141.0,47.7613751940858,49.8778863700716,36.3636363636364,85.7,2494.697499272188,17.6820221982475,85.08826328967669,3775.0,485.0,55.2,646.0,-23.0,599.0,636.0,363.0
