Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,71.5,90.02679056837157,9.0,42.906,2284.0758478934936,8.26,2399.1279352819465,2.447563001474037,652230.0,571404989.0,7722865058.0,0.9945758227236452,-286314.0,46.2593370280565,51.3839679093288,27.710843373494,17.7,3870.9821188999376,24.4649118421568,84.13296313383731,3983.0,529.0,52.6,389.0,82.0,881.0,491.0,339.0
Angola,AGO,42.0,87.00838111717198,6.0,63.638,8067.485846830182,22.0,55045.35966179211,-2.95734582640344,1246700.0,33676900241.000004,21543789022.0,3.10542629308278,74171.0,45.2743037648043,52.0344151201028,36.8181818181818,47.1,12458.994471791002,63.51567832685,65.26278380482658,,,,,,,,
Albania,ALB,100.0,27.742758697771524,9.0,45.955,11571.706559893077,56.9,14499.44284104722,0.7715762906115913,27400.0,2006221383.0,4338518368.0,1.16230386432234,-20500.0,18.9935976695213,68.4632957891861,20.7142857142857,38.5,12134.92344585828,55.1579291374894,56.450566600066,4607.0,639.0,69.0,704.0,-82.0,885.0,579.0,0.35
United Arab Emirates,ARE,100.0,20.610201800097467,12.0,76.599,73986.0636395945,90.5,95523.4303613922,-16.059832127168832,71020.0,167659641106.0,180951572377.0,,342468.0,16.8311616180189,81.6642098864586,22.5,0.1,60917.888684171936,84.3284383471193,0.779650834551746,6568.0,824.0,65.4,915.0,193.0,,722.0,296.0
Argentina,ARG,99.7,38.83734705654137,14.0,54.744,19899.149927524544,68.0431,34434.04865202157,26.57999160247072,2736690.0,55594213439.0,59191832249.0,0.8501285974638151,5464.0,24.887393365487,64.0810849650845,,9.4,26658.487069162788,91.4923019108628,20.60437204667696,6697.0,926.0,66.9,881.0,-178.0,851.0,768.0,305.0
Armenia,ARM,100.0,29.167131186743827,12.0,50.3,9756.84084836026,59.1008,14124.139766707558,1.213909904710846,28470.0,1475354720.0,3236365665.0,4.23922578573229,-15225.0,20.1142347563611,68.961951131008,10.6870229007634,10.7,8642.862792536975,64.4929623431549,44.713284091974,4348.0,723.0,66.0,551.0,-207.0,901.0,527.0,438.0
Australia,AUS,100.0,28.555689032044697,11.0,61.135,46464.58676279291,84.5605,135642.4887830884,-0.6274079346060546,7682300.0,182619212915.0,206543057240.0,1.9523262850199297,212350.0,18.9031260311403,66.1974159681463,26.6666666666667,9.4,99863.28322225311,86.8778642539361,10.19636020125781,7309.0,952.0,70.6,922.0,328.0,357.0,0.75,0.21
Austria,AUT,100.0,21.27459217118743,10.0,56.73,49549.31623114405,83.9401,89458.95955781023,2.2926347015487067,82520.0,152592052791.0,156044279835.0,0.7025769198330389,115175.0,14.3039101457033,67.234719049435,30.6010928961749,34.8,80558.616596473,67.5576175537383,10.208779216502071,7076.0,928.0,70.4,0.9,95.0,557.0,748.0,164.0
Azerbaijan,AZE,100.0,33.14804268627789,9.0,60.386,15075.272634791074,77.0,37983.967209537215,-8.809615566099524,82663.0,12728254500.0,9215739400.0,5.46487679293858,1073.0,23.4529342704953,70.7521032313631,16.9354838709677,2.3,9756.459405707696,55.1570486328276,55.350505621417,5147.0,786.0,63.1,764.0,-201.0,616.0,0.52,206.0
Burundi,BDI,7.9,92.72842077617514,,78.337,722.0328983799333,2.0,2715.895026780028,5.991542573549651,25680.0,101741287.0,572032569.0,2.1313199145947404,-236207.0,47.0438910603046,50.7329704786026,36.3636363636364,91.2,2635.780993740704,14.6695085474754,86.1758448110596,,,,,,,,
