Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,69.1,95.10260914130993,9.0,43.258,1988.429303815544,5.45455,2871.778662630426,7.301756467604321,652230.0,305795141.0,3102734425.0,1.1754161200998698,68628.0,47.6053053475006,50.0567833137882,27.710843373494,15.4,3953.475932319356,23.3434391310979,87.9466221225401,3783.0,521.0,51.7,531.0,238.0,776.0,614.0,268.0
Angola,AGO,37.3,86.6676874920637,6.0,64.296,8246.36081151609,7.7,56830.89828207726,7.112269637590018,1246700.0,70613859483.0,28708312076.0,3.23665949921649,130643.0,45.1630895556546,52.110643381122,34.0909090909091,49.0,10682.013465570024,61.5114223949332,71.3937735306844,4.36,753.0,51.84,456.0,-139.0,906.0,591.0,305.0
Albania,ALB,99.9,29.75438283555352,9.0,49.371,10051.071711264456,49.4,13680.50746596274,0.226739790649205,27400.0,1897155839.0,4864299433.0,1.48708257655216,-19845.0,20.2920855091608,68.198600414295,15.7142857142857,39.9,11248.569361440464,53.8637553661449,61.5347469275197,5.51,785.0,68.16,602.0,-0.17,848.0,553.0,271.0
United Arab Emirates,ARE,100.0,20.555517667421043,12.0,75.256,89198.01190170248,85.0,99120.7336135227,1.7186378045509088,71020.0,259352119785.0,244746582104.0,5.07555649376756,225921.0,16.8004347270221,81.7319747580354,17.5,0.1,58351.97643565056,83.7643244751488,0.561142625366092,7218.0,856.0,65.22,0.92,,,719.0,224.0
Argentina,ARG,99.1,39.52911372284167,13.0,56.005,19430.417806811183,55.8,35860.62209751137,22.3148806733049,2736690.0,76841619087.0,67514707473.99999,0.784824735364742,2978.0,25.3153574386188,64.0423079024418,37.3540856031128,8.6,26325.935406919143,91.2041217246797,19.02996087646477,6468.0,902.0,66.54,747.0,-151.0,817.0,744.0,272.0
Armenia,ARM,99.5,27.851261062124884,12.0,50.772,8942.635378971643,37.5,12727.18367058328,5.345804418147253,28470.0,1408779202.0,4261620533.000001,3.58376691873744,-16782.0,19.4619041223735,69.877939557455,10.6870229007634,6.6,8023.835597367822,64.3268379506998,46.7265421292748,4.32,676.0,65.28,502.0,-217.0,893.0,0.47,464.0
Australia,AUS,100.0,28.29143836927926,11.0,61.836,43007.269782413096,79.0,120584.2911285712,1.7972862228583892,7682300.0,255271168301.0,256512011685.0,1.67028165223311,235776.0,18.945711489664,66.9662425056812,24.6666666666667,8.3,98364.08062882464,86.4451259136625,10.164255656560334,7196.0,945.0,70.36,935.0,0.27,368.0,728.0,214.0
Austria,AUT,100.0,21.44774758766677,10.0,57.252,46156.48320730371,80.03,89557.3324748084,2.091664764904237,82520.0,166485120910.0,178594514813.0,0.783538525853244,45014.0,14.4901306406695,67.5601644337772,27.8688524590164,34.4,80709.28196678941,67.2085909812279,10.39389150679994,7401.0,945.0,70.1,0.92,114.0,771.0,712.0,157.0
Azerbaijan,AZE,100.0,30.928265480498894,9.0,58.398,15994.146650183662,54.2,38618.93389951787,2.8449826834262097,82658.0,23906983500.0,9650567500.0,4.65861825196324,1986.0,22.2809383842387,72.0406993018106,16.0,2.8,8397.746325232873,53.8076442276208,57.1286972828041,4911.0,762.0,62.26,599.0,-143.0,763.0,523.0,266.0
Burundi,BDI,6.5,87.85035387893055,,77.448,637.2470801911008,1.22,2892.7354273789697,14.02941461403087,25680.0,111304734.0,663505489.0,2.5271777075949,22617.0,45.718155371932,52.0409461695939,30.4761904761905,91.7,2556.2129421287736,12.2244596804615,86.8255774927058,,,,,,,,
Belgium,BEL,100.0,25.91485640908537,12.0,49.306,42483.525066678776,80.72,88213.6828145695,2.205736424031884,30333.0,440240731914.0,438666882297.0,1.0370296665755,45001.0,16.9817145468502,65.5288562215249,38.0,7.7,87982.42376722475,85.4915403816388,11.180030782914452,6935.0,927.0,69.52,855.0,-54.0,758.0,718.0,238.0
Benin,BEN,38.4,81.92353424451831,6.0,70.518,2346.0841620454694,4.5,2127.798335287001,7.69890807691425,112760.0,461932972.0,2353967925.0,0.702056157787745,1260.0,43.6547820340679,53.2872357685967,8.43373493975904,50.3,3019.6925888310784,44.0475065829838,83.6427278353874,3193.0,523.0,53.52,769.0,-111.0,806.0,563.0,231.0
Burkina Faso,BFA,15.1,88.31054932816664,10.0,76.292,1571.8388447731454,3.72503,2496.7049230344483,5.823999487959156,273600.0,2269832027.0,3554138046.0,1.17602847916222,-20930.0,45.6317903375363,51.6719555176314,15.748031496063,79.2,2431.322478062346,24.8001912059054,80.7736607557773,3955.0,744.0,52.08,622.0,-68.0,726.0,487.0,0.3
Bangladesh,BGD,65.5,52.85555901681628,5.0,55.3,3434.2781509044744,5.0,3430.889765432602,8.164573676246349,130170.0,18692888699.0,31793003856.0,1.18089723364654,-829875.0,33.0265015658096,62.4844425603217,19.7142857142857,37.3,4599.972028680916,28.4787972894576,60.4298109620797,4724.0,582.0,62.24,668.0,-48.0,765.0,537.0,183.0
Bulgaria,BGR,94.7,20.08991114748965,10.0,46.65,15468.93854260461,51.9,12903.405459981836,1.112178335577326,108560.0,26007945724.0,32559718024.0,1.32981896505284,-26334.0,13.5590292405501,67.4917027281691,22.9166666666667,15.6,15833.643907847492,72.7684860229492,7.029757432240764,4222.0,838.0,65.48,641.0,-179.0,938.0,0.51,237.0
Bahrain,BHR,100.0,25.53543585770176,9.0,70.727,56712.56926561531,88.0,45817.87297617506,2.933947255512109,770.0,6719199599.9999895,10884993118.0,3.8444905725653,12801.0,19.8728030762072,77.8244401271723,10.0,0.0,40042.56899783594,100.0,1.003625411830245,5027.0,911.0,65.48,682.0,,438.0,559.0,381.0
Bosnia and Herzegovina,BIH,99.7,21.917741147037244,9.0,36.484,9589.071812764794,45.0645,9748.354680845636,0.7957741387490245,51200.0,4962130320.0,10016298450.0,1.14557192089501,-66378.0,15.124232533953,69.0044599438137,21.4285714285714,15.3,15863.499177373727,46.3655655972,23.43569758653129,4773.0,779.0,67.0,0.42,-13.0,953.0,469.0,338.0
Belarus,BLR,95.6,21.50884663203504,9.0,59.871,18114.750860670767,46.91,12579.006442632905,75.24166671163474,202899.0,45321713700.0,45871232600.0,1.22921872178113,10903.0,15.269320711927,70.9909034339942,26.605504587156,7.2,9817.037297388291,75.5281066894531,7.74025905851783,5749.0,902.0,63.42,645.0,-221.0,657.0,515.0,181.0
Belize,BLZ,90.9,54.77659420639128,8.0,57.169,9303.378574552253,31.0,14234.37393706932,0.6970945577686223,22810.0,399663128.0,841764699.0,0.7961654160808339,1524.0,33.9833260569235,62.03986675199,3.125,47.9,14911.089236055515,44.6903068035216,29.47365918976949,,,,,,,,
Bolivia,BOL,90.4,55.45590005426935,14.0,66.664,7183.826024521069,35.34,7732.280121459692,7.100275501150492,1083300.0,11811628294.0,8586478520.000001,1.84560643919497,-11689.0,33.6999861256487,60.7689737934521,25.3846153846154,17.4,5410.862355842323,67.2581444827699,63.1116316927195,6019.0,781.0,62.1,862.0,-16.0,0.84,699.0,409.0
Brazil,BRA,99.5,34.35189597542574,8.0,59.738,15198.086330970971,48.56,17224.328811592935,7.943126937476279,8358140.0,235803515780.0,235413992353.0,1.37865646470437,-179707.0,23.7494519491259,69.1357813616712,8.57699805068226,43.5,18703.517091835125,84.8973874181312,25.3469708350551,6.66,0.89,64.22,849.0,,623.0,685.0,0.35
Bhutan,BTN,91.5,42.62465141282801,,63.08,8577.407319010037,15.6,22273.206288114863,8.63679345640898,38117.0,531830667.0,985444081.0,,20.0,28.2989406500534,66.3908560052253,8.51063829787234,82.8,7800.075606314085,35.0188644248365,70.8006337502851,,,,,,,,
Botswana,BWA,56.0,54.728538360617385,,50.21,12736.58338910044,16.0,41737.08144462109,3.011796554290441,566730.0,6714245053.0,10293294986.0,2.3437721258219297,-6636.0,34.1651267549125,62.4265721149389,7.93650793650794,27.8,14631.623866388343,64.3993247826904,28.27727795081627,4836.0,837.0,51.48,799.0,-195.0,814.0,695.0,171.0
