Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,97.7,88.34635539348645,9.0,42.457,2213.181441047904,11.0,2464.314730607396,-2.197526467334612,652230.0,596455350.0,6534140440.0,0.956772140958855,-143049.0,45.801448689147,51.843053949596,27.710843373494,20.2,3691.6053282000194,24.6588345720126,83.3065433479913,4.22,559.0,52925.0,523.0,44.0,793.0,501.0,348.0
Angola,AGO,41.8,87.02772609728761,10.0,63.321,7766.837875255461,23.2,53894.38579768794,20.87270317969893,1246700.0,28057496942.0,14329719165.0,2.73333494465123,91614.0,45.2826022073757,52.0323838444687,36.8181818181818,48.1,11655.72792948779,64.2992302517989,65.22479804882309,,,,,,,,
Albania,ALB,99.9,27.172950964772525,9.0,48.477,12176.172898854396,59.6,13534.982832584585,-0.8642652212016912,27400.0,1956349224.0,4659280029.0,1.10358100880452,-9347.0,18.6062746506784,68.473513186339,22.8571428571429,39.4,12042.870486815167,55.5738734464276,55.902272472853504,4511.0,638.0,69025.0,0.73,-19.0,901.0,567.0,322.0
United Arab Emirates,ARE,100.0,20.575567417762727,12.0,77.16,69986.98356758872,90.6,95583.15371005908,-5.418374318324368,71020.0,163482873886.0,185854154572.0,,195317.0,16.8110159449701,81.7037621944191,22.5,0.1,60784.42901381347,84.5093991669984,0.808071677244697,6831.0,849.0,65.55,949.0,122.0,,739.0,245.0
Argentina,ARG,99.9,38.61766609975033,14.0,54.247,20105.761359796023,70.969,33543.788683116414,41.11937998822791,2736690.0,57113967523.0,55357316000.0,0.8092453627175631,5215.0,24.7475897865741,64.0835958950498,35.7976653696498,9.4,26276.59716676836,91.5856817228217,21.084650671436588,6427.0,883.0,66.95,848.0,-195.0,851.0,732.0,312.0
Armenia,ARM,99.8,29.651267687500425,12.0,50.783,10570.272041393568,64.346,14153.661596486496,0.2685750765013921,28470.0,1763885303.0,3241649006.0,4.09034921699325,-14697.0,20.3211773361758,68.5339571072627,10.6870229007634,13.2,8584.405987303995,64.5928753345316,43.737876038607,4325.0,709.0,66275.0,611.0,-175.0,921.0,516.0,437.0
Australia,AUS,100.0,28.63428528455132,11.0,61.242,47446.21030309511,86.54,135098.5279746627,-0.6734174959297405,7692020.0,184122179044.0,197975614277.0,2.0896214779767,254648.0,18.8876222294296,65.9615614705209,28.6666666666667,9.6,101395.1450032043,87.0166295249235,10.40383699506106,7.25,942.0,70675.0,922.0,235.0,399.0,736.0,236.0
Austria,AUT,100.0,21.39915737937518,10.0,57.015,52397.86351766741,84.3237,91789.4990976752,1.814750823333128,82520.0,151960072918.0,157685446199.0,0.73372291194157,65976.0,14.3661093998906,67.1339749165576,30.6010928961749,34.6,80115.09890478203,67.7218061923556,9.83301455145515,7048.0,926.0,70525.0,889.0,76.0,524.0,713.0,197.0
Azerbaijan,AZE,100.0,33.80953255755769,9.0,61.419,14535.802021063326,78.2,34303.56351433946,14.628338964790345,82670.0,13456771500.0,8488359800.00001,3.68852730317814,4671.0,23.7644384698353,70.2891585164324,16.8,1.9,9324.277353986432,55.7574797205266,55.0501782403119,5304.0,777.0,63225.0,713.0,-207.0,607.0,509.0,191.0
Burundi,BDI,8.5,95.40591480818988,,78.843,764.2822216369165,2.2,2676.222394380616,6.33813181746585,25680.0,107845201.0,475628362.0,2.2431638636818003,-109296.0,47.7164543001255,50.0141465984415,36.3636363636364,89.6,2578.655144543467,15.6180905635494,85.800721928781,,,,,,,,
Belgium,BEL,100.0,26.26410812416132,12.0,49.001,48414.55180656812,86.5165,90515.94036113496,1.8952891356944408,30333.0,395311812969.0,378312566520.0,0.898085290562566,28090.0,16.9825718062522,64.6607620134318,39.3333333333333,9.2,91016.28103006967,86.4507790979645,11.534678024095475,6949.0,929.0,70.15,866.0,-0.06,497.0,701.0,0.26
Benin,BEN,37.0,80.72059274780592,6.0,72.563,2842.0246258376046,14.5,2352.60013643179,0.6835911112746516,112760.0,409800949.0,2557666847.0,0.673596727016815,3837.0,43.3119392154527,53.6566169066319,7.2289156626506,45.4,2964.1205835811884,46.6094559006664,82.8341870245721,4007.0,493.0,54.6,0.78,-64.0,838.0,578.0,456.0
Burkina Faso,BFA,16.6,87.00940404264828,10.0,74.767,1881.7589313440665,7.14,2537.072051022557,2.6042991922656142,273600.0,2520004176.0,3342652760.0,1.16533335437179,-7598.0,45.3293871267877,52.0971154917605,9.44881889763779,77.1,2449.2227768073394,25.821510372001,80.82910909825699,4206.0,764.0,53775.0,645.0,1.0,721.0,0.59,337.0
Bangladesh,BGD,75.9,47.49104533090363,5.0,53.65,4579.13228682862,18.1,4746.11675489541,27.850737724833905,130170.0,24819157738.0,37987301080.0,1.22590049912782,-918770.0,30.5660498794143,64.3617117778247,20.0,30.2,5041.538058013673,29.8753915517965,57.0356746745533,4556.0,649.0,63925.0,875.0,-102.0,688.0,437.0,235.0
Bulgaria,BGR,97.3,21.44516157650764,10.0,49.272,19348.048457081622,59.8255,14388.0283855677,3.323559724701525,108560.0,25349008815.0,28609008780.0,1.24384580804927,-9482.0,14.0249211707888,65.3990271954816,20.4166666666667,17.7,16367.980925212383,73.1750030517578,6.87889849126132,4838.0,926.0,66.0,0.7,-175.0,936.0,545.0,172.0
Bahrain,BHR,100.0,25.96248900459969,9.0,71.12,47428.90189076494,98.0,45799.32422173623,0.3572477780471104,779.0,6692086070.0,14387823678.0,4.67063531353135,46833.0,20.0882901838551,77.3742239109572,7.5,0.0,39515.98249412499,100.0,0.993977794270227,6.17,863.0,66125.0,889.0,83.0,,736.0,283.0
Bosnia and Herzegovina,BIH,100.0,20.723711465718843,9.0,37.015,12030.256282595466,60.2565,10820.97009801646,1.333307504361798,51200.0,5215727695.0,9140162195.0,0.9227722700691988,-32173.0,14.1154787369893,68.1126823098051,21.4285714285714,23.0,16767.67375677806,48.0248845752382,21.12683965549565,5181.0,808.0,67.05,633.0,134.0,957.0,566.0,304.0
