Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Belgium,BEL,100.0,26.33732904019139,12.0,49.554,50256.06317727839,87.6797,90443.7534076324,1.983163436048585,30333.0,425827183351.0,408390245148.0,0.886837200658898,37981.0,16.9724637381153,64.4426328280277,38.0,9.7,90800.1198103149,86.6731739531869,11.248116227130357,6928.0,922.0,70.3,857.0,0.05,543.0,713.0,234.0
Benin,BEN,34.5,80.36586579132914,6.0,73.058,2885.8938398772107,18.7,2228.333380476851,-0.3678977251191639,112760.0,732884929.0,3228253297.0,0.920613124425981,3716.0,43.2080154288533,53.7641385473821,7.2289156626506,45.4,3009.674517212062,47.2942774880391,82.5652532589345,4853.0,436.0,54.9,727.0,-64.0,767.0,598.0,458.0
Burkina Faso,BFA,17.0,86.24670841262862,10.0,74.479,2042.4029525991664,7.79,2504.6898440149507,1.416297279981066,273600.0,2909368705.0,3942974853.0,1.36362970468668,-14780.0,45.122536198239,52.3179781131451,11.0236220472441,74.6,2448.063152779071,25.9769918665632,80.8230232927942,4647.0,785.0,54.15,614.0,-62.0,727.0,0.58,354.0
Bangladesh,BGD,88.0,46.511101710924265,5.0,55.778,4882.606926156391,21.5,4876.051083847399,5.047597582037142,130170.0,25700689017.0,44248899453.0,1.12758125325097,-1037176.0,30.0763108025382,64.6648001467869,20.2857142857143,28.1,4804.215844279383,30.2015798381799,56.1806275900299,4.31,713.0,64.05,896.0,-1.0,635.0,436.0,214.0
Bulgaria,BGR,98.1,21.81565867638853,11.0,51.99,20798.049501421032,63.4101,14383.650816837991,4.81312099246594,108560.0,29721096305.0,33764428315.0,1.22220854798635,-6109.0,14.1712005939254,64.9588436261308,23.75,17.1,16213.557174558728,73.3904571533203,7.076668234459453,5097.0,942.0,66.1,689.0,-158.0,911.0,542.0,189.0
Bahrain,BHR,100.0,25.486117966171527,9.0,71.534,50184.500576730126,95.8781,43399.94764123893,4.615834214309288,780.0,6950607618.0,13130385306.0,4.320737741790371,21958.0,19.7793852205979,77.608595170699,7.5,0.0,39964.67371696541,100.0,0.935276161628514,6227.0,876.0,66.05,906.0,0.13,,754.0,0.29
Bosnia and Herzegovina,BIH,100.0,20.624512638023067,9.0,39.266,12699.447529764377,64.892,11488.306702536092,1.7787063788460244,51200.0,6284996654.0,10523048874.0,0.8525935622649821,-30650.0,13.9625205891767,67.6985985141523,21.4285714285714,18.5,16332.410043339773,48.4918401819106,20.44698563544111,5.09,775.0,67.1,564.0,91.0,923.0,527.0,271.0
Belarus,BLR,98.7,24.40366199257185,9.0,60.838,18413.74756336698,74.4364,12507.549372082847,8.623147410108771,202988.0,28827783900.0,34170652900.0,1.37200444073753,3337.0,16.7137340186406,68.4886180343404,34.5454545454545,7.3,9815.14560037496,77.0208206176758,7.56520732476061,5553.0,0.9,65.55,621.0,-125.0,654.0,502.0,233.0
Belize,BLZ,94.2,46.52165360784185,8.0,59.81,9120.65338346029,48.8771,13138.119366507955,3.069324982769089,22810.0,273088274.0,913097776.0,1.0106678673098402,1705.0,30.4189559795446,65.38666109327,9.375,37.2,12918.687929143636,43.4211086747287,29.9251838211623,,,,,,,,
Bolivia,BOL,91.8,51.17750952569764,14.0,66.125,10420.392325093344,43.8323,7689.075412126661,29.8668322336257,1083300.0,8222577470.0,9370252245.0,1.53642735273655,-9669.0,31.9477327844666,62.42532837796,53.0769230769231,14.3,6689.193332128837,69.0838016274736,65.6688233715507,5651.0,779.0,63.0,884.0,-122.0,819.0,655.0,434.0
Brazil,BRA,99.8,31.053362737198515,14.0,56.271,14559.048889788395,67.4713,17529.425474050382,3.6713845041894473,8358140.0,215118553162.0,159595480289.0,1.4140216679758602,-156296.0,21.6593948870768,69.7489521976535,10.7212475633528,45.3,17549.089403946167,86.1982897571091,26.908512957339106,6333.0,905.0,65.05,765.0,-178.0,794.0,669.0,308.0
Bhutan,BTN,97.7,37.77868728445015,,60.882,11677.414265997428,54.3,23262.05482055128,4.34963395866464,38144.0,469028001.0,1717393157.0,,287.0,25.8193811896446,68.3439508599965,8.51063829787234,79.7,9838.066069557,37.8645544995016,71.85419577545821,,,,,,,,
Botswana,BWA,67.4,54.43424102707798,,50.419,15700.665047964108,47.8587,44474.19292453421,-2.64993320934704,566730.0,5828376047.0,5334877266.0,3.2485791949909104,-10916.0,33.9381942492921,62.3471212270271,9.52380952380952,26.7,17159.91518729228,65.9456435684731,27.450162317665832,3505.0,768.0,53.35,817.0,-0.24,731.0,612.0,276.0
Central African Republic,CAF,14.1,100.3022695397496,10.0,69.14,883.8107348760659,4.0,1597.0929102483117,6.443706287795251,622980.0,199455801.0,415877899.0,1.34269739488284,-58584.0,49.0251038356962,48.87737285649,8.57142857142857,91.6,2242.5022817115146,40.8151443386334,79.7491798950881,3476.0,0.32,45.3,645.0,78.0,0.89,602.0,599.0
Canada,CAN,100.0,24.111932736795225,10.0,61.564,48317.38744571629,92.7014,104277.78536897551,2.5710146449006857,8965590.0,418732970936.0,454152563304.0,1.35189646465708,372685.0,16.1718572232365,67.0699290855306,26.2686567164179,22.8,73622.56037805318,81.4018945832226,10.519904241659033,7415.0,934.0,71.2,945.0,159.0,362.0,799.0,218.0
Switzerland,CHE,100.0,22.32434055441502,11.0,65.25,68193.50559402621,89.6861,185788.6668834444,-0.3678693129190122,39509.63,299020994384.0,263983639512.00003,0.66568455676088,45658.0,14.9285135328879,66.8710108843209,32.5,25.0,143197.43033729133,77.9126273688843,10.15630327600551,7474.0,0.95,72.1,925.0,173.0,316.0,734.0,196.0
Chile,CHL,99.7,28.083898917103124,12.0,58.383,24295.22376660203,82.3275,34279.72600569191,4.828191886208728,742286.76,68418988362.0,63593438251.0,1.94059250989466,220621.0,19.3360155192659,68.8509010584832,,24.1,24021.03467128852,87.8000295757281,21.18468158721841,6.32,0.88,69.7,0.79,-26.0,836.0,765.0,291.0
China,CHN,100.0,25.971683733044166,9.0,65.295,15022.437188312417,54.3,22732.6614065995,4.14602237470578,9388210.0,2279673436698.0,1698824605146.0,1.71124264388853,-94625.0,18.3531272310458,70.6659121055216,24.2476060191518,13.1,21099.73726768033,60.2402687072754,36.3236704322757,5099.0,772.0,68.25,878.0,-178.0,,682.0,214.0
Cote d'Ivoire,CIV,65.6,76.95086578178089,10.0,63.958,4690.178018610959,43.8399,12894.35069219132,-1.041677248170842,318000.0,12336779460.0,9597631592.0,0.965894036488091,-796.0,42.4069350923433,55.1091077307627,10.5882352941176,62.5,6987.928719478367,50.3977309654344,72.6860894072429,5038.0,661.0,53.65,732.0,-112.0,771.0,662.0,357.0
Cameroon,CMR,60.9,79.28147864449434,6.0,66.832,3767.4307288382415,23.203,6483.009522089505,1.0251411606625285,472710.0,3266126340.0,5168550147.0,1.13837382188187,-37912.0,42.981955315188,54.2143740534314,31.1111111111111,79.2,4660.132657054144,53.3115142121504,71.6542099172547,5074.0,695.0,53.15,767.0,-33.0,844.0,632.0,377.0
"Congo, Dem. Rep.",COD,18.0,89.71963358581728,6.0,61.769,990.5450513947808,8.6199,6954.986990292246,35.22276798644975,2267050.0,7029169000.0,6998206000.0,0.74157072807359,176290.0,45.8226348723783,51.0731408298973,8.94308943089431,96.7,1948.976413140608,42.1127579403217,81.4444151093784,4311.0,0.67,53.25,704.0,0.07,809.0,541.0,404.0
"Congo, Rep.",COG,46.2,76.20495350317373,10.0,54.022,4444.639002158245,8.65,14709.129905330605,12.365676852804228,341500.0,7788514776.0,4093557888.0,3.1781346926990097,-11601.0,42.0879998190996,55.2299836423435,11.2582781456954,69.8,5788.633958318324,63.3544545340423,75.78714594112843,4884.0,655.0,55.55,778.0,-145.0,763.0,574.0,382.0
Colombia,COL,98.5,33.755655474063154,12.0,60.015,14400.6139849314,62.2599,19269.707894255964,5.133735899633464,1109500.0,35760317634.0,44211288036.0,3.2080967243943603,431072.0,23.3055636111038,69.041951439359,18.6746987951807,32.2,12136.65053861237,77.2245191706503,43.99077105327521,6157.0,909.0,68.65,838.0,-0.16,875.0,0.79,299.0
Comoros,COM,78.7,69.75190279828108,6.0,47.259,3347.456529974836,8.47817,2375.663941362151,0.4025529013589306,1861.0,38724545.0,239949099.0,,-2920.0,39.2775181238308,56.3103838597961,6.06060606060606,59.5,5533.955859438118,31.0996559689293,57.484307431576696,,,,,,,,
Costa Rica,CRI,99.6,31.60710795900887,13.0,55.223,20499.34421307783,71.5817,31132.00118905998,2.858883728019805,51060.0,10597131480.0,15424026532.0,,1671.0,21.7587214952769,68.8412507833526,35.0877192982456,33.3,29357.76531360681,76.0539254265608,24.492541574141026,7225.0,922.0,70.0,936.0,-84.0,742.0,791.0,275.0
Cuba,CUB,99.4,23.59823914612767,9.0,54.612,,57.1484,22185.25326110352,4.113590856734788,103800.0,2341221786.0,10085057388.0,2.87240323946139,-23394.0,16.2756430596518,68.9697496290173,48.8562091503268,22.0,19563.514513640774,76.9603271484375,21.31448864663818,,,,,,,,
Cyprus,CYP,100.0,22.40312554301825,10.0,57.195,35197.140625,80.7432,24899.47263837897,1.0203937629053286,9240.0,2869820588.0,8812643236.0,1.56810293907547,10632.0,15.9324645980887,71.117190760722,17.8571428571429,10.9,34419.96659131708,66.8907450570326,11.09484306680084,6062.0,819.0,72.0,812.0,38.0,851.0,0.67,301.0
Czechia,CZE,100.0,23.91101888399374,10.0,58.335,39346.030564257,78.7192,34374.0056651911,1.6836205033357032,77210.0,181878683182.0,160522788902.0,0.943984411925526,5747.0,15.6139377516609,65.3001802474571,22.0,14.5,36057.40302048626,72.9121853567256,13.983329132277722,6.79,901.0,68.55,832.0,-181.0,867.0,672.0,227.0
Germany,DEU,100.0,20.623991378660275,13.0,58.366,54110.2536648812,84.3942,82689.78557716755,1.4766142558612927,349370.0,1443121270607.0,1162617967831.0,1.13126090102098,452988.0,13.4570189858595,65.2493405041228,30.7475317348378,15.2,75352.95599494236,80.9842544038853,5.811268213813952,7074.0,892.0,70.5,841.0,141.0,414.0,707.0,196.0
Djibouti,DJI,60.2,52.17672384563337,10.0,23.861,4676.71336058903,55.6814,35106.033454021366,0.5622315302821619,23180.0,4320031653.0,3187280180.0,,1535.0,32.8238250237832,62.9089421576058,10.7692307692308,23.3,13863.320831237515,71.318261933957,31.15562731773102,,,,,,,,
Denmark,DNK,100.0,25.986611546648668,10.0,58.221,55271.59760026594,97.0994,125201.68603333578,1.1006187480185616,40000.0,101760086494.0,92946462836.0,1.1399854112558,24561.0,16.6698524657044,64.1478791251183,37.4301675977654,35.0,94824.51977137798,88.0161943799509,6.056457673548568,7594.0,952.0,70.75,955.0,151.0,181.0,779.0,206.0
Dominican Republic,DOM,100.0,43.620293516300265,15.0,58.73,16846.20723203233,67.5712,23235.059766456143,3.907483938888106,48310.0,9715503948.0,20532439927.0,0.6660634439633,-36069.0,28.5092271443388,65.3577258050953,26.8421052631579,16.9,15363.848979665308,73.926806252977,41.16713738321496,5605.0,894.0,63.6,855.0,-124.0,0.76,0.71,275.0
Algeria,DZA,99.5,46.36465839303075,10.0,37.246,13493.560749483971,47.6911,20413.136022997187,4.938007295743148,2381741.0,34250280648.0,44817263962.0,5.30711492252911,-14403.0,29.9456114625482,64.587146212269,25.7575757575758,0.1,15984.4481054162,71.3227912436551,27.11211932531321,5249.0,807.0,66.2,437.0,-171.0,0.7,555.0,289.0
Ecuador,ECU,99.2,42.97255370267748,15.0,65.539,11793.4797426944,55.8,20617.55059290672,0.9320316561248349,248360.0,19062795971.0,19760625215.0,2.35738419773924,53707.0,27.9513711595371,65.0447019080708,37.956204379562,17.0,13787.32399240479,63.0194591842425,49.6750648985681,5.84,849.0,68.0,879.0,-171.0,734.0,793.0,314.0
"Egypt, Arab Rep.",EGY,100.0,55.4280694648096,12.0,39.661,11124.73510981492,44.9502,17396.433926878944,29.51847983460348,995450.0,26116458540.0,66731293455.00001,1.42203170028818,-80000.0,34.104326001015,61.5289800193223,14.9328859060403,4.9,14422.377646740164,42.4486008687179,21.56452533362326,3929.0,638.0,62.5,593.0,-152.0,,458.0,414.0
Spain,ESP,100.0,22.392117367054684,10.0,48.049,39825.24981162915,84.6022,67613.8118050886,1.2579443181247427,499547.35,310185442859.0,351268623027.0,1.22211082849583,201135.0,14.8205817262009,66.1865982307919,39.1428571428571,15.2,60186.8080676209,79.4663233085683,11.949895110873884,6.23,903.0,71.85,756.0,-36.0,791.0,601.0,302.0
Estonia,EST,100.0,25.328760844500724,9.0,59.571,34506.64869425064,88.1025,30594.24101538863,3.741098472694887,42750.0,14412427873.0,16572868601.999998,1.96988670547821,5202.0,16.2755057310685,64.2570788686562,26.7326732673267,27.5,35701.900273519146,68.9931941915158,7.530940104341045,5938.0,936.0,68.75,862.0,-105.0,668.0,0.74,0.16
Ethiopia,ETH,44.3,75.59699670405178,8.0,72.766,2004.7475563312908,15.6,4403.283688484516,6.6768222196087095,1128552.8,2305968951.0,15754582344.0,0.6753107157169319,71766.0,41.7696597741656,55.2530672521534,38.7568555758684,90.8,2266.470898653302,20.3084850311279,85.95136906007261,4.18,734.0,59.1,717.0,1.0,757.0,514.0,304.0
Finland,FIN,100.0,25.854119176967227,10.0,53.598,47234.85286009387,87.4689,110923.60239496584,0.8360459330908157,303920.0,67738504976.0,70077296943.0,1.36088933984851,13356.0,16.198971533637,62.6552811381026,42.0,44.4,80838.28528099974,71.9563038312956,9.944493462936158,7788.0,964.0,70.85,962.0,-7.0,192.0,756.0,176.0
France,FRA,100.0,28.73658229490269,10.0,50.059,44469.14588568046,80.5025,75518.03061729547,0.5863431579617071,538950.0,531257097397.0,617670567302.0,1.8523088187904,102984.0,17.9310747730834,62.3980765439097,38.9948006932409,14.1,83838.81022150378,78.6467804026368,7.409042758702563,6635.0,931.0,71.9,834.0,-127.0,601.0,716.0,242.0
Gabon,GAB,86.3,61.69526941871524,10.0,40.678,14796.628637417056,51.6049,75414.24113552495,3.820302144468428,257670.0,5771229877.0,3798450352.0,1.81138276957815,4013.0,36.6311836431916,59.3743798970745,17.0940170940171,90.2,20418.54539531397,89.0009733256896,30.587060918361832,4782.0,807.0,56.95,652.0,-229.0,868.0,638.0,446.0
United Kingdom,GBR,100.0,28.19868926981245,11.0,59.603,46113.02116773241,90.4246,93249.5398046291,1.5425278151763706,241930.0,433711583786.0,627606365734.0,1.95002885979327,272311.0,18.020639483359,63.9059468954247,32.0,8.8,84949.56888234292,82.23065673273,12.96968425857673,7103.0,937.0,69.9,813.0,286.0,419.0,712.0,0.21
Georgia,GEO,100.0,30.92635765109667,9.0,56.656,13718.937866976376,59.7055,17109.39610429132,7.546744998381143,69490.0,2739377239.0,8056863481.0,1.942197699613,-7889.0,20.2257848235329,65.3998342675011,16.0,27.5,14396.679309745969,57.9996827205757,49.8151083245296,4451.0,0.59,64.45,821.0,-247.0,0.59,496.0,0.21
Ghana,GHA,79.0,65.21209671229197,11.0,64.603,5170.960948574386,37.8842,8839.078034298802,10.677308233913934,227540.0,14451387694.0,12732578141.0,0.312701278609545,-4913.0,38.1355621837839,58.4792804696985,12.7272727272727,45.3,4385.808893021459,54.6991419779128,67.22333790120153,5481.0,669.0,57.25,783.0,77.0,839.0,715.0,248.0
Guinea,GIN,35.4,79.86457485785265,6.0,51.64,2687.095048271709,18.7,6541.632788822244,10.356507212723358,245720.0,3476505447.0,4226756828.0,1.76492717450729,-13718.0,42.8584219862665,53.6638744858065,21.9298245614035,72.0,3305.76848245,35.5827331542969,81.3309083625921,4874.0,634.0,52.4,738.0,37.0,0.75,702.0,422.0
"Gambia, The",GMB,56.2,79.32434504641589,9.0,45.339,2038.954298501285,22.5,2659.530424588029,3.9217186200013288,10120.0,17599654.0,460696517.0,,-3696.0,43.0679377283387,54.2934408794508,10.3448275862069,48.0,2440.388195358115,60.471712657237,69.07355641199528,4118.0,697.0,56.4,812.0,115.0,572.0,0.77,277.0
Greece,GRC,100.0,22.558181109134644,10.0,40.096,28681.68155850046,69.893,49078.0098426386,0.2036135315861997,128900.0,32544954785.0,53459873034.0,2.556623889921,10483.0,14.4200136634158,63.9236489103791,18.3333333333333,16.4,51805.15220607397,77.8895342613411,26.80905817701504,5148.0,753.0,70.65,438.0,-293.0,872.0,516.0,333.0
Guatemala,GTM,93.3,58.61245799551192,16.0,59.442,9560.17783462724,37.9,12109.80385636854,1.7479449081098153,107160.0,10912514303.0,18362556800.0,0.383850245049506,-42779.0,35.3681791247693,60.3424312037219,12.6582278481013,65.0,12991.392190019413,53.7994723140017,37.65565069953952,6325.0,826.0,61.9,915.0,-61.0,0.8,819.0,308.0
Guyana,GUY,90.0,46.69429594885145,6.0,48.112,12243.22259685414,42.7,19321.74237771904,2.1090078739521374,196850.0,1643653579.0,1757477463.0,1.25334268912328,-6107.0,30.040853452634,64.3353067132002,31.8840579710145,22.1,13088.49324831994,26.412905546573,29.08451248743526,,,,,,,,
"Hong Kong SAR, China",HKG,100.0,16.0739512523022,9.0,58.577,59260.91317619376,89.4159,41525.35676491181,2.8805797861399327,1050.0,550070336980.0,589787803086.0,,7963.0,11.5533047056495,71.8759568222049,,0.2,89628.64969164802,100.0,5.885720256075146,5362.0,831.0,,831.0,136.0,416.0,536.0,201.0
Honduras,HND,86.5,53.76453959166472,12.0,60.801,5620.654552477326,31.7358,6659.568109302631,4.512842976352104,111890.0,4520727501.0,9632166103.0,1.58983296006831,-6778.0,33.6887412898221,62.6597879577538,,45.6,6448.253224719208,55.3877322339915,36.73267088541128,6.02,843.0,62.15,898.0,71.0,783.0,796.0,248.0
Croatia,HRV,100.0,22.315745833218063,8.0,45.695,25989.38123839556,67.0962,26945.92410939096,1.2305158778690384,55964.0,15940074659.0,24569663836.0,1.6331662944665302,-44557.0,14.5707981957247,65.2937585801138,18.5430463576159,29.8,30480.22858702476,55.9009887365155,10.12714826051106,5343.0,0.77,68.25,716.0,-0.11,892.0,618.0,316.0
Haiti,HTI,43.3,54.05304249749256,6.0,56.738,3339.3888465344608,27.2,10129.796240984511,13.77987739759341,27560.0,1068745477.0,2227173723.0,0.04364592592778,-34742.0,33.6027145745781,62.1661899503353,2.54237288135593,76.2,4460.667263502123,50.735083378449,74.3271418647626,3824.0,647.0,55.2,484.0,337.0,647.0,0.57,322.0
Hungary,HUN,100.0,21.79749331470933,13.0,55.43,29728.01215688012,76.7505,23652.758487055737,4.037292737386153,91260.0,113798821504.0,107504243934.0,1.19169678184034,20200.0,14.5355813225437,66.6846693017279,10.0502512562814,14.6,25058.04820239833,70.4542541503906,7.419590454052061,6065.0,877.0,66.9,661.0,-143.0,886.0,644.0,181.0
Indonesia,IDN,98.1,39.52969806009911,9.0,64.171,10687.64092184431,32.3358,13368.12887618362,4.292678121995252,1877519.0,168823578724.0,156852232905.0,0.8651913762219919,-29467.0,26.5632798746263,67.1982866155746,19.8214285714286,25.2,6976.261713561064,54.4541015625,48.4921518603942,5098.0,796.0,62.55,865.0,485.0,0.9,781.0,319.0
India,IND,91.8,41.98545812579563,8.0,48.655,6144.7171444493815,18.2,5439.633351098205,3.96925793352338,2973190.0,294091160000.0,435140810001.0,2.5315113605679103,-251642.0,27.8478721919213,66.3274225183491,11.8081180811808,32.5,7481.376714507429,33.1821328157539,76.51809323985009,4046.0,607.0,59.7,886.0,-44.0,781.0,579.0,318.0
Ireland,IRL,100.0,32.03136360857015,10.0,57.764,80450.35293365059,84.114,289271.72377874074,1.493983825313606,68890.0,134418175209.99998,91587320581.0,0.296120745416758,28883.0,20.9435227052672,65.3844318826392,22.1518987341772,10.1,109239.9503839398,62.9035196521232,11.539545354186297,7.06,943.0,70.9,905.0,212.0,337.0,771.0,213.0
"Iran, Islamic Rep.",IRN,99.9,34.330817896484604,9.0,38.824,15719.416701550954,64.044,19314.30121616931,12.787573721413835,1622500.0,65758861650.00001,51548539126.0,2.8443384495596,34849.0,23.8955194032222,69.6037014420191,5.88235294117647,1.0,18838.289354700995,74.4011840820312,41.96043763897038,4717.0,714.0,66.0,731.0,212.0,715.0,0.59,439.0
Iraq,IRQ,99.9,69.5442551097992,6.0,36.436,10191.661698863894,49.36,39013.73046462162,14.650359788845108,434128.0,65510451906.0,36894956771.0,3.9089849205651497,-21998.0,39.7259744481794,57.1233026644764,25.3048780487805,0.5,15946.38743250054,69.8944511190753,26.62412872182907,4462.0,695.0,61.75,628.0,3.0,757.0,487.0,591.0
Iceland,ISL,100.0,29.43879139138173,10.0,74.784,55638.49205917941,98.2552,107904.36368844852,1.5737457377590829,100250.0,4849179549.0,6919431938.0,,8348.0,19.5541020255784,66.4230208874586,38.0952380952381,80.8,77646.1073906139,93.7718982310092,11.538200996758096,7476.0,967.0,71.95,939.0,241.0,727.0,823.0,148.0
Israel,ISR,100.0,46.87946741976119,15.0,62.78,39470.86812621644,81.5812,90669.648785218,0.0065518169634799,21640.0,56252800000.0,65952399999.99999,5.42682730712043,14518.0,28.2489175621531,60.2586178699757,27.5,3.9,71472.98836342311,91.6701057535759,8.039619858354865,7331.0,916.0,72.1,768.0,141.0,793.0,621.0,276.0
Italy,ITA,100.0,20.90913940219032,12.0,43.952,42142.3435406885,63.0773,66448.27959289312,0.7098217150806931,295718.0,501679937033.0,451131771249.0,1.35122350161336,95147.0,13.3921351432526,64.0491957667784,30.952380952381,16.4,78861.97603532503,69.5180784259382,16.1168398722354,6199.0,0.92,71.75,633.0,-39.0,867.0,613.0,323.0
Jamaica,JAM,97.4,31.32194817832857,6.0,60.815,10466.48767821459,55.0721,12837.27677328123,5.938051940184991,10830.0,1307550739.0,5473203875.0,0.973433068165328,-10335.0,22.2674418501412,71.0921922242404,17.4603174603175,11.0,10800.137711818648,55.9152267548307,35.82188786066202,5.89,913.0,66.6,861.0,-135.0,883.0,0.7,243.0
Jordan,JOR,100.0,54.686861328163246,10.0,32.937,9265.515367207334,64.5,22622.068609509864,1.7835501097129622,88780.0,6021065047.0,20394600282.0,4.6843537414966,12873.0,34.1070589998697,62.36793578723,15.3846153846154,5.3,14322.715760561428,90.8764609714428,9.637069579522604,4808.0,815.0,67.6,766.0,-153.0,,554.0,392.0
Japan,JPN,100.0,21.22018224835628,9.0,58.738,41444.21574439123,91.7265,83341.2403213614,-0.0743495037964407,364500.0,697806199141.0,671127995530.0,0.9132294790998008,322564.0,12.6078326716887,59.4143459524436,10.1075268817204,6.9,67589.15937492748,91.5498419685883,8.319603414373091,5911.0,882.0,73.85,849.0,-211.0,659.0,692.0,176.0
Kazakhstan,KAZ,100.0,44.34352462761179,9.0,66.789,23973.06022956508,76.4267,34758.60940521378,11.211105653728964,2699700.0,48348129951.0,29139108756.0,0.8318949680077881,21248.0,28.5323675066137,64.3439384372589,27.1028037383178,2.0,19605.825211008352,57.4586448748837,25.53960559740422,5882.0,914.0,64.2,745.0,-39.0,755.0,698.0,171.0
