Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,43.2,96.78016325644668,9.0,43.213,1744.0606232155817,5.0,3056.469399698439,16.5933467401627,652230.0,375850943.0,6390289988.0,1.82134545354632,384486.0,48.0397975201334,49.6380620251503,27.710843373494,12.6,3796.6653953619766,22.8205691572485,89.0042626266029,3832.0,521.0,51.4,496.0,164.0,731.0,0.48,267.0
Angola,AGO,34.6,86.62254449826362,6.0,64.35,7537.596564033449,4.7,52385.37037660194,29.644879139468657,1246700.0,66293679418.0,20781509262.0,3.25566035129376,128800.0,45.1495594157183,52.1221809832928,38.1818181818182,51.7,9955.132861474873,60.8431610396073,74.3450021759171,5589.0,723.0,51.22,584.0,53.0,911.0,667.0,361.0
Albania,ALB,99.7,30.84424380606806,8.0,51.857,9755.82312926131,47.0,12477.441349949037,1.6947918019878898,27400.0,1947125749.0,5318412395.0,1.52826633776627,-18630.0,20.9264009254324,67.8454159774467,15.7142857142857,35.8,10587.757900571907,53.2917382892465,59.1932153701183,5867.0,759.0,67.88,487.0,-206.0,877.0,566.0,257.0
United Arab Emirates,ARE,100.0,20.574407272852493,6.0,74.881,89665.40189219857,78.0,98305.57624004516,12.303872601643874,71020.0,220119027569.0,160578148918.0,5.46631452753061,215183.0,16.8194092207522,81.7491567206735,17.5,0.1,58311.62074365727,83.5695007795347,0.483067009435662,7119.0,881.0,65.16,889.0,65.0,,702.0,216.0
Argentina,ARG,99.0,39.84003911393281,13.0,56.297,19104.990940522788,51.0,36498.18535542293,23.70347218395932,2736690.0,80531006597.0,69496471325.0,0.764287095310235,-1117.0,25.4937170237217,63.9901889403356,37.3540856031128,8.8,26505.398374466487,91.1072286738406,18.62111888393148,6776.0,889.0,66.42,816.0,-178.0,755.0,769.0,232.0
Armenia,ARM,99.5,27.651705304637314,11.0,50.142,7624.2677262690495,32.0,12798.343121032827,4.281549998261184,28470.0,1310706665.0,4141973886.0,3.85394644115574,-17296.0,19.3559576508571,69.9991499247162,8.3969465648855,8.0,7761.312267363557,64.3207449145194,47.279579716765696,4.26,705.0,65.04,465.0,-227.0,875.0,411.0,459.0
Australia,AUS,100.0,28.239982478131125,11.0,62.184,42152.816179830974,79.4877,114227.28784810237,6.198903484637924,7682300.0,268275290523.0,238421667690.0,1.75526613878209,197657.0,18.9825343002766,67.2186509873875,24.6666666666667,8.3,96503.49132312145,86.3268946146423,10.62248169567526,7406.0,967.0,70.28,945.0,366.0,382.0,724.0,195.0
Austria,AUT,100.0,21.659739190890804,10.0,57.131,44171.5618687028,78.74,89319.28640398773,1.819937438041677,82520.0,177269826284.0,191427489939.0,0.7959319589806221,31887.0,14.6458889086137,67.6180439804748,27.8688524590164,31.6,81452.87319732246,67.1484255415056,10.69414270063398,7471.0,944.0,70.0,939.0,128.0,703.0,672.0,145.0
Azerbaijan,AZE,99.9,30.74216151636483,9.0,57.873,14804.574450791106,50.0,40436.88741915305,24.60694968845189,82658.0,26570165600.0,9755249600.0,4.67013555547022,1686.0,22.1632428169379,72.0939429460413,16.0,3.5,7930.941434274422,53.5085461893249,57.5386634407561,4.68,725.0,61.98,537.0,-108.0,795.0,522.0,258.0
Burundi,BDI,6.2,86.69873870636964,,77.307,628.6654482961784,1.11,2876.7869074951686,8.372378815874399,25680.0,110968965.0,664293746.0,,-19513.0,45.3899257643926,52.3536120374012,30.4761904761905,92.1,2667.998453939253,11.5616652230006,86.9381200861101,3706.0,422.0,51.52,0.49,-59.0,677.0,572.0,0.19
