Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,68.0,93.40951969123267,9.0,43.301,2133.241270986467,5.9,2560.460286446483,4.822785478769859,652230.0,373958198.0,1981277507.0,1.0769497676240298,18119.0,47.161386009242,50.4888449766978,27.710843373494,16.9,4111.12152901615,23.8077136743646,86.4837438686457,3572.0,484.0,52.0,578.0,63.0,823.0,547.0,273.0
Angola,AGO,38.4,86.73052660830086,6.0,64.119,8504.095320720526,13.0,59391.57251615376,3.233508037842171,1246700.0,67589205296.99999,26752784626.0,4.455239421551091,124478.0,45.1839857033772,52.0969806945144,34.0909090909091,46.8,11465.641894960714,62.1333075212361,68.4179370315136,3937.0,722.0,52.46,0.41,-106.0,816.0,0.65,371.0
Albania,ALB,99.9,28.944946341721707,9.0,44.101,10196.543281169596,51.8,15627.282452844536,0.3525637852777095,27400.0,2429581496.0,4897000344.0,1.40898210141146,-20681.0,19.794192578173,68.3856722403311,17.8571428571429,41.1,12066.829588282766,54.2979678058548,57.7794652997091,4551.0,759.0,68.44,632.0,-129.0,863.0,541.0,338.0
United Arab Emirates,ARE,100.0,20.600612508787748,12.0,75.691,87526.32547970614,88.0,98025.6150374945,-0.6018374874312968,71020.0,245050998500.0,183894465605.0,6.03468625064444,279269.0,16.8283164877966,81.6884573970865,17.5,0.1,59486.53096528525,83.9558135814626,0.636339242197725,6621.0,864.0,65.28,936.0,,,,291.0
Argentina,ARG,99.3,39.24669467368096,13.0,55.705,19928.989490167023,59.9,35257.58527217358,23.94879841627464,2736690.0,72571045546.0,73322021312.0,0.83773642721392,5275.0,25.1502863661773,64.0825562537135,36.5758754863813,8.9,26720.584317449942,91.3014507719473,19.68578509316161,6582.0,0.91,66.66,737.0,-134.0,823.0,766.0,254.0
Armenia,ARM,99.4,28.21882033964023,12.0,51.339,9454.878528365563,41.9,13006.334445990664,3.3668246422446515,28470.0,1463689707.0,4474893938.0,3.99724455730484,-16265.0,19.6515983819432,69.6400159040937,10.6870229007634,6.8,7842.195226557537,64.3584061131466,45.712370742357294,4277.0,723.0,65.52,504.0,-198.0,0.9,503.0,0.45
Australia,AUS,100.0,28.38574660758145,11.0,61.343,46123.47509628479,83.4535,125177.759937314,-0.13127264372919,7682300.0,248263777619.0,238444267736.0,1.63819651223089,215823.0,18.933376162926,66.700299430582,26.0,9.2,99326.897430491,86.5740515760243,10.398009041769589,7364.0,928.0,70.44,933.0,265.0,432.0,0.77,177.0
Austria,AUT,100.0,21.31778315720951,10.0,57.122,47519.852279657134,80.6188,90175.16395515208,1.708722881911612,82520.0,174987605184.0,183271970852.0,0.7571801925799959,56726.0,14.3738718336399,67.4266821192924,33.3333333333333,34.6,79774.71610862724,67.2981308784247,10.52930235338699,7499.0,0.95,70.2,922.0,164.0,679.0,725.0,163.0
Azerbaijan,AZE,100.0,31.616659076773608,9.0,58.82,17267.511891953767,73.0,39459.8549506448,0.4131639221209582,82659.0,23974282300.0,10709707900.0,4.54092330961466,2291.0,22.6562640559765,71.6592530898028,15.5737704918033,2.5,8870.790879873033,54.1821087431318,56.4352439885177,5481.0,0.77,62.54,672.0,-171.0,699.0,516.0,242.0
Burundi,BDI,6.9,89.07356609033154,,77.59,687.3709683117152,1.26422,2778.166774670896,8.229642645844805,25680.0,205748843.0,721359537.0,2.4824131147541,-2285.0,46.0604910817882,51.7106229076444,30.4761904761905,90.8,2452.8534388564267,12.9670962745892,86.69752310055429,,,,,,,,
Belgium,BEL,100.0,26.01968845327088,12.0,49.1,43864.120419683815,82.1702,89029.06005375861,1.412489654717362,30333.0,461922581977.0,450894854868.0,1.0045200869807,28066.0,16.988535946602,65.2910824069226,38.0,8.3,88260.91269044836,85.7415410247275,11.767999599012256,7104.0,909.0,69.68,891.0,12.0,574.0,738.0,217.0
Benin,BEN,34.7,81.61608704779232,6.0,71.109,2511.653095883325,4.9,2340.403737293752,1.3972983945518251,112760.0,594614378.0,3019639684.0,0.6872396834962541,-887.0,43.5668506751926,53.3802257734234,8.43373493975904,52.0,3033.244325366596,44.6502883669319,83.4485053544751,3479.0,577.0,53.78,783.0,-85.0,856.0,646.0,216.0
Burkina Faso,BFA,15.4,88.21747970478293,10.0,75.898,1642.8921312577647,5.0,2479.3920214950044,-2.1291711776874536,273600.0,2501358675.0,4355936764.0,1.23609025726906,-33212.0,45.6185499866095,51.7114608653578,15.748031496063,78.7,2418.023971013876,25.106116148748,80.7933698090045,3326.0,745.0,52.52,741.0,-15.0,765.0,592.0,287.0
Bangladesh,BGD,61.5,51.50751349253781,5.0,54.649,3691.104311021167,6.63,3673.2490828508094,7.174953432324145,130170.0,21657154890.0,34608666811.0,1.11372942922328,-862944.0,32.4236999110096,62.9494570158261,19.7142857142857,37.0,4756.710120712623,28.8407036106763,59.572385704006194,4.66,0.53,62.76,742.0,-29.0,743.0,492.0,246.0
Bulgaria,BGR,95.3,20.41041923594884,10.0,46.957,15829.59140810484,53.0615,13114.816706698795,0.0719515940466948,108560.0,29017748589.0,34157026540.0,1.45404283053363,-1324.0,13.6699552397899,66.9753508090845,24.5833333333333,18.2,15579.599385351394,72.9632821572019,7.043220572939751,3993.0,829.0,65.62,603.0,-197.0,962.0,537.0,278.0
Bahrain,BHR,100.0,25.402752587218608,9.0,70.702,56310.31174581892,90.0,47961.86438675154,0.4998289563838511,770.0,10286886739.0,18576964382.0,4.14139762975071,35574.0,19.7594978694769,77.7848127947515,10.0,0.0,39745.84032379092,100.0,0.96644841075109,6.69,884.0,65.72,809.0,,525.0,711.0,306.0
Bosnia and Herzegovina,BIH,99.5,21.445768894991293,9.0,36.517,10127.442974971558,48.5213,10391.909661626994,-0.2241202936994852,51200.0,5554892968.0000105,10298722985.0,1.08705579799922,-37002.0,14.7763039210337,68.9007380238331,21.4285714285714,19.5,15402.286538990356,46.6954224739896,21.54359549361948,5124.0,767.0,67.0,0.39,41.0,0.97,489.0,315.0
Belarus,BLR,96.2,22.074771725895523,9.0,60.146,19014.052973769754,54.17,12464.38897046603,21.26300022832864,202908.0,36632086800.0,42240555100.0,1.27079665150066,10550.0,15.5795955666957,70.5764717728536,26.605504587156,7.0,10034.686408576932,75.94970703125,7.52722786338655,5876.0,923.0,63.98,723.0,-181.0,653.0,545.0,206.0
Belize,BLZ,91.1,52.99836262111239,8.0,57.402,9525.830890305782,33.6,13959.841870340691,2.0125104099831788,22810.0,413305309.0,905544836.0,0.8740105893026311,1505.0,33.2557145658862,62.7488459635802,3.125,38.0,15022.393577599569,44.4380542363795,29.52209955304273,,,,,,,,
Bolivia,BOL,89.5,54.57143881455352,14.0,66.239,8068.720172307764,36.99,8659.206730817285,5.995388368549044,1083300.0,12249343003.0,9697073328.0,1.84124031434345,-11369.0,33.3429034063079,61.0995583241264,25.3846153846154,16.0,5758.386952483209,67.6697055519889,65.3711622818641,5767.0,803.0,62.3,846.0,-68.0,812.0,721.0,0.41
Brazil,BRA,99.6,33.54900051784502,14.0,59.766,15722.333524370084,51.04,17458.879495973466,7.50456453269075,8358140.0,236541904690.0,252439545482.0,1.32944608382557,-157228.0,23.2696192059022,69.3600959635388,8.57699805068226,42.3,18939.10513542227,85.1676585442726,25.43024887499072,7.14,0.91,64.38,785.0,-98.0,707.0,725.0,276.0
Bhutan,BTN,87.4,41.72843791060317,,63.426,8666.910635900686,22.4,20496.9980528514,6.164131598108185,38117.0,456684938.0,1227836668.0,,309.0,27.8494442782235,66.7395587592534,6.38297872340426,81.7,7499.567951049427,35.5740003158589,70.8867128653209,5569.0,819.0,62.24,0.81,352.0,802.0,664.0,217.0
Botswana,BWA,58.0,55.22067199139793,,50.399,13621.149472669544,30.0,46782.22989645089,1.5320450603637568,566730.0,7932921394.0,9417833287.0,2.1471710497407,-7836.0,34.3542071278669,62.2125420280681,7.93650793650794,26.7,15483.00430588134,64.7579735458393,28.37797005517934,4128.0,856.0,51.92,767.0,-145.0,749.0,671.0,244.0
Central African Republic,CAF,11.5,94.20741236645225,10.0,69.036,709.853481245446,2.5,1560.515345183801,2.4874867776006653,622980.0,53100940.0,127504682.0,2.83390827023391,-112382.0,47.5892201888714,50.5153670963349,,95.1,2051.7096702136,39.3042963482777,78.9416720643146,,,,,,,,
Canada,CAN,100.0,23.75396866515317,10.0,61.788,44301.05625291326,85.8,99544.02818030283,1.7407379314567777,8965590.0,458027938644.0,485821021908.0,1.00236720047397,239813.0,16.2714380359575,68.4998731704546,24.6753246753247,22.2,70942.00496715256,81.183439957458,10.5840958560203,7594.0,936.0,70.98,916.0,312.0,406.0,801.0,263.0
Switzerland,CHE,100.0,22.06662133109839,11.0,64.393,61656.46617085157,86.34,174705.39719651226,-0.0868425914429025,39511.428,357764923725.0,321088539248.0,0.712636242390875,83823.0,14.9102444853064,67.569206651867,31.0,21.8,143131.38823580998,74.1121384785551,11.27837848567475,,,,,,,,
Chile,CHL,99.6,29.74827694956012,12.0,57.88,22201.066068433745,58.0,34083.89028639694,2.260770609223542,743532.0,75909450133.0,76501467327.0,1.99462247217943,36529.0,20.4792936554866,68.8419518588406,15.8333333333333,30.2,24143.09632599005,87.1827777654221,19.19543192166341,6.74,862.0,69.04,737.0,79.0,741.0,791.0,285.0
China,CHN,100.0,25.305257220474235,9.0,66.751,12228.373608419706,45.8,17787.21304404691,2.297993974019448,9388211.0,2207941404351.0,1770644245598.0,1.7143409229625002,-188951.0,18.3054006638332,72.3383307205597,23.40140609307,11.5,17324.004950102873,54.4900016784668,38.4984455583427,5241.0,778.0,67.48,805.0,-161.0,,717.0,142.0
Cote d'Ivoire,CIV,61.5,76.19453120894374,10.0,64.302,3619.017908548649,6.6,7803.70467103091,2.876730428525164,318000.0,13627594165.0,12699243350.0,0.995019119922897,-250964.0,42.1525339700867,55.3222585566853,10.4417670682731,72.2,6844.167445077412,48.5702332186208,75.8313713974169,3739.0,709.0,51.3,739.0,-32.0,691.0,661.0,306.0
Cameroon,CMR,56.3,81.29747983801482,6.0,70.475,3238.8682984373254,10.0,6448.998464977736,3.053459169250374,472710.0,4386026252.0,6847409186.0,1.1650411430349898,-6900.0,43.5350939540544,53.5503581471515,31.1111111111111,77.7,4627.347967840862,51.9475591877024,75.26255747168949,4271.0,0.76,50.92,794.0,-36.0,867.0,0.64,268.0
"Congo, Dem. Rep.",COD,15.2,90.28284802794175,6.0,62.839,760.6498799396196,2.2,5956.577087154647,5.967494525185273,2267050.0,4859627942.0,9955917908.0,1.07353188499408,121097.0,45.9560232668436,50.9022746520143,8.94308943089431,93.9,1948.0727758509645,40.5675263197158,80.7675097625104,4497.0,0.83,51.4,0.48,13.0,913.0,556.0,187.0
"Congo, Rep.",COG,42.5,73.82521584272155,10.0,54.477,5833.863366514361,6.6,15592.349389938228,-1.1045621892685773,341500.0,10373797053.0,8367965464.000001,2.04447551898046,-24605.0,41.3342408709396,55.9893261389154,7.35294117647059,62.3,7106.333714237354,62.8682817180686,75.35347639883119,3955.0,0.68,54.14,726.0,-104.0,752.0,599.0,291.0
Colombia,COL,97.8,37.84647719138581,10.0,61.053,12779.886581831845,51.7,19210.60146469724,1.907676432211616,1109500.0,57570511568.0,57866019240.0,3.27226285651869,-64789.0,25.658665088736,67.7967037079735,12.1212121212121,32.0,11247.020648656491,77.0315988189922,44.36474991630153,6607.0,901.0,67.86,841.0,-74.0,898.0,815.0,278.0
Comoros,COM,69.4,72.10439699335008,6.0,42.398,2832.5312154814624,6.5,2944.132410195628,1.752238480064321,1861.0,16596961.0,209585746.0,,-2365.0,40.1513230895191,55.684957824165,3.03030303030303,63.6,6818.700935962359,29.7043482521482,58.42758323993255,,,,,,,,
Costa Rica,CRI,99.6,34.23288719758783,13.0,58.43,15232.07715294966,45.96,32779.551152551554,4.590211674811442,51060.0,11484729101.0,18121748979.0,,1579.0,23.4234747135744,68.4238638023794,38.5964912280702,37.8,23171.40138805324,73.9431776192863,27.236289019368108,7158.0,902.0,69.68,898.0,11.0,813.0,809.0,278.0
Cuba,CUB,98.5,24.70331831957871,9.0,53.442,,27.93,21411.89362002068,2.657830239662644,104220.0,3802639830.0,11708250857.0,3.51272878104423,-37619.0,17.113261951551,69.2751590025551,48.8562091503268,18.2,18688.890304085497,76.81640625,17.228352913625823,,,,,,,,
Cyprus,CYP,100.0,22.597157112104224,10.0,53.707,28499.85546875,65.4548,22260.610529925347,-0.9377389499643414,9240.0,1677880153.0,6314788481.0,1.60700908951525,11914.0,16.2170209351336,71.7655281929563,10.7142857142857,9.7,34754.699866969255,67.2102333625375,13.51956104273001,5439.0,744.0,71.28,656.0,98.0,867.0,657.0,0.42
Czechia,CZE,100.0,21.95278142366893,9.0,55.135,31013.00829338312,74.1104,31573.46746204598,1.2715877867745036,77220.0,162173021034.0,143441247090.0,1.00870446252121,5427.0,14.9260797747157,67.9917611396456,19.5,13.9,32937.995219598604,73.1622186934979,14.18930471847079,6698.0,888.0,68.06,726.0,-0.16,916.0,656.0,253.0
