Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,28.7,104.96821789465947,6.0,42.866,1076.0873526087053,1.22415,3130.653230765515,10.912773550304806,652230.0,660562691.0,2937814845.0,1.99206569856085,250971.0,50.0495665421968,47.6806841112977,27.3092369477912,33.9,2576.5887399581284,19.7059095753667,93.5180128027252,,,,,,,,
Angola,AGO,29.4,86.78993628760792,4.0,64.679,5415.612120180988,1.14337,35748.22753304181,40.13645109303741,1246700.0,23331836788.0,7907055779.0,3.6922409469853097,87050.0,45.1862188384156,52.0638895726361,15.0,68.9,5956.361471562848,56.0,79.5157009787716,,,,,,,,
Albania,ALB,99.4,39.6964336121129,8.0,47.419,5780.869259663246,6.04389,11812.918783179966,3.143705053750793,27400.0,626261872.0,2596394374.0,1.35000497056322,-48893.0,25.8703792619302,65.170542224898,7.14285714285714,36.8,8836.422473525461,45.9937666920583,55.25381250520199,,,,,,,,
United Arab Emirates,ARE,100.0,21.653288049408754,6.0,74.315,101301.41233916288,40.0,113047.53194204878,16.526306932784635,71020.0,88932310999.0,66866211358.0,3.65647067832081,174926.0,17.4833593795219,80.7422842185822,0.0,0.1,76668.34506408747,82.2122832763517,0.246177725495406,,,,,,,,
Argentina,ARG,96.7,42.694793989260695,10.0,54.434,13464.812847056117,17.7206,33906.657702159224,10.317511198240553,2736690.0,39608152253.0,28125706499.0,0.847154783885961,-22068.0,26.9387273529874,63.0960471662271,36.1867704280156,9.6,21562.13191123508,90.1233737736072,21.27970636547317,,,,,,,,
Armenia,ARM,99.8,31.38685411248252,10.0,54.336,5172.218921029502,5.25298,11361.500703485848,3.208756666352812,28470.0,973796319.0,1797285189.0,2.87193136291811,-29921.0,21.2332658428773,67.6501512963722,5.34351145038168,6.5,5383.593979340232,64.5334210637509,47.6886991150855,,,,,,,,
Australia,AUS,100.0,29.3442663966515,11.0,61.26,33089.702350183674,63.0,110359.07932521148,3.825040385335569,7682300.0,103432409078.0,125596055267.0,1.7962877376380495,131371.0,19.7637363639096,67.351268743388,24.6666666666667,6.7,92827.35153738156,85.6190871221958,11.799091395929697,7341.0,968.0,69.8,935.0,,0.39,0.77,238.0
Austria,AUT,100.0,23.62855328540535,9.0,54.764,34776.66995352181,58.0,88440.61331153802,2.531967846572968,82520.0,124120115601.0,126832626558.0,0.8559373015716221,50676.0,16.0138868829909,67.7734463884085,33.879781420765,24.4,79728.70847879213,66.9797950654143,11.34451594630676,,,,,,,,
Azerbaijan,AZE,99.1,36.80778735517874,9.0,61.711,6854.93618778844,8.03038,20750.119937491832,14.723496518252771,82660.0,4347107404.0,4210148597.000001,2.2990696745857497,16431.0,25.1393469165947,68.2989835817229,13.0434782608696,3.4,4561.462524901393,52.5028533935547,58.29210179981909,,,,,,,,
Burundi,BDI,3.2,88.1978523770179,,75.95,553.0479737598632,0.542143,3482.7492645165985,18.841589476923275,25680.0,44351603.0,240868248.0,4.43619004108442,17905.0,45.7664249161658,51.8906332806971,30.5084745762712,96.0,2738.090569039176,9.1806167624459,87.1622421559675,,,,,,,,
Belgium,BEL,100.0,26.101299395325128,12.0,48.796,33177.89094581582,55.82,82010.68152541347,2.0830733394964227,30333.0,331897897989.0,317898891965.0,1.09664118158572,50576.0,17.1343269281833,65.6454734618486,34.6666666666667,2.5,87575.91973203426,83.5645449743707,12.12117493238432,7262.0,935.0,68.4,924.0,,598.0,677.0,0.26
Benin,BEN,26.1,85.11903642179301,6.0,71.176,1945.564140522958,1.27103,2228.526741084668,4.293664135261466,112760.0,295440998.0,887682321.0,0.680970684993479,30495.0,44.5712798506221,52.3634625970944,7.2289156626506,59.2,2740.6216179929875,40.3097749006517,84.38929626002019,,,,,,,,
Burkina Faso,BFA,11.1,87.8238728099699,10.0,77.734,1171.7643231958748,0.469914,2521.2623597075703,3.739385397280543,273600.0,275674446.0,1016444890.0,1.2018948481342,9795.0,45.4655028000577,51.7689568284404,11.7117117117117,85.4,2438.9956405369776,22.0179778440204,81.0548301952539,,,,,,,,
Bangladesh,BGD,44.2,59.03782671630746,5.0,55.65,2019.7383956343128,0.241637,2443.5374885133315,4.586360706418446,130170.0,7214530637.0,12575480212.0,0.972810090266113,-1036635.0,35.7391159109622,60.5359621928184,14.7826086956522,50.6,3744.44686268779,25.4769540701509,64.4914371632306,,,,,,,,
Bulgaria,BGR,90.6,19.81362740545019,9.0,45.075,9891.96378312808,19.97,9469.95428137528,6.594259449484866,108640.0,10542518917.0,15215482039.0,2.2353502672636703,-14435.0,13.6699900371011,68.9928895194242,22.0833333333333,9.8,12969.96895058325,70.0869598388672,9.38608748156539,,,,,,,,
Bahrain,BHR,100.0,32.035741339814464,9.0,65.024,47268.2721612188,21.3037,,13.734968351693697,740.0,2437707212.0,5167379795.0,3.214381095330069,45682.0,23.7426603360054,74.1130747884418,0.0,0.0,,91.168165501421,2.152937258616289,,,,,,,,
Bosnia and Herzegovina,BIH,99.1,24.2108362160514,9.0,36.067,5724.6519520614,21.3267,7294.455784624138,6.189013756197653,51200.0,2048896266.0,6337309537.0,1.54421965764078,-37086.0,16.8628507359832,69.6500518858448,16.6666666666667,19.7,12655.781454350476,44.1570799336802,23.87917657843363,,,,,,,,
Belarus,BLR,91.5,22.261694003400727,9.0,55.439,9636.891123857631,,7246.398876859589,18.97216060879808,202833.0,15863639805.0,16185445510.0,1.49845313530187,-15451.0,15.5310000265313,69.7655996218803,29.0909090909091,6.8,8334.526846218918,72.0310134887695,11.60279802329802,,,,,,,,
Belize,BLZ,83.5,65.27495785497189,8.0,54.113,9466.1427445401,17.0,18361.9955342426,3.005938425805581,22810.0,206811254.0,448260244.0,0.75074714637425,2073.0,37.9270404907581,58.103782033064,6.66666666666667,25.6,18404.802552506702,46.7271194028137,29.12910675705873,,,,,,,,
Bolivia,BOL,68.3,62.36002445928914,8.0,67.494,4937.869976824863,5.22758,5183.7931600077045,5.940797630219123,1083300.0,2936177876.0,2339931562.0,1.717004422633,-15594.0,36.3444139406085,58.2815902587329,16.9230769230769,24.6,5666.526772310667,64.2133062205259,68.1334015628131,,,,,,,,
Brazil,BRA,97.1,40.4073142665826,8.0,60.87,11081.247473573596,21.0227,15546.513094265903,7.431224757439779,8358140.0,113919580606.0,77049013074.0,1.52401346273319,-88868.0,27.1166426495537,67.1082522335636,8.57699805068226,46.1,16439.242403719967,82.9838799596945,29.65448769440972,6637.0,883.0,63.1,882.0,,745.0,0.77,302.0
Bhutan,BTN,59.8,53.515498565375786,,67.318,4523.35970644529,3.84711,19575.191179164707,6.479202401392243,38117.0,258660180.00000003,387137560.0,,848.0,33.2242729074109,62.0835350988985,9.33333333333333,88.7,4928.38809168398,30.9379917831613,71.3485770752317,,,,,,,,
Botswana,BWA,37.5,58.0579942183678,,47.82,11458.227096796849,3.26255,58834.40254735843,15.471706569310513,566730.0,4430561269.0,3161989422.0,2.85800418504025,4283.0,35.4761215016004,61.1046281898192,11.1111111111111,33.0,11870.502914564686,58.4535554684584,22.56835452402848,,,,,,,,
Central African Republic,CAF,7.4,85.3689290877152,10.0,68.406,702.4606245912321,0.268196,,4.188437081593847,622980.0,110149647.0,109554307.0,1.08975993344158,-13604.0,45.0533895120803,52.7749244225176,10.4761904761905,91.0,,38.0448510426866,79.3888598021385,,,,,,,,
Canada,CAN,100.0,25.57146809465219,10.0,62.221,36328.378994377046,71.66,92965.3577908604,3.1166384707841672,8965590.0,360662298128.0,330369916154.0,1.10710542420811,204526.0,17.7072452727055,69.2461072880222,21.1038961038961,21.6,68771.78292054415,79.9760615882965,10.23429937934285,7418.0,962.0,70.5,957.0,248.0,503.0,783.0,233.0
