Indicator Name,total_values,null_values,coverage_percent
"Primary education, duration (years)",5320,322,93.94736842105263
"Secondary education, duration (years)",5320,367,93.1015037593985
"Compulsory education, duration (years)",5320,707,86.71052631578948
"Preprimary education, duration (years)",5320,839,84.22932330827068
