country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,-0.5875353835867003,-0.9161805265915214,-0.0993747685569084,0.3576805029318356,0.9812403253952167,0.6630807941466839,-0.9042433894470677,0.37947233634437205
Argentina,ARG,0.5435051039874031,0.689915934957701,-0.09672835854018799,0.19747382302879907,-0.9677536904486291,0.5995547971786707,-2.9317195501554747,0.9862662046975134
Armenia,ARM,-0.11833307135211475,0.023440532546118907,-0.09702429385054104,-0.6676422484475983,-1.4887718927039146,0.6406598540403262,-0.5510245461180769,1.6638526910251878
Australia,AUS,1.1972535842883936,0.8902227498901437,-0.09605144903719653,1.1507035684518665,1.8431716723360594,-1.0222265371811954,0.641089050117267,-0.025056909224388805
Austria,AUT,1.1603443506751125,0.8465194448139743,-0.09610927547715056,1.0025123895415577,1.7466868200665622,-0.3383878639372887,0.5773134256273104,-0.4801523104892448
Azerbaijan,AZE,-0.03490809126730158,-0.06760801969590051,-0.09756514114187594,-0.11092403578454632,-0.298792048046781,0.03903129451973079,-0.1830882509837115,0.06596217102858239
Bangladesh,BGD,0.0839093046110687,-0.8579094531566289,-0.09773181735115526,-0.09089820079666676,-0.46603245864724296,0.3641349260619159,-0.26158132727904276,0.1165283267246775
Belarus,BLR,0.2917133459132397,0.7336192400338702,-0.09755833803129312,-2.515466094449222,-1.5337981570963468,-0.0319683491504016,0.0,0.2581135626737438
Belgium,BEL,1.1279855705210033,0.8028161397378051,-0.09624873924409856,1.034553725522165,-0.08009304956925374,-0.19638857659702397,0.5429727047481029,0.21766063811686773
Benin,BEN,-0.616354922161454,-1.167474530779495,-0.09903801458305837,0.3216339999536524,-0.12511931396168582,0.4500818631362867,-0.11931262649375483,0.834567737609228
Bolivia,BOL,0.20828836582842652,0.3002281313618579,-0.09753792869954463,0.38972183891244294,-0.6975961040940365,0.3603981027108563,0.6116541465065177,1.734645308999721
Botswana,BWA,0.2856460746343442,0.4713994095768544,-0.09950742921327356,0.9184038825924636,-1.1542910715029906,0.3790822194661543,0.3859865521574403,-0.025056909224388805
Brazil,BRA,0.9125974401202129,0.6389287457021701,-0.09715015139632338,0.6140111907766941,-0.6204082222784387,-0.061862935958878394,0.5871250601642267,0.45026495431890523
Burkina Faso,BFA,-0.5258514589179294,0.08899549016037288,-0.09940538255453112,-0.06686719881121127,-0.7361900450018355,0.6817649109019819,-0.29592204815825024,0.844680968748447
Burundi,BDI,-0.6689379399118817,-1.4988912609404457,-0.0995176338791478,-2.516988057908301,-0.21517184274655,-2.6295837334059713,-0.8993375721786094,0.3289061806482769
Cambodia,KHM,-0.2143981999346269,-0.304334255525151,-0.09804476043796537,1.1426932344567147,0.1836322133007056,0.6855017342530414,-2.9323082482276894,1.1581911340642368
Cameroon,CMR,-0.3003512097189799,-0.02026277253005041,-0.09967750697784428,-2.5157064044690767,-0.5882466048552729,0.8985006652634385,0.07201424697611518,0.9255868178621992
Canada,CAN,1.31455416234704,0.8610872131726974,-0.09594259926787128,1.1907552384276257,1.5601494390122006,-2.6314147768479903,0.999213710714716,-0.18686860745189315
Chad,TCD,-0.12844519015027392,-0.47914747582982825,-0.0998271754106665,-0.40730639360516396,0.2929817125394692,0.894763841912379,-0.14384171283604585,0.04573570875014435
Chile,CHL,0.4565408823232342,0.36942503106579266,-0.0963745967898809,-2.515466094449222,0.40233121177823283,0.13618870164728036,0.5282552529427282,-2.226403931298193
China,CHN,-0.02024551900997078,0.16547627404366919,-0.09670794920843952,0.8983780476045841,-0.7104607510633029,0.0,0.5233494356742701,-0.7430963201089393
Colombia,COL,0.6481655335483505,-2.5554914999986322,-0.0966093041049885,0.666078361745181,-0.3888445768316452,0.21839881537059155,0.832415923587137,0.8750206621661041
Congo (Brazzaville),COG,-2.46848048911349,-0.5374185492647207,-0.09907883324655535,-0.4113115606027399,-0.8841334851483981,0.0,0.02295607429153312,0.784001581913133
Costa Rica,CRI,0.9934943905054863,0.7773225451100396,-0.09624873924409856,1.1346829004615628,0.4730867701091976,0.4164504529767503,1.1758231323792114,0.12664155786389653
Denmark,DNK,1.5597730432024,0.9157163445179091,-0.0962351330229329,-2.514144389340022,1.6244726738585322,-1.706065210425102,0.7882635681710132,-0.581284621881435
Djibouti,DJI,0.062168249195026476,-2.5561834689956715,-0.09884072437615635,0.5779646877985108,0.7110827390406244,-0.4803871512775535,-2.9316214338101054,-2.228527709837429
Dominican Republic,DOM,-0.022267942769602617,-2.5556007582613227,-0.09692905030238144,0.8783522126167045,-0.40814154728554464,0.08760999808350557,0.2731527549829016,1.0975117472289226
Ecuador,ECU,0.20778275988851858,0.4604735833078121,-0.09688823163888448,-2.515466094449222,-0.7297577215172023,0.3603981027108563,1.0433660661308397,0.6323031148248476
Egypt,EGY,-0.12844519015027392,0.1290568531468614,-0.09749030692546481,4.553347705013851e-16,-0.6525698397016044,0.782659141380591,0.14069568873453006,0.81434127533079
El Salvador,SLV,0.15418853025827495,0.16183433195398841,-0.09694945963412993,0.029256809130610666,-0.6268405457630718,0.11376776154092276,1.121859142426171,0.1165283267246775
Estonia,EST,0.28615168057425217,0.7336192400338702,-0.0966807367661082,0.05328781111606615,-1.5209335101270804,-0.15528351973536836,-0.01629046385613252,-0.025056909224388805
Finland,FIN,1.4080912612300123,0.9047905182488668,-0.09620111747001876,1.222796574408233,0.04855342012340936,-1.8219067343079496,0.45466799391585516,-0.7734360135265964
France,FRA,1.0728745230710357,0.8465194448139743,-0.09588817438320864,0.8182747076530658,-0.3245213419853136,-0.13286257962901077,0.5086319838688954,0.6120766525464095
Georgia,GEO,-0.3691136175464622,-0.3443956185116395,-0.09716375761748904,-0.058856864816059444,-1.5595274510348793,-0.7718593726602022,-1.1151935319907704,0.41992526090124815
Germany,DEU,0.8271500362757679,0.8028161397378051,-0.09606505525836218,0.5499285188154794,-1.1426101815162957e-17,0.19971469861529353,0.36145746581514926,-2.2275163867235075
Ghana,GHA,0.039921587839076296,-0.29340842925610866,-0.0988781414843619,0.8383005426409453,0.6596241511635591,0.5920811504765514,0.3712691003520657,-0.4902655416284638
Guatemala,GTM,0.7725445947657084,0.5952254406260008,-0.0978372655651891,-2.515506146119198,1.2063716473573771,0.3417139859555583,-2.9313270847739985,0.13675478900311555
Haiti,HTI,-0.5258514589179294,-0.08581773014430438,-0.10501114567478206,-0.6556267474548706,1.2964241761422413,0.40150315957251187,-0.12421844376221304,0.359245874065934
Honduras,HND,-2.4676715196096373,0.4568316412181313,-0.09729981982914561,0.23352032600698228,1.328585793565407,0.5920811504765514,0.5920308774326849,-0.14641568289501705
Hong Kong S.A.R. of China,HKG,0.12688580950324518,-2.5556371776822195,-1.9335603220806673e-17,1.174734570437322,1.778848437489728,-1.6089078032975523,-0.11440680922529663,0.1670944824207726
Iceland,ISL,1.0122018102820807,0.999481012580567,-0.09585415883029448,1.0265433915270132,1.6116080268892659,0.01287353106231359,1.239598756869168,-0.6824169332736252
India,IND,0.1314362629624168,-0.06760801969590051,-0.09834069574831841,0.5098768488397204,-0.5753819578860067,0.6967122043062203,-0.12421844376221304,0.3895855674835911
Indonesia,IDN,-0.0359193031471175,-0.10038549850302748,-0.09762977069241281,-0.1309498707724259,0.9426463844874178,0.9844476023378094,0.3761749176205239,0.18732094469921065
Iran,IRN,0.12284096198398152,-0.2533470662696201,-0.09695626274471275,-0.11092403578454632,0.17076756633143927,0.6107652672318494,-0.2812045963528756,1.2593234454564268
Iraq,IRQ,-2.4680911725397605,0.15090850568494607,-0.09759915669479009,-0.9720349402633679,-0.47246478213187615,-2.6293968922384185,-0.3253569517689995,2.3009862527959863
Ireland,IRL,1.3560138494194927,1.0213326651186516,-0.09608206303481925,1.0625898945051966,1.9396565246055568,-0.8129644295218578,0.7195821264125982,-0.7329830889697203
Israel,ISR,1.2007928258677494,0.5697318459982353,-0.09584735571971166,0.13739631806516034,0.7754059738869559,0.7228699677636374,0.1799422268821957,1.299776370013303
Italy,ITA,-2.4669838955313623,-2.5554914999986322,-0.09590518215966572,-0.3432237216439493,0.19006453678533874,0.9022374886144982,-0.05063118473533996,0.48060464773656225
Japan,JPN,0.5182248069920051,0.6717062245092971,-0.09558883751756417,0.5739595208009349,-1.0063476313564281,0.4164504529767503,0.5233494356742701,-0.2981141499833024
Jordan,JOR,-2.467919266520192,0.23103123165792316,-0.0966807367661082,4.553347705013851e-16,-0.9420243965100965,0.01661035441337319,0.282964389519818,1.1177382095073607
Kazakhstan,KAZ,0.5055846584943062,0.49689300420461985,-0.09789509200514313,0.39372700591001886,-1.5402304805809799,0.7266067911146971,0.07201424697611518,-2.2281231805918607
Kenya,KEN,-0.4404040550734844,0.45318969912845053,-0.09904141613834978,-2.5155461977891735,-0.24090113668508262,0.763975024625293,0.6607123191910999,-0.7228698578305013
