country,cntry_code,happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,-1.0881912993913319,-0.689213345886263,-1.601354836562359,-1.2305318099928655,-0.7622730433441313,1.099952021914362,-0.6132377536555383,0.8531928330792348
Albania,ALB,-2.4059290364666355,-0.19302529126725806,0.8500992712559178,-3.0104217582197292,-0.17129513266878285,0.8171796388523627,-0.11130695977064196,0.5404230289548865
Algeria,DZA,0.19465616042360112,0.37742220009744826,0.40790659990895095,-1.188774861060857,-1.1114872632886552,-2.3560340392779957,-0.07545476020743509,0.1600273212360844
Argentina,ARG,0.5864031620678984,0.7149650943960911,0.5320308585326607,0.4606246217534801,0.03561429264834765,0.6902945951706964,0.6415892310567025,0.18538703508400453
Armenia,ARM,-0.28188671119686687,0.009500445311927614,0.4622109630568233,-0.449676864964306,-0.9838897598473869,0.7773014822666962,-0.08889933504363767,1.411106537733478
Australia,AUS,1.1903877797929037,-2.343342299396762,1.1138633208313025,0.7905045183163475,2.145606903501617,-0.8685787986326329,0.6998490553469138,-0.3809799075195452
Austria,AUT,1.2087354241737125,0.7115896654531046,1.0983477885033397,-3.0098371609346812,0.9032101594682143,-0.48067309366296723,0.5698848319302888,-2.2814368632826802
Azerbaijan,AZE,0.14655557920904816,0.3099136212377197,-0.03428607143801704,0.03887943754019389,-1.4942797736124604,0.00874064625203147,-0.26816033285967206,-0.6092173321508264
Bahrain,BHR,0.6796290308136299,0.6103267971635118,0.38463330141700436,0.7696260438503433,0.03776330323262164,0.0,0.8163687039273361,-2.2805070071082563
Bangladesh,BGD,-2.406092677619221,0.06013187945672403,0.07432265485772876,0.7278690949183347,0.030174609606904105,-0.05651451906996836,-0.6087562287101375,-0.473965524961919
Belarus,BLR,0.3454043737145712,-2.3435110708439115,0.3070556397771855,-0.4204470007119,-0.8025669917992686,0.012365933214364794,-0.31297558231368067,-0.3133540039250915
Belgium,BEL,1.0272425094878734,0.7655965285408876,1.0440434253554651,0.5650169940835015,0.03722605058655315,-0.39004091960463416,0.6326261811659009,-0.3049007659757848
Benin,BEN,-0.0017132226791099266,-0.8748619377505166,-1.345348553150957,0.022176657967390483,-0.39291184917203853,0.42202335995803036,0.1172508124448019,1.5886245346689187
Bolivia,BOL,0.3940008372096866,0.2829101896938283,-0.0885904345858905,0.6777607561999245,-0.7824200175717,0.6105382819993632,0.37269773433265097,1.3857468238855577
Bosnia and Herzegovina,BIH,-2.4057058894403824,0.26940847392188255,0.5475463908606236,-0.6584616096243486,0.6480151525856774,0.9875681260820289,-0.20093745867865917,0.007869038148563573
Botswana,BWA,-0.6701625368772274,0.24578047132097758,-1.5858393042343952,0.3979891983554673,0.03527850974455484,0.2915130293140307,0.17999216168041396,0.05013522789509713
