Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
Afghanistan,AFG,85.3,79.46539662655685,9.0,32.323,2201.722906916772,17.7089,2917.495982539789,2.9236621312166875,652230.0,438773186.0,4080476484.0,,-48958.0,43.2262038611198,54.3962586106817,,2886.51561817157,25.4730529631167,81.46368472153179
Africa Eastern and Southern,AFE,50.66751579448542,72.25791521045251,7.5,63.59663509390451,4501.6011005615965,27.8,10726.370268261617,6.921322384723851,,255916202580.0,290440346006.0,1.044193838612996,-989975.0,40.568992614496736,56.14470391206209,30.51805910251733,6624.723288718043,37.77230124083488,72.27560279148022
Africa Western and Central,AFW,57.069266580359525,75.4155134420043,9.0,70.12328284588278,6520.280312540584,38.5,5571.22461829189,3.5738095636314924,,162042535387.0,177410307016.0,1.13387269537417,327673.0,41.71895523411426,55.318796381766205,20.767716535433077,5459.586041567275,52.28290818729023,70.30513969886495
Albania,ALB,100.0,25.567010949948425,9.0,57.066,25011.118111019867,83.1356,15657.46734915023,5.733907045644088,27400.0,4373050588.0,8687186629.0,1.7407334644623,-25357.0,17.0419734995937,66.6560264328305,35.7142857142857,13377.806238341394,58.2106086137857,46.73265883685789
Algeria,DZA,100.0,48.64639630166168,10.0,36.673,16824.487903462657,76.9081,19518.420898872857,1.0015313996441648,2381740.0,54857785548.0,42561016859.0,7.390393273564889,-25963.0,30.6393475431697,62.9837937905979,7.86240786240786,16888.47138192263,74.732808364138,25.925219107366537
American Samoa,ASM,,42.36689458504812,,,,,,,200.0,17409786.0,208316745.0,,-1159.0,27.5109951389912,64.9386586982597,,,81.3721542708222,
Andorra,AND,100.0,16.932257292343465,10.0,,71730.66868216502,95.4456,,6.295600824018237,470.0,,,,1061.0,12.2476996141288,72.3341495992876,50.0,,88.8201609217082,
Angola,AGO,51.1,84.71191899065578,10.0,64.369,9753.600467637832,44.7581,32920.837735093024,17.92923345668909,1246700.0,38477001891.0,15688909725.0,1.40725542077164,-995.0,44.5722650283786,52.6162856035605,33.6363636363636,10158.013698541426,69.8515032220457,66.30957435457711
Antigua and Barbuda,ATG,100.0,25.82448464962251,11.0,,31601.75271468767,77.5756,,4.911940849072522,440.0,71328875.00000009,668064980.0,,0.0,18.2172307923121,70.544014659944,5.55555555555556,,24.4500156687422,
Arab World,ARB,91.64542994445094,52.15814254951936,9.0,41.86700544304573,18488.7415611006,,38755.77823436781,2.0618027220975392,,1118298369637.0,1086474866202.3976,5.168553363320299,482824.0,32.73018565487887,62.75182379678904,17.728237791932056,25333.240837483914,59.56994080030898,21.96393450445983
Argentina,ARG,100.0,33.82396124470057,14.0,58.463,30221.4976888753,89.229,30488.781325925644,136.74235843759902,2736690.0,65241677816.0,72797792000.0,0.75569413987974,4133.0,22.190657287242,65.6063209158354,43.1906614785992,23245.15714238623,92.1945132257907,22.44314702534278
Armenia,ARM,100.0,29.06642893729654,12.0,52.546,21534.030536117025,79.9966,14756.420456609778,3.1002762999531086,28199.44,8534641239.000001,12464781698.0,5.50629814850566,75000.0,19.5453342452061,67.2436198631987,35.5140186915888,14133.0053003531,65.6956882008852,33.974477975018004
Aruba,ABW,100.0,25.86388168500736,13.0,,46574.35741976531,,,7.109037267562087,180.0,109761042.0,1532723549.0,,147.0,17.1852490075367,66.4457075093688,,,61.8351492675589,
Australia,AUS,100.0,27.916835937171047,11.0,64.565,72272.70921366828,97.0631,121847.72413265683,6.459441106410708,7692020.0,362303915239.0,287887347807.0,1.86157133456052,140232.0,18.0302829475224,64.5856920862796,38.4105960264901,106392.35769744344,87.4866955653765,9.25879255732326
Austria,AUT,100.0,21.82498410854449,13.0,57.649,73544.65672304865,95.3347,94207.00509864838,7.174712912403905,82520.0,223588087343.0,226250305050.0,0.870829952423219,4819.0,14.3026357250026,65.5333445996897,40.9836065573771,83111.28256311391,69.2265358276021,7.893033323667621
Azerbaijan,AZE,100.0,32.08333186033111,9.0,60.716,23651.599485275558,89.0,29095.731057779834,-9.322615047856289,82650.0,33896668400.000004,17284754000.0,4.92241403839666,-84122.0,22.3444393003552,69.64501196768,18.6440677966102,11696.446446618304,58.5075350483702,54.20049253965431
"Bahamas, The",BHS,100.0,26.118258164408388,12.0,67.722,39090.1214737976,94.8186,33809.25998440315,6.640117574190271,10010.0,1087238424.0,4125456161.0,,1001.0,18.3282616559913,70.1737805755801,17.9487179487179,55134.80891505706,81.3213799173676,16.078921282402938
Bahrain,BHR,100.0,24.546785207331425,9.0,69.958,64171.08573590521,100.0,45340.90244118295,-4.28437217979031,800.0,12274944053.0,15247874718.0,3.5208357381969297,20002.0,18.9918807542116,77.3701148429395,20.0,41600.906303150376,100.0,0.9439561847847352
Bangladesh,BGD,99.5,43.41932492621013,5.0,58.845,9147.777506655502,44.5027,8272.38353701941,6.897124040034413,129980.0,38755820774.0,61311067158.0,0.919471499049507,-549918.0,28.3608821732976,65.3185697725259,20.8571428571429,6205.425472729957,32.1578465036834,58.17753977717311
Barbados,BRB,100.0,26.32794210966954,11.0,60.766,23660.404751292856,79.9923,31733.531894361786,1.9433833461633296,430.0,320521731.0,2122718860.0,,-80.0,17.4867887906608,66.4197976878613,26.6666666666667,38884.18288285035,59.4235740235775,19.25206973524342
Belarus,BLR,100.0,25.16539533084985,11.0,61.372,30834.177366811116,91.5125,14059.850960677544,8.04676215128896,202983.0,25266187546.0,57113753617.0,2.02344784419461,-3034.0,16.6752836870096,66.2627417811946,40.0,10228.189100198224,78.8146420666327,6.6337809269145005
Belgium,BEL,100.0,25.62889274731186,13.0,51.39,71946.14471902922,94.6263,92530.88377148316,5.507793108358754,30494.0,562548008488.0,555299352686.0,1.18422875211757,41679.0,16.2907447374445,63.5639803078539,42.6666666666667,94674.16785192804,87.551492636772,11.206209788144667
Belize,BLZ,99.6,39.59819437258015,8.0,52.85,13729.89205872096,72.3595,15399.950000059354,6.694592091547904,22810.0,252981788.0,1327521363.0,0.992933768484191,595.0,26.9925846285199,68.166079023511,15.625,14661.54203384609,41.9459437504976,30.17450070607222
Benin,BEN,57.0,75.96118362710588,6.0,75.023,4129.966120014199,32.2083,2654.341669297999,3.385617395371625,112760.0,1053294884.0,3905058926.0,0.757551382919002,-192.0,41.8362665047697,55.0758521637801,26.605504587156,3451.631323589729,51.7457922964593,79.2295047303335
Bermuda,BMU,100.0,21.282294382555108,13.0,,114372.04992737246,,,3.8450352313331706,54.0,31795109.0,1430185818.0,,0.0,13.8783269961977,65.2098982967016,,,100.0,
Bhutan,BTN,100.0,29.737477820672986,,62.962,16215.152007315288,88.426,13836.710117572517,4.4035935765974585,38140.0,703019003.0,3819490676.0,,291.0,21.461497866821,72.1698023232895,17.3913043478261,9769.05153370102,41.7352457989939,69.71290586377691
Bolivia,BOL,99.8,46.87255361659607,14.0,76.01,12892.12495787769,70.2368,6801.731976650795,0.189137413602765,1083300.0,10805668783.0,11487986289.0,1.30430837360161,-3008.0,30.1423997294384,64.307133535789,46.1538461538462,5163.630562031391,70.9151414044538,63.0558406178017
Bosnia and Herzegovina,BIH,100.0,20.295351287570817,9.0,44.155,23335.60388582071,83.3772,11752.554133976031,7.291228310947616,51200.0,9217984078.0,15344941036.0,0.717630060649091,-485.0,13.2199167805573,65.1376593252337,19.0476190476191,18466.66586374916,51.5657239834305,18.7797277887073
Botswana,BWA,76.0,50.63799187038661,,52.313,21012.10319924998,81.36,43004.89884581024,1.7390038592786965,566730.0,5081391313.0,5888884627.0,2.45625898216649,-6487.0,32.2812529167991,63.7490779638862,11.1111111111111,19327.419037041484,67.0212655349864,25.75907256458286
Brazil,BRA,99.8,28.713571616098616,14.0,57.915,21175.61869882142,84.1506,17656.20797955558,5.159501075019961,8358140.0,339273550235.0,254857368587.0,1.00237538990131,-240059.0,19.9359520540445,69.4304164782911,17.5438596491228,17674.812188857963,87.6159710235763,27.008313471964083
British Virgin Islands,VGB,100.0,20.00949281258476,12.0,,,,,,150.0,,,,587.0,15.139156085674,75.6585866358856,,,55.6407774494219,
Brunei Darussalam,BRN,100.0,29.01330526948809,9.0,61.305,85032.60087419949,99.0336,164378.58549988022,-12.84725172832323,5270.0,10526008575.0,5689208966.0,2.97601749693804,0.0,21.0243633000217,72.4645575701849,11.7647058823529,33495.39474349292,74.8199193881365,4.6898134605431885
Bulgaria,BGR,100.0,22.84825574705358,12.0,54.438,38804.100900756,80.3896,14507.598260119938,7.997096121606617,108560.0,45599007671.0,53422051421.0,1.94458310651254,5173.0,14.5382010043552,63.6293606509783,24.1666666666667,20871.971417560875,73.7322671584613,7.185316620646679
Burkina Faso,BFA,21.7,77.12397860198813,10.0,68.631,2759.3020548460527,17.0226,2803.610577919228,1.966481338301023,273600.0,4458757155.0,5879933434.0,4.0787117239204,-24957.0,42.4012506679471,54.9780363536934,16.9014084507042,2846.3147963864585,27.7872478365158,80.79520029970661
Burundi,BDI,11.6,87.03074336487322,,78.082,1149.9840584238932,11.0784,2996.597817828252,18.99136926793841,25680.0,156800424.0,959119049.0,3.4315771103264003,1995.0,45.3647423879244,52.1249630965803,38.2113821138211,2568.406330555488,23.5534768372276,83.78537717675741
Cabo Verde,CPV,98.6,39.3303085765845,10.0,50.335,10242.153201121184,73.539,5172.051463159168,3.25900393210172,4030.0,170841788.0,1739796380.0,0.566494134671967,-1226.0,26.3708514053841,67.0496936326713,41.6666666666667,11451.17583078429,75.9064245753376,35.07265692397502
Cambodia,KHM,95.0,47.10054051685898,,82.137,7430.730857098369,60.7171,5564.490880410677,1.0176075252449834,176520.0,22044541574.0,23508407932.0,1.5448976529505,-31837.0,30.1105571746776,63.9282563950091,13.6,3604.438003082959,40.6290788072508,52.86140749333667
Cameroon,CMR,72.0,75.29225606808602,6.0,63.188,5410.769219376422,41.9088,6811.949629334855,3.5728174291619155,472710.0,4448970822.0,8619293238.0,0.926490469517272,-4798.0,41.7605547898935,55.4646058020518,33.8888888888889,4753.947855627361,55.1286878511388,68.0402482666017
Canada,CAN,100.0,23.423885337781226,10.0,61.822,64219.31739286365,93.9564,102352.94451637231,1.3572659269347014,8788700.0,567833021394.0,585790261364.0,1.25316567875902,433842.0,15.3045433897864,65.3373373940366,30.6547619047619,74859.83140921869,82.5250564408346,9.467965033987982
Caribbean small states,CSS,99.16847753846098,32.49657454816195,7.0,55.5059778371424,32868.20899673488,,61404.722695856864,3.6611047712863822,,18123915643.0,26763268086.0,,-4680.0,22.13283943839789,68.10820028098748,26.35658914728684,29527.003601145,50.10208893052445,21.90769363616168
Cayman Islands,CYM,100.0,21.677990491630084,12.0,,88427.78667126909,,,2.74928086144881,240.0,,,,921.0,16.2942577836195,75.1642980366385,,,100.0,
Central African Republic,CAF,17.6,100.8785039508984,10.0,68.886,1257.0943571711448,,2058.9869763132174,3.5748016981010693,622980.0,115950483.0,736209534.0,2.37720659578149,-14682.0,49.1664451688289,48.7382774756059,12.8571428571429,1868.0799336304492,43.6983692134165,79.5870849025493
Central Europe and the Baltics,CEB,100.0,23.561973392480024,10.0,55.63324923001376,48196.20615206599,,29238.08076010618,9.989124816347244,,1238778566385.0,1262474438004.0,2.3353966608530365,83236.0,15.233751208500804,64.65396568546593,25.531914893617028,33764.959038462854,61.69707902805996,13.151572767115658
Chad,TCD,12.0,91.30483980619782,10.0,59.07,2700.36055335878,13.1832,9427.1330707102,-3.793747364467919,1259200.0,4224690229.0,1388510922.0,2.11758982875058,496830.0,46.737173705724,51.1880518642104,25.8883248730965,3893.754382829573,26.3305395171046,90.1074267881898
Channel Islands,CHI,100.0,21.832438005317705,,53.7,,,,5.752582899731067,,,,,860.0,14.3963766797959,65.9392396156037,,,32.7554337975051,4.325916069096379
Chile,CHL,100.0,25.22308483150089,12.0,55.976,33145.403552024974,94.4574,33757.22427306746,6.587771699089572,742831.64,94030776206.0,82013482828.0,1.6302638867090598,62679.0,17.3843388990243,68.922342041123,35.4838709677419,27013.85446810676,88.8158617217972,21.49326853853673
China,CHN,100.0,24.01009614279466,9.0,62.756,25179.119306638306,90.6,28522.797197272488,-0.5057045391635597,9388210.0,3421795720251.0,2456060333998.0,1.66484889659813,-567724.0,16.5896107225921,69.0943118083391,26.5367819952973,28731.482174459696,65.5301448035523,34.22914882219343
Colombia,COL,98.7,29.41426286184669,12.0,57.623,21246.37626952008,77.3369,17057.771949936432,6.952362321051098,1109500.0,48951485203.0,61564231820.0,2.9654521797135898,154521.0,20.5978461579186,70.0267258065464,28.8770053475936,13894.879175008064,78.275571579544,43.79776779550957
Comoros,COM,89.8,64.3457132799508,6.0,53.298,3811.650848824133,35.6678,2440.267084907104,2.6293252918862606,1861.0,48764703.0,354395754.0,,-2002.0,37.4013831349727,58.1257121757506,16.6666666666667,4207.217317574818,33.1502180946901,57.0393345551953
"Congo, Dem. Rep.",COD,22.1,90.64761295976658,6.0,61.519,1730.622288776939,30.548,10176.837375358347,11.286027486778778,2267050.0,27726287471.0,25492453555.0,1.11885996027452,-14992.0,46.0882883515022,50.8433552456838,12.8,1949.026314238544,44.3754734892194,82.0686837854649
"Congo, Rep.",COG,51.3,72.74460226896652,10.0,54.373,6850.277706210988,38.3791,12119.608712830435,-7.567702286992912,341500.0,7984061131.0,5960130536.0,1.9762564107214096,-995.0,40.883697497204,56.2016922520797,14.5695364238411,4966.615330265116,63.6626757615625,76.10598540381044
Costa Rica,CRI,100.0,28.036160883205486,13.0,52.1,28908.768874319103,85.3951,35319.23381401127,-0.087922596921004,51060.0,18152840279.0,22456147776.0,,995.0,19.3309875741488,68.9501697719461,47.3684210526316,34349.59108474038,78.8819393641702,23.76731017930582
Cote d'Ivoire,CIV,72.4,73.50401061597171,10.0,65.61,7237.181707409086,40.6528,10487.554148671476,3.90243671754979,318000.0,18059112967.0,18384507273.0,0.864878467778842,6002.0,41.2764240403875,56.1553336888101,13.7254901960784,7760.074259612247,53.4075201638704,70.107152568218
Croatia,HRV,100.0,22.425752481834945,8.0,49.058,47959.43543459686,83.2412,30864.150465361967,12.871144504591896,55960.0,24905826785.0,43245290886.0,1.70663158780592,10202.0,14.1385569157886,63.0460776224784,31.7880794701987,35989.45206905564,57.2431560672198,7.2493767819830754
Cuba,CUB,100.0,22.71762983908849,9.0,52.245,,71.275,18266.085757175344,33.5551619344254,103800.0,853943975.0,6815649722.0,,-22797.0,15.5139771525782,68.2904942095597,55.7446808510638,19825.75077127428,77.1259872296321,19.4115163087813
Curacao,CUW,100.0,22.25967894239849,14.0,,30651.58855104229,,,2.403551852828741,444.0,93175641.0,1336184706.0,,518.0,15.2426561396129,68.4754647381449,,,91.4080929292235,
Cyprus,CYP,100.0,23.05838254610694,10.0,63.98,59422.90234375,91.2211,27750.514883020725,5.601703284454246,9240.0,4547753660.0,13192950059.0,1.6506068333336,8697.0,16.0538983795616,69.6228295608359,14.2857142857143,39599.24173421794,66.6739477522639,8.892358933681075
Czechia,CZE,100.0,24.574348086110597,10.0,58.875,55761.379829137455,85.994,34250.910141520646,8.597890061560548,77167.31,255401723905.0,229432030081.0,1.47176821017418,-14638.0,15.6736356440817,63.7804637975688,26.0,38850.22013358758,72.7352388396817,14.022895382483169
Denmark,DNK,100.0,24.974399652327563,10.0,60.505,77892.29326099037,98.7756,142045.11905462822,-2.1225063656732743,40000.0,129430850631.0,120450340899.0,1.99961332917573,31006.0,15.8669526161681,63.5328644525895,43.5754189944134,94069.84295423546,88.552638542867,5.692113495489881
Djibouti,DJI,65.2,45.02175305169898,10.0,23.49,7225.838795724898,65.0248,42288.65126084465,2.446539713708645,23180.0,4787326694.0,5321906756.0,,500.0,29.5746062144416,65.6896456764794,26.1538461538462,15652.20508169037,72.8408245988921,30.42835421800453
Dominica,DMA,100.0,26.191045684837675,12.0,,20285.982166370708,83.8255,,2.0892214900023447,750.0,72023031.0,298141857.0,,-199.0,18.1099224934409,69.1462250321378,37.5,,73.1105011438027,
Dominican Republic,DOM,99.6,41.08685667925127,15.0,60.711,25839.935668760703,84.6161,27540.948070478145,5.787176827355395,48198.02,11887186014.0,28617892220.0,0.779308679345321,-34915.0,26.9140017944156,65.5051370917044,27.8947368421053,16679.68480799301,72.3577991823338,38.30004620293612
Early-demographic dividend,EAR,95.7044381043822,42.03127004093294,10.0,53.56956113266022,13251.640587568458,,12488.428406791643,5.188504831865153,,2706118556557.0,3258587179295.397,2.2410056697285,-2806208.0,27.688401017848573,65.87571785272642,25.13650913199021,12687.470961296509,47.01674309837084,56.64146395740436
East Asia & Pacific,EAS,98.40446249576922,27.189911641119934,9.0,63.42713016616664,25623.48769256819,84.9,30575.250895074267,3.6756025898946376,,7584346920315.0,6634489134041.0,1.627378559603723,-326194.0,18.53112076037792,68.15439809415696,22.52733282481568,29711.81707233088,64.02443709028049,35.96157432945524
East Asia & Pacific (IDA & IBRD countries),TEA,98.74744240696076,28.029718151768915,9.0,63.4634035863695,21910.110755406666,85.0,24657.197274592963,5.654707231095074,,4765414078782.0,3760574025633.0,1.5775079589969878,-744392.0,19.24250834196985,68.6503808740665,23.310023310023325,22337.271115953103,61.199101132411776,38.70079858465489
East Asia & Pacific (excluding high income),EAP,98.23763830071888,28.02312619452416,9.0,63.65997893476511,21666.586245648028,84.2,24657.197274592963,4.601433070782406,,4765575464966.0,3762883008363.0,1.5775079589969876,-746222.0,19.23917218185045,68.65462458844766,22.79963953139082,22337.271115953103,61.2276463501262,38.98185999201466
Ecuador,ECU,98.7,37.37486191831949,15.0,62.225,15918.516294877289,72.6943,18889.884373727287,2.283759277384405,248360.0,31071737631.0,30897578173.0,2.2651385614971,-21948.0,25.0046899116094,66.9024275360687,43.0656934306569,15136.234347369107,63.1307729554263,48.6267465931014
"Egypt, Arab Rep.",EGY,100.0,51.81726643651224,12.0,41.653,18524.83929979369,72.6899,15760.07456725394,24.799075871900115,995450.0,38976889904.0,73567733317.0,0.808918707093165,305006.0,32.4351191889426,62.5951954232918,27.5337837837838,14831.90744670801,42.7098115041919,24.29966592196833
El Salvador,SLV,98.3,37.74616156556253,15.0,59.718,12679.57687520609,67.6558,10154.178660108926,2.5937484930196604,20720.0,6498114924.0,15630065264.0,1.33693500391086,-23253.0,25.2103928855349,66.789288870462,27.3809523809524,9749.556226554256,74.6080675149903,31.509771741348217
Equatorial Guinea,GNQ,66.9,63.64897988443684,6.0,56.117,17411.50023438401,60.3661,66031.08383933698,-7.647520198458437,28050.0,4738948117.0,1119366035.0,1.51867240610434,3997.0,37.484337357223,58.8922404764366,31.0,25034.854869756364,71.1290664883517,22.63669464329794
Eritrea,ERI,54.4,67.6514733795748,8.0,73.718,,20.0104,,,121178.2,480275724.0,436688960.0,,-15284.0,38.6774308762748,57.1716085471098,,,34.696403503418,48.2919404115304
Estonia,EST,100.0,25.299228111718,9.0,61.42,48637.18022087952,93.1834,28731.255543315798,8.6352827532792,42730.0,19380441781.0,22811557144.0,2.99572297522503,5717.0,15.9683030084933,63.1176144459171,28.7128712871287,36297.8332089852,70.6770085523126,7.000209739865885
Eswatini,SWZ,86.4,54.143992263258326,7.0,33.494,11299.883123678826,57.62,23002.064864618544,6.053690478802707,17200.0,2098805169.0,2038494826.0,1.38354667632574,-8549.0,33.6689947062428,62.1841340066607,17.1428571428571,15251.213274369153,25.8081878500755,28.74089193222721
Ethiopia,ETH,55.4,68.50599702442891,8.0,66.149,3060.9050300375998,,7711.966510622658,32.91307226546763,1128498.8,2859494164.0,17050095315.999998,0.882490047359025,-11996.0,39.3656371384098,57.4630524711727,41.3135593220339,2836.5066399798598,23.0586471557617,84.7805284836266
Euro area,EMU,100.0,22.59430106531031,11.0,53.650817265355386,64036.51957869384,,75930.01837979752,6.496615282259562,,5847409017074.0,5781874896230.0,1.5550536049898882,1213745.0,14.370029508772028,63.600238514592334,34.53253895508706,75428.30167951593,77.27595994952684,9.454103086434824
Europe & Central Asia,ECS,100.0,27.22436865999269,11.0,55.387371831105455,50275.35090236878,89.6,54769.036485243705,6.691123894585303,,9186498683765.4,9211716063289.014,2.2099965441953007,1176758.0,17.601040532925072,64.651785077153,31.117994931005345,56019.00859918533,73.84320149525128,13.040991480318082
Europe & Central Asia (IDA & IBRD countries),TEC,100.0,30.84397455365912,10.0,55.52638369169191,35843.17642539643,87.3,26366.5376268044,8.04676215128896,,1534032450457.4,1577026383260.0142,4.528568797925388,-693240.0,20.266752481488528,65.70732980531551,25.06288589069289,22890.537060285948,68.95992373108606,16.948858935696375
Europe & Central Asia (excluding high income),ECA,100.0,35.22786382746314,10.0,52.42818061864223,27545.14932027817,84.6,26406.27110008224,7.964581046585771,,528634331157.0,719017443271.0,4.897346032241034,-700818.0,23.200620268699087,65.8587184778386,26.185266229029896,24281.756473228445,68.16215494173133,28.10043159762474
European Union,EUU,100.0,22.92179988214583,11.0,54.23683689608591,61412.78061421964,,66266.87622497143,6.910749270810214,,7110501207356.0,7031087619307.0,1.6448371058644509,1304104.0,14.617246793512116,63.77006443410502,32.95364657490903,69378.0760372664,74.89435027196119,10.155784050752333
Faroe Islands,FRO,100.0,32.44970414201184,,,79694.92979175801,,,2.9440297156636035,1370.0,2346486464.0,1929975880.0,,599.0,20.1568168733494,62.117210560465,,,39.1975270123645,
Fiji,FJI,99.3,41.3228268288143,,54.16,14644.177375436131,79.3485,15314.700929107748,2.752990544924046,18270.0,732238219.0,2987662061.0,1.33351782363525,-3289.0,27.3852980942936,66.2716531109008,10.9090909090909,15554.312509757356,58.6069049738768,33.4217455543969
Finland,FIN,100.0,24.289666236187838,12.0,55.966,63414.99368781773,93.5139,96227.8977957172,3.49431236152013,303960.0,81056251981.0,82823884939.0,2.0075369530221003,38156.0,14.9350079550124,61.4871173254305,46.0,81188.46885551307,74.0062548602828,9.760661766222482
Fragile and conflict affected situations,FCS,58.95010930574697,69.14904067820204,9.0,60.89717457296931,6234.090526383524,36.1,8061.043414507339,5.395545974269126,,373090218685.0,410990087759.3975,5.352101164107044,-524166.0,39.24449567764731,56.75349202038402,21.875000000000007,5424.794257198338,45.77810848210624,70.55954862204898
France,FRA,100.0,27.307384584370677,13.0,51.835,60838.94167164238,86.8364,74110.4842806137,4.990263682728127,538950.0,636013128446.0,783355756161.0,1.9509968380005096,91862.0,16.7847783333666,61.4660792751563,37.7816291161178,84432.94868546551,78.7804323126547,8.080892521770345
French Polynesia,PYF,100.0,28.376463607392598,,47.157,,,,3.2830066909196347,3471.0,2261346.0,645754452.0,,-1348.0,19.7333153100917,69.5411365669638,,,61.6967135028569,15.12682436305878
Gabon,GAB,94.1,61.82912758419417,10.0,41.117,20755.665381766,71.9256,63315.13445814791,-9.95804918444074,257670.0,12668757910.0,4090337790.0,1.32324399735374,987.0,36.6621947904218,59.2959722728916,24.4897959183673,19003.81240876813,91.6375962797313,29.91801948679113
"Gambia, The",GMB,66.9,72.35726157144626,9.0,44.469,3289.1328305710667,45.9137,3040.483583529459,13.71918395951772,10120.0,2831984672.0,2446464740.0,0.581008845800962,-3000.0,40.7308535644461,56.2912887339175,8.62068965517241,2626.082224071809,63.8020182456108,64.1418019599239
Georgia,GEO,100.0,33.06134911727067,9.0,56.646,25071.967726410687,81.8843,16014.710664743396,2.9480995390766367,69490.0,6086386525.0,15602966666.0,1.65864808405362,2003.0,21.0408058638075,63.6417358197995,18.4397163120567,19502.107055977503,60.7523077799724,43.5648041038313
Germany,DEU,100.0,21.985473223319264,13.0,59.175,71684.0311875583,92.4764,79517.09061213885,6.691123894585303,349430.0,1693536921938.0,1466851108919.0,1.48796332620564,609553.0,13.9155702737293,63.2943857808214,35.1902173913043,78073.23334215795,81.9034366692129,4.444762796131888
Ghana,GHA,89.5,60.10858793300663,11.0,57.397,7556.416054532344,69.9445,9583.154801196515,40.10579819655891,227533.0,16782124237.0,16385196102.000002,0.3980802475658069,-10003.0,36.1789188879787,60.1892661973746,14.5454545454545,5078.990850943913,57.8074737774654,60.65147778843296
Gibraltar,GIB,100.0,27.48444087532624,13.0,,,,,,10.0,475722909.0,12124194991.0,,689.0,17.7928542649563,64.7366163683862,,,100.0,
Greece,GRC,100.0,21.5902915778858,10.0,46.091,42710.50580103135,85.0102,51917.14159245823,6.269711040799166,128900.0,55024703714.0,88367830575.0,2.88325472633445,-159430.0,13.5868147216194,62.9301872607766,23.0,50002.95076463371,78.7746303842088,23.66817302940694
Greenland,GRL,100.0,30.116341233675318,,,78840.59783959885,,,1.8637473940651572,410450.0,1005531197.0,1208985986.0,,-318.0,20.8028968661988,69.0777415172784,,,88.0631147749908,
Grenada,GRD,94.4,29.0642550689832,12.0,,18970.74016465297,74.1201,,4.455597779018831,340.0,21983128.0,540487608.0,,-190.0,19.8460894594341,68.2834960412023,31.25,,36.462128238584,
Guam,GUM,100.0,42.06065666077704,0.0,58.961,,,,,540.0,219732634.0,1454941405.0,,-500.0,26.0200052250212,61.8630503914262,,,94.1349341638921,11.99107794407192
Guatemala,GTM,100.0,50.909261416885286,16.0,58.189,13745.363124179436,56.0535,11107.603780895692,6.540040242279517,107160.0,14190056742.0,30316737954.0,0.41898209578954,-8940.0,32.1377474418736,63.1275121776954,20.0,14783.672193036804,55.6082319565539,36.61345576781453
Guinea,GIN,51.1,74.55877992035921,6.0,50.096,4333.746173126264,26.5014,8339.233264563847,6.092505368576866,245720.0,4963230587.0,5416974065.0,2.13309701622161,-3997.0,41.2429398336798,55.3160022291535,29.6296296296296,3412.105794275256,37.6454083954705,79.74960155951891
Guinea-Bissau,GNB,40.5,68.11126121188282,9.0,63.091,2989.6723598047697,32.4661,3285.954962838377,5.136384717443178,28120.0,426516295.0,322029381.0,1.2348847572106,-1400.0,39.2423580309464,57.6150805795093,9.80392156862745,3315.0780756994222,45.5923843383789,75.3766530817951
Guyana,GUY,98.9,45.67677357939283,6.0,48.182,54729.03651563656,81.7221,174468.953751191,-14.086429921593322,211140.0,8323363471.000001,4996059323.0,0.640353101540134,-6161.0,29.3232432144616,64.1972014381263,36.6197183098592,15808.225326553344,26.4651457279878,26.708694771481017
Haiti,HTI,51.3,49.47871490454273,6.0,55.163,3291.738178870665,,8071.01821214197,31.511963144897493,27560.0,953292627.0,2143725289.0,0.0540804620761845,-31786.0,31.5721980303416,63.8096478349521,,4020.68234474896,54.4496819335618,75.8716215154887
Heavily indebted poor countries (HIPC),HPC,50.53111274985975,75.66048799594262,8.0,64.25640249641411,3449.7085792807707,,7158.081800239443,5.090311074619251,,194786437407.0,265385558611.0,1.2812051333243522,-1276377.0,41.77951499607767,55.21972623851055,27.29516288252716,3788.157425745929,37.38967172391149,76.76150316149315
High income,HIC,99.98840021412086,24.499039044032127,11.0,58.652979686099975,64502.753498157086,91.9,71756.78377203675,4.47891543288398,,15046139818166.4,16003228067943.014,2.6050134381385504,5051444.0,15.90002173397655,64.90059231552497,30.34161212229893,62432.68514499349,80.01749979466048,8.245104393096996
Honduras,HND,95.6,47.89925908806439,12.0,53.057,7178.339067815222,58.2789,7733.388788570729,6.047522798992915,111890.0,5935476291.0,16028490523.0,1.52388630538342,-5044.0,30.9961501574799,64.7111265343216,27.34375,8154.656419419315,58.3132392705102,34.37213897156928
"Hong Kong SAR, China",HKG,100.0,15.813920009069152,9.0,55.528,71512.31935511608,95.9778,41269.93223607582,2.892947554778999,1050.0,575966839520.0,655421461853.0,,-3427.0,10.6990246662702,67.6557184728274,,92843.99923620655,100.0,6.189385792285764
