Country Name,Country Code,Access to electricity (% of population),"Age dependency ratio, young (% of working-age population)","Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Merchandise imports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),"Services, value added per worker (constant 2015 US$)",Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
Slovenia,SVN,100.0,23.42379337287353,9.0,55.936,56064.097459674245,90.3779,50369.17928217728,9.989124816347244,20134.5,72929928484.0001,71372550584.0,1.32131919558764,5339.0,14.9298337043688,63.7378233342586,37.7777777777778,47287.28991927641,55.5378927789875,10.96479915559242
Small states,SST,94.7947483488559,37.56047073115453,9.0,55.4597773390209,26393.13371545805,71.7,39411.65639496106,5.227833343508493,,76355181777.0,139984690324.0,1.586173914039131,1098.0,24.745768134348587,65.88244225549758,21.50655021834061,27856.95899161228,51.74939870221042,28.096608681971627
Solomon Islands,SLB,81.3,63.31600598196091,,83.064,2596.563642528032,42.4597,8636.36192923075,2.5474943293282597,27990.0,399337340.0,655241402.0,,1636.0,37.3630556289925,59.0104068034532,8.0,3686.289730515873,30.0088821088389,68.9487909474215
"Somalia, Fed. Rep.",SOM,50.3,91.96557801582723,8.0,27.48,1555.6101679877622,,,4.604474207074972,627340.0,992041563.0,4020170723.0,1.28520375603975,46217.0,46.6787118745069,50.7567210271581,19.7080291970803,,54.0714435506882,46.0895176612681
South Africa,ZAF,87.7,38.70162462981003,9.0,37.359,15199.732982377553,75.6592,20425.766051565337,4.722302432635232,1213090.0,103343659177.0,112463984247.0,0.754561053349382,228222.0,26.0848983807105,67.4000079430639,45.8646616541353,18996.2099946182,63.5823705163545,10.908674580602131
South Asia,SAS,99.40878896974051,37.5743897751617,8.5,52.6685783170811,10176.354763582262,58.3,6295.73262912633,5.076311084974385,,481479310640.0,763305269983.0,2.1802822946503984,-1969476.0,25.4240865637554,67.66333861486895,17.720685111989447,8654.350208851081,35.13716550066401,70.78272354795978
South Asia (IDA & IBRD),TSA,99.40878896974051,37.5743897751617,8.5,52.6685783170811,10176.35476358226,58.3,6295.73262912633,5.076311084974385,,481479310640.0,763305269983.0,2.180282294650398,-1969476.0,25.4240865637554,67.66333861486895,17.720685111989447,8654.350208851081,35.13716550066401,70.78272354795978
South Sudan,SSD,5.4,69.62661229169684,8.0,64.325,,,,,631930.0,652224622.0,1281877629.0,2.09613379474333,455000.0,39.8515366650951,57.2360745195619,32.3636363636364,,21.0737755279692,80.2629920494231
Spain,ESP,100.0,20.062224916284737,10.0,50.574,55682.240260309256,95.4456,60069.34530898015,6.245204802584809,499697.4,407889194391.0,468467479988.0,1.4715775760116,119099.0,13.2586507610337,66.0876417150889,44.2857142857143,60100.3569967022,80.128491001856,10.414169821473651
Sri Lanka,LKA,100.0,33.93212148939428,11.0,45.254,14455.654441473378,51.2,10863.11890539014,16.667474244168076,61860.0,11560313310.0,16102581130.0,1.64003079587098,-28011.0,22.3612730440352,65.9000169644131,5.33333333333333,14481.810059563171,20.1455348442463,39.29925669165838
St. Kitts and Nevis,KNA,100.0,25.83473963355834,12.0,,33979.63036157338,76.4208,,4.408204436493151,260.0,62859844.0,330594189.0,,0.0,18.3348304033534,70.968604303007,31.25,,31.7007809622822,
St. Lucia,LCA,100.0,24.53666830045337,10.0,60.272,25974.50929252631,70.0834,19180.8204277499,1.4901152038576695,610.0,84342414.0,1318059489.0,,0.0,17.8702007145068,72.8317283423832,11.1111111111111,21807.65175148062,29.0976313248036,23.92166584035692
St. Martin (French part),MAF,100.0,34.266517357222845,,,,,,,50.0,,,,-1697.0,21.1306765523633,61.6656671936615,,,100.0,
St. Vincent and the Grenadines,VCT,100.0,32.40978810178207,12.0,55.411,19819.869034679035,75.9927,15053.668856146214,2.914005106079614,390.0,52114756.0,456037719.0,,-784.0,21.6467221002245,66.7901996101557,18.1818181818182,19541.15509216433,47.7169922340041,22.20959308933852
Sub-Saharan Africa,SSF,53.25587106643493,73.52334099048119,8.0,66.3138129407469,5318.143474374863,32.3,7729.903057651867,5.113347896031215,,417958737967.0,467850653022.0,1.0849394985420528,-662302.0,41.03394539203999,55.81077305756815,27.03399765533412,6034.360701356463,43.639228468292806,71.40813284485293
Sub-Saharan Africa (IDA & IBRD countries),TSS,53.25587106643494,73.52334099048119,8.0,66.3138129407469,5318.143474374864,32.1,7729.903057651866,5.113347896031215,,417958737967.0,467850653022.0,1.0849394985420528,-662302.0,41.03394539204,55.81077305756815,27.03399765533412,6034.3607013564615,43.6392284682928,71.40813284485294
Sub-Saharan Africa (excluding high income),SSA,53.00696679818579,74.11928632546515,8.0,66.33406328492227,5571.641910229763,33.5,7731.027829024614,5.113347896031215,,414550265674.0,449335828211.0,1.098758995325733,-652115.0,41.22597447331633,55.62111576978554,26.21214009722049,6363.797745567111,45.98068861529496,69.76966848911682
Sudan,SDN,66.0,72.40866171206439,8.0,,2420.65795898438,,,29.689669855638783,1868000.0,13536725880.0,5441474362.0,,-1349998.0,40.6494318097629,56.1389077613488,,,34.7960076976764,
Suriname,SUR,99.6,39.056878810291465,6.0,49.458,21110.198020456257,78.3958,18386.20676184389,33.09996440082307,160507.61,168958654.0,1658817883.0,,-988.0,25.9463559373241,66.4321514551127,29.4117647058824,18006.507288326393,65.7562408447266,18.85357287058303
Sweden,SWE,100.0,27.726621062423668,10.0,59.989,69226.32727566626,95.7033,137035.04688738758,5.834066185380465,407270.0,194885425804.0,192821133885.0,1.50126036606591,55209.0,17.2497847224289,62.2137917151827,46.4183381088825,89048.75866818153,88.631216160938,7.037109797477567
Switzerland,CHE,100.0,22.96043519342743,11.0,64.727,95141.59609436324,97.3444,219800.5149627929,0.8962773291472814,39509.63,420007216340.0,364049585245.0,0.705659021596424,45098.0,15.0109897220706,65.3776294419259,38.5,147223.85381144134,85.1854212679815,9.68043706798858
Syrian Arab Republic,SYR,88.4,46.68611020591436,9.0,32.205,,,,,183630.0,2992599748.0,3066845155.0,,757309.0,30.3355281413058,64.9776349467419,10.8,,72.1673803143204,38.83300695834251
Tajikistan,TJK,100.0,61.002621412204405,9.0,35.413,4963.582952645044,56.791,18257.717312358865,3.743566387683828,138790.0,1308553094.0,7059245232.0,2.39642126155182,-19999.0,36.5062325318436,59.8437111172079,26.984126984127,4981.742247579009,26.1890127571429,28.528928945211295
Tanzania,TZA,48.3,78.77854765895987,7.0,82.455,4018.5166015625,29.0638,8010.393049937153,2.7482118939375653,885800.0,7268010478.0,15116577045.0,1.210113658261,-39388.0,42.7238946208612,54.2329053806519,37.4045801526718,3263.498295636261,35.4748019434954,84.0442207117152
Thailand,THA,100.0,21.49770054969837,9.0,67.317,23519.212097982272,89.5353,16820.97824772072,1.2749216984249614,510890.0,280341416251.0,284282045712.0,1.1309417952786,19648.0,15.0896793114488,70.1920646070109,18.8376753507014,13710.32086868402,60.9341926574707,49.7201215492207
Timor-Leste,TLS,100.0,56.637995333537326,9.0,65.562,4806.821815592992,34.0207,17626.900209455114,-20.8217881959754,14870.0,165553047.0,897221457.0,2.64956730769231,-5620.0,34.2297762167645,60.4360659574683,36.9230769230769,3918.046728885826,28.595471832952,58.8010507517096
Togo,TGO,59.2,70.02627206857535,10.0,56.796,3154.43329348299,37.0223,3043.191833530029,3.962849752837201,54390.0,1455154458.0,3050194049.0,3.04669540490778,-1997.0,39.8825494023621,56.9536949836568,19.7802197802198,2991.96002551234,43.2496853032436,75.71087045136561
Tonga,TON,100.0,61.65977163660433,15.0,49.765,7802.66986206107,58.5334,10948.09297996851,7.426597466438949,720.0,9378000.0,257534000.0,,-2173.0,35.623700375248,57.7738473672889,7.14285714285714,13982.781738489382,21.147944541337,34.04058490002985
Trinidad and Tobago,TTO,98.7,25.70913091768043,7.0,57.278,34623.36915009585,84.6994,44366.87836638423,-12.985173353617682,5130.0,7606199527.0,8921308654.0,0.959389724160016,2126.0,18.0270238350691,70.1190173211372,28.5714285714286,30816.26474758573,53.9536842104572,21.148935325977604
Tunisia,TUN,100.0,36.80020955585047,9.0,38.865,14040.59611481423,72.3542,9237.039579530516,7.181547224757878,155360.0,18794739474.0,25046102749.0,2.4871221258485803,-14001.0,24.4349031603884,66.3988223039006,16.2337662337662,15496.080446071808,70.0266686486584,18.10428410592292
Turkiye,TUR,100.0,32.04221080082972,12.0,48.308,42786.20049486639,85.9607,36466.61838685513,68.27975692448268,769630.0,250885351949.0,337272808047.0,1.71991880187465,-318070.0,21.8397289718795,68.1592433612863,19.8333333333333,40136.715490613744,89.0218446796121,23.9397520247123
Turkmenistan,TKM,100.0,49.44092677187887,12.0,40.309,19828.92484611992,,,-3.283712711253699,469930.0,14393238963.0,4021345626.0,,15005.0,31.6704546905005,64.0571622709024,25.6,,47.0678875054171,28.55211003746796
Turks and Caicos Islands,TCA,100.0,22.254232254232253,13.0,,35336.74035114489,,,0.4667571587040982,950.0,,,,193.0,16.2182345556085,72.8830252391878,,,93.9324513656818,
Tuvalu,TUV,100.0,53.333333333333336,9.0,,6151.010470416082,74.3146,,6.004098704876299,30.0,8233767.999999999,72734149.0,,-323.0,32.6014976312974,61.1227140746778,6.25,,64.0117206689787,
Uganda,UGA,51.5,81.50056531411893,7.0,77.795,3097.6370243061856,15.2524,8593.408870334875,6.748015166410127,200520.0,6013703695.0,11499641571.0,1.80686571158733,-126181.0,43.938060491134,53.9113567148746,33.8129496402878,3559.503878810576,30.6059359395495,74.82705123893913
Ukraine,UKR,100.0,21.289936549886253,11.0,,17665.34375,82.3755,,19.87446385227365,579400.0,36023442430.0,63491653338.0,36.5281725077224,-299961.0,14.2955371058716,67.1469283033341,20.4326923076923,,69.4754455027606,
United Arab Emirates,ARE,100.0,19.933944299876728,12.0,76.681,77955.29517608786,100.0,85256.15391327017,-2.020549007253294,71020.0,320418028364.0,391795376230.0,,300004.0,16.3389425432864,81.9654257470884,50.0,57522.64978541126,85.6680699002526,1.603745519904888
United Kingdom,GBR,100.0,27.479704516669617,11.0,59.323,59911.34676632091,96.2988,102728.21246943471,6.344914192122332,241930.0,487273418675.0,721751331983.0,2.23063973904322,445523.0,17.4091420415944,63.3527288517877,34.6153846153846,85091.20816910134,83.1601932891335,11.860652957770524
United States,USA,100.0,27.079695650613672,12.0,59.821,82304.62042728657,93.1444,,3.5983913553565827,9147420.0,2017050991782.0,3083938008546.0,3.304441637598,1322668.0,17.5946376490897,64.9735428685564,28.9655172413793,,80.071561119178,3.758941437190876
Upper middle income,UMC,99.42861241390672,29.224237837720526,10.0,59.81853004913045,23434.176925954787,85.3,25869.717621958967,4.940901753827596,,6328905151938.0,5455560277531.0,1.7544678434466423,-940775.0,19.96822406370816,68.32761249225169,26.9410196601133,22818.126889007843,69.26962809912375,34.90093016433014
Uruguay,URY,100.0,28.526580790923795,14.0,59.188,34470.93222011432,89.896,47722.71577768136,3.4131254835156284,175020.0,7802870252.0,12363880273.0,2.11561237275002,-1501.0,18.6854031360825,65.5017789571411,26.2626262626263,32025.64526803117,95.5439605712891,24.624254273210745
Uzbekistan,UZB,100.0,48.66650736693461,12.0,55.182,11106.971593476685,89.0136,10081.58506642969,13.823039902276022,440650.0,10979429618.0,35987798588.0,,-6004.0,30.8710611630266,63.4338978400472,33.5714285714286,8174.378101401624,50.9964841114568,33.7413811548802
Vanuatu,VUT,61.6,67.5432514617329,,55.472,3567.818820302228,45.7313,,6.97212370754437,12190.0,62975139.0,424379230.0,,0.0,38.6133638776749,57.1684271796784,1.92307692307692,,22.2651966823901,57.97611518967615
"Venezuela, RB",VEN,100.0,40.54052129646152,17.0,48.589,,,,367.8892264876064,882050.0,7370462476.0,12266998968.0,0.5007044976434459,-112899.0,26.1537708367387,64.5126609960251,,,89.249627620225,36.99721929005386
Viet Nam,VNM,99.8,34.83076097607826,10.0,72.335,15033.87685943549,78.08,7353.845998167976,2.093390915837574,313429.0,345093229089.0,318466938556.0,,-81789.0,23.6058472126142,67.7729868011901,30.2605210420842,7556.583430247335,38.1298904418945,52.3405074390883
Virgin Islands (U.S.),VIR,100.0,26.97515875980575,,48.367,,,,,350.0,,,,-444.0,16.5190604543704,61.2373251187267,,,95.2740790945924,5.513972776926857
West Bank and Gaza,PSE,100.0,66.35315416165088,10.0,,5950.020061843931,86.6377,,-2.429743316828464,6025.0,1521387934.0,6682440302.39748,,-24996.0,38.3702289515375,57.8272966906483,,,86.8576870415886,
World,WLD,91.59917744219916,38.54539052222527,10.0,58.23077121543887,23381.777314541974,69.2,26208.304846740768,5.147942896231569,,22817930294120.4,23447818665828.41,2.3087477533183995,0.0,25.044864409069696,64.97499162295834,26.73574852063084,27418.526498125644,57.30995070181061,42.65532970908754
"Yemen, Rep.",YEM,83.6,73.26956770166517,9.0,27.497,,,,,527970.0,55062339.0,4410667734.0,,-5233.0,41.2261185664195,56.2663580396021,0.0,,36.5707979836506,45.4223570511076
Zambia,ZMB,51.1,74.72500754790244,7.0,58.33,4076.995086866413,33.0,12382.439621628377,7.094629603037575,743390.0,10433911381.0,10124460433.0,1.33879038934617,9521.0,41.9551205572872,56.1460270754173,14.9700598802395,7110.045319428675,45.0285853521585,70.73453163792045
Zimbabwe,ZWE,62.0,75.05355677685236,7.0,61.449,5791.192128779884,38.4266,9404.119612952543,768.4771778645327,386850.0,6941473283.0,7256254423.0,0.209793581326229,-97380.0,41.3232835325935,55.0583947080017,30.6818181818182,6122.459950454033,39.2919370795795,68.43335234254606
