Country Name,Commercial service exports (current US$),Commercial service imports (current US$),"Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)",Insurance and financial services (% of commercial service imports),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Merchandise trade (% of GDP),Transport services (% of commercial service exports),Transport services (% of commercial service imports),Travel services (% of commercial service exports),Travel services (% of commercial service imports)
Kyrgyz Republic,-0.13264194600255358,-0.18009350495668316,-0.9305826398141754,-1.5256211997028064,-0.8635412696309664,-0.19837252669535346,-0.3057386120849902,-0.11416586188820775,-0.5001120301657156,-0.02828672094293876,-0.6080437426351716,3.60532742811225,-0.5155335875870563,-0.2518433173571568,-0.49500099497089756,-0.525903894994197,-0.7393744527306827,0.6758187591741842,-0.16274264784298698,-0.3033139396696255,-0.1277925179121594,-0.7263098360505197,-1.1328014236888109,1.3519112279636902,3.245436120559671,-0.6168446376308071,-0.46416101456722625,-0.40585716707642017,-0.4688780626964048,1.1285401847804264,0.3387214121951234,0.4249037296058896,0.3739327807089689,0.8966047305981256,0.7967549392059523,1.1617398986591487
Lao PDR,-0.13264177406922562,-0.18009311595513167,-1.4637773850065243,-2.224291239220536,-0.6543809396457517,-0.19836900912249378,-0.30379281349912607,-0.11416586188820775,-0.5652069151987391,-2.2574297954184566,4.092095181027971,-0.465292556510512,-0.5146480962863919,-0.38977767185008044,-0.3766149934219293,-0.5166927618264958,-0.9612455298249182,3.409561964837607,-0.16274107488554077,-0.30285746580750633,-0.12782417215814412,-0.7697863442008533,-2.5450734769216736,5.571597774918686,-0.689896698538767,-0.6327156674227625,-0.6550413793258706,-0.4459317988660847,-0.48319502873916137,-1.4934189885566613,4.110920670901354,0.149113708504906,-0.4314532747796346,-1.4425337594810623,1.6752760674767333,4.5255824672187215
Late-demographic dividend,-0.1305893597805665,-0.1774368047123909,0.9923177957736546,-0.10711481405684749,-0.5242585744081485,4.884112427713986,2.303538979155979,-0.08002095174233996,-0.24002504653032058,0.32346619101114776,-0.01302705832651144,-0.02665187162572704,-0.00520053122255779,-0.11250791886618329,-0.11160892166552297,-0.36841183171659186,-0.08299042492092389,-0.31217882594198176,5.583129161893095,1.9000398038194322,-0.012454879455670387,-0.08034911845603736,0.31821140428967726,-0.04005982150655124,-0.2254918852666655,0.06443429950648742,-0.056085708723399894,-0.24462123941015435,-0.259121054725135,-0.27706602542071285,-0.15282953234935376,-0.4344914235221145,0.08999912973073133,-0.6777345322013939,-0.8730071073008202,1.1275518542664984
Latin America & Caribbean,-0.1322653429743232,-0.1796678990781988,-0.045297034106027076,0.020105515359883384,0.8962554438171493,-0.19733374891440372,0.21019306645162947,0.003613120765175697,-0.3863918301995396,0.3813528685429751,-0.05621810813927804,-0.3986522540164066,0.8937135500072197,-0.1970904806419852,-0.31944944182871055,-0.48399629976260017,0.012410946502335235,-0.46874903487096353,-0.16135677891840053,0.2279295776097247,0.049133390857277456,-0.6468697984192058,0.007184869783525161,0.37371209244713965,-0.6032248662091289,1.0739624322198416,-0.43712673008105324,-0.3091509838659753,-0.45550168836337696,0.36285348396940187,-0.33340632620896626,-0.5290782369195399,-0.1636162865824914,-0.31193798302767584,0.08875983029937749,-0.09807614873330243
Latin America & Caribbean (excluding high income),-0.1323931992603283,-0.17976930451919496,6.291980341498959e-05,-0.014897370805440775,0.9648079844295399,-0.19752550067572347,0.15242284588159088,0.009064493826171223,-0.3867665905759678,0.48800120507196115,-0.1387060570196626,-0.3960472423365078,0.8342827648637166,-0.20503885468628566,-0.36325641992194063,-0.483822895200704,-0.09799928281459473,-0.4919377642252897,-0.16159029039069142,0.16496308753103492,0.06276624383761001,-0.6481884993342091,0.06458063179685132,0.3899529401708553,-0.6133192482119244,0.9030188648272515,-0.45936586232060767,-0.3087566191296446,-0.4553009964867332,0.36870428065548133,-0.40429909882928716,-0.5454454555938673,-0.3216441614801212,-0.3458459864475623,0.14663913988107105,-0.050863567512358834
Latin America & the Caribbean (IDA & IBRD countries),-0.13231768467168062,-0.17969848592347776,-0.044109882348544696,0.01621892166509651,0.8995141188906135,-0.19741122283682133,0.20818243787150273,-0.016030868155071112,-0.38576001058175896,0.38059469149784747,-0.055624801966605145,-0.3986041430461473,0.8980103970197749,-0.19679955957820075,-0.31867379142101937,-0.48473575294011545,0.01297602453855418,-0.4670724892522157,-0.16143565629113263,0.21969222708502,-0.09923580416237483,-0.647886928924698,0.0032402567899033007,0.3907095049567941,-0.6035968018429697,1.078376153691028,-0.4419078558617,-0.3072609910564606,-0.45507480564995584,0.3780386953246589,-0.3315758920052175,-0.5133405750466762,-0.161805236117842,-0.3070617845533457,0.08636905155083949,-0.10057464986895456
Latvia,-0.1326326888884029,-0.18008934190195322,0.4723474728061326,0.5423399850120012,-0.489425964094753,-0.1983598938204681,-0.2988194996428029,-0.1134532935231347,-0.4327481858589166,1.2492724228097496,-0.7578917792861175,0.26248088685041604,-0.458940408051286,-0.32070282271255685,-0.4944625859913912,-0.42885469734985804,-0.8125082924057234,-0.7123020490910161,-0.16272552062901688,-0.2962764929377888,-0.12782417215814412,-0.7704680385255656,1.5945372001322355,-1.2160810684381123,-0.021477426273196626,-0.6256725134073006,-0.6424804583961568,-0.47962036651538964,-0.4913530066379359,-1.2208395974002777,-0.8128109439968628,1.2620465789179756,1.3248378271379408,-0.15741588107281856,-1.1426496282599623,-0.2355917436125742
Least developed countries: UN classification,-0.13256793309657203,-0.17998653107227494,-0.1626642211005275,-0.7004144212754813,-0.045148541225849666,-0.19819101147706425,-0.21242620585897856,-0.11258972506062227,0.010900180933994601,-0.5005400101537897,0.731572161949294,-0.38473469239772484,-0.4505853848612771,-0.24817007449113662,0.1062849696375978,0.3345981763881098,0.5406062161140451,0.07106099631700712,-0.16241154546312447,-0.17602958198591484,-0.10818596466039135,0.44459504600988914,-1.1262858584543285,1.0663809225670848,-0.17310506604824846,-0.3678801956844092,0.06625074055289558,0.8921356073325167,0.3776340892942309,0.7326252821241227,0.6575878663568161,-0.5206039181003823,-0.26215512175759476,1.35193661921191,0.4437632587878842,-0.6868276583555957
Lebanon,-0.13261997556659696,-0.18007348693784445,-0.4869224488107205,-0.9602547723801349,1.3654818724109477,-0.19836990877398172,-0.30439163782902007,-0.062163223130973,2.7593053617150725,0.2041964582259195,-0.6776166750422419,0.013960575372237738,-0.47838785497784664,1.8393078420322204,-0.41234036807602836,-0.0013660140631484828,-0.13066477021245432,-0.13516877647201167,-0.16272468449731126,-0.29594883795614424,-0.0762764821697945,0.9136992556558012,0.464827499440253,-0.6493064534637976,0.5315286139762618,-0.25542529715179,1.53909540196683,-0.25507752639339115,-0.41649786144058676,0.1719359028135856,-0.6864586909534873,-0.32148442733646454,-1.0863733150826254,-1.2643230937422332,0.9541137236360107,1.9047741851429976
Lesotho,-0.13264379240355584,-0.18009442826589991,-0.6741048792892197,-1.660551534058141,-0.8205731767207969,-0.19837350922159463,-0.30617996735620173,-0.11416586188820775,-0.5762097399514937,-0.28269175455626744,-0.8301995116633384,-0.4740077581698905,-0.4883283279070359,-0.3904709248561516,-0.5251967302285168,2.41577650303879,-1.031882865904379,1.2261704341248438,-0.16274663847158202,-0.3046078585991646,-0.12782417215814412,-0.7779554522327206,-2.461006679365314,-1.2114281505349567,-0.6813331253438402,-0.6558466744016416,-0.6562574658605977,-0.23538564528994904,5.981792940845832,-1.096401199970102,3.6870257027048763,1.4346011576866415,-1.3230094926815295,-1.39157042684983,1.607694348128303,3.8872640641374536
Liberia,-0.13264382053851773,-0.18009480663512326,-1.6691840463274636,0.13175958995061676,1.5747594065117687,-0.19837385545389705,-0.3065979455095292,-0.11416586188820775,-0.18682315021447327,0.7102142519472674,-0.2973068660351476,-0.4546914088762293,-0.050944035332566154,-0.3837006754077759,-0.5007900106725474,0.0530417104749514,-0.27910833188020334,-0.5748841562768442,-0.16274749789727944,-0.30523981122123606,-0.12782417215814412,-0.0710371512241871,-1.647823905944449,0.4640417806387105,0.45750941469146716,-0.2871926446325937,0.06543489807124232,2.0173333387807575,0.7335260193915027,2.428425879902326,-0.15225592606640073,-0.3198640000638034,0.0,0.7140170299386573,-1.0583550113344593,-1.7056990235729828
Libya,-0.1326433964905621,-0.18008459886482908,-1.0087178964896906,-2.408057539218264,3.692908919436232,-0.19834742117010565,-0.29192884414594467,-0.11416586188820775,-0.14229345318961853,0.7490257101051959,0.2120145272080732,-0.28001991915988017,-0.43795710185193726,-0.33120039983020727,-0.4989959931893714,-0.5292457485010753,0.14264492602188653,-0.9952822319137559,-0.16273024563135335,-0.2982033603973175,-0.12782417215814412,1.482397265854807,-0.3378045863123139,-0.10053276240387264,1.8288791109645983,-0.325552222740566,2.694071431495721,-0.3605258230364758,-0.49182316372629964,1.0452261450970477,-0.4946169761451372,0.13800434337889783,0.4159480355324754,-0.43802372261355305,-0.3489651269574937,1.5739619174870103
Liechtenstein,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,0.0,6.178213671622597e-17,2.0579099239639636e-17,-1.3235410755619998e-16,0.0,9.861525919602874e-17,0.0,0.0,1.1151273430981927e-16,-8.551967139813497e-17,1.159409522491695e-16,0.0,-1.7675786966959614e-16,0.0,0.0,0.0,1.0791251667921952e-16,0.0,2.872957130008553e-16,0.0,-2.509404064243826e-16,-7.831766527177669e-17,0.0,0.0,-2.5156206522538635e-16,0.0,-1.9633109628286819e-16,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Lithuania,-0.13262067579316442,-0.18008250657417435,-0.2841284738522542,-0.4474371918022827,-0.825882288172448,-0.19834382900996805,-0.29003336612171615,-0.11379437732786446,-0.36695973631887674,1.0589538021576872,-0.780468238042592,0.884842734039224,-0.46410953082701445,-0.28651605544911835,-0.503142628256896,-0.4665374637257022,-0.8594898573429676,-0.45386558792249143,-0.16270492383626828,-0.2878764821057983,-0.12781257571046256,-0.6692859910497279,1.4947948798484683,-1.2913885708718609,0.42315720506111854,-0.5988524530773951,-0.6220687130419295,-0.5008249947820015,-0.48287871432877355,-1.273446191090144,-0.656084677040294,1.8225944024648313,2.9355906959965217,1.2207841195515168,-1.3505785968097412,-0.48151182889265215
Low & middle income,-0.13061360908091418,-0.17781273924548902,0.7420422041422694,-0.1708783867515212,-0.20013475432409183,5.261190423490638,2.6512935776661615,-0.06979839762202011,-0.168205653694294,0.21844527232939004,0.044699541730227686,-0.1797153659669908,0.06072744147889967,-0.0776167704188982,-0.0665443495168677,-0.27950391207756387,-0.015011853711327646,-0.2540397724125814,-0.15549777188012878,2.5536586971487756,0.07581138905778348,0.13542990212718045,0.0768629152872733,0.244261632031038,-0.28092947291012177,0.08428041385412895,0.09202568455992037,-0.21657496103654866,-0.20999231713185285,-0.017083876657027996,-0.09991759126884027,-0.5718035507120571,-0.13523038055169737,-0.3784110633414063,-0.5262426540115532,0.7133502113888471
Low income,-0.13262090030503088,-0.18005216787910572,-0.26064392584942725,-0.6933263714093231,0.25510796918862777,-0.19832601029978245,-0.27918094359544215,-0.1072071607492799,1.131436208751819,-0.609896044959572,0.022177142861715973,-0.27528759283957144,-0.48094695851166624,0.25065074358993267,0.17053881058558026,0.9843985819924714,0.41560340736064283,0.3066155534397553,-0.16263568194094577,-0.2630044437319621,-0.12570001444205328,0.8557898498616414,-1.2202903971020618,0.3014971102904706,0.14945880940181688,-0.39839140083291835,1.0401690642795025,0.5590200072667652,1.1311869264167447,1.0391325762000416,0.5118501822011376,-0.49237263975964063,0.16333708729681495,1.596577542831166,0.36825201814433,-1.0950596967404926
Lower middle income,-0.13190952884309678,-0.1795038522694664,0.8514983844875004,0.36542734999725107,-0.2880306792557496,-0.1973616852224494,0.22996533319128162,-0.09453025336031241,0.043874586142558236,0.035945447896687,0.17314736138160935,-0.26567563340170114,-0.1614832259064438,-0.08297182523855003,0.048391584683641554,-0.07054854309857186,0.09001253971553881,-0.1384659930039294,-0.16094109454779393,0.4245585996105242,0.21928654469315687,0.7337199084706996,-0.34561880028922826,0.7999421054597388,-0.2908626170541543,-0.2016428695708195,0.4234720207600532,-0.04688169859512754,-0.13222871105075903,0.4246926934772784,0.00446621486801956,-0.5438823928574932,-0.2580908952782083,-0.14751525960526488,-0.5600453457345077,-0.13425325043468245
Luxembourg,-0.13244041640703355,-0.17994111896477338,-0.06430819506540207,0.2508845547059828,7.099701297090062,-0.1983592068808468,-0.2984596888437068,-0.11156182011677035,-0.4970151000027376,1.4489271945912734,-0.7372054915228288,-0.27676728948948276,-0.42094954664170675,-0.33762550175038336,-0.47849036299622605,-0.47901333616998404,-0.8162357173105208,-0.9362254644069705,-0.16271901670130667,-0.2936276953020858,-0.12670050113994988,-0.7395395004699195,1.6385571308798557,-0.9513693003423043,-0.6575605584455146,-0.6441763737266532,-0.5588897755547513,-0.5294967821005563,-0.49278072434737297,-1.0103271712023647,-1.0370196037682444,-0.021581384218843595,-1.137676991205557,-1.7762566345195008,-1.6484348227625314,-1.608179280193341
"Macao SAR, China",-0.1325672553135535,-0.18008694428593391,-1.6087109231356471,-0.17352637084967143,1.908659439877502,-0.1983728950275901,-0.3060853536806326,-0.11416586188820775,-0.57400746026377,0.9948946377555205,0.03799188078188798,0.0,-0.5059848349061566,-0.3879720065786655,-0.4874721828138861,-0.5285254908774325,-1.0357540870196604,-0.22372292745030994,-0.1627350736176536,-0.30005647002902813,-0.1277881025555335,-0.719657614756093,0.04581590286866432,1.4764568913242637,-0.6650065477222786,-0.5469771419515066,-0.64496017316318,-0.4991462625170406,-0.476917493000638,-1.4616259847401456,1.1441123156474355,-0.9912727631428468,-1.3741173294917366,-1.623581628388005,2.2784507951210933,1.138794181476342
Madagascar,-0.13264131852577632,-0.18009349830793572,-0.7650856581145179,-0.45089811126248963,-0.8432815140876558,-0.19837187290563346,-0.30546753356814005,-0.11416586188820775,-0.17731284226370436,0.8481294899578155,-0.37116806301451444,-0.4476699517562545,-0.5053688154378776,-0.24269360318987765,-0.2194940083254568,-0.10114128461895734,-0.32322729886685503,-0.692414059315364,-0.16274393146453506,-0.30393621533188886,-0.12782417215814412,1.4147818765945779,-0.8090056880637234,0.6895040552000812,-0.29370105771903837,-0.41944680398778605,0.45980884090210106,0.8549898230059582,0.2815831619401001,1.6773843661715502,-0.4828671422708443,-0.3312813254962857,0.710863606485536,1.2706443647928964,0.45873934196615157,-0.5257397408483289
Malawi,-0.13264331119605735,-0.1800944354096266,1.3169667274081414,-0.0051437301924881235,-0.33349321494660866,-0.19837352763820648,-0.30629421349367714,-0.11416586188820775,0.589261520984855,-0.4659650129909153,-0.5997094435399979,0.043942236988291763,-0.37370804053756734,1.1670338168796253,-0.3498959185780618,1.1489664642367283,0.28427126220411386,0.26051231509591866,-0.16274521876408185,-0.3042858054050453,-0.1276885902418089,1.661644722857593,-1.043317211954223,0.1927669724722236,-0.6052319839758011,-0.5858452649245076,0.8905832872581476,0.5394413011531961,1.4805770469899628,0.9386860626488802,0.3942367216853434,-0.6838686547060628,0.45790428810818445,-0.7216187847633317,-1.2748125952754312,0.9690324937234533
Malaysia,-0.13257198416301696,-0.18002341715535314,0.15589055879918295,0.1312904807308208,-0.08173390544452247,-0.1981550182221559,-0.1862423027633555,-0.11021651818320471,-0.39309853435240016,-0.011410897400450058,0.7639984797042353,-0.3730719752688488,-0.31935932595352706,-0.2971204773216047,0.02445134714612545,-0.4262838998078559,-0.482192711669514,0.42692374142114803,-0.16249743689531712,-0.2033763967922571,0.14471824049180865,-0.16107356814930734,-0.09036206311778466,1.2089593750993328,-0.6376332586561856,-0.4024083170039648,-0.4885311712667607,-0.13195484051828632,-0.3854320541372157,-1.0626161018408324,0.9503182829866549,1.7217459977712015,-0.5355516938891262,-0.4108600457066011,0.29820567105651524,0.3406705385630375
Maldives,-0.13263792892657336,-0.18009297757283235,-1.5720318787442438,0.22623719763909134,-0.34751786026225756,-0.1983740230450647,-0.3066529642654522,-0.11416586188820775,-0.54813577251273,-0.34162163679331325,1.319110310294979,-0.44511121515291024,-0.44577619181908035,-0.3891827285952461,0.15318602943902568,-0.5212432093347501,1.165440609978828,-0.6670308526094613,-0.1627452236680801,-0.30431241851937396,-0.12505417431926794,1.6414707626749663,-0.4432313251695648,0.8388847864618443,-0.5048174181255926,-0.5725403678026103,-0.5700606514945564,1.5445400475180677,-0.4420329632327208,0.7154455416405953,-0.10229558948394378,-0.06387272089220682,-1.156845903804701,-0.24765071093655314,2.310856780547208,0.16931679367739694
Mali,-0.13264266222874144,-0.18009263591269,1.3768434770154876,-0.7041941989084937,-0.5491391069162934,-0.19837097141248436,-0.3048887987997411,-0.11416586188820775,-0.5075855647961256,-0.9132225001683469,-0.6734137309017239,-0.4409418185566097,-0.5116689134201521,-0.36258347452169754,0.3025166663430151,2.5907719771164914,-0.3773847445985961,1.3595651777410582,-0.16274247007304957,-0.30323180613646766,-0.1278070544576569,-0.2634090234626779,-1.5990396822295256,-0.23271674289572025,-0.26755245492524854,-0.33082343275005144,0.32066374678745985,-0.11178187075260122,2.9926429824928444,0.36409164103025665,1.5003631924896135,-0.44303090537049633,-1.3952775574545695,1.746715429275811,-0.29526468154746893,-0.9057777833249426
Malta,-0.1326134636099694,-0.1800750285305797,1.8304788989377574,2.8191929751956946,-0.7750737510559209,-0.19837142906528835,-0.3052259723979622,0.19312287908028852,-0.0708766745643818,1.038986289847915,-0.6741912227180649,-0.3498339992945689,-0.428878354113606,0.14081117002978263,-0.41627715196173554,-0.21517770760909286,-0.4598826566013706,-0.8082368687446211,-0.16273970667002247,-0.30213776340020726,-0.12778749775844356,-0.6107912084775056,1.3699920579597833,-1.1090215221607225,-0.10792482229488057,-0.6091186096550402,-0.25517545333008823,-0.21484881450159735,-0.46990694557965595,-0.7053335764476424,-0.9844873849786003,0.15529460895977898,-0.29105052294632816,-1.2098972502520213,-1.3694344543619772,-1.570498612523804
Marshall Islands,-0.13264218698313962,-0.18009507554707582,0.7342859567745811,-0.48545575080897524,-1.2393513871876858,-0.19837430481922574,-0.30626108482915937,-0.11416586188820775,-0.5758039617165366,0.21559826859922082,0.3765255229335239,-0.2662258613221315,-0.21932787244241084,-0.38840039823999484,-0.49292523632254476,-0.020407698140655246,-0.38211600865519535,0.0796707151058832,-0.16274868098686293,-0.2995886688154202,-0.12782417215814412,-0.7839588060678713,0.8820973229920188,0.11827271048105442,-0.44059268536098917,-0.6464084199393269,-0.6569205962986695,-0.5054437382850445,-0.4744114970899646,-1.419519109502794,0.16014807846042325,-0.17240441623264244,2.3922398673035903,0.3428071558123521,3.1603218074318165e-16,0.7489926837487958
Mauritania,-0.1326436222583391,-0.1800939417801813,-0.05800050593734498,1.1308254603571473,-1.1827288231034847,-0.19837226886278783,-0.30558592103509696,-0.11416586188820775,-0.552518711195411,-0.5244041343820391,1.3395120318171847,-0.28308893774878513,-0.39849901980141134,-0.35428708144066173,-0.5251911901678732,0.05678748472062323,1.2920250191903557,-0.5720288447450514,-0.16274444883635292,-0.30399951727414976,-0.12782417215814412,1.4693629693423935,0.43030834221765707,-0.3567977463793025,-0.05411566215393725,-0.4516802134991821,1.058464713725757,-0.18671784762118526,-0.18799792354260894,0.3925667148837,-0.8263813083172344,0.393390456513956,2.833982238556069,0.7092824483235409,-1.4513952298821622,-1.5792936836900275
Mauritius,-0.13263701345995463,-0.1800917481330247,0.35070229254579843,0.04783682532353439,-0.28800439056606103,-0.19837230845850326,-0.30577732791343376,-0.11172706954251348,-0.5193269038467431,0.3019589702121025,-0.4595394961231484,-0.4514684310855429,-0.5012317199028244,-0.3748608004193964,-0.26596576675942274,0.9177730887753786,-0.4975889995979635,0.08427929416795758,-0.162741903661249,-0.3029511133036288,-0.12747229821108058,0.33505923975713875,-0.7050759201251922,0.34868062034584146,-0.4207845415886538,-0.36564588421099453,-0.3108966735863868,1.3321706516591099,0.3657964057986209,1.460334889061961,-0.42126235637027104,-0.15646090554083103,-0.7318450494997591,-0.19968954690977722,0.1791398436990627,0.2955990696422467
Mexico,-0.13256678672241656,-0.1800077671305003,-0.6684819952461044,-0.2428825419974992,2.0854502847610865,-0.1979502172111216,-0.07403596411511551,-0.05687623673983422,-0.5553891982408558,1.4111194048693314,-0.7483518832577222,-0.46144403950707513,-0.026071809627809805,-0.3787188375535395,-0.43899374708365857,-0.5212314420923514,-0.8938665274005941,-0.8276312828026959,-0.16217607788845628,-0.06482445174404221,-0.12247041195883748,-0.7492090080006155,0.5472484060199028,0.4367074424517789,-0.6458456356830936,-0.2798021020349491,-0.6147858635396469,-0.36544570291748246,-0.4766222737842151,0.3144563298262688,-0.8948320807561924,0.3339685261818923,-0.3147814469723059,-0.2314635651828966,0.63308229897319,-0.43732287826650906
"Micronesia, Fed. Sts.",0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.198374317710854,-0.3066212285707154,-0.11416586188820775,-0.577448499758216,-1.1599004008870497,2.79302813648385,-0.47555134583090375,-0.4972194902101356,-0.39048218163639126,-8.551967139813497e-17,-0.5279365690983655,-1.0557368291687894,2.2453388759180988,-0.16274850076492636,-0.3055458237410006,-0.12782417215814412,-0.7751332037204872,1.3560343719915091,-0.5647189791983781,-0.680698202020159,-0.5994809942794571,-0.6391367788622013,-0.5002524615271753,-0.4514929453718046,-1.471589929157376,-0.3346591843684409,0.1636525774274577,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
"Middle East, North Africa, Afghanistan & Pakistan",0.0,-0.17938316003607907,0.0,-0.3305622113870354,0.2691249391678749,-0.19723476880275287,0.16037079970802265,-0.11138473666939239,0.37159091709406306,-0.18343471881858428,0.12736089966593173,-0.14189910702769162,-0.36945598182832173,0.2660681537760361,0.7139882211683766,-0.28145133785925447,1.0503042121400044,-0.7444530347878239,-0.1614662245385953,0.1775416233868442,-0.1110408762837865,0.8896776737072659,-0.13147169166037298,0.12178441153024229,0.22563766993957565,-0.22772603527659066,0.4917868732455966,0.2982569076980122,-0.2276459233192939,1.1988145503550778,-0.8569899118816566,-0.06179227974185111,0.0,0.05268085798721557,3.1603218074318165e-16,0.19185301902486215
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",-0.13243216904006982,-0.17990337117652558,0.34996123856140693,-0.7165732985042033,0.38173876837833653,-0.19807218306463253,-0.15703986398600575,-0.11059265615741239,0.20540649195374608,-0.1341324234734244,0.08470574537397117,0.09960308396776492,-0.3331821229453497,0.22097621342046775,0.5561646306713006,-0.32464979276722333,0.9737786143226064,-0.7323224159397331,-0.1622412581555086,-0.10729069899647418,-0.1158034936928954,1.1025320421200124,-0.22482682350125913,0.18347185029492802,0.9204681190283684,-0.18897624000431865,0.7325538787000623,0.04747092768558633,-0.39840337319573266,1.2729777294653186,-0.8120802729850881,-0.5032875281427089,-0.14176696120735482,0.436020646963154,-0.23299591013938017,0.1564393032725825
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",-0.13243058969947924,-0.1799002969104464,0.3387865516214483,-0.740083739612615,0.35598350786368577,-0.19806992955124667,-0.156481205305701,-0.1106059418757036,0.20625156596749408,-0.12865085221974626,0.08130274117019647,0.0979084065805403,-0.3338100424882772,0.22199749292561277,0.5521655210689996,-0.3254035894127847,0.9665200878024354,-0.732081856656457,-0.16223251040248834,-0.10398443476074366,-0.11600038733210798,1.0867013167825568,-0.20996432730656783,0.16513069975836397,0.9240161859554732,-0.1945184316938309,0.7424942114886443,0.040284626092807,-0.3996200232954397,1.2507760488483288,-0.8105659261566949,-0.5032875281427089,-0.15474433131302134,0.4013747862959778,-0.21299055990980656,0.23510564767093575
Middle income,-0.13063516454083932,-0.1778551720416881,0.7482702507574281,-0.16382459514120074,-0.20628117922776276,5.21311016975549,2.623741567855865,-0.06944668440929797,-0.18042474827579955,0.22623324930534916,0.04491129492926586,-0.17881680605347497,0.06582020658374753,-0.08070310667630379,-0.06877338017576132,-0.29138698891826753,-0.019060452602544357,-0.2593109941638727,6.974873109574909,2.5109068930752585,0.07886996426188499,0.12449615328765039,0.09655133434587715,0.24339290196634275,-0.28746198127219164,0.09160649078317801,0.07763459908894026,-0.228347076645283,-0.23034896944694955,-0.033115314068337134,-0.10920310916066092,-0.572662717024488,-0.1370672397106155,-0.40507622134717963,-0.5313448983139138,0.7368971190491667
Moldova,-0.13264118643344963,-0.18009327097578837,0.676249055256298,-0.4316104723725169,-0.9912860409678067,-0.19837179647669437,-0.30535403231675257,-0.11416586188820775,-0.4314556315230612,0.9038401672977536,-0.750667190128625,1.2616914007293212,-0.5104610663926082,-0.17728349146351724,-0.5046713247988941,-0.5073719794356237,-0.8370809286253031,-0.2973787527230328,-0.1627416008393556,-0.3028398753142335,-0.07416547997722657,-0.32431329362838435,0.46557191421185956,-0.6224485888109997,2.0480895247815676,-0.5506481088137801,-0.5263317794382176,-0.41621071445995933,-0.4382991064320229,-0.5582267339207022,-0.08332322622253062,0.3981484160830313,0.5020302162943863,0.2759106062197996,-0.6876537641085204,0.6459407294339267
Monaco,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,0.0,6.178213671622597e-17,2.0579099239639636e-17,-1.3235410755619998e-16,0.0,9.861525919602874e-17,0.0,0.0,1.1151273430981927e-16,-8.551967139813497e-17,1.159409522491695e-16,0.0,-1.7675786966959614e-16,0.0,0.0,0.0,1.0791251667921952e-16,0.0,2.872957130008553e-16,0.0,-2.509404064243826e-16,-7.831766527177669e-17,0.0,0.0,-2.5156206522538635e-16,0.0,-1.9633109628286819e-16,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Mongolia,-0.13264168636875096,-0.18008988187829905,-0.3596335144601777,-0.2121957431467313,-0.016269521214758702,-0.1983673387358007,-0.3028764491681429,-0.11416586188820775,-0.5735800889072387,-2.202456792383141,4.100822757565868,-0.46046695652462144,-0.5157363827067185,-0.3543330383878906,-0.5260826242105443,-0.5281714252504778,-1.040112471018773,3.4173836135803772,-0.16274125142947862,-0.3026923517570269,-0.12735870320722434,-0.7722913100164321,-0.027460572383508436,1.36764140317962,-0.2942473701753639,-0.5288355352982693,-0.6340099072287536,-0.43453019673068277,-0.48724733074423304,-1.2658642317987054,1.065278715391612,1.0422938540301356,0.8738696518046524,-0.11185087055010925,0.006073655148533803,0.3729993663796097
