Country Name,Access to clean fuels and technologies for cooking (% of population),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Agricultural land (% of land area),Agricultural land (sq. km),Aquaculture production (metric tons),Arable land (% of land area),Arable land (hectares per person),Capture fisheries production (metric tons),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from oil, gas and coal sources (% of total)","Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy intensity level of primary energy (MJ/$2021 PPP GDP),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),Land area (sq. km),Land under cereal production (hectares),Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Methane (CH4) emissions from Agriculture (Mt CO2e),Methane (CH4) emissions from Building (Energy) (Mt CO2e),Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),Methane (CH4) emissions from Transport (Energy) (Mt CO2e),Methane (CH4) emissions from Waste (Mt CO2e),Mineral rents (% of GDP),Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Waste (Mt CO2e),Permanent cropland (% of land area),Population density (people per sq. km of land area),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural population,Rural population (% of total population),Rural population growth (annual %),Surface area (sq. km),Total fisheries production (metric tons),Total greenhouse gas emissions excluding LULUCF (% change from 1990),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Total greenhouse gas emissions including LULUCF (Mt CO2e),Total natural resources rents (% of GDP),Urban population,Urban population (% of total population),Urban population growth (annual %)
Afghanistan,-1.1893269737291006,-1.1878898702341458,-0.17021234751255207,-1.0225939306841418,-1.1085094525928916,-0.20040054435811452,-0.05444688645407975,-0.2257901960681471,-0.06554585960060812,-0.07919703199110438,0.41774361332880894,-0.13324804069050647,-0.073541795333235,-0.0887140972856489,-0.5255909289650647,-0.10643953441495814,-0.10157932039326,-0.1325182897583014,-0.07245067269190705,-0.10304332052589987,-0.1782863224079549,-0.03976447382954699,0.10917513838895967,0.2925673897342163,-0.32546935896429086,-0.11008786886871612,-0.35411269679310214,-0.4880759482738419,-0.13758278429952048,-0.6354383603658544,1.793545707675834,-0.729232119472226,-0.3855690288543664,-0.29208234004022865,-1.460161607663345,-0.44312442123349655,-0.27479371208997405,-1.025307667233593,-0.11827194491538669,-0.037793513243995026,-1.3489640341020068,-0.18249514627391222,-0.357955629447545,-0.2576704664373492,-0.35735577566785576,0.020800308319169836,-0.13476218874545481,-0.11953224077686785,-0.11002226411101106,-0.09509726377035872,-0.17862737137914705,-0.1384900859640472,0.3334859862841329,0.2743369924982416,-0.4059106739331401,0.2051743099897463,-0.07638115177809009,-0.09652228341428726,-0.07606044606619684,-0.09819449612447859,-0.11181261292831746,-0.10900775200067121,-0.09516941775045702,-0.12203444787435172,0.22334966625266847,-0.06882126465320487,-0.18360839877493107,1.7815434106751913,-0.48719384047656733,-0.26308455829043303,1.540111646302319,0.5969211390629843,-0.3065619995939534,-0.0813354226345883,-0.014115436331636661,-0.09910338171903309,-0.5984641008630132,-0.14191572721999976,-0.6944041135094136,-0.3104714975204053,-1.540111646302319,2.0134962068353737
Africa Eastern and Southern,-1.275726495956215,-1.177726878751067,-1.0837198825335999,-1.7723419141889294,-1.7509797599128665,-1.5501459101615533,-0.06116719971331847,1.7759274023862872,-0.06546776606608455,-0.08046601115713402,-0.06663321659606754,-0.12481433503032806,-0.09413582671104398,-0.08777104799745615,-0.42458018991374186,-0.10068338912115557,-0.10030304228405454,-0.1262230706371513,-0.07216649258953567,-0.10242918013831283,-0.17188584807961652,-0.10950658348174609,0.08758455947125313,0.1290068157821648,0.12619569061798025,0.40102209883757634,-0.14090314991903125,-0.7485530617334653,0.6932327783059422,2.301823490271414,-0.2414035171957252,-0.7034333048366406,-0.049724935808234325,-0.7502619594027657,0.3209739422050163,-0.3033520862829869,-0.22982485844235376,0.7725279692238349,-0.11344170752169075,0.7942180783810961,0.18544176805966317,1.7931112189290919,0.431962128601842,0.8567355522243459,0.18128976843509123,-0.0199018055603942,-0.13094662347851124,-0.11371515354061469,-0.07595608589904895,-0.09379533560634962,-0.16616236041756793,-0.1290772355530668,-0.14464005025503004,-0.10606203701465997,0.1438471328461868,-0.0384760448364144,-0.0719375253929144,-0.0928106368279926,-0.07127162457990523,-0.0784760208467573,-0.1036742853255228,-0.10243641032118285,-0.09377678510326841,-0.12083733370759377,-0.11441097749522498,-0.06851404644044114,-0.18380295858620366,-0.277004556074885,1.0711765274355194,0.4556056511204468,1.08287142331049,0.4361885943066097,0.6507124766154098,-0.0805827074776018,-0.08673963785158156,-0.096192639580527,-0.4404895906272435,-0.13866758359854606,0.4075652531864961,0.07363290603536453,-1.0828714233104906,0.872095501890582
Africa Western and Central,-1.5091285136650263,-1.2826714404386925,-1.7732837198479778,-1.236121248939291,-1.6653936881315994,-0.714572558010058,-0.06307997548664016,-0.2246117774713681,-0.06548791154601007,-0.07946616674641235,0.3929624429544139,-0.1250994884482081,-0.09577224736663889,-0.08847444082421585,-0.5037218534220563,-0.10550387246982816,-0.10079552725324976,-0.13168393209157686,-0.07232596142300209,-0.10299931640466177,-0.17467540515015953,-0.11722951150224077,0.0877948041357811,0.11633286441858016,-0.3479693086144334,-0.41858533498878925,-0.19249569931069108,-0.847470741510122,0.38596023151235964,-0.6206704574969136,0.4304932906900883,0.8497599247661204,-0.3855690288543664,-0.3620288915190481,-0.18101536047004796,0.4103240947387305,-0.23125824649816307,0.16108133143209288,-0.11709013312916759,0.5097358358363949,-0.519701019639912,0.6333613804249538,0.305198459784144,-0.2569126802336187,0.14355773840396702,-0.05425800293815144,-0.131940111791548,-0.11676345664596761,15.996342066085068,-0.09319582065194795,-0.17184431374299441,-0.13521278074104603,-0.14883944209422179,-0.11213418536242385,-0.04921774336888941,0.2877818384686181,-0.07435884296619943,-0.09471332616950622,-0.07417653273810551,-0.08753333646356418,-0.10767985241512618,-0.1072225822090513,-0.09513484436957012,-0.12147909626887232,-0.11574154027411226,-0.06777882767636821,-0.18545273370408047,0.5902014885077803,1.8045653638003858,0.12324507745310119,0.5667132768699689,0.35500005720973443,0.25587672650692345,-0.08065823242780025,-0.10338278775553061,-0.09768623934598161,-0.5113594287676619,-0.1412800526470717,0.5365971728768887,0.04989556264251797,-0.5667132768699695,0.9394316400478684
Albania,0.05069519669219682,-0.2586578688476,0.3937793482637615,0.7168147395623772,0.8133316863496763,0.5050683332934762,-0.06082896201347903,-0.22592838551407204,-0.06554562302871532,-0.07651453003354133,0.04539125685757334,-0.1332330558941261,-0.12134152614660518,-0.0887172917502291,-0.38408104176204616,-0.10641686232499625,-0.10157753913462078,-0.1325757978399388,-0.07244645567367304,-0.10304770491252428,-0.17829509365573348,-0.12132351363990698,0.09006250498165522,0.12028700123941174,-0.21814555949821884,-0.16564741899491042,-0.3749111527002005,0.47526974611983375,-1.0621002169037772,-0.6354383603658544,2.4849490123447517,-0.729232119472226,-0.3855690288543664,-0.847841096327285,-2.1178667128120883,-0.44200734048131596,-0.2747880726206057,-0.8210203508389123,-0.09344399570237442,-0.9077724918730161,-0.18077827647140424,-0.18249700365168303,-0.4152254930117345,-0.25772687731876137,-0.39491587618247365,-0.17166290435055734,-0.1348493779737023,-0.11973921741459233,-0.11007749825310291,-0.09510214941938362,-0.17868051347908556,-0.13876946280272925,-0.16196295459246696,-0.12356836347946198,-0.382707265698342,-0.6431209310938416,-0.0764550023660164,-0.09659657684910386,-0.07606461672990013,-0.09828789802388585,-0.11184851429787858,-0.10901594267933915,-0.09517616377599593,-0.10531753913133651,-0.12018804270592048,-0.06708558634863938,-0.14298318281835215,2.49296038437629,0.22930466924154413,-0.30702780444956723,0.2866870842956259,-0.6735476634551097,-0.3477938483298675,-0.08133397504900669,-0.2605044494217269,-0.09914184346532695,-0.4204785765311506,-0.14195447244825343,-0.6242417589791152,-0.32118812082513704,-0.28668708429562617,-0.1954600852704976
Algeria,1.0449223266513663,1.1587069485887869,0.8510699124067185,0.6896894581550241,0.7343935037074857,0.5491601381467005,-0.07265057595136398,-0.22577715801416098,-0.0647791886183387,-0.08149435481843888,0.060644631048071114,-0.13285316903581593,-0.09010529532642268,-0.08852754584913841,-0.17756392851042618,-0.10446142068570204,-0.10118738055062892,0.6931312750234072,-0.07234159512229119,-0.10298603549080745,-0.176066493439744,-0.12136955058254634,0.04854031053736409,0.12002843263103254,0.004155573189280128,0.34219140516570506,-0.3585690261507568,-0.6518946920492193,-1.2272759955824417,-0.6354383603658544,-0.8881139624499298,2.963804968296289,-0.3855690288543664,-0.8052697169600467,1.0907970634957225,-0.42987180716630585,-0.27429853916982117,-0.2943421132588763,-0.11479509439969444,-1.3713379330403042,-1.3955156077095183,-0.18249221171371507,-0.39858846293152156,-0.25751432287268183,-0.3575485582049051,-0.14054109702732537,-0.13450228177201987,-0.11964561394094193,-0.1100973860181014,-0.09472923591199978,-0.17851896149527247,-0.13450359338131462,-0.15003549232694202,-0.12199116892297224,-0.310825318084488,0.13045189047993075,-0.07632776060138208,-0.09653113403532786,-0.07606469850761981,-0.096948247923816,-0.1117520934767716,-0.10859742175129265,-0.09515845545895629,-0.12167668072302801,-0.11968655288771923,-0.06870979299088101,-0.20068497090971454,-0.9734009041797915,-1.0506538335558588,-0.28416171744879615,-0.402172579957428,0.007192091424462717,-0.1923434825976753,-0.046998845377840576,-0.12998970070345603,-0.09875200548919823,-0.20438627293064573,-0.1416800823533993,1.9840974424342455,-0.26821213704621966,0.4021725799574277,0.3208940008978729
American Samoa,1.9623357358002802e-16,0.0,0.0,-4.818417914860817e-16,0.0,-7.832277911252637e-16,-0.07473800041110173,-0.22593289749374768,-0.0655464384391824,-0.08120622294695042,-0.9024798347120289,-0.1332357563344632,-0.10982821463660704,-0.08872456130823227,-0.5510306622816482,1.3197737902242422e-17,0.0,-1.9063746740900924e-17,-0.07245246176858754,0.0,3.593424947101968e-17,-2.2794651395769675e-17,0.0,0.0,-6.33615386116101e-17,-0.8136589920897918,5.267990414149093e-17,0.0,0.0,-0.6354383603658544,-0.9151425608038769,-0.729232119472226,-0.3855690288543664,1.8851956872617714,1.116508319144,-0.44312442123349655,-0.27479371208997405,0.0,-0.09945886861057635,0.0,2.3975003598603903,-0.1825003189976247,-0.4360723730220381,-0.2577293329882625,0.0,-0.09848203737209335,-0.134868389838966,-0.11969561078950518,0.0,1.872907019118583e-17,-3.775973307435218e-17,2.38592768347552e-17,0.0,-0.12369745513519609,-0.4059106739331401,0.3957226626510644,-0.0764203745308662,-0.09658556637673926,0.0,2.3702157546437248e-17,0.0,-0.10902726174222054,0.0,1.8327963263636656e-17,-0.1203192953266259,-0.06402009705906829,-0.03579415815747137,-1.0044717193928243,-1.061088277872142,-0.3101781621520814,-1.2729211187870644,0.3410956957084366,-0.34968000506731817,-0.08133481167842462,-0.15172093968574746,-0.09916036921561645,-0.6695504128725633,2.7096438693698476e-17,-0.742241068712597,-0.3246211076000603,1.272921118787064,-1.5032826861890283
Andorra,1.0670162628726811,1.2248082674288694,0.8541185161676713,0.7303773802660539,0.8133316863496763,0.5767175161799658,-0.06067334990295868,-0.22593282887835384,-0.06554644482343137,-0.08188786042452864,-0.932623329301571,-0.1332511553852436,-1.8415945331767745e-17,0.0,0.0,1.3197737902242422e-17,0.0,-1.9063746740900924e-17,0.0,0.0,3.593424947101968e-17,-0.12136955058254634,0.0900529198341362,0.12019390424885304,-6.33615386116101e-17,0.0,5.267990414149093e-17,0.0,0.0,-0.6354383603658544,1.6878970601099268,-0.729232119472226,-0.3855690288543664,-0.8483665792697169,-2.1184885884190785,2.881477427126339,-0.27453237082656,-1.0444596031455944,0.0,0.0,0.062408207795100513,-0.1825003253387695,-0.4360723730220381,-0.25772930861213145,0.0,0.0,2.742456895824543e-17,1.8467983459353223e-17,0.0,1.872907019118583e-17,-3.775973307435218e-17,2.38592768347552e-17,0.0,1.8591363208330744e-17,-0.4059106739331401,6.760806573234997e-17,-1.384709488347508e-17,-1.5491903279122096e-17,0.0,2.3702157546437248e-17,0.0,-1.6166186745692372e-17,0.0,1.8327963263636656e-17,0.0,-1.6517433171629603e-17,-0.09802220417684267,2.493357100832256,-0.4663249518440009,-0.3101739590994334,-1.3700212707905979,0.26259360481372157,-0.34966216750797974,-0.08133612290873786,0.0,1.7382497114881716e-17,8.866101518807425e-17,2.7096438693698476e-17,-0.742241068712597,-0.3245577913702595,1.3700212707905977,-0.8929274617336012
Angola,-0.4767975305916959,-1.1319579850617685,0.18037708499704824,-1.5142396561924172,0.0,-1.754636665434276,-0.06442180229769838,-0.225764925428868,-0.06554635260650164,-0.08147805549167958,-0.1000576150535823,-0.13240382759956223,-0.08139039127853091,-0.08868877135730031,-0.44375564518195487,-0.10607959031800036,0.004918317787220383,-0.13245767109228035,-0.07244373826639858,-0.1030421469893306,-0.17802297161992148,-0.1208402967970613,0.09004276678321815,0.12084921507196156,-0.32881720815612214,-0.40130910045658935,-0.37340531776574537,-1.110358472134137,-0.711320559709864,-0.6354383603658544,1.3471766134518548,-0.5906702246540921,-0.3855690288543664,0.06671480625008343,-0.9170499729728804,-0.25103204144682933,-0.2738776421876912,-0.8657082013002487,-0.11726627333059868,-0.8386257441798738,1.127055733269168,-0.18218458383911088,-0.3047502530502104,-0.2576167965164538,-0.37391082959722083,0.07663368369215653,-0.13458604027073462,-0.11965634350587606,-0.10892800280541776,-0.09481476205543568,-0.178599737487179,-0.1385223217531259,-0.16102131283466234,-0.12305088484327634,-0.4059106739331401,-0.19197749648085183,-0.07630568124571252,-0.09653256485166237,-0.07594301326074739,-0.09672942061663327,-0.11179620087366096,-0.10825256005154463,-0.09516969883485449,-0.1220120068201591,-0.12008896342956626,-0.06882131471861437,-0.1987531248141207,1.3698379698100203,0.7823302180045524,-0.29025145450446593,-0.09310509391080246,0.3749661766731338,-0.2673299394549792,-0.08126416590818225,-0.0039669453618052936,-0.0990062056836729,-0.39777095126294554,-0.1417847060888954,2.6722891618828006,-0.29286541180768566,0.09310509391080214,1.454868650289249
Antigua and Barbuda,1.0670162628726811,1.2248082674288694,0.8541185161676713,0.6795174776272669,0.752610007394145,0.571206040573313,-0.07127468464299046,-0.22593287317913197,-0.06554644198598739,-0.07994277677253167,-0.7440397088091244,-0.13324363028275868,-0.08954015924973635,-0.08872410885949557,-0.18927578711866394,-0.10648011896514083,-0.10157954855801503,-0.1326402229892757,-0.07245244136571734,-0.10304735265154728,-0.17847039217890492,-0.12136945158375849,0.09005196416364171,0.12019471660210737,-0.2706276829782066,-0.5402690823202267,-0.37714133176875153,-0.678873114951214,0.3491896518065088,-0.6354383603658544,-0.9151425608038769,-0.729232119472226,-0.3855690288543664,1.883860451083224,1.1149281521357872,-0.4362013280027275,-0.2747915113214401,-0.3103020598522107,-0.11508407883381076,3.430833136342598,-0.5486091691991066,-0.1825003564060357,-0.4360723730220381,-0.25772931132059046,-0.3967182628037277,-0.10725096848785513,-0.1348678802425775,-0.11977615765783263,-0.1101421986239495,-0.0951041870799569,-0.1787145244230462,-0.138758717539703,-0.16209841884534412,-0.12368515757690979,-0.4059106739331401,-0.021863077450063856,-0.07599407335947783,-0.09661929616847253,-0.07608228071734935,2.3702157546437248e-17,-0.11187313237986334,-0.10902643698638245,-0.09517574214939976,-0.12079412822969418,-0.12031844224552567,-0.06761005317010038,-0.08997835290520205,-1.0027631694745316,-1.061088277872142,-0.31005891723370466,1.3324423641871919,0.4648077860117502,-0.34966414945901736,-0.0813354823560818,-0.09749410088537382,-0.09915953616008405,-0.2613385307591163,-0.14197877559275313,-0.742241068712597,-0.3246828864818209,-1.3324423641871923,-1.3886525259975018
Arab World,0.6221596445574699,0.5485312692404787,0.6441870609292244,0.19328760978908907,-0.07135180135284332,0.30293315533006987,-0.06414514248859919,1.3137800951520016,-0.06527292285536973,-0.08143230650370228,-0.3968643349528398,-0.12465221638399081,-0.06820539521606923,-0.08610489177800225,-0.05126411283358738,-0.09570438688439811,-0.0988912295897144,-0.11094867597825446,-0.07047423900476488,-0.10172870531040792,-0.15206534094395835,-0.12072547073467069,0.0897654042800834,0.11991219419706335,0.12561154933374394,0.3392793891501945,-0.17507166463192828,-0.5224729679167723,0.6933046117469835,-0.5786105700648879,-0.8065687988879628,1.5858096209019183,-0.3855690288543664,0.08166631817461177,1.0064922273249124,-0.37401363710788016,-0.22185642577282633,-0.148229587585875,-0.09733491458297445,0.7941763950052568,-1.3554243416055864,-0.18241719159287093,-0.42034567379039656,-0.256715228967509,-0.03700367076676681,-0.07573010493777688,-0.13009796758520717,-0.11683216322414917,-0.10536592171730547,3.7333501080315648,-0.17351297568106394,-0.06594881527394617,-0.07810067004300607,-0.0890048330774841,-0.15002440695054498,0.19216605247421803,-0.07363462731120307,-0.09452424719760638,-0.0744711778620849,-0.0841441818279293,-0.10806450994613802,5.585485117109811,-0.09429468310557844,-0.11772202529367018,-0.11413652911841107,-0.06854618194928361,-0.19012512737114085,-0.8757425768125587,-0.8852601563839516,0.038254692100721466,0.08100828092987931,0.3386652763362015,0.5616295978047731,-0.08048013947506553,-0.013048236634214476,-0.09359454769859922,-0.02580576403974328,-0.13906732468664496,2.016787386843644,0.1477090611107206,-0.08100828092987994,0.4519731058333833
