Country Name,Commercial service exports (current US$),Commercial service imports (current US$),"Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)",Insurance and financial services (% of commercial service imports),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Merchandise trade (% of GDP),Transport services (% of commercial service exports),Transport services (% of commercial service imports),Travel services (% of commercial service exports),Travel services (% of commercial service imports)
Dominican Republic,-0.10287020370594974,-0.07926019479070175,-0.16854002578774274,-1.4186980631688009,0.1698191512129453,-0.20561671716365887,-0.29926553783252335,0.0295622452858516,-0.5576004932367128,0.5345735533487901,-0.5947474971450737,-0.4961825308564566,1.7312308781464731,-0.5823938993358136,-0.4410701544010293,-0.5300945517273606,-0.8868970394077789,-0.02728172720105179,-0.14580008478389175,-0.19774241182794292,3.1591387491502405,-0.7449826312575013,0.37816069721125767,-1.1370904098985672,-0.5316698979854945,1.6565296974532573,-0.5909208534783275,-0.38830796905435233,-0.44664633725833763,-1.202798218255586,0.05416057089536405,-0.6379157804393519,-1.1578507885839349,1.501785259870689,1.0360579387938644,-0.24725506497190874
Early-demographic dividend,-0.10160490364108703,-0.07732371509852674,0.021869976558191766,-0.07929080079887221,0.4230406329423155,-0.20403006713348854,0.7951354969817779,-0.047805474787825104,0.2841007708692577,0.06958215271201439,0.11486372657921387,-0.25107188797661284,0.03622981585425356,0.2894843217790382,0.04524699103415894,-0.2951106777863085,0.481407137189546,-0.4150742791699214,-0.14291875139219162,-0.19474630700954595,-0.08261396087649245,0.4950672695217408,-0.0009913968402603835,0.22349524815896646,-0.09411445886152472,0.11072027688822984,0.4218235095877487,-0.15902319711771087,-0.23818177623544246,0.5710344267540657,-0.40677259424770196,-0.4965983416780935,-0.16163491662594998,-0.185181013812531,0.048795716421232906,0.12238069871149218
East Asia & Pacific,-0.10019094029187509,-0.07492639728826066,0.8229225388318024,0.5695193837797109,-0.30078022829066764,3.8081095346428167,2.3390137101965274,-0.1762461808797527,-0.22292030566547114,-0.12044669260663213,1.2039149882204927,-0.3317715657398792,-0.20592636351237756,-0.2784737331905908,-0.13273127836583895,-0.40770643868691064,-0.22613278557424601,0.2805153353360666,-0.13942954036675598,5.89866469618466,-0.17869786009859145,0.34726943093250023,-0.033382094920228825,1.1594683060572577,-0.466925802893091,-0.32294725825332343,-0.10529131682217645,-0.25212172988878756,-0.3214226932140043,-0.748301183633761,0.5649419828884348,-0.3097430711393768,0.11302176112129467,-0.557391114524572,-0.7030173380146797,0.11838295504331235
East Asia & Pacific (IDA & IBRD countries),-0.10193329047636268,-0.07770277343838518,1.0729193200650382,0.18270843161501282,-0.10759316237590283,1.6963003241861965,1.030880688382031,-0.14717553015602555,-0.1789607271546593,0.3626033113174572,0.20468799799742718,-0.2322975695015753,-0.17826177239256655,-0.18854799390576174,-0.0980501423855657,-0.37040973109563297,-0.03293964495160788,-0.3904393351418651,-0.14297189647938705,2.5881833056524934,-0.13650390470206764,0.04092900628746718,0.37104825296116817,0.19173316982779048,-0.3993013891846311,-0.17456227388990045,-0.051205929366422535,-0.23193814641225943,-0.2373832550982675,-0.4861405519507107,-0.06378127284515739,-0.26002599508615293,-0.3879861579773851,-0.3640285832639051,-0.4461415093038881,0.2844375459881323
East Asia & Pacific (excluding high income),-0.10193234128386273,-0.07769998441273568,1.0729283347330447,0.18286407876886196,-0.10749742559276015,1.698454430138122,1.0319296796125195,-0.14491165927279007,-0.17878546468733433,0.36006808446597194,0.207549669799314,-0.2324338405554783,-0.17679069021161056,-0.18838786783544634,-0.09807321976993007,-0.3703370373093766,-0.031864895725033905,-0.38851779771379547,-0.1429662707142155,2.5941356265751425,-0.13665362820778437,0.04047681339016068,0.3638437729019208,0.20162297406523677,-0.3996159619777214,-0.17361627803139285,-0.052322129409769165,-0.2288511594305729,-0.23727083035929852,-0.4841021066512161,-0.05735601278592077,-0.2600271386093938,-0.3879902103256248,-0.3642280618877656,-0.4461464555621231,0.2844499814678243
Ecuador,-0.1028903925996328,-0.07925526530421997,-0.7001620195822436,-0.9513373948665427,-0.2758260432149235,-0.2056075869639967,-0.2927926707043446,2.33494418814256,-0.5446926378595088,0.48089363642471694,-0.7042147566245125,-0.45663022448786855,1.596144320978924,-0.5767387409624845,-0.4624773675096803,-0.5365229095089634,-0.9973095857945727,-0.0893418469444141,-0.1457947475125968,-0.19773768802187092,3.9142401333636885,-0.7392529852707407,-0.5781420503854418,-0.49285935404873343,-0.5050154177739329,2.653356052247581,-0.5571005558881489,-0.3890842694487517,-0.39188044716702547,-0.5188352021795485,0.5283904415454785,-0.2931659272010592,0.42657071658854423,1.1567271796361431,0.5191386543335105,-0.17773951816996367
"Egypt, Arab Rep.",-0.10280883510554727,-0.07919493892995494,-0.7935931132655546,-0.6060951423152341,0.6553758552714986,-0.20559756444529836,-0.28572052968554296,-0.25066071234679066,2.5839758188493964,-0.579710840168429,-0.35455761488522736,0.0010726594722589495,-0.43492542379416904,3.4264469706786698,0.24108682839644213,-0.15818227868562976,0.7264757420376788,0.16365373083640852,-0.14573771473815778,-0.19768013005014076,-0.23526564773132524,0.7805041001064928,0.0958362735253682,-0.15107028253631674,0.810022878824776,-0.14280392684765988,0.2431390533135663,-0.029401481375326066,-0.3485068298163885,1.1132818994583513,-0.8750251247198512,-0.6657309639037673,0.7011218443067965,0.5595870035803809,0.36711939321037607,-0.3171671879761259
El Salvador,-0.10289031853815662,-0.07926486365739578,1.0176828941765366,-0.9526421803514169,1.1265666355045403,-0.20561847892175597,-0.3001996534371269,-0.0806197041507755,-0.5574713360921701,-0.44140693747918586,-0.760162578476973,-0.5105460830832065,4.4098712952136205,-0.5826296318048582,-0.4584751834718244,-0.5357559136943613,-1.0834374162173304,1.203312556332372,-0.14580958069498956,-0.19775293617229617,0.40196749103723345,-0.736697310363675,-0.7576242723249765,-0.3910558365283478,-0.5310555038069125,3.8420874672374503,-0.5844606033645269,-0.3792466381242677,-0.4201436010921179,-0.47384189223465195,1.0939171678976214,0.17623139753405112,-0.009495216349130737,0.7440462544781952,-0.7792284713279459,-0.3439706530805126
Equatorial Guinea,0.0,-1.1561293259414745e-17,2.046138096762526e-16,5.001938922180009e-16,0.0,-0.20561171189668417,-0.2964530787633057,-0.2581899644654184,-0.5388231088772997,0.585642552288386,0.1463039581340025,-0.5109695549969587,-0.07620984772709105,-0.5432251970885241,-0.3190138130070298,-0.25515028878869245,0.26128794845342046,-0.8265782951094899,-0.14581349673155175,-0.19776316443175065,-0.29728712142780417,-0.15541201845584826,-0.31718774680189704,0.37616819363805737,-0.12805760476298444,-0.3235293797196945,0.6841495904201441,-0.42254879612426255,0.4298490126362718,0.9849986769034383,-0.3285959382844218,1.3520530602881624,2.640558748028025e-16,-4.972190527983159e-16,3.2312067772659087e-16,0.0
Eritrea,0.0,-1.1561293259414745e-17,2.046138096762526e-16,5.001938922180009e-16,0.0,-0.20562267903150508,-0.3031519993012534,-0.10925405723687263,1.6534687468999865,-0.523018736056295,-0.4315557215499152,0.33986798407301394,-0.48707391371797665,0.41971035148882735,0.16185594448865806,0.8516402525380024,0.7407300250502972,0.07881415492755223,-0.1458224463077926,-0.197766576382255,-0.2970837303150166,3.0115339070795932,-0.42553600342492076,0.06701159814002676,0.09562174413105443,0.38598429967540027,1.0824426082927165,-0.37951984258086946,0.17931020628176972,1.4425584319041804,-0.5317100547197484,-0.7750218621192092,2.640558748028025e-16,-4.972190527983159e-16,3.2312067772659087e-16,0.0
Estonia,-0.10287686398193069,-0.0792551775353128,0.3719162506822055,0.6303171588800839,-0.8394060323570751,-0.20561283301547323,-0.2962915372240309,-0.2574474689966531,-0.47418206346595765,1.2016528283950156,-0.7061821688487168,-0.01719632492720768,-0.4713647042196737,-0.5335953295940372,-0.44184033736494904,-0.32876054539080973,-0.7106255603403349,-0.8656289982300637,-0.14580420330819813,-0.19774715379810506,-0.2972871214278101,-0.7451179863559417,1.5357543657257209,-1.0586364575110763,-0.12291385585072555,-0.554901806901351,-0.5895377979682037,-0.4456301525592795,-0.44456298440639114,-1.1103082655334273,-0.8746798982090235,1.2170654847350881,1.081056757194385,-0.34707333525236694,-0.8441903069279936,0.02493765206057321
Eswatini,-0.10289463486576485,-0.07926730632392336,2.0426211626778343,1.0557492675371747,-0.3948700999906265,-0.20562088240868373,-0.30217582532762166,-0.2581238694992132,-0.5447859222925953,-1.9536426615925997,-0.5171294494928105,-0.5109749652926175,-0.5123693880845224,-0.5669947235260056,-0.46666649293957946,4.112179701096443,-0.8419651345968513,2.7460467427974757,-0.14582017309632478,-0.19776440128650807,-0.29727515916631175,-0.7405633132342341,-3.116637861387672,-1.0430376834553328,-0.561828981747534,-0.6257451016193155,-0.5973270951551068,-0.35278949663790204,5.993358734239197,-1.1031000694531425,4.1817926032167545,1.2126226824074084,-1.3607463747971684,-0.2291630988150461,-1.0311686497997625,-0.9602910171537242
Ethiopia,-0.10288929009405995,-0.07925755625514223,-1.1062578788800153,-0.7817457948793634,-0.6065856372747755,-0.2056209281686343,-0.30246746634622157,-0.25628253241073823,1.635729157544348,-0.44729551721956257,1.0773310894803982,-0.07412613732932986,-0.47917495319617304,0.7053581110167483,-0.17229965811792003,-0.15661758981540877,1.8679640541816613,-0.7459751833181225,-0.14580892547521357,-0.19775153907832105,-0.2956827167663467,1.9189918627569231,-0.8597822147855531,1.3116812999868146,0.14263286671185832,-0.5083477176821571,0.25536073900682893,1.1580167807079915,-0.2863658365102126,2.654006062279606,-0.9092379089993703,-0.8890708142456765,3.2297462610546153,2.163532803439173,-0.941779501412926,-1.6340488867312037
Euro area,-0.09809684831675457,-0.07280667620196014,0.9683708261708859,1.1232523627952362,-0.05981286047561055,-0.20165279957847354,2.461159832700891,-0.17772168186919035,-0.20201166109549615,0.9534388692187257,-0.48832507137329695,-0.1291048376088016,-0.2989839250370383,-0.10552040316444006,-0.3697430483074182,-0.4292200772222905,-0.2404752256113179,-0.9091260194853616,-0.13897755633398157,-0.19067228041473724,-0.2333186721105946,-0.31189874553682234,0.9732790005021674,-0.6089431822005338,-0.23267165645054577,-0.41688339143644837,0.22946103319554287,-0.3360802056957855,-0.34611005869455985,-0.18776568560493864,-0.9171998881242931,-0.07784792768781484,-0.06910742740328728,-1.0763749918735517,-0.8951516069305145,0.17072417699073683
Europe & Central Asia,-0.09510561857721048,-0.06929523420309174,0.8225219673093035,0.9800198667706483,-0.04570905438329083,5.804459258992536,3.7867810816750023,-0.18710859071177352,-0.20101336872433356,0.905038656519595,-0.47718717155770374,0.019523715459475066,-0.3258725101642719,-0.09338756831034294,-0.359495268396987,-0.4387385746673037,-0.24493922491160577,-0.8512935842258993,10.396515944239646,-0.18706951973121497,-0.2439490855572006,-0.4043138815262862,0.9436915155667988,-0.565054454469041,-0.11132772442671683,-0.43080756437187,0.043568219383851185,-0.32539802831824627,-0.34872328223098586,-0.20714796313075842,-0.8701980509233798,-0.13268885435290523,0.010890891856736539,-1.07186801554417,-0.8937593275733011,0.2709736987044267
Europe & Central Asia (IDA & IBRD countries),-0.10215119486120475,-0.07830966282812414,0.3744972585354612,0.2632823419725097,0.030497354906812556,-0.20478040788741517,0.22257640747415766,-0.21967761980324776,-0.08101466511464496,0.3328302654977813,-0.3503343514756562,1.2212981983496347,-0.4334073389588378,0.3676635522426061,-0.30748030834737705,-0.47858673942803626,0.013622465554971382,-0.38212376386483143,-0.14436726689878687,-0.19633214710587138,-0.28788965669253236,-0.5490577047293166,0.5715351525385771,-0.39288059370404826,0.8488169858833857,-0.4154773446398194,-0.1574648115002499,-0.3143100397312626,-0.40355060134000215,-0.15226387258424717,-0.49878659301333717,-0.2632910499675404,0.5532633025003857,-0.7022940941955812,-0.526800271632804,0.5646877895049848
Europe & Central Asia (excluding high income),-0.10258192430536468,-0.07892684686526907,-0.6613700109078607,-0.5039175618310792,0.4518014177842273,-0.20533298808781472,-0.11427380978217053,-0.18522237967835806,0.4258991165907931,-0.028037933449211974,-0.2936856422163186,1.2592644948722735,-0.42672547859120763,1.3116370763138314,-0.26595443899104926,-0.4370518544098963,0.5906101700350203,-0.3673018145116852,-0.14520851487038985,-0.1971356136344916,-0.27618518080404025,-0.37162868558259554,0.38389260228644095,-0.379887874949518,1.101906960826076,-0.4577938824237997,0.24303239677384988,-0.2599397484297293,-0.3864622018602653,-0.0027184383760320346,-0.4008841460524816,-0.2315012232861531,0.9767101547981915,0.014863806515351448,0.02885468110025307,0.40528284728822483
European Union,-0.09730093630704921,-0.07177296601642673,0.9400822978548639,1.1045056756843954,-0.1281307124228456,4.433362027877015,2.931421217896639,-0.18494205706738726,-0.2262120654193615,0.9774260380301071,-0.5050123725996847,-0.0982359780559467,-0.31489154956383286,-0.14091488987613976,-0.37413454619455755,-0.4371395513114417,-0.2976823788997388,-0.8971027754334836,-0.13780629845216447,-0.18945739464159703,-0.2381808098108098,-0.3707081136220731,1.016742043729584,-0.6228135576085057,-0.2137640735947437,-0.4368977650061819,0.11690397219900114,-0.34460393270397555,-0.35763237264115366,-0.2648204827490523,-0.9098767519807521,-0.025693681596874938,0.015090774074793518,-1.045355815643219,-0.8759230039777148,0.15326495875586113
Faroe Islands,-0.10289476339950421,-0.07926847218387102,0.0012946788584391215,1.3849513314929462,-1.1140030870694095,-0.20562186107892572,-0.3025782997494772,-0.2581899644654184,-0.550192491126845,1.0535575433811155,-0.5602540066245105,-0.3477063393323749,-0.15033047480048076,-0.5661248353262461,-0.47101939122558,-0.23656418749115485,-0.26960277898947443,-0.9946592999161904,-0.14582207678676207,-0.19776572725975397,-0.2970805195883087,-0.7327898801121134,1.4552932003409293,-0.8705906945289685,-0.4791140377968489,-0.38120585854324446,-0.5585670495636298,-0.411384279991887,-0.4439175557278219,-0.7891259691658077,-1.0124683247491266,0.2895425358238021,1.6268872621430348,-1.0800816877031565,-0.8047508746679766,0.14618618432974578
Fiji,-0.10289226196589694,-0.0792677692374997,-1.4295911916486184,-0.5947333822171718,-0.3388795054524967,-0.20562200461699542,-0.3027066956560011,-0.2581899644654184,-0.5647054260641491,0.8664743676500547,0.3692515191803288,-0.49655149165562257,-0.43078571127764703,-0.5874021966875356,-0.45410024660940884,-0.5193956749194237,-1.0270503355400518,-0.27993925437111533,-0.1458208225853156,-0.19776444950112812,-0.2972871214278101,-0.7407738228269539,1.022647324632006,-0.08100410375782785,-0.5612545200476656,-0.6314350565695773,-0.5971290040237732,-0.1594370264580311,-0.4248417507094416,-1.2179025086208612,-0.24097465994978073,0.43622909895657586,0.6051051290777364,0.8859188211700124,0.9834760002054481,-0.2605470493002422
Finland,-0.10281463322632199,-0.07910448990613365,2.118035288569206,2.17422067332357,-0.8274633726616986,-0.20555421016069733,-0.2549808869851693,-0.16917836483764057,-0.2990204030738034,0.899285629642018,-0.36202613106829235,-0.1066916559377221,-0.25443782899934886,-0.28229906952126965,-0.34577689440559956,-0.4465204721310807,-0.16380486042442532,-0.9005677566836289,-0.14570725943527457,-0.19764673315616244,-0.29726483914824164,-0.7338491724889113,1.396796397755194,-0.7515074580318951,-0.37908880367669345,-0.48489139363682127,-0.5871319118910561,-0.41636355948717674,-0.4381213854589943,-0.7535302518076276,-0.9737757009879004,-0.2736967256886028,-0.5128154335652032,-1.3473849160712885,-1.3008674069004864,-0.722931386876588
Fragile and conflict affected situations,-0.10270900097791083,-0.07872070271750074,-0.716569906970842,-0.6083780223681718,0.6411534650804352,-0.20529978887831826,-0.05638717728918259,-0.2559855104914626,0.38433094075991886,-0.40042558232697784,0.012117254386113593,-0.006029454100991891,-0.13033541781850572,0.8911258919044758,0.26215806614499987,0.05559745379755115,0.5632765705623738,0.07285050444159107,-0.14527041916792943,-0.19711754744116175,-0.29230717696516995,0.8080111156372566,-0.5879604800855743,0.017357240054112124,0.9456981868835601,0.203496380811055,1.5388163412838183,0.022496517071123167,-0.17449665729546995,0.8897143494360564,0.03225891884781576,-0.43998459535797374,1.0068537954648742,0.5117751093126535,0.061864793038014454,-0.16529254950995667
France,-0.10211077306626297,-0.07823282068061982,1.0729412122478035,1.3512236180556454,-0.519360332981164,-0.20509451114484356,0.059325113848779976,-0.19931769718835818,0.0903034031159231,0.8155891725706127,-0.48920380839401884,-0.22217125495186618,-0.29857297781228015,0.3509582515448288,-0.3842471368305955,-0.35329936081948865,0.047528323488815964,-0.9456507098468023,-0.144752159130642,-0.19665637091733978,-0.26909192211679894,-0.22718898084498027,1.1125358519657755,-0.8267314361814264,-0.22221450764401768,-0.5275991398250581,0.3580856217725928,-0.3627792646190806,-0.3123167195223146,-0.4037648130396955,-0.9130922327851857,-0.5812510402790848,-0.14013540401985636,-1.0242154552713993,-0.7596625220082298,-0.198874639245436
French Polynesia,-0.10289201169722716,-0.07926637081872447,-0.41720579369243826,0.031860365037736406,0.058651819138941304,-0.2056225297669044,-0.30304965874586776,-0.2581899644654184,-0.5624788650702615,1.4699441646583948,-0.5575009104008639,0.0,-0.48630378621911585,-0.5938075276236594,-0.4690182940872351,-0.5317771370584427,-1.1044469334090607,-0.9022291615577301,-0.14582029344281427,-0.19776387103742532,-0.29716958083394346,-0.725953315747899,1.0852668333516164,-0.1263309640118227,-0.5338141397154326,-0.5313064008289153,-0.5464053990431653,-0.43417147157537783,-0.4213735870345924,-1.2730598992185582,-0.27042285303917146,-0.8983246612046286,0.13606511742612293,-0.10061300981227227,0.4352628150821472,0.03412647399477794
Gabon,-0.10289467718753531,-0.07926083538148443,-0.594458092967069,0.4944635782957881,-0.06813773209026261,-0.20561685553303322,-0.29905505599665333,-0.25813269325075433,-0.5030230622684195,0.7088098937963412,0.20847718046247132,-0.48865804943429125,-0.5104701931455323,-0.5164260211712799,-0.39168888671316354,-0.20075043348422034,-0.011365183103909127,-0.7820773561904264,-0.14581879579761195,-0.19776231591909763,-0.2950554878446592,-0.3594148892192325,0.7685233846140999,-0.617234576205097,-0.49428557732400746,-0.3380536724929758,-0.11981330388624235,-0.29894479813032204,0.09134957417171513,-0.30801805420095973,-0.6030205488188016,0.2152774489122937,-0.15798802341903095,-0.40974889865938174,-1.3068114501863823,-0.10804690022507829
"Gambia, The",-0.10289503084189235,-0.0792699932041287,-0.5614536538863046,0.04629435386096425,-0.07395122380787704,-0.20562261910776028,-0.3031342357447862,-0.2581899644654184,-0.3483681682513998,-1.1234040376733248,-0.24728516634663572,0.0,-0.35485900139331744,-0.549135956258747,0.46737541842585856,2.015535675680129,0.3379785396694603,1.0309203479226565,-0.14582299264264956,-0.19776673925432636,-0.2972871214278101,0.17146683934855478,-0.7880623850143662,0.7066734941591257,-0.06091275083064955,0.2044012307146175,0.4665614024743863,0.3703858574857608,0.11767156311364481,2.0760818203878775,-0.5816810700987044,-0.983943785587662,-0.21553542290610636,0.5957805525835917,0.7991729699369977,-0.8820832775650648
Georgia,-0.10289040942733535,-0.07926509341021047,-1.2420145985318114,-1.417289083032359,1.0937915283344715,-0.20562145549758853,-0.30229367142105534,-0.2581899644654184,-0.17974872427773217,-1.3198701128580284,-0.732609658377031,7.30699815523293,-0.5122009564206594,-0.1299071432430603,-0.4172041080307553,-0.503844176526502,-0.7752930533475261,1.993718622699851,-0.1458149771843984,-0.19775834842127732,-0.2972871214278101,-0.39670758561226444,-0.669459646578836,-0.907543091622527,5.481790406867366,-0.4162216119183651,-0.37183578325342564,-0.3927246576984855,-0.4424071420737999,-0.7808836159616552,1.2933801442177437,-0.16673239632030434,2.1045615694123225,1.2001897507259405,-0.18466218128331263,-0.31869542618126484
Germany,-0.10199439392118344,-0.0777950678000473,0.8292698575267663,0.4432273708844484,-0.2904524594153724,-0.20440238099718466,0.5520868097306086,-0.19618350473931342,-0.29397519914434844,0.8879982451130708,-0.31049725174444526,-0.11269020334338757,-0.26744016042009366,-0.2676447390026703,-0.3544448514863833,-0.4598792724379207,-0.13798545376417537,-0.902909574927244,-0.14405400813233946,-0.19593350829305892,-0.24047187367537437,-0.5934427514643267,1.0843060295557516,-0.5513543971401011,-0.2539538766008732,-0.45461863816540804,-0.28823975527016366,-0.3313193964102598,-0.38119659505530634,-0.3471473666203222,-0.9253699292311759,0.031439487660862964,0.055374100203203026,-1.0191225716901275,-1.2157233249641572,0.9256266831869309
Ghana,-0.10288926565372805,-0.07925649274991205,-0.18316478843382422,-0.2226548650380525,-0.745045763744015,-0.205616328204079,-0.29927457520774986,-0.2581899644654184,-0.4372143793127169,-1.5987075134948523,-0.5439525765051844,-0.31164924745257744,-0.4977762441743221,-0.5355137445269214,-0.35628037869217966,3.4582014442389433,-0.6344284974216229,2.2110702010415118,-0.14580820339627673,-0.19775451344275147,-0.29726101355194867,-0.14049735854645687,-0.28950749888707644,0.371318513048083,-0.27976296776384046,-0.2785179141588877,0.16606284137233124,0.13898563413347587,0.2944096531252568,1.0985940186759275,-0.43839787371282546,-0.13683669232737183,-0.0598113964393576,0.07885357534545245,0.3658795040036215,0.5606410057271228
Gibraltar,0.0,-1.1561293259414745e-17,2.046138096762526e-16,5.001938922180009e-16,0.0,0.0,-0.30294795939653907,-0.2574648064350416,-0.38085886683310577,0.897985105666408,-0.7834685439336482,0.11997801598108382,-0.44061919976903674,-0.22326429750766405,-0.4525701988288164,-0.04124851724356259,-0.282926758090065,-0.8120764708646003,2.984783965063758e-17,-0.1977512427542553,-0.2972871214278105,-0.7149374264628165,1.4437989932139843,-1.1526796012956555,-0.21288265731512232,-0.6403457153355044,-0.521862590155806,0.07475235450069229,-0.42662706449963356,-0.9180786302922486,-0.9094824059555051,0.0,2.640558748028025e-16,-4.972190527983159e-16,3.2312067772659087e-16,0.0
Greece,-0.10274103577750866,-0.07915342798096499,-1.1915989253706585,-0.5801728203599128,0.08716313545928668,-0.20559529061156387,-0.2842418842098057,-0.24906013190371448,0.13000352070706406,0.4087951071238976,-0.6599909622219191,1.430767249675771,-0.4491604253778956,0.5450688086186397,-0.4048222455503425,-0.41466547068131177,-0.23216208977604266,-0.3003475582779559,-0.14568196374934475,-0.1976219498134229,-0.24546305312034952,-0.058442505541850605,0.8053622009300981,-0.6977649544823767,0.2115541440812416,-0.5310451780141356,1.0993368017889338,-0.3284388554673382,-0.41354669760838536,-0.1704148012984243,-0.7452981017516266,-0.8357544299946508,2.0664276287070775,0.9444334439920473,-0.16970811341011693,-0.5868437736971147
Greenland,0.0,-1.1561293259414745e-17,2.046138096762526e-16,5.001938922180009e-16,0.0,-0.20562229878810626,-0.3028855667731619,-0.2581899644654184,-0.5659611028328629,1.608248498389827,-0.7876687949642173,-0.48708327182914557,-0.5086053764719086,-0.5975418524829793,0.0,-0.5277999283875828,-1.1158575638418695,-1.0490717136535217,-0.14582215594800846,-0.19776580486050865,-0.29727923469486484,-0.7482626806108931,1.7242718037825542,-1.0742310928031453,-0.5307481445745302,-0.6390305873641358,-0.5938795158982073,-0.44822780012071767,-0.43871865140826993,-1.1777871587872752,-1.0324418752673474,-0.43400368119405414,2.640558748028025e-16,-4.972190527983159e-16,3.2312067772659087e-16,0.0
Grenada,-0.10289423053972288,-0.07926968242007834,-1.3563245126801295,0.929926705234939,0.5444883136483014,-0.2056226594200977,-0.30314814502787685,-0.23627700876602073,-0.5643155055594915,0.4409102920274047,-0.777755420713227,0.0,2.3422542922946787,0.0,-0.46646453254028236,-0.5372521751480388,-1.1168260715483929,0.25342855991510377,-0.14582303466840776,-0.19776671666027393,1.278363698161318,-0.746373604970117,0.985193298761479,-0.9517081804495958,-0.5358689577266562,0.4825802220794874,-0.5736671946101961,-0.41193551605887274,-0.4461457643405766,-1.041354542243344,-0.5043337999433181,-0.5326071786774657,-1.4647770705842167,-0.31865587269131807,2.036063463119204,-1.1586771402710614
Guam,0.0,-1.1561293259414745e-17,2.046138096762526e-16,5.001938922180009e-16,0.0,-0.20562263545059978,-0.3030918048324207,-0.25818996446542103,-0.5660036695419255,-0.11109118432410323,2.0922701315932675,-0.5048814365206308,-0.5084148557865235,0.0,0.0,-0.5360197276275089,-1.124678780152182,0.8770224736750698,2.984783965063758e-17,-0.19776550300145337,-0.2972871214278101,-1.1933979037477711e-16,1.720874704196866,-1.0006166666743848,-0.5639086727051524,-0.6511278681662691,0.0,-0.4778361598034673,-0.4534865189942803,-1.4490888275120262,-0.8384333890222294,0.0,2.640558748028025e-16,-4.972190527983159e-16,3.2312067772659087e-16,0.0
Guatemala,-0.10288676805033815,-0.07925784541710944,0.23355789161164764,-1.0134639155361562,0.4575439670530933,-0.20561483119998164,-0.2976762222125778,-0.10190052430181341,-0.3152298528428602,-0.4267636866729628,-0.6664307003038786,-0.5081236325685698,4.049777299003565,-0.43596035636800406,-0.39193901466640935,-0.5299153746175633,-0.8574768601647751,1.037881761498034,-0.14580154613412105,-0.19774529238339705,-0.17965788902136906,-0.7398885192211992,-0.21587445275475278,-0.7367440164031548,-0.5440955844164185,3.2437077236941527,-0.5953615343067414,-0.3539552505732422,-0.4404573284100928,-0.8133801393857567,0.8092441684174487,-0.22272005471911238,-0.730278807610139,0.45560466767456703,0.3827109174264772,0.49352111815427335
Guinea,-0.10289518265329484,-0.07926876303716834,1.9672916494705608,1.2645519649633177,0.2084364258617213,-0.2056215470174897,-0.30210115752011096,-0.2581899644654184,1.152809744581483,1.094611305684614,-0.7101038695662454,0.032582282244245406,-0.5084329297492604,-0.4641520156260487,-0.4391674115058516,-0.20989503835569162,-0.6454226827012077,-0.7895579551836898,-0.14582154848477588,-0.19776410707766562,-0.2972871214278139,1.4810123817255867,0.016648807835232673,0.01324403396462395,-0.4696755354940524,-0.2507237168254028,1.2861183569573615,0.24621002369133949,-0.0874497201950749,1.065092917705275,-0.7479747825481021,-0.8041616603695637,0.023693165912899824,-0.05054017144281702,-1.7391211224905754,-1.8148083967832214
