Country Name,"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","Communications, computer, etc. (% of service exports, BoP)","Communications, computer, etc. (% of service imports, BoP)",Exports of goods and services (% of GDP),Exports of goods and services (current US$),"Exports of goods, services and primary income (BoP, current US$)",External balance on goods and services (% of GDP),Final consumption expenditure (current US$),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)","Foreign direct investment, net outflows (BoP, current US$)",GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita (current US$),GDP per capita growth (annual %),"GDP per capita, PPP (constant 2021 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2021 international $)","GDP, PPP (current international $)",GNI (current US$),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Gross capital formation (% of GDP),Gross domestic savings (% of GDP),Gross domestic savings (current US$),Gross value added at basic prices (GVA) (constant 2015 US$),Gross value added at basic prices (GVA) (current US$),Households and NPISHs Final consumption expenditure (current US$),Households and NPISHs final consumption expenditure (% of GDP),Imports of goods and services (% of GDP),Imports of goods and services (current US$),"Imports of goods, services and primary income (BoP, current US$)","Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Insurance and financial services (% of service imports, BoP)","Manufacturing, value added (% of GDP)","Manufacturing, value added (current US$)","Personal remittances, paid (current US$)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)",Trade (% of GDP),Trade in services (% of GDP),"Transport services (% of service exports, BoP)","Transport services (% of service imports, BoP)","Travel services (% of service exports, BoP)","Travel services (% of service imports, BoP)"
"Egypt, Arab Rep.",0.10427494125199153,0.16132589662070096,-0.15481541128620885,-0.16384118750598814,-0.33911714633710344,-1.1073649504405558,-0.40230854846833863,-0.8798290900706093,-0.26308802115303137,-0.2702471446706267,-0.26503985628114435,-0.24283828644429065,-0.14512372547471056,-0.10950816600637456,-0.14474448943161045,-0.1273375291891055,-0.20402208846825381,-0.21326072769778923,0.7477026760361236,-0.5522866436082757,-0.5772493333523714,0.5588693801173596,-0.4106963153947853,-0.4395498319471941,-0.307269100276452,-0.32188625964880146,-0.2620817083895292,-0.6551902193211909,-0.4479860836537784,-0.21425570879528125,-0.3296251955161288,-0.627692325531425,-0.6236154319848459,-0.23517683995433167,-0.2801248955253435,-0.15529296954694682,-0.27530312025697956,1.3836139847327862,-0.8027168211874417,-0.24215001436907324,-0.27180146188117066,1.052765867620647,0.23884965822556076,-0.20098575812156697,-0.21265577844716538,-0.39856946461955733,0.6141028244004059,0.6224048756085547,-0.22568850573287175,-0.07365330649225106,0.7379835456465574,-0.0994220192291644,-0.6126835832253965,0.5288238737265305,-0.1962583062437063,-0.17966419586419183,-0.39944363360296725,-0.8923731901339415,-0.4565849562153147,1.2277569692201575,0.7453904773766034,0.5281808033458756,-0.5624236769785758
El Salvador,-0.5170042947471344,-0.1364398683098463,-0.15493884136251812,-0.16393476158466316,-0.5577721812162808,0.7467720924522032,-0.9607828829483216,-0.38794632510384713,-0.2631229973507373,-0.27028115364222355,-0.8580320942569623,-0.24310452210988479,-0.15226559555933056,-0.10957291826612307,-0.14178813637988347,-0.1273401007254743,-0.20451955949468037,-0.21361837734846228,-0.0936453261206056,-0.5327064955974066,-0.5234978107311529,0.19838811576344198,-0.5988906738747326,-0.6018907617448211,-0.3084107353611028,-0.3230034672497804,-0.2624027132107132,-0.5791346208259764,-0.6228202751372613,-0.21459361439045557,-0.33070060876034085,-0.9542983582811032,-1.386254919956367,-0.2352124686688001,-0.2805929474408235,-0.1558429184844254,-0.27550358753300663,1.5236180656732916,0.0653149806188848,-0.24220644989282344,-0.27186009810743134,-0.0006274371679926218,0.13084941690340005,-0.2011303551697288,-0.2127560565768363,-0.5682292947167371,2.093926217982899,0.5567786725611992,-0.22572903285648022,-0.07368695269703865,3.0803152390484665,0.5363177876640638,0.18962311861799674,-0.5708523999207528,-0.19651266759508526,-0.1798636482993634,-0.5950413306377923,-0.19034830765037358,-0.2800046482744643,-0.21579091926459654,0.4036945995552742,-0.0463633443599814,0.02875612207444258
Equatorial Guinea,-0.820167564741359,-1.385804146673053,-0.15494232545938663,-0.16393792699370388,-0.6975920115411676,2.1119985690818453e-16,4.850460512487648e-16,0.39447811528705157,-0.26312474032799715,0.0,0.8230101884279828,-0.24312251329912868,-0.012556212931487596,-0.10957194371959647,-0.10452895620325504,-0.1273393132234088,-0.20454057596288325,-0.21363739618378066,-2.2328730700652484,-0.4496211478261335,-0.42511317044638824,-2.7844482379759503,-0.26711339093644054,-0.30058346954524945,-0.30843635688210075,-0.3230304380627327,-0.26242229478182294,-0.528090594990262,-0.4884435825094604,-0.2146159801048289,-0.3307309637820488,-2.0084204285141167,-0.23117610883480294,-0.23521115745192137,-0.28061017005655536,-0.15586811025856956,-0.275517015016441,-0.39803489220957383,-0.028617255958598153,-0.24221282828120505,0.0,2.6865510608233194,-1.1889854218539184,-0.20113174485546226,-0.21275689347285764,1.3657422200486642,0.0,1.3656342202183551,-0.22573060345078133,0.0,0.0,0.0,-1.0889282247773076,-1.1919126418086152,-0.19652657380622976,-0.1798786731466596,-0.016776308857533218,0.18836437145194623,1.187452157019452e-16,0.0,0.0,0.0,2.851999704592373e-16
Eritrea,0.0,0.0,4.685778274109762e-17,2.2352033255497266e-17,-9.941763363507451e-17,2.1119985690818453e-16,4.850460512487648e-16,0.0,0.0,0.0,-6.349984233731583e-17,0.0,2.6755107125788575e-17,-0.10957881385245313,-2.67783354428416e-17,-0.12734055249644308,0.0,0.0,-1.1996114833746647e-16,-8.060312533955215e-17,-1.4408878872615948e-16,0.0,1.5273335091135795e-16,0.0,0.0,5.0723065244995297e-17,3.5556055642192453e-17,0.0,0.0,-4.0805083218944424e-17,5.053728202280641e-17,-5.02475213438554e-16,0.0,0.0,0.0,0.0,5.385742708976772e-17,-5.357006877457916e-16,0.0,-5.3748888996173685e-17,0.0,-3.571923777433669e-16,0.0,-3.37494125663302e-17,2.919021781897503e-17,0.0,0.0,-2.71345090312471e-16,-2.7079334124047354e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3497461569141135e-16,0.0,1.187452157019452e-16,0.0,0.0,0.0,2.851999704592373e-16
Estonia,-0.8394448890872502,2.67629110482287,-0.15494125178001417,-0.16393665352582312,0.697115696566916,0.7113249368167637,-0.04682972112404935,1.1663185867008636,-0.2631114112756215,-0.27026902006680736,0.5587276068760147,-0.24310874266721197,0.06395990120844816,-0.10955409184763305,0.03059759125764084,-0.12732641352547655,-0.20451751827663,-0.2136122580235583,0.25459834012608035,0.19563987565668778,0.25680152645818927,0.4567439216310572,0.7309226352166307,0.785671543425431,-0.30841779441992634,-0.3230090310671692,-0.26239620891711335,0.40907771935345527,0.847617153510324,-0.21458647154859412,-0.33070454624043283,0.1787724742454798,0.6152108692720674,-0.23520452009544743,-0.2805925840443867,-0.1558364090287782,-0.27550905430516887,-0.9424342191138007,0.9590899907320443,-0.2421983730973929,-0.2718523873980668,-0.305744264330652,-0.04991832097034729,-0.20113031375649032,-0.2127557779926476,-0.001947654699867206,-0.9034777542532103,0.14765020129569567,-0.2257290995001054,-0.07368467674472297,-0.5043145352705188,-0.1023849971168896,0.394996898871183,-0.26863980105382684,-0.19651124783853482,-0.17985852009587655,0.4161448649575567,1.1026043282229363,0.502766931790166,0.7813068365060023,0.04496313902149001,-0.8635583350656677,0.2683525655852
Eswatini,-0.2620794491404961,0.5563843644367076,-0.1549420331370235,-0.1639377389527042,-0.23714483623633595,1.3847214389061757,1.3494134384017509,0.1591295297643285,-0.2631276510288579,-0.27028565818059297,0.5012470189795863,-0.24312839049311533,-0.14679882590830515,-0.10957734460486443,-0.1349221386582556,-0.12734039641882408,-0.20454807928630503,-0.21364566596582224,0.9853551898724572,-0.5496976492663765,-0.5396166373880659,1.0310738465144373,-0.6175459152007101,-0.6247738957348719,-0.30845026727637204,-0.3230438815702536,-0.2624270675885577,-0.6021044324520479,-0.6705023273600295,-0.21462149628812247,-0.3307393468905645,-1.2531431535082107,-0.17078899230729905,-0.2352122144837305,-0.2806175420067967,-0.15588142567128124,-0.27552017119559197,-0.17986899745750734,-0.10369410661614008,-0.2422154409160765,-0.27186883580574595,0.9342941198831761,0.2875033377390901,-0.20113564508399903,-0.21276092710042072,-0.12277991346929902,-0.7265283026625975,2.6630700438423993,-0.22573148288289668,-0.07371599336953621,-0.34294640773444757,-0.10243278659340992,-0.5645251892660061,1.1617780648521383,-0.19653026712787067,-0.1798824781838169,-0.5111562237922873,0.022739766575422874,-0.7484510000019964,-1.327373612643797,-1.2567729962321808,-0.8721088753754682,-0.5164913565974308
Ethiopia,2.6714778466794007,0.22511394203132673,-0.1548627817214719,-0.16385035006071574,-0.6860108141788072,-1.1023736979057486,-1.9671246343983773,-1.2014501423225237,-0.2631235888804308,-0.2702816281452781,-0.6296194273679312,-0.24305663877035738,-0.14668906783233343,-0.10955849038109504,-0.14857643651335986,-0.12734055249644308,-0.20443883897297743,-0.21353876549893203,1.5073020117472438,-0.6832970345542954,-0.6631769602089276,1.042567742665633,-0.9392037159775123,-0.9400904362581427,-0.3082512893250838,-0.32284210696357757,-0.26232792608904376,-0.7496216671172626,-0.9618926464991677,-0.21450809741855104,-0.33053868047101986,1.4386524152538416,0.04492910860344742,-0.2351950210187218,-0.28051937461803,-0.15572298091284245,-0.27546817274758584,0.5381520678212124,-0.9475349124193081,-0.24220061724614023,-0.2718556819974894,-0.053489680635097875,0.954159186792634,-0.20111665210455734,-0.21274112834603046,-0.6999340439673123,-0.6917989981118058,-0.965306574997772,-0.22572820512920747,-0.07371709373329743,-0.7226019373191688,-0.1023920310617215,-1.7991975364052963,2.7792735435189537,-0.19648644437285487,-0.17983900246050327,-0.8668065981534728,-1.1398395679380537,-0.540767814143571,4.375284688489154,2.63766322971099,-1.1088935873642805,-1.0349145983012489
Euro area,-0.9289655715726713,-0.13974116505230502,-0.15440162405999022,-0.16336878267570681,1.4420251206309562,0.8300941592664324,1.6447858969719547,0.2570851291754663,4.746156195049634,5.725064208565036,0.5445974873926176,-0.23247010991143627,-0.13438556924667922,-0.10620847503579274,-0.055153007775924454,-0.12419731165167215,0.0,0.0,-0.31375676677278036,0.9184544354141078,0.8587960921580183,-0.06352394598643835,1.2402664437132698,1.2637148989282472,-0.2945930902085269,5.0723065244995297e-17,3.5556055642192453e-17,1.2697704058707102,1.4143948469568737,-4.0805083218944424e-17,5.053728202280641e-17,-0.3864814226383475,0.31524411051964274,2.8767593906639535,0.0,0.0,5.910966301536605,-0.6571346667229987,-0.021550280252610514,4.891158992696499,5.456827781169688,-0.37787344260857714,-0.23604117245151116,-0.19814405790497847,-0.21002102181220897,1.0857706068155932,0.272513277203682,0.42574857342017713,-0.2240014704333313,-0.06056524087688264,-0.6885657021021402,-0.09161313505678462,0.7266171997480096,-0.5735520158158451,-0.1853701268065015,-0.1675796117670113,1.788862266869406,0.04945743225637365,0.01990563064719441,-0.20090766135336532,-1.1314706759699875,-0.9969110792157375,-0.6416777927498544
Europe & Central Asia,-0.8731493029376265,0.04040544498054438,-0.15358269047363113,-0.16264218100654115,0.030182378431967864,0.5275886173287505,1.4170478623263802,0.1510043335168176,0.0,0.0,0.5193728688980619,0.0,-0.14187846550508257,-0.10431408124674689,-0.06941980989843265,4.387173248574843,0.0,0.0,-0.259529335206053,0.3644656592325643,0.29639309004715386,-0.055894806567147695,0.7080791361281396,0.690182811958121,-0.2801701873752737,5.0723065244995297e-17,3.5556055642192453e-17,0.5122305388028022,0.7715757689030526,-4.0805083218944424e-17,-0.3022544565947618,-0.3536970348377867,0.3062086736441407,-0.22995632437463598,-0.2549957115092065,0.0,-0.2647603130012767,-0.5580849033121525,-0.12271393136508985,-0.23400313827926825,0.0,-0.2383255219433634,-0.20754969064115347,5.34290425579193,4.739608882419031,0.4514510210562388,0.09276798280003234,0.3227468425801912,-0.2229288933688469,-0.04724368942106065,-0.6622020155099357,-0.08042720890697751,0.5880640138891611,-0.5066684392111835,0.0,0.0,0.9895572938391761,-0.045336855888197976,-0.0684089008582165,-0.06750036612457815,-1.0534444301044659,-0.9978944944925544,-0.39512206343250234
Europe & Central Asia (IDA & IBRD countries),-0.5483651027701315,0.061486932026394284,-0.15426833799830283,-0.16335612275300546,-0.28063328568024537,-0.051677708201045,0.2660381108443257,-0.1451606567345756,-0.2619409595504757,0.9418931997838942,0.5403267577616465,-0.23991152576431057,-0.15806085252076243,-0.10879684716537699,-0.1233602483473823,-0.12707931464703495,5.3045851491119365,-0.20852243901484266,0.00860987231978267,-0.32079093008580906,-0.3358159190216333,0.19231595151980094,0.1496049406400188,0.09536492779983784,-0.29880923360238093,5.0723065244995297e-17,-0.25780986530813976,-0.3327802741849362,0.11252602804334577,-0.20922494365779265,5.053728202280641e-17,-0.18413647566838987,0.4163744171700625,-0.23420268569019434,-0.27594815512261855,-0.1486974183354424,1.7377400689395206,-0.4306294642305923,-0.4564993962081396,-0.2410260432797463,-0.2706398355775567,0.44166649977069466,-0.17922224277531223,1.081965632230922,-0.21159968330382353,-0.27220967647059224,-0.45413013524485585,0.4667606761597707,-0.22518985841064204,-0.06827116154731858,-0.45336421735243215,-0.09320432094725156,-0.25777400106100506,0.054650609001483295,-0.19354235905011732,-0.17674357099750831,-0.24908212294278195,-0.36081345015206123,-0.4550944063945075,0.8507218334420065,-0.6863829034899843,-0.40469373566628064,0.5903516050734249
Europe & Central Asia (excluding high income),-0.2410406729103339,0.09719920039292537,-0.15451508532771066,-0.16361015434810616,-0.34515453201896984,-0.5293950428844056,-0.17829781413701454,-0.13796696891660568,-0.2626985485732087,-0.2698504860289055,0.29873078540305725,0.926247142226839,-0.15883730220668427,-0.10929961232665582,-0.13887655928091086,-0.12730432211016865,-0.20221334700990626,-0.21180217084603384,-0.054628984344929604,-0.4040295811032599,-0.4542192419723164,0.003824406574180787,-0.17164639070584606,-0.1680031204037761,3.48384952892795,-0.3191396203683625,1.4097285684656933,-0.4779458797899316,-0.15744808996977236,-0.21264319783997507,3.474612319589343,0.18582546018568621,0.3796418838991239,-0.23485556116698783,1.708664054612696,-0.1532986618193308,-0.27476243415261,-0.23209513749032828,-0.312916576476156,0.23357374941539932,-0.2713955330480079,0.31919746515445163,-0.2755788586271117,-0.20060621052250627,-0.21236037701762425,-0.3258030263698683,-0.37269398372620294,0.6722522307723443,-0.22551937112077772,-0.0727060788949348,-0.19651748050378506,-0.09687502905287179,-0.35528439089699404,0.15092093738554577,-0.19530029896631965,-0.17877597103313106,-0.310696215904539,-0.28541888064861265,-0.4011632510825597,1.0494197794072049,-0.16140695975803313,0.10454842190554449,0.5058173424596516
European Union,-0.917614333788746,-0.13799363731971045,-0.15427494527295713,-0.1632298373246262,0.8006478347510243,0.8007075512433828,1.557922173669512,0.3011863787369523,5.710896878515388,0.0,0.5430606927729267,0.0,-0.11936117142763858,-0.1050440362016961,-0.04175763960287698,-0.12315971111835776,0.0,0.0,-0.24551821688666925,0.7588263458062137,0.7064534590282375,0.019957290037537236,1.1223535380155334,1.1396358374515776,-0.2914989392544112,-0.30547964023998875,-0.24436930621843123,1.0634661405779744,1.269219514217884,-4.0805083218944424e-17,5.053728202280641e-17,-0.36509512345709483,0.3243353960585185,3.4026518863426496,-0.26373675120744317,-0.1287885628414035,6.898757823278812,-0.669588016038367,0.027263178728766217,5.894659897977569,-0.265129388150828,-0.32154793359347583,-0.20637382212858402,-0.19755886958144994,3.0590542537416714,0.8128584707435201,0.15204250943512176,0.4514662108418849,1.811231891629141,-0.057583684915648276,-0.6701680140554318,14.271991993247898,0.6577730529674405,-0.48445727439248015,0.0,0.0,1.5541849198884066,0.10140491703648956,0.015642029517667137,-0.0439055059433231,-1.0272529672103168,-1.0140217694928781,-0.6168681899717939
Faroe Islands,0.815496069199033,0.0,4.685778274109762e-17,-0.16393712610014588,-9.941763363507451e-17,2.1119985690818453e-16,4.850460512487648e-16,0.5658910259247967,-0.26312784147698226,0.0,0.5036787187217568,-0.2431299414125301,2.6755107125788575e-17,-3.042388800893678e-17,-0.14857643651335986,-0.12734055249644308,-0.20455012910629589,-0.2136473213480681,0.473905087390213,1.76648489480413,1.8033306794268256,0.34471775762427603,1.8189155429432011,1.759500256347224,-0.3084564427723577,-0.32305012186924426,-0.2624279494953094,2.579469697888033,2.0136600669580162,-0.21462270345293313,-0.3307445687553405,0.35662403046950514,0.6503075777460835,-0.23521211291528812,0.0,-0.1558841298849606,-0.2755213465889501,-1.4840073166315777,0.33719821298420166,-0.24221561906199907,0.0,-0.6274783571210558,0.0,-3.37494125663302e-17,-0.21276183815052221,0.0,0.0,-0.22931512682882169,-0.22573236229903854,0.0,0.0,0.0,-0.4329442303688716,0.0,0.0,-0.17988335972912214,-1.3497461569141135e-16,0.4646960482778689,1.187452157019452e-16,0.0,0.0,0.0,2.851999704592373e-16
Fiji,0.2949310183603337,0.31320055338463676,-0.15494182558831204,-0.16393682333313617,-0.5779190680768177,-1.1163797263045037,-1.1622745527357208,0.0,0.0,-0.2702852714390421,-6.349984233731583e-17,0.0,-0.048656342883292174,-0.10957583120362009,-0.16897911990899234,-0.1273408224798396,-0.2045470370492203,-0.21364477381012514,-0.909276236634416,-0.4636687862357167,-0.46321793737022166,-0.5473761969707948,-0.49341282859666047,-0.456906212699833,-0.30845024593535764,-0.3230431010071412,-0.2624262039166476,-0.5056312236225476,-0.4971130465499637,-0.21462051292992676,-0.33073845786808864,-5.02475213438554e-16,0.0,0.0,-0.2806177608968984,-0.15588099211000364,5.385742708976772e-17,-5.357006877457916e-16,0.0,-5.3748888996173685e-17,-0.2718679129017267,-0.8362178660507624,-0.40156186379126,-0.20113648478597884,-0.21276157072447793,-0.3505810787167659,-0.0200721478174382,-0.09020790314047668,-0.2257321325832664,-0.07371819588111099,0.17418459756087007,-0.10241383109745995,-0.2046635846903838,-1.2484934325723498,-0.19652955924618795,-0.1798816645263098,-0.38511409842209127,0.0,0.5604032218985293,0.912997591413593,1.4871430271940698,0.8808503668168273,-0.22202210129899805
Finland,-0.847937667236995,1.2183104813722414,-0.15492699681781386,-0.16392199096936322,2.3625830004207664,2.0176457581340648,1.7055108054236912,0.00603677145626071,-0.26304493818969243,-0.27018940122376855,0.34326653625005005,-0.24292086761468298,-0.046627244602308576,-0.10945154350366694,-0.07271493760034375,-0.1272904030216953,-0.20421536648353775,-0.2133240510587596,-0.3874730365310703,1.317562827146606,1.2207100709015282,-0.11792566237233683,1.3482210529473155,1.3117964118446341,-0.30822762589177083,-0.08879488179609403,-0.2621268820351199,1.741326793665602,1.4573694576923883,-0.21426960374281281,-0.33051301766345587,-0.074189689471513,0.26481126066025046,-0.23515350809704594,-0.2803441533917284,-0.15544593612906407,-0.1538956805606389,-0.6547302945847769,-0.1813721300407208,-0.2421253769414061,-0.27177209881013414,-0.1214309714163737,-0.19682717248518516,-0.20107315602531892,-0.21270219605268148,1.8701243337008342,-0.4972880068430905,0.4274603267161485,-0.22569861636918298,-0.07352078500633896,-0.7609522513342877,-0.10235111568749303,0.1934256032270168,-0.7284952560487554,-0.19633008380880088,-0.17966629546402732,2.0299596559503232,-0.09943092400680417,-0.033709885027623475,-0.351308187443036,-0.8977630091028393,-1.1997307897293215,-0.6554134080481615
Fragile and conflict affected situations,1.4165354051717514,0.218020503361196,-0.1539358952747977,0.9980843467836165,-0.6420134744252451,0.043028514683894424,-0.4373024296735824,-0.6380899275007378,-0.26280272347260936,-0.26994634282889735,0.24488314081012344,0.0,-0.1955828030858194,-0.10942177021447842,-0.1437004507994915,-0.12731901211249416,-0.20249291949105852,-0.21143106743424395,-0.5318423500575293,-0.6460512947380372,-0.6208697399742594,-0.8329419050172935,-0.7713054717849945,-0.7866932288500983,4.303288059931605,4.139228785424345,-0.26039547493056303,-0.7065783705266491,-0.8001038229736208,1.8605141339107354,4.066752439420039,-5.02475213438554e-16,0.0,0.0,1.909557387861685,-0.1520063859366184,5.385742708976772e-17,-5.357006877457916e-16,-0.8264253865734074,-0.24184494314855226,-0.2714299435334719,-3.571923777433669e-16,0.0,-3.37494125663302e-17,2.919021781897503e-17,-0.6117046360698221,0.310367486269471,-2.71345090312471e-16,-2.7079334124047354e-17,-0.0723094792641889,-0.05703237602140353,7.7283252627568615,0.0,0.0,0.0,0.0,-0.7450969012125874,0.0,-0.541748618321264,0.4511217246587885,-0.2850743480962811,-0.25574395285218016,0.9462380142640429
France,-0.9354079806836222,-0.576237656501554,-0.15483810423822367,-0.16382901316774937,1.9853283263710728,0.6674338693087508,1.3386611018984664,-0.279546011509268,-0.2624330421755346,0.5523209915789224,0.2487262340415202,-0.24089533964628768,-0.17110410241676588,-0.10916166089804386,-0.0548050913265988,-0.1267084398856937,-0.2010691289214385,-0.21031406000732158,-0.2044047949998871,0.998810236960783,0.9058399371438098,0.005153367617607858,1.2023748649375803,1.2602341308998848,2.3432299965526817,2.473027102598818,-0.259241291404793,1.390654336174244,1.46700219551517,-0.21086809219141633,2.5382747122290668,-0.2923469231149953,0.06376795027994274,-0.23467375652261838,-0.2776735914775986,-0.1512553374842244,-0.27426189500230297,-0.5892394191759516,-0.43875161335313995,0.5431264824666943,-0.2710749986820727,-0.8493056739126396,-0.1094265564632576,0.2736111681613235,-0.2123324211057595,1.1131164960902353,-0.022316862159775294,-0.3059326999636493,-0.22549881748229553,-0.07156220872418677,-0.6236182782481858,-0.09919817104087059,1.0739167450350509,-0.4628454362328244,-0.19410472498215875,-0.17727156352766152,2.2186432467661126,-0.38361800234808563,-0.2390374647848815,-0.3082578778322065,-0.9252599977333531,-0.8805793563687487,-0.30995910343212296
French Polynesia,-0.8411429160416967,0.0,4.685778274109762e-17,-0.16393833187309925,-9.941763363507451e-17,2.1119985690818453e-16,4.850460512487648e-16,-0.7339357560527139,-0.26312829360265466,0.0,-1.2863697752689447,-0.24312618438218792,-0.2239248371475731,-0.10957824215159503,-0.1382056970140663,-0.12734039787134227,-0.2045460687474051,-0.21364394357458238,-0.02557429940296768,0.2271013974327043,0.16021391033717106,0.35702277765161944,1.5273335091135795e-16,0.0,0.0,5.0723065244995297e-17,-0.2624242635290562,0.4621635062225983,0.0,-0.21461823165066868,5.053728202280641e-17,0.05748214490746008,-1.3026449227778143,-0.23521281558128798,0.0,-0.15587963880437927,-0.2755191011812641,0.33390031683120375,-0.07017012496258157,-0.2422148915899577,0.0,-1.4750249969530842,0.0,-3.37494125663302e-17,-0.21276182034403232,0.0,0.0,-1.0847594059395171,-0.22573240588925217,0.0,0.9701710556285327,-0.10238052039731106,1.6043618905939652,0.0,0.0,-0.17987943874905446,-1.3497461569141135e-16,-0.44640307105333876,1.187452157019452e-16,0.0,0.0,0.0,2.851999704592373e-16
Gabon,-0.47133794768466314,0.7467037831140293,-0.15494025667633096,-0.1639360380261362,-0.4510467259424496,2.1119985690818453e-16,4.850460512487648e-16,0.40557527527224096,-0.26312251051491964,0.0,2.3995597178011683,-0.24312365120360635,0.046967336470737066,-0.10956624467795206,-0.1546117951645807,-0.12734080463610392,-0.2045333485310347,-0.21363064237115195,0.3070463151108211,-0.4141959728264042,-0.39988245804478356,-0.0784674337489967,-0.2232488934870341,-0.3231649031714417,-0.30842649685128387,-0.32302338358131244,-0.2624141240377671,-0.43927399003611883,-0.3632179908133018,-0.21460682779834173,-0.33072036584553816,-0.4516409786380288,2.146510764017365,-0.23520532862777743,-0.28060453324259677,-0.15585928910289915,-0.2755170467317177,-1.7996844659034843,-0.9024708119348821,-0.24221391161827915,0.0,2.2445191828200013,0.3798176844248445,-0.20112998788981978,-0.2127549061040907,0.9736639169541136,0.0,1.052295027332163,-0.22572990765181075,0.0,0.0,0.0,-1.509782377290569,-0.45390836740684465,-0.19652490788016239,-0.17987637064564488,-0.21789223054448673,-0.2429011358966456,1.187452157019452e-16,0.0,0.0,0.0,2.851999704592373e-16
"Gambia, The",1.145979263542371,-0.2850011717925528,-0.15494210091409757,-0.1639376816533869,-0.6456571934021854,-1.3271663962569602,-1.9633483724556446,-0.7496940250231154,-0.2631289734011632,-0.2702869805897732,-0.8248540331768289,-0.24313052629578374,-0.11222551689297017,-0.10957778767493451,-0.1512806777620174,-0.12734056463868446,-0.2045517650951293,-0.2136491020396123,0.9286779840589278,-0.6860401776963329,-0.6653666827312348,0.5677856396395108,-0.9260692908183944,-0.9320215804809693,-0.30845406492946326,-0.323047908623476,-0.2624297431293917,-0.7531947489257627,-0.9546680931320817,-0.21462485883620136,-0.3307425178610245,-0.061983171115599214,-1.1607215599567193,-0.2352129097085709,-0.28062086012364224,-0.15588651115090954,-0.2755211744809323,1.8744532151175672,-0.34664566524972606,-0.2422165448947817,-0.2718702201753302,-0.8115428953085191,1.1774541592611796,-0.20113703752989145,-0.2127621285448053,-0.7770413805684208,0.7475154921100885,-1.2413617154785626,-0.22573259750670663,-0.07371711544425545,1.99900763023538,-0.10241504416992231,-0.2629161436785511,0.946545978115639,-0.1965319653622463,-0.17988436222555007,-0.8579737031119629,-0.5933341493594038,-0.3632365734586653,0.09961368978486669,3.398570236455111,1.5278868280151443,-1.2008877494690167
Georgia,-0.27198789279828967,-0.0845315212268137,-0.1549390159104734,-0.16393501782752398,-0.6278990166324083,-1.342888532690832,-1.4022940077439954,0.511743229147271,-0.26312181105400934,-0.2702792291102264,-0.3626662057394669,-0.24311702865619622,0.008443319017027962,-0.10956745390494978,-0.09531057728512016,-0.12733822646180998,-0.20452927232611182,-0.21362970603782497,0.7014097284320121,-0.49580799059538844,-0.5068167407858075,1.0630624130436803,-0.2780168025305633,-0.2862364851531045,-0.30840922570186713,-0.3230021054520174,-0.26241260983350573,-0.545956004032762,-0.2981970105095272,-0.21460396958100114,-0.33069908054731756,0.2936369041403367,-0.2533441428442884,-0.23521019072078234,-0.2806015439860086,-0.15586003695140455,-0.2755120541478394,0.5537740396387055,0.765155009435472,-0.2422074707844947,-0.27186062836094954,-0.5375925115051788,-0.22031139502811622,-0.20113346715820424,-0.2127591249613526,-0.4302864354669259,-0.23395856483420227,-0.4717186077776462,-0.22573130808792785,-0.07369585052010964,1.5531817479153918,-0.1021911919534039,0.2013074626997755,1.7921856871051942,-0.19651762880354579,-0.17987120594128073,-0.3679347697118541,0.6493969764981687,0.3896321413664836,0.26316770226560704,1.6739255498924825,1.398846595095866,0.28074054524787223
