Country Name,"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","Communications, computer, etc. (% of service exports, BoP)","Communications, computer, etc. (% of service imports, BoP)",Exports of goods and services (% of GDP),Exports of goods and services (current US$),"Exports of goods, services and primary income (BoP, current US$)",External balance on goods and services (% of GDP),Final consumption expenditure (current US$),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)","Foreign direct investment, net outflows (BoP, current US$)",GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita (current US$),GDP per capita growth (annual %),"GDP per capita, PPP (constant 2021 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2021 international $)","GDP, PPP (current international $)",GNI (current US$),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Gross capital formation (% of GDP),Gross domestic savings (% of GDP),Gross domestic savings (current US$),Gross value added at basic prices (GVA) (constant 2015 US$),Gross value added at basic prices (GVA) (current US$),Households and NPISHs Final consumption expenditure (current US$),Households and NPISHs final consumption expenditure (% of GDP),Imports of goods and services (% of GDP),Imports of goods and services (current US$),"Imports of goods, services and primary income (BoP, current US$)","Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Insurance and financial services (% of service imports, BoP)","Manufacturing, value added (% of GDP)","Manufacturing, value added (current US$)","Personal remittances, paid (current US$)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)",Trade (% of GDP),Trade in services (% of GDP),"Transport services (% of service exports, BoP)","Transport services (% of service imports, BoP)","Travel services (% of service exports, BoP)","Travel services (% of service imports, BoP)"
Late-demographic dividend,-0.41940327157102614,0.0651151400142284,-0.15061584788749913,-0.15991520820755542,-0.4215102716300819,0.81556181077186,0.8401453726473241,-0.46629338984426455,4.793561311796175,5.08284980397573,0.44203656290852134,0.0,-0.15597819715246347,4.35403706708252,-0.11373638562952185,-0.1253362167649235,-0.17405409407843295,0.0,0.5302391718944288,-0.27822436852532795,-0.29377047266057954,0.7106290665244929,-0.16697738744617366,-0.17712178526347652,-0.2730455282354023,5.0723065244995297e-17,-0.2363095645812792,-0.2717840705972335,-0.16144427870162725,-0.18402260375508916,-0.295556473920143,1.4711535643826965,1.160324441641195,7.545662120161317,0.0,0.0,5.385742708976772e-17,-1.2150487136663224,-0.7504240066393439,-0.2370363339082024,5.2291176995800885,0.9657756300423359,0.043297411152007,-0.1924379405049977,7.417792915722934,-0.2347066855070259,-0.3460405127291603,1.533407179498991,4.219148896140416,-0.056025166135174186,-0.7158409744724935,-0.0880794586021026,-0.16391223539020652,0.8726140963505074,0.0,0.0,-0.1399870676001256,-0.662099872664115,-0.5634620415110291,-0.17767383888624533,-1.0324120760098285,-0.8027009875499772,0.4387471525447614
Latin America & Caribbean,-0.47500987857836785,0.08692363956839984,-0.15399584557340795,-0.16307404311049434,-0.3701931411062202,-0.41915331394434185,0.3817665897210791,-0.5809032643463234,0.7893735043561254,-0.26920542636017997,0.2744890945366913,4.469211332550171,-0.13789160555338917,-0.10801739636762459,-0.12303886408920232,-0.12667193923994458,7.030161995915483,6.495008262115148,-0.6677743339239653,-0.3419816926494347,-0.35638548618159877,-0.5924992272959203,-0.24879366321545926,-0.2613490267778736,-0.2995476651277175,-0.31404151844421385,5.736482048200883,-0.3525912567684406,-0.26323446543716933,6.9564789056723475,5.053728202280641e-17,-0.9194732207614904,-0.2037334657021844,-0.2343091855408713,6.167628956492332,-0.14607388015907583,-0.27230715553736745,0.49967142161299205,-0.780884791267543,-0.24103923836643731,-0.27061455453584754,0.46567269465494066,-0.4322868846996187,1.4763268419546902,-0.21122933503502356,-0.28897916726571765,0.4579906066280781,0.7369820338746651,-0.22493876566455884,-0.07213418752831431,-0.46785157201295063,-0.09136907627900284,1.0909806202923635,-0.8520716987042228,-0.19141174505029834,-0.17461599724398405,-0.2860642690020903,-0.7599051890570373,-0.6584598160569551,-0.1524918767355015,-0.3728828323649908,0.22068136968909655,0.016751261197200096
Latin America & Caribbean (excluding high income),-0.5663462638358916,0.11982315752450208,-0.1542373187411418,-0.1632994135970225,-0.38462221486838283,-0.20432550383825618,0.39457783230608184,-0.6537783749180703,-0.2622889427685926,0.5625967681320704,0.2177286160377734,-0.23898181141983302,-0.1438998753775616,-0.10854073959622451,-0.12653405977848575,-0.12708141211760812,6.134856776016253,5.606617509508253,-0.5906699549384237,-0.3496005072670833,-0.3665491856232119,-0.5613378379231672,-0.2811782407698017,-0.29359991723448337,0.0,-0.31532601828032114,4.984751694502831,-0.36147799201422154,-0.29292698248123156,6.069268551805668,-0.323274644026275,-0.9657521107730737,-0.29276986779697567,-0.2344809031156875,5.116038074406159,-0.14770146115263763,2.441268243157142,0.36556766745521,-0.8282238427999481,0.7315510087177238,-0.2708626125052203,-0.06786518920526102,-0.44054274384306114,-0.1999434545103621,0.8819213183634471,-0.31477420251660293,0.4506110954321772,0.2826073176116804,0.3406291773781304,-0.07265782909028846,-0.4371271316223008,-0.09162629633834318,0.21220385180449075,-0.9025432874801135,3.631250047748275,-0.1759694018094693,-0.3095446941824012,-0.8144955177148762,-0.6944737553154806,-0.34284585796871575,-0.4167925018665194,0.2608950329996071,0.09649721165446008
Latin America & the Caribbean (IDA & IBRD countries),-0.45607065587250767,0.11401939096233847,-0.15400829722566353,-0.16308709030009505,-0.36640281872500974,-0.3558720175508849,0.3873458342940367,-0.6003875546104727,-0.2621449015450495,-0.269301299705043,0.2611675928966367,4.265696110770638,-0.13842214876657058,-0.10833590649550692,-0.12210392547005497,-0.12699774330438984,6.735507371193562,6.197317968851817,-0.6738316740267392,-0.3483312935116526,-0.36338652563527807,-0.6044400544697498,-0.25265606506818244,-0.26483882956334087,0.0,5.0723065244995297e-17,5.504453096846154,-0.3582926263704398,-0.26415828203591857,6.691896912807871,-0.3222927516013813,-0.8927310771809348,-0.21099656833788757,-0.23435396640945913,5.8726695558356665,9.196272332072462,2.813421507454174,0.5268588841983904,-0.7945836128672402,-0.24110684275090152,-0.2706946483620203,0.44492793097931876,-0.4289694013581895,-0.19954092348498276,1.2422136914090647,-0.28933730594896734,0.44128972734693245,0.6719981290352348,-0.22499327572293168,-0.07228237426763968,-0.4678984162972133,-0.09139994281962499,1.1242297312088096,-0.8582604815668192,4.730670047564653,-0.1748225151829805,-0.2889263688348295,-0.7712234263651957,-0.6689225215146872,-0.07809231256409618,-0.3579820322266016,0.15526501969954562,0.01468837823153387
Latvia,-0.6617271586782879,2.4767842487110907,-0.15493982253158983,-0.16393507044274017,0.18988357097466294,0.3891968114432993,0.6187314801855213,0.815940866553806,-0.2631131650564167,-0.27027083692092463,0.2796056033248371,-0.24310541021520785,-0.12874634582529404,-0.10956965099852035,-0.1404566493183855,-0.12733988710726463,-0.2045148079050212,-0.21361075564383067,-0.5696384218671663,-0.037064328152228175,-0.009604867332714095,-0.07978672283900756,0.4365893367254467,0.40818150165862227,-0.30840942885047695,-0.3230027256999711,-0.262394643954997,0.07831243193802563,0.4594178192522323,-0.21458465998036236,-0.3306981245442603,-0.2480212787480847,0.11737538130805505,-0.23520622200210162,-0.28059052781338106,-0.15583458150014756,-0.2755052066172168,-0.06230923589358015,0.7349840526337167,-0.24219924061560555,-0.2718534279287769,-0.5786652647989817,-0.3146260044481621,-0.20113115308072996,-0.21275636178690197,-0.18292108371133875,-0.45629994410450847,-0.13613450674208438,-0.225729495541998,-0.07368589785195345,-0.17966801813986988,-0.10231716610790244,0.4627295661357877,-1.3450529882993023,-0.19650874902868082,-0.179857121781228,0.12247470520174866,0.7998132632371701,0.06351050925553754,1.5077637502775754,-0.042107924843797474,-1.1261909681834572,-0.20033288247648195
Least developed countries: UN classification,1.0251072044285505,0.1357467837147186,-0.1542731273022957,-0.16330558855942084,-0.6781242413731047,-0.07296536342169939,-0.8959812993729765,-0.7400531251206633,-0.26294355345507964,-0.2701001236636238,-0.32713075368475647,-0.24215939224682548,-0.1767876917251315,-0.10942398513782477,-0.1511617628717796,-0.12734782571693562,-0.2030505073304282,-0.2122180598882498,0.5751344763616814,-0.6691704086899022,-0.6508285944713488,0.21141915486588198,-0.8809659288994311,-0.8861891348655009,-0.3054792797074017,-0.3200989316113336,-0.2611083559473272,-0.7330370902745312,-0.904954481889154,-0.21308690712096992,2.5883936011893063,0.6544501163231251,-0.007236176865703999,-0.23499162489373615,-0.2792638240017052,1.9761640316814204,-0.2748236957308336,0.5885922375476743,-0.6158518012979327,-0.24192415016682942,-0.2715926579212102,0.4311020159076626,0.3488263571660061,-0.20079301125978977,-0.2124386424067507,-0.6832470799387077,-0.07194350285442436,0.38664658033079746,-0.2255862865939011,-0.07289295468081818,0.010732966434206988,-0.09636860211897032,-1.0905754150303293,0.4631223073073586,-0.1958473218190102,-0.1791606390509716,-0.8057680329487992,-0.7025216945071479,-0.6031947810808015,0.2836148380187604,1.3642793793275478,0.09535592137935789,-0.7793210124160798
Lebanon,-0.7383233940286499,-0.29645173124053725,-0.15493717526121695,-0.16393404052774244,0.9109395951203249,-0.7772575986575297,-0.8354305004348395,-0.7300411585387312,-0.26312095360734206,-0.270271596084677,-1.2480490095429202,-0.24307266377033868,-0.11901252234460644,-0.10956349334127723,-0.12876865510698188,-0.12733802176949507,-0.20449156847196648,-0.21358807271046126,-2.6199940355010773,-0.35896190791164095,-0.3418702862101773,-1.513322487303861,-0.384121151152954,-0.0638848515110826,-0.30839223039768754,-0.32295063920593475,-0.2623744746264444,-0.34943650456526143,-0.04870910089948814,-0.214561874633032,-0.33064798357405584,-1.8060604540991951,-2.21176409340498,-0.23521722664102004,-0.28056701096998027,-0.1557953761689811,-0.27548088636884627,2.4192738037098263,-0.08746945206171772,-0.24219833840396648,-0.2718438861498457,-1.2924776668344786,-2.0148389257639674,-0.2011306727672842,-0.21275639619234343,-0.42436959136212365,1.4367057091362228,-0.7427286063516797,-0.22572950370794687,-0.07310905547531837,1.8274926353117584,-0.10161386094655478,1.8760968760982208,-2.9317538474464655,-0.1964864989854611,-0.1798296722067363,9.939624475356864e-05,-0.4529411312390514,0.7961358538846433,-1.0569213890242302,-1.2284585690098782,1.0236510393935423,1.9720503345981546
Lesotho,-0.5934098990663021,-0.3318828173391504,-0.15494272579375032,-0.16393841431111056,-0.7102982545951686,-0.1548670476456923,-1.4402807863638103,0.21262831749445743,-0.2631283988700046,-0.2702860198496936,-3.1435517053729187,-0.2431292737488612,-0.18526883707707964,-0.10957806300448167,-0.14857643651335986,-0.12734055249644308,-0.20455093337424193,-0.21364839471057812,-1.135116384370087,-0.6701677892570104,-0.6517470714283482,-1.1579207254908042,-0.9251261389524148,-0.9254226824939831,-0.3084545295405886,-0.323048132040563,-0.2624285594491151,-0.7240996541994055,-0.923361695208042,-0.2146234336443331,-0.33074182938330476,0.24077949851396505,-3.0777652382950325,-0.23521344638690728,-0.28062017424030067,-0.15588569328675592,-0.2755208023851154,1.6636652960520717,2.002615198810983,-0.24221516483493788,-0.2718689336835955,0.5217328779476083,-0.9772104563645856,-0.20113656040476804,-0.2127617392463957,-0.7658286380835905,-0.7989800541417236,0.8104192624345059,-0.2257323003068235,-0.0737193030979838,3.281567571296738,-0.10238644960373991,-0.45213106918496027,0.0063237422411342534,-0.1965315789525516,-0.1798840004190354,-0.7702196838534411,1.1059113023451268,-0.264437950774848,-1.3241170967533633,-1.3812643776744884,1.4010795229335427,3.881436336447487
Liberia,2.985304690108731,-0.2506045879946001,-0.15493922374692773,-0.1639352589902886,-0.6595224677456933,-1.4473128223195895,1.513419539663804,0.0,0.0,-0.27028682370555646,-6.349984233731583e-17,0.0,-0.15163395670507016,-0.1095776661865991,-0.05596275103239599,-0.12733979134676884,-0.20454971561127203,-0.21364725618647204,-1.4185632381726576,-0.6880828854051189,-0.6685361226781994,-1.6529680324352032,-0.9754016390925953,-0.9555245141414344,-0.3084531892078579,-0.3230449619274752,-0.2624283980011044,-0.7593200320260485,-0.9874194017295385,-0.21462321021693712,-0.33074032794452063,-5.02475213438554e-16,0.0,0.0,0.0,0.0,5.385742708976772e-17,-5.357006877457916e-16,0.0,-5.3748888996173685e-17,-0.27186968784842225,-0.8410007031339959,-0.21508251406197218,-0.20113678770598065,-0.21276189451167238,-0.7726776313376046,0.792577499596942,-2.71345090312471e-16,-2.7079334124047354e-17,-0.07368439865317226,1.1135109731158386,-0.10240709241725797,-1.4329964084838267,-3.6431831475690197,-0.19653145569593578,-0.17988384279933278,-0.9113099588957279,0.0,-0.6183562456119277,0.0,-0.04848525924234867,-1.0677142359201097,-1.7466494795096401
Libya,-0.8644756686861831,-0.6066046328060911,-0.15493885075405742,-0.16393467355547,-0.3704901718712151,-0.608625320573598,-1.2038802785325884,0.0702202368606901,-0.2631064529025615,-0.27026337878036133,0.7038981868910937,-0.24307212044417353,-0.23029298947199225,-0.10957834130835198,-0.16026549885167585,-0.1273425566788784,-0.20447256543594625,-0.21356644130711272,-3.7764568301743244,-0.32775020399810983,-0.2999934028963454,-3.8702301283892777,-0.4396382341840719,-0.3121618988326384,-0.30838566463324113,-0.3229613823908849,-0.26235089327284106,-0.2744017865867612,-0.2688171601500438,-0.2145355155093835,-0.33065382412282357,-1.6034036287854772,-0.26242363221227305,-0.23520206002341162,-0.28053992526359467,-0.1557455455162698,-0.27549952166876596,-1.7339517934312674,-0.31423922474966104,-0.24219528264495715,-0.2718505373638548,2.475637540121021,-1.220224934410622,-0.2011055576579094,-0.21273009094152692,1.2104358554496581,2.997627431940895,-2.71345090312471e-16,-2.7079334124047354e-17,-0.07356732147015693,0.0,0.0,-0.14408357590533546,-3.9399483569187703,-0.1964965530969407,-0.1798324827165474,-0.20238765960102234,-0.13099935109516794,-0.5598455008089638,0.43710375816696695,-0.6538496271875603,-0.3941052543023973,1.0691519040917148
Liechtenstein,-1.077460801937185,0.0,4.685778274109762e-17,-0.16393869400970443,-9.941763363507451e-17,2.1119985690818453e-16,4.850460512487648e-16,0.0,0.0,0.0,-6.349984233731583e-17,0.0,2.6755107125788575e-17,-3.042388800893678e-17,-2.67783354428416e-17,-1.4578841038983313e-17,0.0,-0.21364343591050106,-1.1996114833746647e-16,-8.060312533955215e-17,5.916085609607254,0.0,1.5273335091135795e-16,0.0,0.0,5.0723065244995297e-17,-0.262424638736154,0.0,0.0,-4.0805083218944424e-17,5.053728202280641e-17,-5.02475213438554e-16,0.0,0.0,0.0,-0.15587775845198468,5.385742708976772e-17,-5.357006877457916e-16,0.0,-5.3748888996173685e-17,0.0,1.9043260435714122,0.0,-3.37494125663302e-17,-0.2127597581974444,0.0,0.0,4.10840197800753,-0.22573049245448076,0.0,0.0,0.0,-0.49115571642467887,0.0,0.0,-0.17988112545784138,-1.3497461569141135e-16,0.0,1.187452157019452e-16,0.0,0.0,0.0,2.851999704592373e-16
Lithuania,-0.7433660220840453,1.0964965566385887,-0.15493893700374,-0.16393379277386663,0.094419353997532,-0.4076245620701033,-0.389550955542218,1.3436658447183982,-0.2630963374562742,-0.27025513312447585,0.6714235662659901,-0.2430884953746439,-0.04261249825761135,-0.10955159321552858,-0.030357126902057045,-0.12732441918535056,-0.20448852961723227,-0.21358376309945437,0.5114101454521902,0.056138858875665665,0.08203816537943032,0.9040090386654576,0.7663294377086025,0.7846567181259836,-0.308369912905922,-0.3229601952624732,-0.26237099332038216,0.19009884851824027,0.8240169458445095,-0.21455667385597205,-0.33065789582425087,-0.7795434877968763,0.24124967754453724,-0.23520087493150063,-0.28056691236933273,-0.1557947000031153,-0.27549418147336097,-0.14126634720905695,1.0885861378479094,-0.24218318322321578,-0.27183857591385824,-0.009849914065950345,0.20425466685722501,-0.20112324269293735,-0.21274941709807618,0.08383121973302729,-0.801006394565982,0.6245929795257193,-0.2257250133070158,-0.07363497113689738,-0.3810134659471061,-0.10229894880284594,0.29539362794240875,0.2596196320441011,-0.19649433313968825,-0.17983954144970934,0.20483076354243573,1.2639033598949208,0.3339374895589557,3.2331552655805695,1.415369034495457,-1.3372815788781383,-0.45773626694537567
Low & middle income,-0.08801990319782588,0.17879771787785528,8.0744281676129,7.764824026586436,-0.5503601404174543,0.2581559423017432,-0.0836355131952702,-0.6648257639589693,5.126733320651107,5.202684077342737,0.2625887539936566,0.0,-0.1787270414913883,-0.10553920563936338,-0.12680389070006606,-0.1257333302335777,-0.1635145521454593,0.0,0.37110611116821846,-0.49831617959032987,-0.4988175275708543,0.34286358536891487,-0.5340286784417417,-0.5385782648805785,-0.25288634520017006,-0.26648654498566654,3.5556055642192453e-17,-0.5362000343236495,-0.5385415446847626,-0.17409948943737683,-0.2751133340888295,1.1838098506664898,0.8477264673419191,0.0,0.0,0.0,5.385742708976772e-17,-0.7645572690710902,-0.8654438198410408,5.84086263882047,5.760758926892767,0.7367231897133376,-0.0250150998965013,-3.37494125663302e-17,2.919021781897503e-17,-0.43394369929998067,-0.3116991626680704,1.2688971993279026,5.182133336659318,-0.06397444820628248,-0.5251442079411035,-0.048437252311999496,-0.28565324136848175,0.6354039022569907,0.0,0.0,-0.41036323594782764,-0.7925562703391851,-0.6617725341736281,-0.15417869138723114,-0.41223138637322415,-0.2874589921737208,0.8612773758098713
Low income,1.625030776327681,0.17319959608423127,-0.15465317354242425,-0.16369411726707375,-0.6870309237566978,-0.132581851336921,-0.34873579081559,-0.7293226757156549,-0.2630725535956831,-0.27022796399556515,-0.782391492747844,-0.242789123077997,-0.1199546103020899,-0.10949464149446062,-0.14409409405329676,-0.12733714033502608,-0.20402957782705194,-0.21321981712307292,0.061099821495409976,-0.6843844042681101,-0.6690179765761174,-0.4319920422515937,-0.9393570088379379,-0.9501171691760403,-0.30748225096347487,0.5702244522721315,0.12757825202235562,-0.7574757632636983,-0.9747530140212717,0.23805367427375393,-0.3298822206611022,-0.6471183931147532,-0.9780880115690238,-0.2351884106477106,-0.28015020630659293,-0.15525527539522213,-0.2752769106099118,1.463872967567835,-0.34835775681256714,-0.2421087468398153,-0.2717667724475387,-0.09946508905779075,0.06718815154476857,-0.20102919905171523,-0.21268229635136698,-0.7260157546966352,0.12698687392157726,-2.71345090312471e-16,-2.7079334124047354e-17,-0.07326985111921222,-0.07820468161724535,-0.100850235085702,-1.3518189227900446,-0.5761593889733798,-0.19631107579488194,0.02396384062366859,-0.8432159789175522,-0.625056140700095,-0.5262876157007068,0.28251641406112465,1.2581326558267025,0.17806808423695203,-1.0393346890723374
Lower middle income,0.7183670899762125,0.21808739978399067,-0.15207193208134112,-0.1609163615587205,-0.6122160279377272,1.0017869819507448,0.3663224733260776,-0.6330874518097297,0.9203834128867094,-0.269139762441049,0.035138937173852386,5.045978505659544,-0.1789605465316664,-0.10871201157409825,-0.13904537921482693,-0.1271865265921834,8.143797226196922,7.786884294574977,0.3457470865796862,-0.6217627857321723,-0.6063263217343742,0.2652098305577542,-0.7122575076010922,-0.7188327288825761,-0.29154597200171745,-0.30603866159549103,7.11079526486171,-0.6782200473089766,-0.7276064767124669,8.155609830131306,-0.31394727829429464,0.4071440522877922,0.14052730896289176,-0.23385860015523505,7.111498261727915,11.606983206025777,3.421250911860523,0.31500318693795976,-0.7031236412635805,-0.2407037670265822,1.19848953982311,0.12532180068159,-0.09241235326049803,1.5964214764151514,-0.21114051369267445,-0.6710923547772196,-0.2984460000343985,0.3443642999088334,-0.2249312687719904,-0.07076105301197173,0.04222009641193962,-0.06817623713835029,-0.5996754447549063,0.6884077621079349,4.010524638391116,-0.17533488984022302,-0.6729844806367554,-0.6686541315835055,-0.5346219520522202,-0.4072208704931475,-0.30554669299953907,-0.6518371496005424,-0.035754783059701936
Luxembourg,-1.0689892705458528,-1.443767728983516,-0.15494264191401835,-0.16393829017393854,2.2787833158370256,-0.38368632643500195,0.3753254219085704,6.138436853398077,-0.2630170396310236,0.09192622088476636,2.4757337895934346,-0.24309474005043025,6.827979906737991,-0.1083032242958373,7.478918586949489,-0.1260210964528685,-0.20446487206750655,-0.21356568440430598,-0.009406377330843171,4.051322815283644,3.768952502996569,-0.2506632122846698,4.530629367931836,4.421613201117171,-0.30839845294688273,-0.32299166623619396,-0.26237726980887094,3.256823920727964,2.9384028979450334,-0.21456298223694423,-0.33070553420088117,-0.9106911986484038,1.989700730442423,-0.23518259725491014,-0.28054557399161484,-0.15576798702312217,-0.2755022930735148,-2.1066628420697118,5.287881491682472,-0.24211129917808816,0.09641689614554116,-1.382829015916473,0.7277367712768067,-0.2011290815372772,-0.21275485010059336,5.427187707167028,7.293686777444368,-1.0495570160035648,-0.22572960375502102,-0.07173307466376388,-0.26268609398688136,-0.10220916973812177,1.8226966369289976,-0.600324629028131,-0.19646348053469528,-0.17981041917268262,6.53688469406035,5.974209491030241,9.106313246930513,-1.1121162753755258,-1.7794766189244424,-1.6422347249159828,-1.5848031055358915
"Macao SAR, China",0.0,0.0,4.685778274109762e-17,2.2352033255497266e-17,-9.941763363507451e-17,-1.6198356847983173,0.06652681643433558,1.5590164819926569,-0.2630939021288439,-0.2702475335531162,3.874362351483992,-0.2431115137161011,0.12440843198725954,-0.10952787836947961,-0.06617000027877278,-0.12732932631278918,-0.20448601112143808,-0.21358388186044253,-1.4168375939826605,2.639215274734815,2.5485096850246096,-1.6477050925690706,4.561241007713814,4.6312525292698385,-0.3083930107131425,-0.32298400396441135,-0.26237650049406636,2.8693997646348914,4.289394377590129,-0.21456426014212215,-0.3306867912178439,-1.5444066118215733,3.0744466199735,-0.23518171106664812,-0.28055917268176617,-0.15578589966095713,-0.2755104102515255,-2.7137670112343573,-0.4771149934657134,-0.2422016845448156,-0.27184605848440496,-2.1250955706420394,0.1876434008188513,-0.20113497444772518,-0.21276025348881933,0.2951300856670576,1.879158137760998,-1.737828128995872,-0.22573240094348537,-0.07339231796528178,-0.8008628025702832,-0.10243997960058865,3.139683725681043,-2.406723501450469,-0.19647014970066826,-0.17981503567432808,4.1900554368794785,0.5975506836894979,2.0268351551853576,-1.363582851151616,-1.639349001538834,2.397472662949771,1.0898961915823893
Madagascar,1.476413935780185,0.4963630776603664,-0.15493346806194633,-0.16392945579886112,-0.7181606025226052,-0.6085147783968322,0.4656794012673578,-0.4445365793238966,-0.2631261408217166,-0.2702842098404513,-0.11608587571027597,-0.24311950424990136,-0.12899349037425747,-0.10957464712654368,-0.12685481605917331,-0.12733979398071998,-0.20453638690812745,-0.21363403717826696,0.43952363066208106,-0.6955903180287701,-0.6748076789198529,0.01646973878494802,-0.9698571557419384,-0.9684517414901085,-0.30842355654794956,-0.323015812263466,-0.2624162417699696,-0.7644244346096198,-0.9941623182054855,-0.21460888290208685,-0.3307116457336731,-0.3405795536818245,-0.5388116283718933,-0.2352112481543654,-0.2806074158703284,-0.15586438245343434,-0.2755139078963718,0.7051027919881198,-0.41313971175564584,-0.24221295817790825,-0.271866765555583,-0.2924615815013885,0.5079234677865098,-0.20113446377765554,-0.2127594641334483,-0.7978651165338339,-0.8890946306448768,-0.27857430566848984,-0.2257314237945202,-0.07371087254413149,-0.2837573092697226,-0.10240015546735251,-0.6962231943624047,0.10334089624300144,-0.19652463399831815,-0.1798761029698418,-0.8666095665113337,-0.4605728322875525,-0.30234391333214483,0.8213004881302036,0.8336652586880128,0.47562094765308366,-0.7365962756870975
Malawi,1.4754230556753976,0.49191825258577626,-0.15493606962561762,-0.16393146366122324,-0.7050390863651803,2.285576168793964,0.23784672340905363,-1.0148680653317401,-0.26312814165300813,-0.2702861736588259,-1.0071942450754165,-0.24312127193396918,-0.21523977043264264,-0.10957791116553868,-0.1422323922104041,-0.12734037891196157,-0.20453951928047356,-0.213637778939168,0.7922015152103078,-0.691044397760961,-0.6715967416779325,0.3500906365116406,-0.9707195747588185,-0.9757558916946362,-0.30843540496372257,-0.3230303481066559,-0.2624195009039367,-0.7623826735761913,-1.0009052346814324,-0.21461363292313784,-0.3307254798139799,-0.4497862490178393,-1.1605474279255175,-0.23521247197710562,-0.28060984486225155,-0.15586973673543572,-0.2755156445528599,0.8067494456974218,-0.532497488872905,-0.24221413781510925,-0.2718680365226705,-0.6892445559201547,0.45679458175114146,-0.20113527138689521,-0.21276051159909043,-0.7464426488581782,-0.326975275554353,-0.05870556988949648,-0.22573155286849766,-0.0737152699462283,-0.3483564562557925,-0.10241446962468262,-0.46005780413728536,0.9051272849416139,-0.1965253605547933,-0.17987777500524707,-0.8358553665453013,-0.8306221086875822,-0.6900360510253543,0.19858412860980368,-0.6997458721939358,-1.3712432413424245,0.9256045736140308
Malaysia,-0.28252840887978037,-0.01932859794621627,-0.15486501310203374,-0.1638630627122563,0.1287270768857452,-0.03237452176347268,0.06633868503113426,0.9172198276793287,-0.26294392995625243,-0.27010046376114966,0.8333243366989971,-0.24285628236298562,-0.1547738840230784,-0.10950703806046047,-0.08642432756229758,-0.12728436111041488,-0.20406682239575366,-0.2132037350665347,0.44005181079445227,-0.2331629268105343,-0.2620897955430482,0.2976429439208243,0.27253291253849876,0.2612246868145715,-0.307688372218473,0.4621953426641171,-0.262027123709986,-0.2412231697935468,0.2879550860067228,0.2548740808985675,-0.32998530412883653,-0.5719387103429203,0.5096961029010165,-0.23512063356237306,-0.2801639184927701,-0.1551947308430603,-0.275334435006565,-0.1336484246543081,0.5339472193389437,-0.24203573949320611,-0.2716921366746975,1.2187695770103053,-0.04980757561305192,-0.2009924940696006,-0.21263458596279555,-0.08938984321861378,-0.042969506169738346,1.4504332130971913,-0.2256649103306728,-0.07211418856794476,-0.7383263027659086,-0.10226581638750586,-0.3169051245149072,0.9500401083399642,-0.1962691337837649,-0.17961490419162665,-0.20810992771650108,0.7543143397396291,-0.16545370613266216,-0.4668797133533363,-0.3161386436676511,0.3562648044072517,0.3795709622671077
Maldives,-0.5900272312600192,-1.3137542860218,-0.15494228157365797,-0.16393798339008953,-0.30523218354898896,-1.5601255692259424,0.05394208491109697,0.9259272926867184,-0.26312634125234724,-0.27028448831376173,-0.14081398400220954,-0.2431285288010709,0.27528517359343396,-0.10957085625253837,-0.14857643651335986,-0.12734055249644308,-0.20454671077748376,-0.21364430659725867,1.1180398746974147,-0.22022638707981584,-0.22960900546756238,0.5587360441433781,-0.1239970594044011,-0.002371108251319613,-0.308451192509306,-0.3230436027016932,-0.26242589436168934,-0.24224405031026108,-0.06652966587163378,-0.2146203372348056,-0.33073903792548986,2.5555847683816872,1.1201528500173463,-0.2352111171606914,-0.28061660608388367,-0.15588005846949132,-0.2755202373195434,-1.1447815619340918,1.0908174692863688,-0.2422135773478423,-0.27186720136091747,-1.3484360538270594,-0.046300867402102285,-0.20113666599911714,-0.21276178255669764,-0.41471164044354925,-0.3150643908825686,-1.4943161189512557,-0.2257325512762115,-0.07363580863615286,-0.8050538315211101,-0.10244569040676783,1.17462485159094,1.9644650813534397,-0.19652793756908607,-0.17988013436694253,-0.048673477371371496,1.037727291237641,1.8121557306848952,-1.131628522172163,-0.1460574573876781,2.4195662006356344,0.2016942906975151
