Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,-1.4553446387162696,-1.6036339534272004,-1.092338133758305,-0.74117244179882,-0.7801403228104106,-0.6817154994006527,0.1843123957749323,-0.06439049638886736,-0.41702813486394286,0.08417757794914313,1.271932241845182,-2.023050003781106,1.1837738497831907,-0.03145001715794858,-1.6070918677679724,2.008046685627541,-1.4632642416758959,-1.4106133088842996,-0.11262444485754594,-1.5548380122158563,0.5689947739411058,0.6028059549922954,-1.169002667762926,1.0107972392748352
Angola,AGO,-1.4337814576028178,-2.6837675666860172,0.7099595670518345,-0.49876535893011376,-0.7836130873881749,0.10825058721093583,3.340422307037834,0.23692232947523076,-0.26404990415231333,1.4389807378479744,0.44124590406741093,-1.409515346281691,-0.08932093534871093,1.0815918431776363,-0.0031950401645050902,1.4909606995862072,-1.0702360969657254,-0.19465118066666656,-0.11266581042718708,-1.8233501394892593,-0.39618720970690274,0.7151873257300058,-0.2379402283299395,1.2622221758344854
Albania,ALB,0.7225366537423759,-0.5235003401683839,-0.7161468060276599,-0.478361991644254,-0.5729377683905809,-0.4714394292734882,-0.6547344369653975,-0.3810915796809837,-0.41725958540263464,-0.42745550454881215,-0.24765907343103966,0.4250748222371023,-0.9019535656158444,0.060773451269856955,-0.4453872998712034,0.5950027547617533,-0.20777243862490613,-0.39051123720598785,-0.11034296617904703,-0.5595781260923647,-0.23838979322557488,0.7493895020123693,-0.4448462146469903,0.14277533259736103
United Arab Emirates,ARE,0.7410193804110488,-1.6036339534272004,1.5061334379089608,4.8574426049705774,0.8868490105976476,1.9803649399180177,0.7905649223347058,-0.35898236396918676,0.17860031637369644,1.4104768097605591,0.8865664707950383,2.6047133253902426,-1.640710502222329,-1.1063304422820273,1.1551697927684499,-1.4363530261606423,1.1206768852639368,0.4337239500589226,-0.1108392345903863,1.1419839455314997,0.6404441179052437,-1.8794575330916774,0.6034546143380302,0.011079177857505805
Argentina,ARG,0.6393643837333469,0.5566332730904328,-0.13653288904314942,-0.04913472605368335,-0.07095132530037891,0.06364954793553029,0.12002502446772807,0.9921380635059599,-0.1542227311541484,-0.8281571513333947,-0.11172065790838727,0.13469951892717236,2.1019413711692825,-0.8042190801909401,1.5047741719656793,-0.6596139395388285,0.7990764871044881,0.6649533803777515,-0.1106489995782678,0.5144769128844241,-0.981469695384654,0.6223442265666309,0.7414074113392417,0.39419610207902644
Armenia,ARM,0.734858471521491,0.5566332730904328,-0.14463013264464356,-0.5123613719860322,-0.6069393062984738,-0.48237233834075743,-0.6477089680121265,-0.3805492399099699,-0.41491453833620445,0.7853081134409164,-0.15151653403511195,0.7721555410895639,-1.0880526412495388,-0.9028027878206634,0.37391117224150394,0.31563359301012106,-0.6943805054240022,-0.3524267767367935,-0.11080614682276992,-1.3009168917170009,-1.4637544202970874,0.5734831418772229,-0.9172734599297104,2.1302428962108806
Australia,AUS,0.7410193804110488,1.0967000797198412,0.4274649152813365,1.0471171611628136,1.8756282293223263,1.9152532190683336,-0.5811513230755077,3.498867965303767,0.2764421641578068,-0.07183022203650932,0.6658470788811846,0.7303197644199215,0.9104634521920686,-0.8964425486187457,1.3057221779277715,-1.0097199221393818,1.584367163490338,1.0566714689172763,-0.11023267772598469,1.2091116565860045,1.8765291449483026,-3.5340210079441907,-4.322406225037015,-0.2523203179852584
Austria,AUT,0.7410193804110488,0.01656646646102446,-0.10926666058913778,1.1413516493895013,1.660676225251744,1.384409182019804,-0.7208010659801414,-0.3531534785797859,0.4160359394273122,-0.8211587064828257,0.2569169599398822,0.7894136442588259,1.863338792719902,-0.33356137924903584,0.482020549126079,-1.0265067640233307,1.4728396701711477,0.8227252752030189,-0.11014997034942288,0.9405929921514051,0.8905184405925997,-0.975483881900342,0.6103525013742642,-1.0305406742241716
Azerbaijan,AZE,0.713295290408039,0.01656646646102446,0.4647287608351518,-0.4183643087647441,-0.48753776707734675,-0.2549890655614445,0.5958643132442881,-0.3530825182359149,-0.39215255507865504,0.32881703920790367,0.08337693982531617,0.862975170120973,-0.2916760962452662,-1.0013864954503866,-0.15773982368482437,0.7072025711590945,-0.18180121348232944,-0.023276707373721346,-0.11125280608477041,-0.206434448648562,-1.4744732693061673,-0.08128601325131,-0.7689890047794165,-0.34211783994618056
Burundi,BDI,-2.240860522134876,0.01656646646102446,1.64122520615838,-0.7703895696741239,-0.8094600770984438,-0.673188074175338,1.0406116926032594,-0.3819633781913985,-0.42118612270281786,2.031804674335325,0.09084658472672866,-1.4337667168076698,1.5146581083680821,1.9434042550374744,-2.0722222389863005,1.7733368767580426,-1.1924563115553775,-1.9138582740934136,-0.11275266591900722,-1.7562205824066526,-0.1812300417035218,-0.22787444600154183,-0.14138917130236295,-0.09667373754142643
