Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,-0.3561915938826087,-0.2032590489253068,-1.0570676263964522,-0.746141279411496,-1.1698338545281513,-0.7528215970338523,0.13381295314592134,-0.06826820242487068,-0.41584077381282625,-0.4351027376149457,0.28715656167860126,-1.8637703890250061,0.7168337151955885,-0.6261080241227974,-1.581216513263396,1.8897287884028233,-0.43179243487174157,-1.0781832251841454,-0.112347446531764,-0.4070436309466889,1.6061048729080434,0.3756098350882263,0.084747461014136,0.21405392662770445
Angola,AGO,-1.4245820007478425,-1.5731693512712095,0.6890050696932799,-0.46821503866260367,-1.0907585739390397,0.5599550172036329,0.1110886819898064,0.23375831665636973,-0.14561643784419698,0.9939934580798568,0.5474536031562922,-1.579012645148348,1.307161933427336,0.5169166432924766,0.13265428965549406,1.2681885510660196,-2.30973394306275,-0.010963352657301313,-0.11232808862567262,-0.6959549868156474,-0.8587837750692993,0.8413870867200244,-0.026573045081602,0.5349555073000768
Albania,ALB,0.6786016303768007,-0.2032590489253068,-0.5497122508285974,-0.3880645104268101,0.377739589264749,-0.48985499374746516,-0.7146607766063127,-0.3857194277474798,-0.4097244855615688,-0.21901891570715534,-0.08419327546814949,0.6515046238776575,-0.393171545180337,0.2073474625341731,-0.21075167812863294,0.8979935540637619,-2.3091624060191522,0.13623938838088406,-0.11007150985844792,-0.13354088072407483,0.04890983500681345,0.6335787744535298,-0.2104938812397778,0.24007297370924813
United Arab Emirates,ARE,0.6819613486373829,1.166651253420596,1.5986427134399976,3.126996580740132,1.6314214743979596,1.588828490948512,-0.535744410742719,-0.363557843878952,0.5797864236809686,2.2689330046722618,0.9473662294227025,2.5278413843291396,-0.22794479372552656,-1.1465924708922524,1.1318844269111714,-1.3914944623908299,1.2753638649176309,0.4628454700593579,-0.11047802588636707,-2.448992051200256,0.6515338275072913,-1.1901175646486613,0.5929497714512008,-0.16755876390160315
Argentina,ARG,0.6517238842921402,1.6232880208692302,0.000884111271377935,0.028489489534744374,0.6031206023224047,0.049767149733722635,1.934266870312727,0.9907628638426994,-0.121680460950038,-0.7059065969027116,0.01160224783500846,0.0752548114436678,1.6090938039669649,-0.8574344449092218,1.465956342565381,-0.6980117898817557,0.9026223147452789,0.6744494103017494,-0.11029550848607685,0.4250210739559116,-0.9372417691693739,0.5225088144490242,0.7139503215552638,0.24874598940309603
Armenia,ARM,0.6651627573344704,1.166651253420596,-0.4334346651635291,-0.437292205323207,-0.04132823188932977,-0.5130485001129627,-0.10075524738213698,-0.3851758033839006,-0.4116015284537464,1.2346491214336042,-0.07133687237137988,0.8843368568110223,-0.8583289950775345,-0.9254716274934642,0.25907591601593194,0.34196266465167546,-2.309753822612093,-0.3651699482804349,-0.11046972964089934,-0.5187560218826862,-1.3687607367197838,0.7948093615568446,-2.8847512391996957,1.9139650026218928
Australia,AUS,0.6819613486373829,0.7100144859719617,0.48483457666253765,1.0755808215841542,1.4201267746564072,2.1110174473810406,-0.5263124730007459,3.503430236516465,0.5641015599998996,-0.09200378262633856,0.9887308564284696,0.48064417272678017,0.4351652354464433,-0.8676400222968582,1.2522614267157428,-1.0309087227546119,1.2644301127792419,0.872253093571811,-0.10976731419129752,1.1492255393341009,0.05178662812381619,-1.0862141546484938,0.6365099694886635,-0.25428892084008214
Austria,AUT,0.6819613486373829,0.25337771852332747,0.10438029208818064,1.2154431782460602,1.4563990314453736,1.3561595842647272,-0.49100902836827887,-0.3577151521208578,0.2228583338628943,-0.7067983485213565,0.18804095517284955,0.5629885694913761,0.7314538188202665,0.02024521042750626,0.3884763180781722,-1.0222861633161606,1.3663128031596847,0.872253093571811,-0.10980326458832439,-2.448992051200256,0.7953722672072729,0.35769532541008026,0.5590696174220631,-0.7486508153894125
Azerbaijan,AZE,0.6819613486373829,-0.2032590489253068,0.19949386323177004,-0.12412162862469002,0.546775349057991,0.11687438302417033,-0.4006671262637303,-0.3576450398197607,-0.32513118719473016,1.9798624071683453,0.007438502529100706,1.1841930131018634,-0.36673526494756614,-1.054742274403525,-0.21327125694342758,0.7325515078384565,0.12881085658747596,0.030437418259688327,-0.11088730732944214,-0.14509733495883317,-0.8849364397693241,0.3290321099250465,-0.35569454136465345,0.19670789524000865
Burundi,BDI,-2.459375225007251,-0.2032590489253068,1.7805702421893408,-0.8061497655249303,-1.3189568496599162,-0.7523117378874097,0.9406295955136392,-0.38659329121042957,-0.41658828466489856,0.502097285316562,0.09403349184984956,-1.5886758257247153,0.9727029335127544,1.9695104914660537,-2.080496082397905,1.84763486472402,-0.4700623988256033,-1.5335893093634825,-0.11237233303564254,-0.8076652589801031,-0.1003566391653954,0.020900914899513796,0.05086381252942959,0.0666171548902269
