Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,97.7,9.0,35.8,2144.166570028188,16.5143,2819.526038197346,2.8389962508104105,652230.0,767108289.0,1.827933856217,-548784.0,53.7393252349501,27.0161290322581,20.0,25.3478620272481,80.58770369357799,2436.0,454.0,54.55,394.0,-81.0,946.0,179.0,607.0
Angola,AGO,48.2,10.0,64.306,8862.281333145209,39.3876,41540.63729812195,35.653692284377655,1246700.0,34782945956.0,1.39322266365773,29094.0,52.3460455098597,29.5454545454545,52.9,68.2524163556969,65.7930821615419,,,,,,,,
Albania,ALB,100.0,9.0,52.836,17329.55063384611,79.3237,14406.199879176193,3.444256750379296,27400.0,3681027411.0,1.24298808396067,-32848.0,67.3665631972931,35.7142857142857,41.9,57.5077187031778,48.1514912332876,5255.0,702.0,69.15,827.0,41.0,896.0,554.0,254.0
United Arab Emirates,ARE,100.0,12.0,74.661,68580.14854234828,100.0,87319.8042781588,13.12686553134526,71020.0,253234344242.0,,421663.0,81.87240475274,50.0,1.0,85.3571908511355,1.103510052483795,6733.0,826.0,66.3,951.0,151.0,,697.0,217.0
Argentina,ARG,100.0,14.0,55.085,26300.274261175044,87.1507,32677.528796050938,53.80208776655536,2736690.0,76609601185.0,0.6317886192547051,314.0,64.8426321239199,44.7470817120623,9.2,92.0292776175651,24.018980305701607,5908.0,882.0,67.2,819.0,-12.0,816.0,685.0,345.0
Armenia,ARM,100.0,12.0,52.364,15921.705281964018,78.6123,14559.164402104449,6.900513657871571,28197.09,3001283969.0,4.46514475903396,-19457.0,67.3509680096337,33.6448598130841,9.1,65.3572875314441,35.8547137639461,5301.0,762.0,67.65,795.0,-156.0,705.0,566.0,478.0
Australia,AUS,100.0,11.0,62.825,58327.41468423248,96.9722,130232.68364606897,3.0606698476163103,7692020.0,335376497042.0,1.97847691589702,116768.0,64.8273784315574,31.1258278145695,12.3,87.2353407632761,9.59602083427141,7112.0,0.92,71.05,912.0,236.0,454.0,0.74,235.0
Austria,AUT,100.0,13.0,56.715,62968.942231189205,92.5292,95860.115217477,1.801872992702954,82520.0,202680637123.0,0.873515488270759,52150.0,66.1764816581673,40.4371584699454,36.0,68.773601700253,8.766063202133676,7.08,863.0,71.15,795.0,159.0,501.0,722.0,259.0
Azerbaijan,AZE,100.0,9.0,59.853,20111.37569521088,86.0,30034.26263736445,21.58883657873507,82650.0,22207496400.0,4.93051740712765,1073.0,69.708000115884,18.1818181818182,1.3,58.3659969744818,54.474235817506994,,,,,,,,
Burundi,BDI,10.2,,78.21,1035.5385738493778,10.9847,3077.2693241665093,10.106892690581889,25680.0,135392684.0,2.04300976329884,-14415.0,51.0189922371954,38.2113821138211,83.1,21.1108861865354,83.781812737099,,,,,,,,
