Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,48.3,9.0,43.097,1570.698145179488,3.55,3186.7414554013094,-2.1634044274614297,652230.0,403441021.0,2.08741255278385,-60602.0,48.8282510289366,27.3092369477912,16.5,21.6885475109053,91.24247345838508,4402.0,552.0,50.8,679.0,191.0,0.85,481.0,237.0
Angola,AGO,33.8,6.0,64.6,7227.563642375884,2.3,52264.79556845155,-14.271278584114429,1246700.0,39917086359.0,4.70961004832072,105077.0,52.1421151099296,38.6363636363636,53.0,59.3775316348744,76.9023996576862,,,,,,,,
Albania,ALB,99.6,8.0,47.473,8473.01262309609,41.2,13458.49418159162,2.5703400893890347,27400.0,1095289610.0,1.5172171395597,-51657.0,66.9063216544298,16.4285714285714,37.1,50.6132439427449,56.8305037593501,5485.0,833.0,67.32,525.0,-159.0,864.0,564.0,279.0
United Arab Emirates,ARE,100.0,6.0,74.35,84780.32097065166,64.0,92328.18533590768,-15.182979886534229,71020.0,112805303514.0,5.457107773110359,163643.0,81.6611769273503,22.5,0.1,83.1701992996163,0.525150464255588,6866.0,885.0,65.04,849.0,16.0,339.0,718.0,287.0
Argentina,ARG,97.8,13.0,55.526,16182.075347767692,34.0,34611.12005795597,15.377649370892115,2736690.0,54724780148.0,0.886508576686385,-7882.0,63.8016799041465,38.5214007782101,8.6,90.8209023233265,19.59069930476389,6424.0,919.0,66.18,637.0,-133.0,885.0,762.0,237.0
Armenia,ARM,99.3,10.0,49.952,6811.692479595808,15.3,11378.8471147609,2.4972530789156338,28470.0,688055770.0,4.15704990783508,-30357.0,69.7865213112878,9.16030534351145,7.8,64.3519530388516,45.503767073103006,4178.0,0.68,64.56,441.0,-215.0,882.0,479.0,411.0
Australia,AUS,100.0,11.0,61.856,40434.48908991183,74.25,111526.2362057629,4.991586921201474,7682300.0,152053082233.0,1.92365517034008,235628.0,67.4999498462357,27.3333333333333,7.1,86.1278139101818,10.799983763648656,,,,,,,,
Austria,AUT,100.0,9.0,56.703,40686.673635568135,73.45,90354.25286370012,1.7393928015413849,82520.0,136966574155.99998,0.838531947457704,18222.0,67.4518072985766,27.8688524590164,31.3,67.0705895694924,11.1914861130349,,,,,,,,
Azerbaijan,AZE,99.9,9.0,57.482,14245.503536619011,27.4,46571.78673284831,-18.89922824232977,82622.0,14552439458.0,3.32542168167072,883.0,71.2322756970336,11.3821138211382,3.3,53.1358125434574,55.3638761462757,4574.0,736.0,61.42,498.0,-89.0,754.0,522.0,234.0
Burundi,BDI,5.4,,76.891,604.5881540802494,0.9,3253.563629927706,10.116469409014629,25680.0,60107664.0,,184359.0,52.6720688699614,31.3559322033898,94.6,10.4979900434482,87.0228248578009,3792.0,326.0,50.28,427.0,-18.0,718.0,607.0,164.0
Belgium,BEL,100.0,12.0,49.282,37905.65831262896,74.5441,81946.40733318139,0.7818211742830528,30333.0,367797962058.0,1.16353003394252,97175.0,66.0090222493235,38.0,4.9,84.7025801085014,11.624651251430471,,,,,,,,
Benin,BEN,30.0,6.0,71.169,2213.328956208093,2.24,1920.100853858551,2.539692060954863,112760.0,424585584.0,,4279.0,52.8534959481769,10.8433734939759,52.8,42.338538285999,83.9609874641825,,,,,,,,
Burkina Faso,BFA,12.6,10.0,77.075,1359.6922490730217,1.13,2501.3461344482885,2.40550487042772,273600.0,983301749.0,1.3527649759800702,-40148.0,51.7835269369182,15.3153153153153,83.3,23.7452325601116,80.83604680314801,,,,,,,,
Bangladesh,BGD,57.1,5.0,55.528,2675.2594592678533,3.1,2961.50859999491,6.764354680918743,130170.0,12393272781.0,1.02893954845227,-1150194.0,61.4616088790656,18.5507246376812,43.1,27.3111249057412,62.6404448858856,5083.0,528.0,60.68,631.0,-88.0,776.0,506.0,223.0
Bulgaria,BGR,92.9,9.0,50.412,13312.039842031843,45.0,10478.423401613796,3.938018502217616,108560.0,16008558979.0,1.73951150062383,-19060.0,68.7228378321801,20.8333333333333,11.6,71.3017349243164,7.69517503892675,,,,,,,,
Bahrain,BHR,100.0,9.0,69.948,48625.65692315961,53.0,47826.64108053668,-12.9939410116026,760.0,2998515069.0,3.61053524967651,46467.0,77.3103453811257,2.5,0.0,98.3277849907243,1.956761442704729,5701.0,904.0,64.76,896.0,33.0,506.0,707.0,422.0
Bosnia and Herzegovina,BIH,99.4,9.0,38.962,8161.061540891282,37.74,8504.305067986563,0.1854661252831562,51200.0,3878522729.0,1.37658621151299,-68182.0,69.4958031276918,19.047619047619,17.4,45.4246010387901,24.02418234353141,4963.0,735.0,67.0,258.0,-25.0,959.0,507.0,0.39
Belarus,BLR,93.8,9.0,58.528,14034.191120449892,27.43,10030.440488926555,9.258661922886674,202898.0,21282184396.0,1.37257698145111,13610.0,70.9921979204061,31.8181818181818,7.4,74.1909646620571,9.0254434130304,5564.0,908.0,61.74,679.0,-206.0,676.0,544.0,223.0
Belize,BLZ,86.9,8.0,56.556,9727.988685093618,27.2,19247.544134671665,-2.4657833271536305,22810.0,260982311.0,1.02025947294782,2728.0,59.8103411875348,0.0,25.1,45.4589714924251,29.14804964539005,,,,,,,,
Bolivia,BOL,86.8,14.0,66.558,6024.059473979419,16.8,5915.907657052726,-2.4198943282749354,1083300.0,5393617804.0,1.76136075631536,-13055.0,59.7733808340236,22.3076923076923,20.6,65.9781896386949,63.8124807589565,6086.0,831.0,61.5,779.0,-37.0,763.0,742.0,372.0
Brazil,BRA,98.9,8.0,61.052,13390.68313132855,39.22,15150.708046983713,7.313482741521511,8358140.0,147029926971.0,1.53862567601211,-220207.0,68.3498187386299,8.7719298245614,48.9,84.0698380333651,26.16287350607596,7001.0,913.0,63.74,767.0,-58.0,723.0,744.0,274.0
Bhutan,BTN,71.5,,66.94,6466.097449158297,7.17,27713.33697359386,4.424099434461553,38117.0,496217107.0,,-1305.0,64.8908914851554,8.51063829787234,87.8,33.3396804958817,69.6361822537241,,,,,,,,
Botswana,BWA,43.4,,52.547,11686.184663965723,6.15,35491.039123371804,15.108933748083883,566730.0,3455644991.0,3.26282073750534,4960.0,62.3542138764126,7.93650793650794,28.9,62.7501882968523,27.72622400039542,,,,,,,,
Central African Republic,CAF,9.4,10.0,68.611,877.2521311048783,1.8,2319.8093808191065,0.7116283907541856,622980.0,82073288.9999999,1.7479707408184502,-28899.0,52.3899125345699,9.61538461538462,93.9,38.476675697093,79.04994363922,,,,,,,,
Canada,CAN,100.0,10.0,61.288,38863.24855606365,80.3,89723.57455784065,-2.324922096419897,8965590.0,316347135016.0,1.37755563107525,244463.0,69.4115083969769,22.0779220779221,22.2,80.8591838893921,10.926604291217863,7488.0,943.0,70.74,915.0,242.0,413.0,793.0,248.0
