Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,93.4,9.0,40.466,2432.276700833362,16.8,3213.5147413414693,2.0713485778348684,652230.0,875181037.0,1.00674585570556,-36753.0,52.6732723441847,,18.3,24.9991645191406,82.31332217699,2694.0,508.0,53575.0,374.0,-91.0,928.0,385.0,405.0
Angola,AGO,45.3,10.0,62.812,8278.368861704694,29.0,47872.02216504426,25.19415615278855,1246700.0,40105134731.0,1.95578680987962,61632.0,52.10972051613,30.4545454545455,52.5,65.8732136723372,65.26018894209066,,,,,,,,
Albania,ALB,100.0,9.0,52.0,14182.116389235238,65.4,14276.333878605528,1.4532872250901503,27400.0,3099145302.0,1.16054478505068,-15032.0,68.2552118334715,27.8571428571429,37.8,56.377000259892,52.1865088304747,5004.0,684.0,69075.0,824.0,7.0,899.0,592.0,319.0
United Arab Emirates,ARE,100.0,12.0,77.339,77446.2269929923,98.45,92966.06130114108,7.567705988989459,71020.0,209614543813.0,,14611.0,81.7897488678028,22.5,0.3,84.8601805824625,0.953032968752257,6604.0,851.0,65.85,944.0,45.0,,723.0,302.0
Argentina,ARG,100.0,14.0,54.101,24410.39190633349,77.7,33870.29659565637,42.03366895750307,2736690.0,60395731731.0,0.732300347538541,5742.0,64.1630568429568,38.9105058365759,10.5,91.7679941327998,21.617557722241724,5793.0,0.9,67.05,846.0,-214.0,855.0,732.0,321.0
Armenia,ARM,99.9,12.0,49.697,12877.493754355326,68.2451,13778.61415028496,2.787709514257614,28470.0,2393781112.0,4.11988615256896,-13129.0,67.836738214504,18.0952380952381,11.1,64.8502833795679,41.6632765532805,5062.0,814.0,66825.0,808.0,-169.0,677.0,535.0,455.0
Australia,AUS,100.0,11.0,62.286,50371.23383078197,90.0,132704.7538165226,1.846175553033106,7692020.0,249551021495.0,1.8956200767670897,226412.0,65.5972081360588,28.6666666666667,9.8,87.2267680845925,9.764740008407117,7177.0,0.94,70825.0,916.0,143.0,405.0,706.0,187.0
Austria,AUT,100.0,13.0,57.914,56636.495303054166,87.4791,95486.4550322685,1.8104799613359432,82520.0,184608871719.0,0.748993468286285,35296.0,66.8074529749847,34.4262295081967,34.1,68.1046787227623,9.12127558183906,7396.0,912.0,70775.0,904.0,0.05,523.0,695.0,226.0
Azerbaijan,AZE,100.0,9.0,62.195,15282.999523229812,79.8,31168.74882503856,12.18443300318313,82654.0,19456918100.0,3.54929331269041,-37559.0,69.8692138262529,16.8,1.9,57.1841534654123,55.1666537127637,5168.0,781.0,63475.0,772.0,-235.0,561.0,527.0,191.0
Burundi,BDI,9.5,,79.126,823.0131022416592,4.0,2999.3597533783945,-1.5382572292660657,25680.0,152259861.0,2.1494195662191298,68141.0,49.8778863700716,36.3636363636364,85.7,17.6820221982475,85.08826328967669,3775.0,485.0,55.2,646.0,-23.0,599.0,636.0,363.0
Belgium,BEL,100.0,12.0,50.48,52466.733078459896,88.6473,89878.05651039226,1.7172823662303929,30493.0,463146839282.0,0.892442476666613,50604.0,64.2447525310394,38.0,10.7,86.8883449485575,11.324922472134556,6892.0,0.93,70.45,808.0,-129.0,0.63,682.0,0.25
Benin,BEN,39.0,6.0,73.642,2965.306281436642,19.0,2197.0657074596024,0.6704476142176361,112760.0,957894044.0,0.6328575401476,3372.0,53.9063205647746,7.2289156626506,44.0,47.9952829275963,82.2529102241123,5.82,504.0,55.2,713.0,3.0,747.0,625.0,468.0
Burkina Faso,BFA,14.4,10.0,74.215,2073.3235382155035,8.5,2569.6330472832747,1.0739668896834471,273600.0,3254984070.0,1.92538455062898,-23938.0,52.5907037810603,11.0236220472441,73.7,26.0832202154822,80.795201571007,4927.0,665.0,54525.0,721.0,-12.0,757.0,656.0,343.0
Bangladesh,BGD,86.9,5.0,56.3,5490.158818651793,25.6,5350.854366973179,5.805538767045746,130170.0,27615508107.0,1.15395749092166,-1029069.0,64.7973177686173,20.2857142857143,27.0,30.5175656009959,56.29300507784019,4499.0,706.0,64175.0,901.0,-56.0,701.0,433.0,361.0
Bulgaria,BGR,98.7,11.0,52.434,22605.86603914358,64.782,13852.444462644096,4.235276423576863,108560.0,32224807635.0,1.45106212373153,-3873.0,64.5280031853111,23.75,19.6,73.600212097168,7.242195994150644,5099.0,924.0,66.2,724.0,-0.18,952.0,554.0,189.0
Bahrain,BHR,100.0,9.0,71.214,51993.13078186518,98.6447,44056.33627785775,4.212713525716055,778.0,7432985005.0,4.04108625299001,-25978.0,77.3842993458645,15.0,0.0,100.0,0.859416855191711,,,,,,,,
Bosnia and Herzegovina,BIH,100.0,9.0,40.089,13996.806305786533,70.1201,10830.851364188433,2.790157339660837,51200.0,7113255363.0,0.84004735664614,-29147.0,67.2051520519634,21.4285714285714,35.4,48.971927825824,17.49791273390414,5887.0,836.0,67.15,659.0,122.0,913.0,568.0,277.0
Belarus,BLR,99.3,9.0,61.344,20025.9815543598,79.1299,13161.935573208257,12.13922998806484,202980.0,33044293100.000004,1.53799428873681,8615.0,68.079682439857,34.5454545454545,7.2,77.2132720947266,7.36042971624877,5234.0,905.0,65775.0,644.0,-178.0,718.0,409.0,236.0
Belize,BLZ,91.7,8.0,61.005,9497.234804434182,53.5936,11267.322514916956,0.0550845795919201,22810.0,240603042.0,1.01132122816519,187.0,65.8339174150145,9.375,35.5,43.164848281502,26.058589858690738,,,,,,,,
Bolivia,BOL,92.8,14.0,69.272,10758.407559400322,44.2861,7508.950744490142,2.475118360273456,1083300.0,9014299554.0,1.49690260690782,-9344.0,62.7195359063944,53.0769230769231,14.3,69.4133879813999,65.7380978893668,5916.0,827.0,63.15,863.0,-94.0,786.0,705.0,387.0
Brazil,BRA,99.7,14.0,56.549,15463.742639374306,70.4343,17731.428012924254,4.493534327832307,8358140.0,240158557975.0,1.46967772350671,-230334.0,69.7196181499875,15.009746588694,46.9,86.4420719945072,27.18411418756252,6191.0,882.0,65225.0,751.0,-0.12,763.0,677.0,0.35
Bhutan,BTN,100.0,,60.506,11969.561500330536,63.5,19824.98129675016,1.1508627637055753,38140.0,545189154.0,,287.0,69.1310007515541,14.8936170212766,80.0,38.4661892776975,71.5103665115848,,,,,,,,
Botswana,BWA,68.3,,50.697,15785.819633780991,54.2022,45670.64077894104,0.0566218861915785,566730.0,6359987889.0,2.92475944543875,-11623.0,62.5862659140957,9.52380952380952,25.6,66.1579176461888,27.23768454280695,3461.0,795.0,53625.0,818.0,-246.0,807.0,688.0,267.0
Central African Republic,CAF,14.6,10.0,69.153,905.8177889410938,5.1,1573.3626899403762,-1.224117158457048,622980.0,55636972.0,1.33998903358031,-52954.0,48.7904355645416,8.57142857142857,91.4,41.2824666248606,79.690565001594,,,,,,,,
Canada,CAN,100.0,10.0,61.721,49982.59991183458,94.64,106057.88904198594,1.6511181804358586,8965590.0,447544277171.0,1.3176781061648,420224.0,66.7853309042324,26.9461077844311,22.3,81.5500341646653,10.607027993161251,7175.0,923.0,71.25,946.0,102.0,372.0,773.0,259.0
Switzerland,CHE,100.0,11.0,65.343,70688.81874911941,91.8,195038.588152988,0.7642891973971331,39509.63,309814021772.0,0.652876569793988,41253.0,66.6250290837812,32.5,24.2,79.2922201625844,9.99332462166162,7509.0,0.93,72.3,926.0,94.0,301.0,756.0,192.0
Chile,CHL,100.0,12.0,58.389,25305.09034626108,84.9,35781.86027657203,1.590199737162294,742286.76,74255803719.0,1.87761395069212,237807.0,68.9280916071827,22.5806451612903,25.5,87.9620493753008,20.97482748501161,6436.0,0.89,69.85,789.0,-66.0,816.0,755.0,276.0
China,CHN,100.0,9.0,64.887,16298.20506191087,59.2,23768.64621636623,3.467897772921688,9388210.0,2501126772400.0,1.67357820944542,-198206.0,70.1553162360731,24.8993288590604,13.5,61.5001983642578,35.8183526295519,5131.0,788.0,68375.0,895.0,-161.0,,722.0,0.19
Cote d'Ivoire,CIV,67.1,10.0,63.541,4945.625205759153,37.5465,12385.62399108842,1.6819764717322556,318000.0,11646337360.0,1.0392140823524698,5395.0,55.1358501698895,10.5882352941176,60.5,50.8718477756395,71.69486835884109,5268.0,621.0,54225.0,713.0,-51.0,791.0,659.0,386.0
Cameroon,CMR,62.2,6.0,65.919,4010.763600695264,29.7,6524.331597392536,1.8969916226624832,472710.0,3806093834.0,1.07600981816736,-9184.0,54.311618102486,31.1111111111111,78.7,53.6339873660653,70.6635008051378,5251.0,677.0,53825.0,816.0,31.0,884.0,0.63,356.0
"Congo, Dem. Rep.",COD,18.7,6.0,61.53,1048.865028556721,11.7,7409.269367971794,29.839007594082062,2267050.0,14101674596.0,0.6123465560364101,-124246.0,51.0356303771569,8.94308943089431,96.4,42.4946599159958,81.65916537781331,,,,,,,,
