Country Name,Country Code,Access to electricity (% of population),"Compulsory education, duration (years)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP per capita, PPP (current international $)",Individuals using the Internet (% of population),"Industry (including construction), value added per worker (constant 2015 US$)","Inflation, GDP deflator (annual %)",Land area (sq. km),Merchandise exports by the reporting economy (current US$),Military expenditure (% of GDP),Net migration,Population ages 15-64 (% of total population),Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),Urban population (% of total population),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",happiness_score,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Afghanistan,AFG,85.3,9.0,32.333,2122.995815126633,17.1917,2972.188540346683,9.406239339313217,652230.0,432910523.0,,-647402.0,54.0650161973572,,20.0,25.3939250580909,81.091381513011,1281.0,228.0,54875.0,368.0,,733.0,206.0,576.0
Angola,AGO,48.5,10.0,64.619,9588.241295111882,42.0719,34053.084305329256,18.1217716217607,1246700.0,50856991253.0,1.410163657162,-995.0,52.4687842964853,33.6363636363636,,69.0506188977513,66.312487849522,,,,,,,,
Albania,ALB,100.0,9.0,55.457,21411.404264868648,82.6137,14821.203806895615,9.861609920162875,27400.0,4308978674.0,1.20878861551122,-16426.0,67.0011896981477,35.7142857142857,,57.8643477747383,48.97711716139701,5212.0,724.0,69175.0,802.0,-66.0,846.0,547.0,255.0
United Arab Emirates,ARE,100.0,12.0,75.023,75071.65863003506,100.0,90099.91893254012,12.597870386080842,71020.0,345819105552.0,,322773.0,81.8846579747203,50.0,,85.5147347682487,1.146015325389917,6738.0,798.0,66.45,932.0,171.0,,715.0,242.0
Argentina,ARG,100.0,14.0,57.3,29808.807346800702,88.3754,31925.77415811373,68.99382676923139,2736690.0,86535962980.0,0.684586409291956,5589.0,65.2151737723899,44.7470817120623,,92.112838186126,23.27979684080725,6261.0,893.0,67.25,825.0,-128.0,0.81,724.0,284.0
Armenia,ARM,100.0,12.0,50.905,19161.37005141889,77.0277,14444.303368762268,7.985878528281745,28198.32,5344643857.0,4.08174595925594,38001.0,67.2222792072338,35.5140186915888,,65.5624462874485,35.42815376027887,5382.0,811.0,67925.0,0.79,-154.0,705.0,531.0,549.0
Australia,AUS,100.0,11.0,64.396,66103.17970669566,97.0424,127336.28733133902,7.199544340720095,7692020.0,401694722486.0,1.88329708969124,140972.0,64.6894260786269,38.4105960264901,,87.3343268253813,9.37931001488805,7035.0,942.0,71125.0,854.0,153.0,545.0,711.0,244.0
Austria,AUT,100.0,13.0,57.843,72065.49742701056,93.6141,95196.90709245048,5.023431563332707,82520.0,211766887497.0,0.7667060083267719,157365.0,65.8640953229773,40.9836065573771,,68.998085127906,8.182661062093109,6999.0,876.0,71275.0,856.0,139.0,524.0,718.0,226.0
Azerbaijan,AZE,100.0,9.0,61.116,22552.088656052303,88.0,29120.906039704787,37.27072112937472,82650.0,38144989900.0,3.7953702508048295,9086.0,69.6758832959182,18.3333333333333,,58.4382815854684,54.3428702003442,,,,,,,,
Burundi,BDI,10.3,,78.385,1104.7771876487784,11.0009,3039.187319005506,15.04938612787501,25680.0,168684935.0,2.59858091417074,1995.0,51.5252590861977,38.2113821138211,83.0,22.3202446002597,83.78167422880469,,,,,,,,
Belgium,BEL,100.0,13.0,51.536,69128.13888838432,94.0078,90749.62214315672,6.699037611866103,30494.0,620749573291.0,1.16246551287247,118615.0,63.7031280332457,42.6666666666667,,87.489200269855,11.630727598644365,6857.0,923.0,71.05,0.89,97.0,483.0,718.0,235.0
Benin,BEN,56.5,6.0,74.995,3844.154157458155,30.0134,2549.20843286274,4.138994478753673,112760.0,908459002.999999,0.632087491743063,-192.0,54.8168372827197,7.40740740740741,,50.9627000010887,79.5320545684629,4217.0,366.0,56.4,714.0,-0.03,0.58,571.0,444.0
Burkina Faso,BFA,19.5,10.0,69.567,2645.2406799661094,14.6238,2814.5681312826646,4.642584352849582,273600.0,4542731249.0,2.98161566942536,-24960.0,54.4370275967141,16.9014084507042,71.4,27.2791369742712,80.7951990517066,,,,,,,,
Bangladesh,BGD,99.4,5.0,59.031,8450.549025339405,41.6165,7599.520907057686,5.049021878831312,130260.0,47070835971.0,0.990983394484057,-549990.0,65.0947523228864,20.8571428571429,,31.673734726234,57.84038066255668,3408.0,404.0,64675.0,865.0,-55.0,617.0,394.0,448.0
Bulgaria,BGR,100.0,12.0,54.382,34805.70148167554,79.1269,14781.763408690242,15.918454216647175,108560.0,47848635443.0,1.58707500372134,26498.0,63.7634737521873,24.1666666666667,,73.4799164005224,6.967821860204138,5378.0,953.0,66.6,741.0,-145.0,942.0,582.0,165.0
Bahrain,BHR,100.0,9.0,69.395,61677.6538492695,100.0,47189.555725956445,7.134888799007811,790.0,15014755808.0,3.42339334548769,18975.0,77.4220895374444,20.0,,100.0,0.901733674439886,,,,,,,,
Bosnia and Herzegovina,BIH,100.0,9.0,42.656,20522.02375558,78.8455,12194.47686763998,11.808838185719653,51200.0,9660797766.0,0.7520287307492179,-485.0,65.5202255864793,16.6666666666667,,51.0215287060993,19.14273747073944,,,,,,,,
Belarus,BLR,100.0,11.0,61.754,28429.49488218266,89.5073,12920.4991965454,14.884862363536683,202990.0,32803624748.000004,1.64869313490861,-8000.0,66.5333622144506,40.0,,78.4732787892908,6.79840537714345,,,,,,,,
Belize,BLZ,98.6,8.0,53.257,13461.209845161278,71.8096,15742.085062295018,7.286854911232751,22810.0,286307046.0,0.979173785897568,5936.0,67.6808207919391,12.5,30.8,42.1373251262137,30.06788525202558,,,,,,,,
Bolivia,BOL,99.9,14.0,75.487,12306.729312869538,67.3612,6809.247525916043,2.591002750816031,1083300.0,13603746248.0,0.973250888476219,-3008.0,64.0223930240519,46.1538461538462,,70.6352598708131,64.3683028020439,5929.0,824.0,63.75,865.0,-0.08,0.84,738.0,426.0
Brazil,BRA,100.0,14.0,57.663,19876.85335313965,80.5278,17293.865357955423,8.57028196142548,8358140.0,334292307439.0,1.05240083845945,-253639.0,69.5457382256878,17.7387914230019,,87.349556243881,27.80441361639077,6257.0,866.0,65925.0,0.83,-61.0,742.0,681.0,341.0
Bhutan,BTN,100.0,,59.342,15063.810576307216,86.2903,15026.003839026618,5.794855169797827,38140.0,650962683.0,,291.0,71.7153414362264,17.3913043478261,82.5,40.9365143617581,69.85277224954811,,,,,,,,
Botswana,BWA,75.9,,49.361,19976.83437944735,80.3696,45662.88972356209,14.61767672418759,566730.0,7917218825.0,2.51778285669486,-7306.0,63.6966233949337,11.1111111111111,,66.5889787170477,25.92684973687092,3435.0,0.75,54725.0,739.0,-215.0,831.0,623.0,287.0
Central African Republic,CAF,15.7,10.0,68.81,1217.8497714115497,,2312.766937288517,6.018778772724517,622980.0,117783789.0,1.71086224316852,-17430.0,48.6410707488634,12.8571428571429,90.9,43.2751967457285,79.71457776335791,,,,,,,,
Canada,CAN,100.0,10.0,61.802,63944.10501006869,94.0,105207.06586408056,7.906762130773259,8788700.0,596779819937.0,1.16713259486345,459988.0,65.5113452142292,30.4733727810651,,82.3500897353968,9.78435526150716,6918.0,929.0,71.45,838.0,222.0,442.0,719.0,287.0
Switzerland,CHE,100.0,11.0,64.313,94421.4576550424,96.4528,227616.5254162256,3.0400522180438685,39509.63,401601887823.0,0.682061302644033,96424.0,65.7109122627352,41.5,,84.9206266284521,9.74750320571686,6884.0,881.0,73.1,848.0,128.0,235.0,0.71,0.18
Chile,CHL,100.0,12.0,55.177,30932.0010873677,93.5377,32792.10296039951,7.560157386627097,742831.64,97988007426.0,1.54099069337002,59374.0,68.9423635045125,35.4838709677419,,88.6395352768685,21.39560197188508,6415.0,887.0,70.45,793.0,-11.0,796.0,775.0,253.0
